marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__acionam_do_comando,geral__regime_potencia_max,geral__regime_torque_max,geral__marchas,geral__diametro_de_giro,geral__codigo_do_motor,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__codigo_do_cambio,geral__bitola_dianteira,geral__bitola_traseira,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__cilindrada_unitaria,geral__deslocamento,geral__potencia,geral__torque,geral__carga_util,geral__reboque_com_freio,geral__reboque_sem_freio,geral__variacao_do_comando,geral__rotacao_maxima,geral__altura_minima_do_solo,geral__travessia_de_agua,geral__estepe,geral__autonomia,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__potencia_combinada,geral__torque_combinado,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__frenagem_1000_kmh,geral__potencia_de_recarga,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__autonomia_eletrica,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__tuchos,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares
volvo,V50,v50,v50-t5-2-5-turbo-2004,v50-t5-2-5-turbo-2004,https://www.fichacompleta.com.br/carros/volvo/v50-t5-2-5-turbo-2004,2026-06-18T18:45:03.818336,Volvo V50 T5 2.5 Turbo 2004,"7,3 s",235 km/h,Conversor de torque,Automático,5,Dianteira,Injeção multiponto,Turbocompressor,2521 cm³,5 em linha,Duplo no cabeçote,"93,2 mm",83 mm,Transversal,Dianteiro,"6,5 kg/cv","45,1 kg/kgfm","87,3 cv/litro",220 cv,9:1,"12,5 kgfm/litro","31,6 kgfm",4,1452 mm,4514 mm,2640 mm,1770 mm,1425 kg,417 litros,62 litros,113 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",707 km,434 km,"11,4 km/l",7 km/l,,,,5,"10,6 m",B5254T3,5000 rpm,1500 rpm,Aisin AW55-50,1535 mm,1531 mm,"2,18 m²","0,698 m²","0,32","0,32",,,,,588 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V50,v50,v50-2-4-2005,v50-2-4-2005,https://www.fichacompleta.com.br/carros/volvo/v50-2-4-2005,2026-06-18T18:45:06.471673,Volvo V50 2.4 2005,9 s,215 km/h,Conversor de torque,Automático,5,Dianteira,Injeção multiponto,Natural,2435 cm³,5 em linha,Duplo no cabeçote,,,Transversal,Dianteiro,"8,2 kg/cv","59,3 kg/kgfm","69,8 cv/litro",170 cv a 6000 rpm,"10,3:1","9,6 kgfm/litro","23,4 kgfm a 4400 rpm",4,1452 mm,4514 mm,2640 mm,1770 mm,1387 kg,417 litros,62 litros,98 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,"10,6 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",744 km,465 km,12 km/l,"7,5 km/l",,,,,,B5244S,,,Aisin AW55-50,1535 mm,1531 mm,"2,18 m²","0,698 m²",,"0,32",,,,,700 kg,,700 kg,,,,,,,,,,,,,,,,,,90 mm,83 mm,,,,,,,,,,,,,,
volvo,V50,v50,v50-t5-2-5-turbo-2005,v50-t5-2-5-turbo-2005,https://www.fichacompleta.com.br/carros/volvo/v50-t5-2-5-turbo-2005,2026-06-18T18:45:08.941964,Volvo V50 T5 2.5 Turbo 2005,"7,3 s",235 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Turbocompressor,2521 cm³,5 em linha,Duplo no cabeçote,"93,2 mm",83 mm,Transversal,Dianteiro,"6,5 kg/cv","45,1 kg/kgfm","87,3 cv/litro",,9:1,"12,5 kgfm/litro",,4,1452 mm,4514 mm,2640 mm,1770 mm,1425 kg,417 litros,62 litros,113 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",707 km,434 km,"11,4 km/l",7 km/l,,,,5,"10,6 m",B5254T3,5000 rpm,1500 rpm,Aisin AW55-50,1535 mm,1531 mm,"2,18 m²","0,698 m²","0,32",,,,220 cv,"31,6 kgfm",588 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V50,v50,v50-2-4-2007,v50-2-4-2007,https://www.fichacompleta.com.br/carros/volvo/v50-2-4-2007,2026-06-18T18:45:13.201555,Volvo V50 2.4 2007,9 s,215 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,2435 cm³,5 em linha,Duplo no cabeçote,90 mm,83 mm,Transversal,Dianteiro,"8,2 kg/cv","59,3 kg/kgfm","69,8 cv/litro",,"10,3:1","9,6 kgfm/litro",,4,1452 mm,4514 mm,2640 mm,1770 mm,1387 kg,417 litros,62 litros,98 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",744 km,465 km,12 km/l,"7,5 km/l",,,,5,"10,6 m",B5244S,6000 rpm,4400 rpm,Aisin AW55-50,1535 mm,1531 mm,"2,18 m²","0,698 m²","0,32",,,,170 cv,"23,4 kgfm",700 kg,,700 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V50,v50,v50-2-4-2009,v50-2-4-2009,https://www.fichacompleta.com.br/carros/volvo/v50-2-4-2009,2026-06-18T18:45:16.388183,Volvo V50 2.4 2009,9 s,215 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,2435 cm³,5 em linha,Duplo no cabeçote,90 mm,83 mm,Transversal,Dianteiro,"8,2 kg/cv","59,3 kg/kgfm","69,8 cv/litro",,"10,3:1","9,6 kgfm/litro",,4,1452 mm,4514 mm,2640 mm,1770 mm,1387 kg,417 litros,62 litros,98 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",744 km,465 km,12 km/l,"7,5 km/l",,,,5,"10,6 m",B5244S,6000 rpm,4400 rpm,Aisin AW55-50,1535 mm,1531 mm,"2,18 m²","0,698 m²","0,32",,,,170 cv,"23,4 kgfm",700 kg,,700 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V50,v50,v50-t5-2-5-turbo-2010,v50-t5-2-5-turbo-2010,https://www.fichacompleta.com.br/carros/volvo/v50-t5-2-5-turbo-2010,2026-06-18T18:45:20.021238,Volvo V50 T5 2.5 Turbo 2010,"7,3 s",235 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Turbocompressor,2521 cm³,5 em linha,Duplo no cabeçote,"93,2 mm",83 mm,Transversal,Dianteiro,"6,5 kg/cv","45,1 kg/kgfm","87,3 cv/litro",220 cv,9:1,"12,5 kgfm/litro","31,6 kgfm",4,1452 mm,4514 mm,2640 mm,1770 mm,1425 kg,417 litros,62 litros,113 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",707 km,434 km,"11,4 km/l",7 km/l,,5000 rpm,1500 rpm,5,"10,6 m",B5254T3,,,Aisin AW55-50,1535 mm,1531 mm,"2,18 m²","0,698 m²","0,32",,,,,,588 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V50,v50,v50-t5-2-5-turbo-2011,v50-t5-2-5-turbo-2011,https://www.fichacompleta.com.br/carros/volvo/v50-t5-2-5-turbo-2011,2026-06-18T18:45:23.571262,Volvo V50 T5 2.5 Turbo 2011,"7,3 s",235 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Turbocompressor,2521 cm³,5 em linha,Duplo no cabeçote,"93,2 mm",83 mm,Transversal,Dianteiro,"6,5 kg/cv","45,1 kg/kgfm","87,3 cv/litro",220 cv,9:1,"12,5 kgfm/litro","31,6 kgfm",4,1452 mm,4514 mm,2640 mm,1770 mm,1425 kg,417 litros,62 litros,113 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",707 km,434 km,"11,4 km/l",7 km/l,,5000 rpm,1500 rpm,5,"10,6 m",B5254T3,,,Aisin AW55-50,1535 mm,1531 mm,"2,18 m²","0,698 m²","0,32",,,,,,588 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-r-design-t5-2-0-2012,v60-r-design-t5-2-0-2012,https://www.fichacompleta.com.br/carros/volvo/v60-r-design-t5-2-0-2012,2026-06-18T18:45:42.929015,Volvo V60 R-Design T5 2.0 2012,"7,7 s",230 km/h,Embreagem dupla banhada a óleo,Automatizado,6,Dianteira,Injeção multiponto,Turbocompressor,1999 cm³,4 em linha,Duplo no cabeçote,"83,1 mm","87,5 mm",Transversal,Dianteiro,"6,5 kg/cv","48,1 kg/kgfm","120,1 cv/litro",240 cv,10:1,"16,3 kgfm/litro","32,6 kgfm",4,1484 mm,4635 mm,2776 mm,1825 mm,1568 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,"11,5 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",630 km,476 km,"9,4 km/l","7,1 km/l",Corrente,,,6,"11,5 m",B4204T7,5500 rpm,1800 rpm,MPS6,1588 mm,1585 mm,,,,,,,,,562 kg,,,Admissão e escape,6500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-r-design-t6-3-0-awd-2012,v60-r-design-t6-3-0-awd-2012,https://www.fichacompleta.com.br/carros/volvo/v60-r-design-t6-3-0-awd-2012,2026-06-18T18:45:46.645181,Volvo V60 R-Design T6 3.0 AWD 2012,"6,2 s",250 km/h,Conversor de torque,Automático,6,Integral sob demanda,Injeção multiponto,Turbocompressor,2953 cm³,6 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"5,7 kg/cv","38,8 kg/kgfm","102,9 cv/litro",304 cv,"9,3:1","15,2 kgfm/litro","44,8 kgfm",4,1484 mm,4635 mm,2776 mm,1825 mm,1737 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,"11,5 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",570 km,415 km,"8,5 km/l","6,2 km/l",,,,6,"11,5 m",B6304T4,5600 rpm,2100 rpm,,1588 mm,1585 mm,,,,,,,,,573 kg,,,,6500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-r-design-t5-2-0-2013,v60-r-design-t5-2-0-2013,https://www.fichacompleta.com.br/carros/volvo/v60-r-design-t5-2-0-2013,2026-06-18T18:45:50.347030,Volvo V60 R-Design T5 2.0 2013,"7,7 s",230 km/h,Embreagem dupla banhada a óleo,Automatizado,,Dianteira,Injeção multiponto,Turbocompressor,1999 cm³,4 em linha,Duplo no cabeçote,"83,1 mm","87,5 mm",Transversal,Dianteiro,"6,5 kg/cv","48,1 kg/kgfm","120,1 cv/litro",240 cv,10:1,"16,3 kgfm/litro","32,6 kgfm",4,1484 mm,4635 mm,2776 mm,1825 mm,1568 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",630 km,476 km,"9,4 km/l","7,1 km/l",Corrente,5500 rpm,1800 rpm,6,"11,5 m",B4204T7,,,MPS6,1588 mm,1585 mm,,,,,,,,,562 kg,,,Admissão e escape,6500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-r-design-t6-3-0-awd-2013,v60-r-design-t6-3-0-awd-2013,https://www.fichacompleta.com.br/carros/volvo/v60-r-design-t6-3-0-awd-2013,2026-06-18T18:45:54.658623,Volvo V60 R-Design T6 3.0 AWD 2013,"6,2 s",250 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção multiponto,Turbocompressor,2953 cm³,6 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"5,7 kg/cv","38,8 kg/kgfm","102,9 cv/litro",304 cv,"9,3:1","15,2 kgfm/litro","44,8 kgfm",4,1484 mm,4635 mm,2776 mm,1825 mm,1737 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",570 km,415 km,"8,5 km/l","6,2 km/l",,5600 rpm,2100 rpm,6,"11,5 m",B6304T4,,,,1588 mm,1585 mm,,,,,,,,,573 kg,,,,6500 rpm,,,Kit de reparo e enchimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-r-design-t5-2-0-2014,v60-r-design-t5-2-0-2014,https://www.fichacompleta.com.br/carros/volvo/v60-r-design-t5-2-0-2014,2026-06-18T18:45:57.236568,Volvo V60 R-Design T5 2.0 2014,"7,7 s",230 km/h,Embreagem dupla banhada a óleo,Automatizado,6,Dianteira,Injeção multiponto,Turbocompressor,1999 cm³,4 em linha,"Duplo no cabeçote, corrente","83,1 mm","87,5 mm",Transversal,Dianteiro,"6,5 kg/cv","48,1 kg/kgfm","120,1 cv/litro",240 cv a 5500 rpm,10:1,"16,3 kgfm/litro","32,6 kgfm a 1800 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1568 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,"11,5 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",630 km,476 km,"9,4 km/l","7,1 km/l",,,,,,B4204T7,,,MPS6,1588 mm,1585 mm,,,,,,,,,562 kg,,,Admissão e escape,6500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-r-design-t6-3-0-awd-2014,v60-r-design-t6-3-0-awd-2014,https://www.fichacompleta.com.br/carros/volvo/v60-r-design-t6-3-0-awd-2014,2026-06-18T18:46:00.009571,Volvo V60 R-Design T6 3.0 AWD 2014,"6,2 s",250 km/h,Conversor de torque,Automático,6,Integral sob demanda,Injeção multiponto,Turbocompressor,2953 cm³,6 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"5,7 kg/cv","38,8 kg/kgfm","102,9 cv/litro",304 cv a 5600 rpm,"9,3:1","15,2 kgfm/litro","44,8 kgfm a 2100 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1737 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,"11,5 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",570 km,415 km,"8,5 km/l","6,2 km/l",,,,,,B6304T4,,,,1588 mm,1585 mm,,,,,,,,,573 kg,,,,6500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-kinetic-t5-2-0-2015,v60-kinetic-t5-2-0-2015,https://www.fichacompleta.com.br/carros/volvo/v60-kinetic-t5-2-0-2015,2026-06-18T18:46:03.289842,Volvo V60 Kinetic T5 2.0 2015,"6,4 s",230 km/h,Conversor de torque,Automático,8,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"7,0 kg/cv","48,0 kg/kgfm","124,4 cv/litro",245 cv a 5500 rpm,"10,8:1","18,1 kgfm/litro","35,7 kgfm a 1500 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1714 kg,430 litros,67 litros,108 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",784 km,596 km,"11,7 km/l","8,9 km/l",,,,,,B4204T11,,,,1578 mm,1575 mm,"2,28 m²","0,661 m²",,"0,29",,,,,446 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-momentum-t5-2-0-2015,v60-momentum-t5-2-0-2015,https://www.fichacompleta.com.br/carros/volvo/v60-momentum-t5-2-0-2015,2026-06-18T18:46:06.169065,Volvo V60 Momentum T5 2.0 2015,"6,4 s",230 km/h,Conversor de torque,Automático,8,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"7,0 kg/cv","48,0 kg/kgfm","124,4 cv/litro",245 cv a 5500 rpm,"10,8:1","18,1 kgfm/litro","35,7 kgfm a 1500 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1714 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",784 km,596 km,"11,7 km/l","8,9 km/l",,,,,,B4204T11,,,,1578 mm,1575 mm,"2,28 m²","0,661 m²",,"0,29",,,,,446 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-r-design-t5-2-0-2015,v60-r-design-t5-2-0-2015,https://www.fichacompleta.com.br/carros/volvo/v60-r-design-t5-2-0-2015,2026-06-18T18:46:09.649599,Volvo V60 R-Design T5 2.0 2015,"6,4 s",230 km/h,Conversor de torque,Automático,8,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,0 kg/cv","48,0 kg/kgfm","124,4 cv/litro",245 cv,"10,8:1","18,1 kgfm/litro","35,7 kgfm",4,1484 mm,4635 mm,2776 mm,1825 mm,1714 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,"11,3 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",757 km,556 km,"11,3 km/l","8,3 km/l",Correia dentada,,,8,"11,3 m",B4204T11,5500 rpm,1500 rpm,,1578 mm,1575 mm,,,,,,,,,426 kg,,,Admissão e escape,6000 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-r-design-t6-2-0-2015,v60-r-design-t6-2-0-2015,https://www.fichacompleta.com.br/carros/volvo/v60-r-design-t6-2-0-2015,2026-06-18T18:46:13.540787,Volvo V60 R-Design T6 2.0 2015,6 s,230 km/h,Conversor de torque,Automático,6,Dianteira,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"5,7 kg/cv","42,6 kg/kgfm","155,4 cv/litro",306 cv a 5700 rpm,"10,3:1","20,7 kgfm/litro","40,8 kgfm a 2100 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1737 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",737 km,536 km,11 km/l,8 km/l,,,,,,B4204T9,,,,1588 mm,1585 mm,"2,28 m²","0,661 m²",,"0,29",,,,,423 kg,1750 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-kinetic-t5-2-0-2016,v60-kinetic-t5-2-0-2016,https://www.fichacompleta.com.br/carros/volvo/v60-kinetic-t5-2-0-2016,2026-06-18T18:46:16.246187,Volvo V60 Kinetic T5 2.0 2016,"6,4 s",230 km/h,Conversor de torque,Automático,8,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada",,,Transversal,Dianteiro,"7,0 kg/cv","48,0 kg/kgfm","124,4 cv/litro",245 cv a 5500 rpm,"10,8:1","18,1 kgfm/litro","35,7 kgfm a 1500 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1714 kg,430 litros,67 litros,108 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",784 km,596 km,"11,7 km/l","8,9 km/l",,,,,,B4204T11,,,Aisin AW TG-81SC,1578 mm,1575 mm,"2,28 m²","0,661 m²",,"0,29",,,,,446 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,"93,2 mm",82 mm,,,,,,,,,,,,,,
volvo,V60,v60,v60-momentum-t5-2-0-2016,v60-momentum-t5-2-0-2016,https://www.fichacompleta.com.br/carros/volvo/v60-momentum-t5-2-0-2016,2026-06-18T18:46:20.874791,Volvo V60 Momentum T5 2.0 2016,"6,4 s",230 km/h,Conversor de torque,Automático,8,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"7,0 kg/cv","48,0 kg/kgfm","124,4 cv/litro",245 cv a 5500 rpm,"10,8:1","18,1 kgfm/litro","35,7 kgfm a 1500 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1714 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",784 km,596 km,"11,7 km/l","8,9 km/l",,,,,,B4204T11,,,Aisin AW TG-81SC,1578 mm,1575 mm,"2,28 m²","0,661 m²",,"0,29",,,,,446 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-r-design-t6-2-0-2016,v60-r-design-t6-2-0-2016,https://www.fichacompleta.com.br/carros/volvo/v60-r-design-t6-2-0-2016,2026-06-18T18:46:25.106089,Volvo V60 R-Design T6 2.0 2016,6 s,230 km/h,Conversor de torque,Automático,8,Dianteira,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"5,7 kg/cv","42,6 kg/kgfm","155,4 cv/litro",306 cv a 5700 rpm,"10,3:1","20,7 kgfm/litro","40,8 kgfm a 2100 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1737 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",737 km,536 km,11 km/l,8 km/l,,,,,,B4204T9,,,Aisin AW TG-81SC,1588 mm,1585 mm,"2,28 m²","0,661 m²",,"0,29",,,,,423 kg,1750 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-kinetic-t4-2-0-2017,v60-kinetic-t4-2-0-2017,https://www.fichacompleta.com.br/carros/volvo/v60-kinetic-t4-2-0-2017,2026-06-18T18:46:27.842341,Volvo V60 Kinetic T4 2.0 2017,"7,3 s",230 km/h,Conversor de torque,Automático,6,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"9,0 kg/cv","56,0 kg/kgfm","96,5 cv/litro",190 cv a 4700 rpm,"11,3:1","15,5 kgfm/litro","30,6 kgfm a 1500 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1714 kg,430 litros,67 litros,108 mm,Disco ventilado,Disco ventilado,Elétrica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",838 km,677 km,"12,5 km/l","10,1 km/l",,,,,,B4204T19,,,,1578 mm,1575 mm,"2,28 m²","0,661 m²",,"0,29",,,,,446 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-momentum-t4-2-0-2017,v60-momentum-t4-2-0-2017,https://www.fichacompleta.com.br/carros/volvo/v60-momentum-t4-2-0-2017,2026-06-18T18:46:31.660038,Volvo V60 Momentum T4 2.0 2017,"6,4 s",230 km/h,Conversor de torque,Automático,6,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"9,0 kg/cv","56,0 kg/kgfm","96,5 cv/litro",190 cv a 4700 rpm,"11,3:1","15,5 kgfm/litro","30,6 kgfm a 1500 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1714 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Elétrica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",844 km,704 km,"12,6 km/l","10,5 km/l",,,,,,B4204T19,,,,1578 mm,1575 mm,"2,28 m²","0,661 m²",,"0,29",,,,,446 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-r-design-t6-2-0-2017,v60-r-design-t6-2-0-2017,https://www.fichacompleta.com.br/carros/volvo/v60-r-design-t6-2-0-2017,2026-06-18T18:46:36.482671,Volvo V60 R-Design T6 2.0 2017,6 s,230 km/h,Conversor de torque,Automático,8,Dianteira,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"5,7 kg/cv","42,6 kg/kgfm","155,4 cv/litro",306 cv a 5700 rpm,"10,3:1","20,7 kgfm/litro","40,8 kgfm a 2100 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1737 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Elétrica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",737 km,536 km,11 km/l,8 km/l,,,,,,B4204T9,,,Aisin AW TG-81SC,1588 mm,1585 mm,"2,28 m²","0,661 m²",,"0,29",,,,,423 kg,1750 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
