marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__acionam_do_comando,geral__regime_potencia_max,geral__regime_torque_max,geral__marchas,geral__diametro_de_giro,geral__codigo_do_motor,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__codigo_do_cambio,geral__bitola_dianteira,geral__bitola_traseira,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__cilindrada_unitaria,geral__deslocamento,geral__potencia,geral__torque,geral__carga_util,geral__reboque_com_freio,geral__reboque_sem_freio,geral__variacao_do_comando,geral__rotacao_maxima,geral__altura_minima_do_solo,geral__travessia_de_agua,geral__estepe,geral__autonomia,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__potencia_combinada,geral__torque_combinado,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__frenagem_1000_kmh,geral__potencia_de_recarga,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__autonomia_eletrica,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__tuchos,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares
volvo,V60,v60,v60-kinetic-t4-2-0-2018,v60-kinetic-t4-2-0-2018,https://www.fichacompleta.com.br/carros/volvo/v60-kinetic-t4-2-0-2018,2026-06-18T18:46:39.456819,Volvo V60 Kinetic T4 2.0 2018,"7,3 s",230 km/h,Conversor de torque,Automático,6,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"9,0 kg/cv","56,0 kg/kgfm","96,5 cv/litro",190 cv a 4700 rpm,"11,3:1","15,5 kgfm/litro","30,6 kgfm a 1500 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1714 kg,430 litros,67 litros,108 mm,Disco ventilado,Disco ventilado,Elétrica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",784 km,637 km,"11,7 km/l","9,5 km/l",,,,,,B4204T19,,,,1578 mm,1575 mm,"2,28 m²","0,661 m²",,"0,29",,,,,446 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-momentum-t4-2-0-2018,v60-momentum-t4-2-0-2018,https://www.fichacompleta.com.br/carros/volvo/v60-momentum-t4-2-0-2018,2026-06-18T18:47:04.155274,Volvo V60 Momentum T4 2.0 2018,"6,4 s",230 km/h,Conversor de torque,Automático,6,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"9,0 kg/cv","56,0 kg/kgfm","96,5 cv/litro",190 cv a 4700 rpm,"11,3:1","15,5 kgfm/litro","30,6 kgfm a 1500 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1714 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Elétrica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",784 km,637 km,"11,7 km/l","9,5 km/l",,,,,,B4204T19,,,,1578 mm,1575 mm,"2,28 m²","0,661 m²",,"0,29",,,,,446 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-r-design-t6-2-0-2018,v60-r-design-t6-2-0-2018,https://www.fichacompleta.com.br/carros/volvo/v60-r-design-t6-2-0-2018,2026-06-18T18:47:08.202590,Volvo V60 R-Design T6 2.0 2018,6 s,230 km/h,Conversor de torque,Automático,8,Dianteira,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"5,7 kg/cv","42,6 kg/kgfm","155,4 cv/litro",306 cv a 5700 rpm,"10,3:1","20,7 kgfm/litro","40,8 kgfm a 2100 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1737 kg,430 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Elétrica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",737 km,536 km,11 km/l,8 km/l,,,,,,B4204T9,,,Aisin AW TG-81SC,1588 mm,1585 mm,"2,28 m²","0,661 m²",,"0,29",,,,,423 kg,1750 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-momentum-t5-2-0-2019,v60-momentum-t5-2-0-2019,https://www.fichacompleta.com.br/carros/volvo/v60-momentum-t5-2-0-2019,2026-06-18T18:47:11.211828,Volvo V60 Momentum T5 2.0 2019,"6,4 s",230 km/h,Conversor de torque,Automático,8,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"7,0 kg/cv","49,9 kg/kgfm","129,0 cv/litro",254 cv a 5500 rpm,"10,8:1","18,1 kgfm/litro","35,7 kgfm a 1500 rpm",4,1427 mm,4761 mm,2872 mm,1850 mm,1780 kg,529 litros,55 litros,106 mm,Disco ventilado,Disco ventilado,Elétrica,11 m,"Independente, braços sobrepostos",Mola parabólica de lâmina única,"Independente, multibraço",688 km,512 km,"12,5 km/l","9,3 km/l",,,,,,B4204T26,,,Aisin AW TG-81SC,1610 mm,1610 mm,"2,24 m²","0,650 m²",,"0,29",,,,,540 kg,2000 kg,750 kg,Admissão e escape,6000 rpm,140 mm,,125/80 R17,,,,,,,,,35 m,,,,,,,,,,,,,,,,,,,
volvo,V60,v60,v60-momentum-t5-2-0-2020,v60-momentum-t5-2-0-2020,https://www.fichacompleta.com.br/carros/volvo/v60-momentum-t5-2-0-2020,2026-06-18T18:47:13.881005,Volvo V60 Momentum T5 2.0 2020,"6,4 s",230 km/h,Conversor de torque,Automático,,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,0 kg/cv","49,9 kg/kgfm","129,0 cv/litro",254 cv,"10,8:1","18,1 kgfm/litro","35,7 kgfm",4,1427 mm,4761 mm,2872 mm,1850 mm,1780 kg,529 litros,55 litros,94 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",688 km,512 km,"12,5 km/l","9,3 km/l",Correia dentada,5500 rpm,1500 rpm,8,11 m,B4204T26,,,Aisin AW TG-81SC,1610 mm,1610 mm,"2,24 m²","0,650 m²","0,29",,,,,,540 kg,2000 kg,750 kg,Admissão e escape,6000 rpm,140 mm,,125/80 R17,,,,,,,,,35 m,,,,,,,,,,,,,,,,,,,
volvo,V70,v70,v70-2-5-1998,v70-2-5-1998,https://www.fichacompleta.com.br/carros/volvo/v70-2-5-1998,2026-06-18T18:47:30.162119,Volvo V70 2.5 1998,"10,2 s",200 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,2435 cm³,5 em linha,Duplo no cabeçote,90 mm,83 mm,Transversal,Dianteiro,"8,7 kg/cv","66,1 kg/kgfm","69,8 cv/litro",170 cv,"10,3:1","9,2 kgfm/litro","22,4 kgfm",4,1427 mm,4722 mm,2664 mm,1761 mm,1480 kg,485 litros,70 litros,117 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., braço semiarrastado",861 km,525 km,"12,3 km/l","7,5 km/l",,6100 rpm,4700 rpm,4,"10,9 m",B5254S,,,Aisin AW50-42LE,,,"2,14 m²","0,642 m²","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V70,v70,v70-t5-2-3-turbo-1998,v70-t5-2-3-turbo-1998,https://www.fichacompleta.com.br/carros/volvo/v70-t5-2-3-turbo-1998,2026-06-18T18:47:34.686034,Volvo V70 T5 2.3 Turbo 1998,"7,3 s",235 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Turbocompressor,,5 em linha,Duplo no cabeçote,90 mm,81 mm,Transversal,Dianteiro,"6,17 kg/cv","44,0 kg/kgfm","103,5 cv/litro",240 cv,"8,5:1","14,5 kgfm/litro","33,6 kgfm",4,1427 mm,4722 mm,2664 mm,1761 mm,1480 kg,485 litros,70 litros,103 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., braço semiarrastado",770 km,490 km,11 km/l,7 km/l,,5100 rpm,2700 rpm,4,"10,9 m",B5234T3,,,,,,"2,14 m²","0,642 m²","0,3",,464 cm³,2319 cm³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V70,v70,v70-xc-cross-country-2-4-turbo-awd-1998,v70-xc-cross-country-2-4-turbo-awd-1998,https://www.fichacompleta.com.br/carros/volvo/v70-xc-cross-country-2-4-turbo-awd-1998,2026-06-18T18:47:38.792224,Volvo V70 XC Cross Country 2.4 Turbo AWD 1998,"8,7 s",215 km/h,Conversor de torque,Automático,,Integral permanente,Injeção multiponto,Turbocompressor,2435 cm³,5 em linha,Duplo no cabeçote,90 mm,83 mm,Transversal,Dianteiro,"8,3 kg/cv","58,5 kg/kgfm","79,3 cv/litro",193 cv,9:1,"11,3 kgfm/litro","27,5 kgfm",4,1481 mm,4735 mm,2662 mm,1761 mm,1610 kg,485 litros,66 litros,140 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",660 km,462 km,10 km/l,7 km/l,,5100 rpm,1800 rpm,5,"10,9 m",B5254T,,,,,,,,,,,,,,,,,,,166 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V70,v70,v70-xc-cross-country-2-4-turbo-awd-1999,v70-xc-cross-country-2-4-turbo-awd-1999,https://www.fichacompleta.com.br/carros/volvo/v70-xc-cross-country-2-4-turbo-awd-1999,2026-06-18T18:47:41.704457,Volvo V70 XC Cross Country 2.4 Turbo AWD 1999,"8,7 s",215 km/h,Conversor de torque,Automático,,Integral permanente,Injeção multiponto,Turbocompressor,2435 cm³,5 em linha,Duplo no cabeçote,90 mm,83 mm,Transversal,Dianteiro,"8,3 kg/cv","58,5 kg/kgfm","79,3 cv/litro",,9:1,"11,3 kgfm/litro",,4,1481 mm,4735 mm,2662 mm,1761 mm,1610 kg,485 litros,66 litros,140 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",660 km,462 km,10 km/l,7 km/l,,,,5,"10,9 m",B5254T,5100 rpm,1800 rpm,,,,,,,,,,193 cv,"27,5 kgfm",,,,,,166 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V70,v70,v70-t5-2-3-turbo-2000,v70-t5-2-3-turbo-2000,https://www.fichacompleta.com.br/carros/volvo/v70-t5-2-3-turbo-2000,2026-06-18T18:47:45.927413,Volvo V70 T5 2.3 Turbo 2000,"7,5 s",240 km/h,Conversor de torque,Automático,5,Dianteira,Injeção multiponto,Turbocompressor,2319 cm³,5 em linha,Duplo no cabeçote,90 mm,81 mm,Transversal,Dianteiro,"6,7 kg/cv","49,9 kg/kgfm","107,8 cv/litro",250 cv,"8,5:1","14,5 kgfm/litro","33,6 kgfm",4,1491 mm,4709 mm,2756 mm,1803 mm,1675 kg,485 litros,80 litros,124 mm,Disco ventilado,Disco sólido,Hidráulica,"10,9 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",680 km,536 km,"8,5 km/l","6,7 km/l",,,,5,"10,9 m",B5234T3,5200 rpm,2400 rpm,,,,"2,29 m²","0,687 m²","0,3","0,3",,,,,385 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V70,v70,v70-2-0-turbo-2002,v70-2-0-turbo-2002,https://www.fichacompleta.com.br/carros/volvo/v70-2-0-turbo-2002,2026-06-18T18:47:49.117704,Volvo V70 2.0 Turbo 2002,"9,8 s",210 km/h,Conversor de torque,Automático,5,Dianteira,Injeção multiponto,Turbocompressor,1984 cm³,5 em linha,Duplo no cabeçote,77 mm,81 mm,Transversal,Dianteiro,"8,5 kg/cv","62,4 kg/kgfm","90,7 cv/litro",180 cv,"9,5:1","12,3 kgfm/litro","24,5 kgfm",4,1491 mm,4709 mm,2756 mm,1803 mm,1530 kg,485 litros,70 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,"10,9 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",861 km,581 km,"12,3 km/l","8,3 km/l",,,,5,"10,9 m",B5204T5,5300 rpm,2200 rpm,,,,"2,29 m²","0,687 m²","0,3","0,3",,,,,500 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V70,v70,v70-t5-2-3-turbo-2002,v70-t5-2-3-turbo-2002,https://www.fichacompleta.com.br/carros/volvo/v70-t5-2-3-turbo-2002,2026-06-18T18:47:53.333259,Volvo V70 T5 2.3 Turbo 2002,"7,5 s",240 km/h,Conversor de torque,Automático,5,Dianteira,Injeção multiponto,Turbocompressor,2319 cm³,5 em linha,Duplo no cabeçote,90 mm,81 mm,Transversal,Dianteiro,"6,7 kg/cv","49,9 kg/kgfm","107,8 cv/litro",250 cv a 5200 rpm,"8,5:1","14,5 kgfm/litro","33,6 kgfm a 2400 rpm",4,1491 mm,4709 mm,2756 mm,1803 mm,1675 kg,485 litros,80 litros,124 mm,Disco ventilado,Disco sólido,Hidráulica,"10,9 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",680 km,536 km,"8,5 km/l","6,7 km/l",,,,,,B5234T3,,,,,,"2,29 m²","0,687 m²",,"0,3",,,,,385 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V70,v70,v70-xc-cross-country-2-4-turbo-awd-2002,v70-xc-cross-country-2-4-turbo-awd-2002,https://www.fichacompleta.com.br/carros/volvo/v70-xc-cross-country-2-4-turbo-awd-2002,2026-06-18T18:47:58.148715,Volvo V70 XC Cross Country 2.4 Turbo AWD 2002,"8,8 s",215 km/h,Conversor de torque,Automático,,Integral permanente,Injeção multiponto,Turbocompressor,2435 cm³,5 em linha,Duplo no cabeçote,90 mm,83 mm,Transversal,Dianteiro,"8,3 kg/cv","57,0 kg/kgfm","82,1 cv/litro",,9:1,"12,0 kgfm/litro",,4,1560 mm,4730 mm,2760 mm,1860 mm,1660 kg,485 litros,68 litros,140 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",666 km,462 km,"9,8 km/l","6,8 km/l",,,,5,"11,9 m",B5254T,6000 rpm,1800 rpm,,,,,,,,,,200 cv,"29,1 kgfm",,,,,,210 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V70,v70,v70-2-0-turbo-2004,v70-2-0-turbo-2004,https://www.fichacompleta.com.br/carros/volvo/v70-2-0-turbo-2004,2026-06-18T18:48:01.006908,Volvo V70 2.0 Turbo 2004,"9,8 s",210 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Turbocompressor,1984 cm³,5 em linha,Duplo no cabeçote,77 mm,81 mm,Transversal,Dianteiro,"8,5 kg/cv","62,4 kg/kgfm","90,7 cv/litro",180 cv,"9,5:1","12,3 kgfm/litro","24,5 kgfm",4,1491 mm,4709 mm,2756 mm,1803 mm,1530 kg,485 litros,70 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",861 km,581 km,"12,3 km/l","8,3 km/l",,5300 rpm,2200 rpm,5,"10,9 m",B5204T5,,,,,,"2,29 m²","0,687 m²","0,3",,,,,,500 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V70,v70,v70-2-5-turbo-2005,v70-2-5-turbo-2005,https://www.fichacompleta.com.br/carros/volvo/v70-2-5-turbo-2005,2026-06-18T18:48:05.617311,Volvo V70 2.5 Turbo 2005,"7,8 s",225 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Turbocompressor,2521 cm³,5 em linha,Duplo no cabeçote,"93,2 mm",83 mm,Transversal,Dianteiro,"7,3 kg/cv","46,9 kg/kgfm","83,3 cv/litro",,9:1,"12,9 kgfm/litro",,4,1491 mm,4709 mm,2756 mm,1803 mm,1530 kg,485 litros,80 litros,123 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",880 km,600 km,11 km/l,"7,5 km/l",,,,5,"10,9 m",,5000 rpm,1500 rpm,,,,"2,29 m²","0,687 m²","0,3",,,,210 cv,"32,6 kgfm",500 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V70,v70,v70-r-2-5-turbo-2005,v70-r-2-5-turbo-2005,https://www.fichacompleta.com.br/carros/volvo/v70-r-2-5-turbo-2005,2026-06-18T21:36:57.755952,Volvo V70 R 2.5 Turbo 2005,"5,9 s",250 km/h,Embreagem monodisco a seco,Manual,,Integral permanente,Injeção multiponto,Turbocompressor,2521 cm³,5 em linha,Duplo no cabeçote,"93,2 mm",83 mm,Transversal,Dianteiro,"5,6 kg/cv","41,2 kg/kgfm","119,0 cv/litro",,"8,5:1","16,2 kgfm/litro",,4,1491 mm,4709 mm,2756 mm,1803 mm,1682 kg,485 litros,80 litros,101 mm,Disco ventilado,Disco ventilado,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",864 km,576 km,"10,8 km/l","7,2 km/l",,,,6,"10,9 m",B5254T4,5500 rpm,1950 rpm,,,,"2,29 m²","0,687 m²","0,3",,,,300 cv,"40,8 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V70,v70,v70-r-2-5-turbo-at-2005,v70-r-2-5-turbo-at-2005,https://www.fichacompleta.com.br/carros/volvo/v70-r-2-5-turbo-at-2005,2026-06-18T21:37:06.571356,Volvo V70 R 2.5 Turbo AT 2005,"7,7 s",250 km/h,Conversor de torque,Automático,,Integral permanente,Injeção multiponto,Turbocompressor,2521 cm³,5 em linha,Duplo no cabeçote,"93,2 mm",83 mm,Transversal,Dianteiro,"5,7 kg/cv","47,7 kg/kgfm","119,0 cv/litro",,"8,5:1","14,2 kgfm/litro",,4,1491 mm,4709 mm,2756 mm,1803 mm,1702 kg,485 litros,80 litros,101 mm,Disco ventilado,Disco ventilado,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",840 km,560 km,"10,5 km/l",7 km/l,,,,6,"10,9 m",B5254T4,5500 rpm,1850 rpm,,,,"2,29 m²","0,687 m²","0,3",,,,300 cv,"35,7 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,V70,v70,v70-2-0-turbo-2006,v70-2-0-turbo-2006,https://www.fichacompleta.com.br/carros/volvo/v70-2-0-turbo-2006,2026-06-18T21:37:09.415062,Volvo V70 2.0 Turbo 2006,"9,8 s",210 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Turbocompressor,1984 cm³,5 em linha,Duplo no cabeçote,77 mm,81 mm,Transversal,Dianteiro,"8,5 kg/cv","62,4 kg/kgfm","90,7 cv/litro",180 cv,"9,5:1","12,3 kgfm/litro","24,5 kgfm",4,1491 mm,4709 mm,2756 mm,1803 mm,1530 kg,485 litros,70 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",861 km,581 km,"12,3 km/l","8,3 km/l",,5300 rpm,2200 rpm,5,"10,9 m",B5204T5,,,,,,"2,29 m²","0,687 m²","0,3",,,,,,500 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,Xc40,xc40,xc40-momentum-first-edition-t5-2-0-2018,xc40-momentum-first-edition-t5-2-0-2018,https://www.fichacompleta.com.br/carros/volvo/xc40-momentum-first-edition-t5-2-0-2018,2026-06-18T21:37:25.832186,Volvo Xc40 Momentum First Edition T5 2.0 2018,"6,5 s",230 km/h,Conversor de torque,Automático,8,Integral sob demanda,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"6,9 kg/cv","48,5 kg/kgfm","128,0 cv/litro",252 cv a 5500 rpm,"10,8:1","18,1 kgfm/litro","35,7 kgfm a 1500 rpm",4,1652 mm,4425 mm,2702 mm,1863 mm,1733 kg,460 litros,54 litros,118 mm,Disco ventilado,Disco sólido,Elétrica,"11,4 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",578 km,475 km,"10,7 km/l","8,8 km/l",,,,,,B4204T14,,,,1601 mm,1626 mm,"2,56 m²","0,947 m²",,"0,37",,,,,517 kg,2100 kg,750 kg,Admissão,6000 rpm,211 mm,450 mm,,,,,,,"21,9 graus","21,7 graus","30,4 graus",36 m,,,,,,,,,,,,,,,,,,,
volvo,Xc40,xc40,xc40-momentum-t5-2-0-2018,xc40-momentum-t5-2-0-2018,https://www.fichacompleta.com.br/carros/volvo/xc40-momentum-t5-2-0-2018,2026-06-18T21:37:30.253795,Volvo Xc40 Momentum T5 2.0 2018,"6,5 s",230 km/h,Conversor de torque,Automático,8,Integral sob demanda,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"6,9 kg/cv","48,5 kg/kgfm","128,0 cv/litro",252 cv a 5500 rpm,"10,8:1","18,1 kgfm/litro","35,7 kgfm a 1500 rpm",4,1652 mm,4425 mm,2702 mm,1863 mm,1733 kg,460 litros,54 litros,118 mm,Disco ventilado,Disco sólido,Elétrica,"11,4 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",578 km,475 km,"10,7 km/l","8,8 km/l",,,,,,B4204T14,,,,1601 mm,1626 mm,"2,56 m²","0,947 m²",,"0,37",,,,,517 kg,2100 kg,750 kg,Admissão,6000 rpm,211 mm,450 mm,,,,,,,"21,9 graus","21,7 graus","30,4 graus",36 m,,,,,,,,,,,,,,,,,,,
volvo,Xc40,xc40,xc40-r-design-first-edition-t5-2-0-2018,xc40-r-design-first-edition-t5-2-0-2018,https://www.fichacompleta.com.br/carros/volvo/xc40-r-design-first-edition-t5-2-0-2018,2026-06-18T21:37:33.286023,Volvo Xc40 R-Design First Edition T5 2.0 2018,"6,5 s",230 km/h,Conversor de torque,Automático,8,Integral sob demanda,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"6,9 kg/cv","48,5 kg/kgfm","128,0 cv/litro",252 cv a 5500 rpm,"10,8:1","18,1 kgfm/litro","35,7 kgfm a 1500 rpm",4,1652 mm,4425 mm,2702 mm,1863 mm,1733 kg,460 litros,54 litros,110 mm,Disco ventilado,Disco sólido,Elétrica,"11,4 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",578 km,475 km,"10,7 km/l","8,8 km/l",,,,,,B4204T14,,,,1601 mm,1626 mm,"2,56 m²","0,947 m²",,"0,37",,,,,517 kg,2100 kg,750 kg,Admissão,6000 rpm,211 mm,450 mm,,,,,,,"21,9 graus","21,7 graus","30,4 graus",36 m,,,,,,,,,,,,,,,,,,,
volvo,Xc40,xc40,xc40-r-design-t5-2-0-2018,xc40-r-design-t5-2-0-2018,https://www.fichacompleta.com.br/carros/volvo/xc40-r-design-t5-2-0-2018,2026-06-18T21:37:37.119859,Volvo Xc40 R-Design T5 2.0 2018,"6,5 s",230 km/h,Conversor de torque,Automático,8,Integral sob demanda,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"6,9 kg/cv","48,5 kg/kgfm","128,0 cv/litro",252 cv a 5500 rpm,"10,8:1","18,1 kgfm/litro","35,7 kgfm a 1500 rpm",4,1652 mm,4425 mm,2702 mm,1863 mm,1733 kg,460 litros,54 litros,110 mm,Disco ventilado,Disco sólido,Elétrica,"11,4 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",578 km,475 km,"10,7 km/l","8,8 km/l",,,,,,B4204T14,,,,1601 mm,1626 mm,"2,56 m²","0,947 m²",,"0,37",,,,,517 kg,2100 kg,750 kg,Admissão,6000 rpm,211 mm,450 mm,,,,,,,"21,9 graus","21,7 graus","30,4 graus",36 m,,,,,,,,,,,,,,,,,,,
volvo,Xc40,xc40,xc40-momentum-t5-2-0-2019,xc40-momentum-t5-2-0-2019,https://www.fichacompleta.com.br/carros/volvo/xc40-momentum-t5-2-0-2019,2026-06-18T21:37:41.193086,Volvo Xc40 Momentum T5 2.0 2019,"6,5 s",230 km/h,Conversor de torque,Automático,8,Integral sob demanda,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"6,9 kg/cv","48,5 kg/kgfm","128,0 cv/litro",252 cv a 5500 rpm,"10,8:1","18,1 kgfm/litro","35,7 kgfm a 1500 rpm",4,1652 mm,4425 mm,2702 mm,1863 mm,1733 kg,460 litros,54 litros,118 mm,Disco ventilado,Disco sólido,Elétrica,"11,4 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",583 km,459 km,"10,8 km/l","8,5 km/l",,,,,,B4204T14,,,,1601 mm,1626 mm,"2,56 m²","0,947 m²",,"0,37",,,,,517 kg,2100 kg,750 kg,Admissão,6000 rpm,211 mm,450 mm,,,,,,,"21,9 graus","21,7 graus","30,4 graus",36 m,,,,,,,,,,,,,,,,,,,
