marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__marchas,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__assistencia,geral__diametro_de_giro,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__acionam_do_comando,geral__cilindrada_unitaria,geral__codigo_do_motor,geral__deslocamento,geral__regime_potencia_max,geral__regime_torque_max,geral__tuchos,geral__altura_minima_do_solo,geral__potencia,geral__torque,geral__variacao_do_comando,geral__codigo_do_cambio,geral__rotacao_maxima,geral__estepe,geral__reboque_com_freio,geral__reboque_sem_freio,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__frenagem_1000_kmh,geral__angulo_central,geral__autonomia,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__potencia_combinada,geral__torque_combinado,geral__potencia_de_recarga,geral__rampa_maxima,geral__travessia_de_agua,geral__autonomia_eletrica,geral__veloc_max_modo_elet,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d
audi,A6,a6,a6-2-8-v6-1997,a6-2-8-v6-1997,https://www.fichacompleta.com.br/carros/audi/a6-2-8-v6-1997,2026-06-18T17:42:38.094100,Audi A6 2.8 V6 1997,"8,2 s",230 km/h,Conversor de torque,Automático,,5,Dianteira,Injeção multiponto,Natural,2771 cm³,6 em V,Duplo no cabeçote,"86,4 mm","82,5 mm",Longitudinal,Dianteiro,"7,6 kg/cv","51,2 kg/kgfm","69,6 cv/litro",193 cv a 6000 rpm,"10,6:1",,,"10,3 kgfm/litro","28,5 kgfm a 3200 rpm",5,1450 mm,,,,4790 mm,2760 mm,1810 mm,1460 kg,550 litros,70 litros,118 mm,Disco ventilado,Disco sólido,,,,,Hidráulica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,805 km,420 km,"11,5 km/l",6 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-2-8-v6-1998,a6-2-8-v6-1998,https://www.fichacompleta.com.br/carros/audi/a6-2-8-v6-1998,2026-06-18T17:42:42.059223,Audi A6 2.8 V6 1998,"8,2 s",230 km/h,Conversor de torque,Automático,5,,Dianteira,Injeção multiponto,Natural,2771 cm³,6 em V,Duplo no cabeçote,"86,4 mm","82,5 mm",Longitudinal,Dianteiro,"7,6 kg/cv","51,2 kg/kgfm","69,6 cv/litro",,"10,6:1",6000 rpm,3200 rpm,"10,3 kgfm/litro",,5,1450 mm,,,,4790 mm,2760 mm,1810 mm,1460 kg,550 litros,70 litros,118 mm,Disco ventilado,Disco sólido,,,,,Hidráulica,Não informado,,"Indep., McPherson",Mola helicoidal,Eixo de torção,805 km,420 km,"11,5 km/l",6 km/l,,,,,,,,,,,193 cv,"28,5 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-2-8-v6-1999,a6-2-8-v6-1999,https://www.fichacompleta.com.br/carros/audi/a6-2-8-v6-1999,2026-06-18T17:42:45.376035,Audi A6 2.8 V6 1999,"8,2 s",230 km/h,Conversor de torque,Automático,,5,Dianteira,Injeção multiponto,Natural,2771 cm³,6 em V,Duplo no cabeçote,"86,4 mm","82,5 mm",Longitudinal,Dianteiro,"7,6 kg/cv","51,2 kg/kgfm","69,6 cv/litro",193 cv a 6000 rpm,"10,6:1",,,"10,3 kgfm/litro","28,5 kgfm a 3200 rpm",5,1450 mm,,,,4790 mm,2760 mm,1810 mm,1460 kg,550 litros,70 litros,118 mm,Disco ventilado,Disco sólido,,,,,Hidráulica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,805 km,420 km,"11,5 km/l",6 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-2-7-v6-quattro-2000,a6-2-7-v6-quattro-2000,https://www.fichacompleta.com.br/carros/audi/a6-2-7-v6-quattro-2000,2026-06-18T17:42:49.477636,Audi A6 2.7 V6 Quattro 2000,"8,3 s",242 km/h,,Automático,,5,Integral permanente,Injeção multiponto,Turbocompressor,2671 cm³,6 em V,Duplo no cabeçote,,,Longitudinal,Dianteiro,"7,1 kg/cv","51,9 kg/kgfm","86,1 cv/litro",230 cv a 5800 rpm,"9,3:1",,,"11,8 kgfm/litro","31,6 kgfm a 1700 rpm",5,1450 mm,,,,4790 mm,2760 mm,1810 mm,1640 kg,435 litros,70 litros,118 mm,215/55 R16,215/55 R16,,,,,Hidráulica,,Não informado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",812 km,420 km,"11,6 km/l",6 km/l,"86,4 mm",81 mm,,,,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-2-4-v6-2001,a6-2-4-v6-2001,https://www.fichacompleta.com.br/carros/audi/a6-2-4-v6-2001,2026-06-18T17:42:52.402524,Audi A6 2.4 V6 2001,"9,5 s",218 km/h,Conversor de torque,Automático,5,5,Dianteira,Injeção multiponto,Natural,2393 cm³,6 em V,Duplo no cabeçote,"77,4 mm",81 mm,Longitudinal,Dianteiro,"9,2 kg/cv","65,2 kg/kgfm","69,0 cv/litro",165 cv,"10,5:1",6000 rpm,3200 rpm,"9,8 kgfm/litro","23,4 kgfm",5,1450 mm,,,,4790 mm,2760 mm,1810 mm,1525 kg,550 litros,70 litros,113 mm,Disco ventilado,Disco sólido,,,,,Hidráulica,Não informado,Não informado,"Indep., McPherson",Mola helicoidal,Eixo de torção,770 km,420 km,11 km/l,6 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-2-7-v6-quattro-2001,a6-2-7-v6-quattro-2001,https://www.fichacompleta.com.br/carros/audi/a6-2-7-v6-quattro-2001,2026-06-18T17:42:55.652371,Audi A6 2.7 V6 Quattro 2001,"8,3 s",242 km/h,Conversor de torque,Automático,5,5,Integral permanente,Injeção multiponto,Turbocompressor,2671 cm³,6 em V,Duplo no cabeçote,"86,4 mm",81 mm,Longitudinal,Dianteiro,"7,1 kg/cv","51,9 kg/kgfm","86,1 cv/litro",230 cv,"9,3:1",5800 rpm,1700 rpm,"11,8 kgfm/litro","31,6 kgfm",5,1450 mm,,,,4790 mm,2760 mm,1810 mm,1640 kg,435 litros,70 litros,118 mm,Disco ventilado,Disco sólido,,,,,Hidráulica,Não informado,Não informado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",812 km,420 km,"11,6 km/l",6 km/l,,,,,,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-2-8-v6-2001,a6-2-8-v6-2001,https://www.fichacompleta.com.br/carros/audi/a6-2-8-v6-2001,2026-06-18T17:42:59.030260,Audi A6 2.8 V6 2001,"8,2 s",230 km/h,Conversor de torque,Automático,5,5,Dianteira,Injeção multiponto,Natural,2771 cm³,6 em V,Duplo no cabeçote,"86,4 mm","82,5 mm",Longitudinal,Dianteiro,"7,6 kg/cv","51,2 kg/kgfm","69,6 cv/litro",193 cv,"10,6:1",6000 rpm,3200 rpm,"10,3 kgfm/litro","28,5 kgfm",5,1450 mm,,,,4790 mm,2760 mm,1810 mm,1460 kg,550 litros,70 litros,118 mm,Disco ventilado,Disco sólido,,,,,Hidráulica,Não informado,Não informado,"Indep., McPherson",Mola helicoidal,Eixo de torção,805 km,420 km,"11,5 km/l",6 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-4-2-v8-quattro-2001,a6-4-2-v8-quattro-2001,https://www.fichacompleta.com.br/carros/audi/a6-4-2-v8-quattro-2001,2026-06-18T17:43:02.204898,Audi A6 4.2 V8 Quattro 2001,"6,9 s",250 km/h,Conversor de torque,Automático,5,5,Integral permanente,Injeção multiponto,Natural,4172 cm³,8 em V,Duplo no cabeçote,93 mm,"84,5 mm",Longitudinal,Dianteiro,"5,8 kg/cv","42,9 kg/kgfm","71,9 cv/litro",300 cv,11:1,6200 rpm,3000 rpm,"9,8 kgfm/litro","40,8 kgfm",5,1450 mm,,,,4790 mm,2760 mm,1810 mm,1750 kg,435 litros,82 litros,118 mm,Disco ventilado,Disco sólido,,,,,Hidráulica,Não informado,Não informado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",795 km,328 km,"9,7 km/l",4 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-3-0-v6-2002,a6-3-0-v6-2002,https://www.fichacompleta.com.br/carros/audi/a6-3-0-v6-2002,2026-06-18T17:43:06.993447,Audi A6 3.0 V6 2002,"7,4 s",238 km/h,Conversor de torque,CVT,6,,Dianteira,Injeção multiponto,Natural,,6 em V,Duplo no cabeçote,"92,8 mm","82,5 mm",Longitudinal,Dianteiro,"6,97 kg/cv","49,7 kg/kgfm","73,3 cv/litro",218 cv,"10,5:1",,,"10,3 kgfm/litro","30,6 kgfm",5,1453 mm,1540 mm,1569 mm,550 kg,4796 mm,2760 mm,1810 mm,1520 kg,550 litros,70 litros,118 mm,Disco ventilado,Disco sólido,"2,24 m²","0,717 m²","0,32",,Hidráulica,"11,7 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",756 km,441 km,"10,8 km/l","6,3 km/l",,,,496 cm³,EA835,2976 cm³,6300 rpm,3200 rpm,Hidráulicos,,,,Admissão e escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-3-0-v6-2003,a6-3-0-v6-2003,https://www.fichacompleta.com.br/carros/audi/a6-3-0-v6-2003,2026-06-18T17:43:11.816067,Audi A6 3.0 V6 2003,"7,4 s",238 km/h,Conversor de torque,CVT,6,,Dianteira,Injeção multiponto,Natural,,6 em V,Duplo no cabeçote,"92,8 mm","82,5 mm",Longitudinal,Dianteiro,"6,97 kg/cv","49,7 kg/kgfm","73,3 cv/litro",218 cv,"10,5:1",,,"10,3 kgfm/litro","30,6 kgfm",5,1453 mm,1540 mm,1569 mm,550 kg,4796 mm,2760 mm,1810 mm,1520 kg,550 litros,70 litros,118 mm,Disco ventilado,Disco sólido,"2,24 m²","0,717 m²","0,32",,Hidráulica,"11,7 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",756 km,441 km,"10,8 km/l","6,3 km/l",,,,496 cm³,EA835,2976 cm³,6300 rpm,3200 rpm,Hidráulicos,,,,Admissão e escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-4-2-v8-quattro-2005,a6-4-2-v8-quattro-2005,https://www.fichacompleta.com.br/carros/audi/a6-4-2-v8-quattro-2005,2026-06-18T17:43:14.949222,Audi A6 4.2 V8 Quattro 2005,"6,1 s",250 km/h,Conversor de torque,Automático,6,6,Integral permanente,Injeção multiponto,Natural,4163 cm³,8 em V,Duplo no cabeçote,"92,8 mm","84,5 mm",Longitudinal,Dianteiro,"5,2 kg/cv","40,8 kg/kgfm","80,5 cv/litro",335 cv,11:1,6600 rpm,3500 rpm,"10,3 kgfm/litro","42,8 kgfm",5,1459 mm,,,,4916 mm,2843 mm,1855 mm,1745 kg,546 litros,80 litros,113 mm,Disco ventilado,Disco sólido,,,,,Hidráulica,Não informado,Não informado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",736 km,480 km,"9,2 km/l",6 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-3-2-v6-2007,a6-3-2-v6-2007,https://www.fichacompleta.com.br/carros/audi/a6-3-2-v6-2007,2026-06-18T17:43:18.331812,Audi A6 3.2 V6 2007,7 s,250 km/h,Conversor de torque,CVT,7,,Dianteira,Injeção direta,Natural,,6 em V,Duplo no cabeçote,"92,8 mm","84,5 mm",Longitudinal,Dianteiro,"6,13 kg/cv","46,7 kg/kgfm","82,0 cv/litro",256 cv,"12,5:1",,,"10,8 kgfm/litro","33,6 kgfm",4,1459 mm,1612 mm,1618 mm,580 kg,4916 mm,2843 mm,1855 mm,1570 kg,546 litros,70 litros,124 mm,Disco ventilado,Disco sólido,"2,3 m²","0,667 m²","0,29",,Hidráulica,"11,9 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",770 km,469 km,11 km/l,"6,7 km/l",,,,520 cm³,,3123 cm³,6500 rpm,3250 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-3-2-v6-2008,a6-3-2-v6-2008,https://www.fichacompleta.com.br/carros/audi/a6-3-2-v6-2008,2026-06-18T17:43:20.969857,Audi A6 3.2 V6 2008,7 s,250 km/h,Conversor de torque,CVT,7,,Dianteira,Injeção direta,Natural,,6 em V,Duplo no cabeçote,"92,8 mm","84,5 mm",Longitudinal,Dianteiro,"6,13 kg/cv","46,7 kg/kgfm","82,0 cv/litro",256 cv,"12,5:1",,,"10,8 kgfm/litro","33,6 kgfm",4,1459 mm,1612 mm,1618 mm,580 kg,4916 mm,2843 mm,1855 mm,1570 kg,546 litros,70 litros,124 mm,Disco ventilado,Disco sólido,"2,3 m²","0,667 m²","0,29",,Hidráulica,"11,9 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",770 km,469 km,11 km/l,"6,7 km/l",,,,520 cm³,,3123 cm³,6500 rpm,3250 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-3-0-v6-tfsi-quattro-2009,a6-3-0-v6-tfsi-quattro-2009,https://www.fichacompleta.com.br/carros/audi/a6-3-0-v6-tfsi-quattro-2009,2026-06-18T17:43:23.548120,Audi A6 3.0 V6 TFSi Quattro 2009,"5,9 s",250 km/h,Conversor de torque,Automático,6,6,Integral permanente,Injeção direta e indireta,Compressor,2995 cm³,6 em V,Duplo no cabeçote,89 mm,"84,5 mm",Longitudinal,Dianteiro,"6,1 kg/cv","41,6 kg/kgfm","96,8 cv/litro",290 cv,"10,3:1",4500 rpm,2500 rpm,"14,3 kgfm/litro","42,9 kgfm",4,1459 mm,1612 mm,1618 mm,,4927 mm,2843 mm,1855 mm,1783 kg,546 litros,80 litros,98 mm,Disco ventilado,Disco ventilado,,,,,Hidráulica,"11,9 m","11,9 m","Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",856 km,568 km,"10,7 km/l","7,1 km/l",,,Corrente,,EA837,,,,Hidráulicos,,,,Admissão e escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-3-0-v6-tfsi-quattro-2010,a6-3-0-v6-tfsi-quattro-2010,https://www.fichacompleta.com.br/carros/audi/a6-3-0-v6-tfsi-quattro-2010,2026-06-18T17:43:28.383188,Audi A6 3.0 V6 TFSi Quattro 2010,"5,9 s",250 km/h,Conversor de torque,Automático,6,,Integral permanente,Injeção direta e indireta,Compressor,2995 cm³,6 em V,Duplo no cabeçote,89 mm,"84,5 mm",Longitudinal,Dianteiro,"6,1 kg/cv","41,6 kg/kgfm","96,8 cv/litro",,"10,3:1",4500 rpm,2500 rpm,"14,3 kgfm/litro",,4,1459 mm,1612 mm,1618 mm,,4927 mm,2843 mm,1855 mm,1783 kg,546 litros,80 litros,98 mm,Disco ventilado,Disco ventilado,,,,,Hidráulica,"11,9 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",856 km,568 km,"10,7 km/l","7,1 km/l",,,Corrente,,EA837,,,,Hidráulicos,,290 cv,"42,9 kgfm",Admissão e escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-3-0-v6-tfsi-quattro-2011,a6-3-0-v6-tfsi-quattro-2011,https://www.fichacompleta.com.br/carros/audi/a6-3-0-v6-tfsi-quattro-2011,2026-06-18T17:43:32.406909,Audi A6 3.0 V6 TFSi Quattro 2011,"5,9 s",250 km/h,Conversor de torque,Automático,,6,Integral permanente,Injeção direta e indireta multiponto,Compressor,2995 cm³,6 em V,"Duplo no cabeçote, corrente",89 mm,"84,5 mm",Longitudinal,Dianteiro,"6,1 kg/cv","41,6 kg/kgfm","96,8 cv/litro",290 cv a 4500 rpm,"10,3:1",,,"14,3 kgfm/litro","42,9 kgfm a 2500 rpm",4,1459 mm,1612 mm,1618 mm,,4927 mm,2843 mm,1855 mm,1783 kg,546 litros,80 litros,98 mm,Disco ventilado,Disco ventilado,,,,,Hidráulica,,"11,9 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",856 km,568 km,"10,7 km/l","7,1 km/l",,,,,EA837,,,,Hidráulicos,,,,Admissão e escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-3-0-v6-tfsi-quattro-2012,a6-3-0-v6-tfsi-quattro-2012,https://www.fichacompleta.com.br/carros/audi/a6-3-0-v6-tfsi-quattro-2012,2026-06-18T17:43:36.809214,Audi A6 3.0 V6 TFSi Quattro 2012,"5,5 s",250 km/h,Embreagem dupla banhada a óleo,Automatizado,7,7,Integral permanente,Injeção direta e indireta,Compressor,2995 cm³,6 em V,Duplo no cabeçote,89 mm,"84,5 mm",Longitudinal,Dianteiro,"5,8 kg/cv","38,8 kg/kgfm","100,2 cv/litro",300 cv,"10,3:1",5250 rpm,2900 rpm,"15,0 kgfm/litro","44,9 kgfm",4,1455 mm,1627 mm,1618 mm,610 kg,4915 mm,2912 mm,1874 mm,1740 kg,530 litros,75 litros,110 mm,Disco ventilado,Disco ventilado,"2,32 m²","0,650 m²","0,28","0,28",Eletro-hidráulica,"11,9 m","11,9 m","Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",855 km,525 km,"11,4 km/l",7 km/l,,,Corrente,,EA837,,,,Hidráulicos,,,,Admissão e escape,DL501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-3-0-v6-tfsi-quattro-2013,a6-3-0-v6-tfsi-quattro-2013,https://www.fichacompleta.com.br/carros/audi/a6-3-0-v6-tfsi-quattro-2013,2026-06-18T17:43:41.347033,Audi A6 3.0 V6 TFSi Quattro 2013,"5,5 s",250 km/h,Embreagem dupla banhada a óleo,Automatizado,7,,Integral permanente,Injeção direta e indireta,Compressor,2995 cm³,6 em V,Duplo no cabeçote,89 mm,"84,5 mm",Longitudinal,Dianteiro,"5,8 kg/cv","38,8 kg/kgfm","100,2 cv/litro",300 cv,"10,3:1",,,"15,0 kgfm/litro","44,9 kgfm",4,1455 mm,1627 mm,1618 mm,610 kg,4915 mm,2912 mm,1874 mm,1740 kg,530 litros,75 litros,110 mm,Disco ventilado,Disco ventilado,"2,32 m²","0,650 m²","0,28",,Eletro-hidráulica,"11,9 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",855 km,525 km,"11,4 km/l",7 km/l,,,Corrente,,EA837,,5250 rpm,2900 rpm,Hidráulicos,,,,Admissão e escape,DL501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-3-0-v6-tfsi-quattro-2014,a6-3-0-v6-tfsi-quattro-2014,https://www.fichacompleta.com.br/carros/audi/a6-3-0-v6-tfsi-quattro-2014,2026-06-18T17:43:43.942070,Audi A6 3.0 V6 TFSi Quattro 2014,"5,5 s",250 km/h,Embreagem dupla banhada a óleo,Automatizado,7,,Integral permanente,Injeção direta e indireta,Compressor,2995 cm³,6 em V,Duplo no cabeçote,89 mm,"84,5 mm",Longitudinal,Dianteiro,"5,8 kg/cv","38,8 kg/kgfm","100,2 cv/litro",300 cv,"10,3:1",,,"15,0 kgfm/litro","44,9 kgfm",4,1455 mm,1627 mm,1618 mm,610 kg,4915 mm,2912 mm,1874 mm,1740 kg,530 litros,75 litros,110 mm,Disco ventilado,Disco ventilado,"2,32 m²","0,650 m²","0,28",,Eletro-hidráulica,"11,9 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",855 km,525 km,"11,4 km/l",7 km/l,,,Corrente,,EA837,,5250 rpm,2900 rpm,Hidráulicos,,,,Admissão e escape,DL501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-2-0-tfsi-2015,a6-2-0-tfsi-2015,https://www.fichacompleta.com.br/carros/audi/a6-2-0-tfsi-2015,2026-06-18T17:43:46.594957,Audi A6 2.0 TFSi 2015,"6,7 s",250 km/h,Embreagem dupla banhada a óleo,Automatizado,,7,Dianteira,Injeção direta e indireta multiponto,Turbocompressor,1984 cm³,4 em linha,"Duplo no cabeçote, corrente","92,8 mm","82,5 mm",Longitudinal,Dianteiro,"6,3 kg/cv","42,3 kg/kgfm","127,0 cv/litro",252 cv a 5000 rpm,"9,6:1",,,"19,0 kgfm/litro","37,7 kgfm a 1600 rpm",4,1455 mm,1627 mm,1618 mm,580 kg,4933 mm,2912 mm,1874 mm,1595 kg,530 litros,65 litros,110 mm,Disco ventilado,Disco ventilado,"2,32 m²","0,603 m²",,"0,26",Eletro-hidráulica,,"11,9 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",618 km,540 km,"9,5 km/l","8,3 km/l",,,,,EA888,,,,Hidráulicos,,,,Admissão e escape,,,,1800 kg,750 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-3-0-v6-tfsi-quattro-2015,a6-3-0-v6-tfsi-quattro-2015,https://www.fichacompleta.com.br/carros/audi/a6-3-0-v6-tfsi-quattro-2015,2026-06-18T17:43:50.588329,Audi A6 3.0 V6 TFSi Quattro 2015,"5,1 s",250 km/h,Embreagem dupla banhada a óleo,Automatizado,,7,Integral permanente,Injeção direta e indireta multiponto,Compressor,2995 cm³,6 em V,"Duplo no cabeçote, corrente",89 mm,"84,5 mm",Longitudinal,Dianteiro,"5,3 kg/cv","39,0 kg/kgfm","111,2 cv/litro",333 cv a 5500 rpm,"10,8:1",,,"15,0 kgfm/litro","44,9 kgfm a 2900 rpm",4,1455 mm,1627 mm,1618 mm,610 kg,4933 mm,2912 mm,1874 mm,1750 kg,530 litros,75 litros,102 mm,Disco ventilado,Disco ventilado,"2,32 m²","0,603 m²",,"0,26",Eletro-hidráulica,,"11,9 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",795 km,578 km,"10,6 km/l","7,7 km/l",,,,,EA837,,,,Hidráulicos,,,,Admissão e escape,DSG DL501,6500 rpm,,2100 kg,750 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-2-0-tfsi-2016,a6-2-0-tfsi-2016,https://www.fichacompleta.com.br/carros/audi/a6-2-0-tfsi-2016,2026-06-18T17:43:54.643628,Audi A6 2.0 TFSi 2016,"6,7 s",250 km/h,Embreagem dupla banhada a óleo,Automatizado,,7,Dianteira,Injeção direta e indireta multiponto,Turbocompressor,1984 cm³,4 em linha,"Duplo no cabeçote, corrente","92,8 mm","82,5 mm",Longitudinal,Dianteiro,"6,3 kg/cv","42,3 kg/kgfm","127,0 cv/litro",252 cv a 5000 rpm,"9,6:1",,,"19,0 kgfm/litro","37,7 kgfm a 1600 rpm",4,1455 mm,1627 mm,1618 mm,580 kg,4933 mm,2912 mm,1874 mm,1595 kg,530 litros,65 litros,110 mm,Disco ventilado,Disco ventilado,"2,32 m²","0,603 m²",,"0,26",Eletro-hidráulica,,"11,9 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",618 km,540 km,"9,5 km/l","8,3 km/l",,,,,EA888,,,,Hidráulicos,,,,Admissão e escape,,,,1800 kg,750 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A6,a6,a6-3-0-v6-tfsi-quattro-2016,a6-3-0-v6-tfsi-quattro-2016,https://www.fichacompleta.com.br/carros/audi/a6-3-0-v6-tfsi-quattro-2016,2026-06-18T17:43:59.011487,Audi A6 3.0 V6 TFSi Quattro 2016,"5,1 s",250 km/h,Embreagem dupla banhada a óleo,Automatizado,,7,Integral permanente,Injeção direta e indireta multiponto,Compressor,2995 cm³,6 em V,"Duplo no cabeçote, corrente",89 mm,"84,5 mm",Longitudinal,Dianteiro,"5,3 kg/cv","39,0 kg/kgfm","111,2 cv/litro",333 cv a 5500 rpm,"10,8:1",,,"15,0 kgfm/litro","44,9 kgfm a 2900 rpm",4,1455 mm,1627 mm,1618 mm,610 kg,4933 mm,2912 mm,1874 mm,1750 kg,530 litros,75 litros,102 mm,Disco ventilado,Disco ventilado,"2,32 m²","0,603 m²",,"0,26",Eletro-hidráulica,,"11,9 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",795 km,578 km,"10,6 km/l","7,7 km/l",,,,,EA837,,,,Hidráulicos,,,,Admissão e escape,DSG DL501,6500 rpm,,2100 kg,750 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
