marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__altura,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__altura_do_flanco,geral__dianteiros,geral__estepe,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__autonomia,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__pesopotencia,geral__pesotorque,geral__potencia,geral__torque,geral__cambio,geral__marchas,geral__tracao,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__altura_minima_do_solo,geral__potencia_de_recarga,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rampa_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada_unitaria,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__deslocamento,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__rotacao_maxima,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__acoplamento,geral__codigo_do_cambio,geral__angulo_central,geral__bitola_dianteira,geral__bitola_traseira,geral__cacamba,geral__reboque_com_freio,geral__reboque_sem_freio,geral__tanque_de_combustivel,geral__travessia_de_agua,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__diametro_minimo_de_giro,geral__quantidade_de_marchas,geral__cilindrada,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__variacao_do_comando,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__curso_dos_pistoes,geral__diametro_dos_cilindros
jac,Iev20,iev20,iev20--2021,iev20--2021,https://www.fichacompleta.com.br/carros/jac/iev20--2021,2026-06-20T21:49:45.758449,Jac Iev20  2021,16 s,112 km/h,1570 mm,355 kg,3775 mm,2390 mm,1685 mm,1340 kg,121 litros,120 mm,Disco ventilado,,Tambor,Elétrica,9 m,320 km,41 kWh,,"19,71 kg/cv","61,19 kg/kgfm",68 cv (dianteiro),"21,9 kgfm (dianteiro)",Automático,1,Dianteira,"Indep., McPherson",Mola helicoidal,Eixo de torção,150 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jac,Iev20,iev20,iev20--2022,iev20--2022,https://www.fichacompleta.com.br/carros/jac/iev20--2022,2026-06-20T21:49:49.975688,Jac Iev20  2022,16 s,112 km/h,1570 mm,355 kg,3775 mm,2390 mm,1685 mm,1340 kg,121 litros,120 mm,Disco ventilado,,Tambor,Elétrica,9 m,320 km,41 kWh,,"19,71 kg/cv","61,19 kg/kgfm",68 cv (dianteiro),"21,9 kgfm (dianteiro)",Automático,1,Dianteira,"Indep., McPherson",Mola helicoidal,Eixo de torção,150 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jac,Iev330p,iev330p,iev330p-cd-2020,iev330p-cd-2020,https://www.fichacompleta.com.br/carros/jac/iev330p-cd-2020,2026-06-20T21:50:08.091729,Jac Iev330p CD 2020,99 s,97 km/h,1830 mm,800 kg,5615 mm,3380 mm,1880 mm,2200 kg,,159 mm,Disco ventilado,Kit de reparo e enchimento,Tambor,Eletro-hidráulica,Não informado,320 km,"67,2 kWh",21 kWh/100 km,"14,67 kg/cv","65,28 kg/kgfm",150 cv (dianteiro),"33,7 kgfm (dianteiro)",Automático,1,Traseira,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,197 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jac,Iev330p,iev330p,iev330p-cd-2021,iev330p-cd-2021,https://www.fichacompleta.com.br/carros/jac/iev330p-cd-2021,2026-06-20T21:50:12.811424,Jac Iev330p CD 2021,99 s,97 km/h,1830 mm,800 kg,5615 mm,3380 mm,1880 mm,2200 kg,1500 litros,159 mm,Disco ventilado,Kit de reparo e enchimento,Tambor,Eletro-hidráulica,,320 km,"67,2 kWh",21 kWh/100 km,"14,67 kg/cv","65,28 kg/kgfm",150 cv,"33,7 kgfm",Automático,,Traseira,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,197 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Não informado,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jac,Iev330p,iev330p,iev330p-cd-2022,iev330p-cd-2022,https://www.fichacompleta.com.br/carros/jac/iev330p-cd-2022,2026-06-20T21:50:16.191486,Jac Iev330p CD 2022,99 s,97 km/h,1830 mm,800 kg,5615 mm,3380 mm,1880 mm,2200 kg,,159 mm,Disco ventilado,Kit de reparo e enchimento,Tambor,Eletro-hidráulica,Não informado,320 km,"67,2 kWh",21 kWh/100 km,"14,67 kg/cv","65,28 kg/kgfm",150 cv (dianteiro),"33,7 kgfm (dianteiro)",Automático,1,Traseira,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,197 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jac,Iev330p,iev330p,iev330p-cd-2023,iev330p-cd-2023,https://www.fichacompleta.com.br/carros/jac/iev330p-cd-2023,2026-06-20T21:50:19.268846,Jac Iev330p CD 2023,99 s,97 km/h,1830 mm,800 kg,5615 mm,3380 mm,1880 mm,2200 kg,,159 mm,Disco ventilado,Kit de reparo,Tambor,Eletro-hidráulica,Não informado,320 km,"67,2 kWh",21 kWh/100 km,"14,67 kg/cv","65,28 kg/kgfm",150 cv (dianteiro),"33,7 kgfm (dianteiro)",Automático,1,Traseira,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,197 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jac,Iev330p,iev330p,iev330p-cd-2024,iev330p-cd-2024,https://www.fichacompleta.com.br/carros/jac/iev330p-cd-2024,2026-06-20T21:50:21.947540,Jac Iev330p CD 2024,99 s,97 km/h,1830 mm,800 kg,5615 mm,3380 mm,1880 mm,2200 kg,,159 mm,Disco ventilado,Kit de reparo,Tambor,Eletro-hidráulica,Não informado,320 km,"67,2 kWh",21 kWh/100 km,"14,67 kg/cv","65,28 kg/kgfm",150 cv (dianteiro),"33,7 kgfm (dianteiro)",Automático,1,Traseira,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,197 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jac,Iev330p,iev330p,iev330p-cd-2025,iev330p-cd-2025,https://www.fichacompleta.com.br/carros/jac/iev330p-cd-2025,2026-06-20T21:50:24.916496,Jac Iev330p CD 2025,99 s,97 km/h,1830 mm,800 kg,5615 mm,3380 mm,1880 mm,2200 kg,,159 mm,Disco ventilado,Kit de reparo,Tambor,Eletro-hidráulica,Não informado,320 km,"67,2 kWh",21 kWh/100 km,"14,67 kg/cv","65,28 kg/kgfm",150 cv (dianteiro),"33,7 kgfm (dianteiro)",Automático,1,Traseira,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,197 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jac,Iev40,iev40,iev40--2020,iev40--2020,https://www.fichacompleta.com.br/carros/jac/iev40--2020,2026-06-20T21:50:40.646727,Jac Iev40  2020,11 s,130 km/h,1560 mm,375 kg,4135 mm,2490 mm,1750 mm,1460 kg,450 litros,113 mm,Disco ventilado,Kit de reparo e enchimento,Disco sólido,Elétrica,"10,9 m",300 km,40 kWh,13 kWh/100 km,"12,70 kg/cv","53,09 kg/kgfm",115 cv (dianteiro),"27,5 kgfm (dianteiro)",Automático,1,Dianteira,"Indep., McPherson",Mola helicoidal,Eixo de torção,140 mm,,18 graus,23 graus,,,,,,,,,,,,,,,,,,,,,,,,,,1511 mm,1510 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jac,Iev40,iev40,iev40--2021,iev40--2021,https://www.fichacompleta.com.br/carros/jac/iev40--2021,2026-06-20T21:50:43.724098,Jac Iev40  2021,11 s,130 km/h,1560 mm,375 kg,4135 mm,2490 mm,1750 mm,1460 kg,450 litros,113 mm,Disco ventilado,Kit de reparo e enchimento,Disco sólido,Elétrica,"10,9 m",300 km,40 kWh,13 kWh/100 km,"12,70 kg/cv","53,09 kg/kgfm",115 cv (dianteiro),"27,5 kgfm (dianteiro)",Automático,1,Dianteira,"Indep., McPherson",Mola helicoidal,Eixo de torção,140 mm,,18 graus,23 graus,,,,,,,,,,,,,,,,,,,,,,,,,,1511 mm,1510 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jac,Iev40,iev40,iev40--2022,iev40--2022,https://www.fichacompleta.com.br/carros/jac/iev40--2022,2026-06-20T21:50:46.343840,Jac Iev40  2022,11 s,130 km/h,1560 mm,375 kg,4135 mm,2490 mm,1750 mm,1460 kg,450 litros,113 mm,Disco ventilado,Kit de reparo e enchimento,Disco sólido,Elétrica,,300 km,40 kWh,13 kWh/100 km,"12,70 kg/cv","53,09 kg/kgfm",115 cv,"27,5 kgfm",Automático,,Dianteira,"Independente, McPherson",Mola helicoidal,Eixo de torção,140 mm,,18 graus,23 graus,,,,,,,,,,,,,,,,,,,,,,,,,,1511 mm,1510 mm,,,,,,,,,,"10,9 m",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jac,Iev750v,iev750v,iev750v--2022,iev750v--2022,https://www.fichacompleta.com.br/carros/jac/iev750v--2022,2026-06-20T21:51:38.162457,Jac Iev750v  2022,99 s,100 km/h,2645 mm,1540 kg,5995 mm,3570 mm,2098 mm,3050 kg,12300 litros,146 mm,Disco ventilado,195/75 R16,Disco ventilado,Eletro-hidráulica,14 m,235 km,92 kWh,40 kWh/100 km,"18,71 kg/cv","39,87 kg/kgfm",163 cv,"76,5 kgfm",Automático,1,Traseira,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,155 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760 mm,1645 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jac,Iev750v,iev750v,iev750v-vip-2022,iev750v-vip-2022,https://www.fichacompleta.com.br/carros/jac/iev750v-vip-2022,2026-06-20T21:51:41.787285,Jac Iev750v Vip 2022,99 s,100 km/h,2645 mm,1445 kg,5995 mm,3570 mm,2098 mm,3150 kg,200 litros,146 mm,Disco ventilado,195/75 R16,Disco ventilado,Eletro-hidráulica,14 m,235 km,92 kWh,40 kWh/100 km,"19,33 kg/cv","41,18 kg/kgfm",163 cv,"76,5 kgfm",Automático,1,Traseira,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,155 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760 mm,1645 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jac,J2,j2,j2-1-4-2012,j2-1-4-2012,https://www.fichacompleta.com.br/carros/jac/j2-1-4-2012,2026-06-20T21:51:59.153918,Jac J2 1.4 2012,"9,8 s",187 km/h,1475 mm,,3535 mm,2390 mm,1640 mm,915 kg,121 litros,105 mm,Disco ventilado,,Tambor,Elétrica,9 m,,,,"8,5 kg/cv","64,9 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,Corrente,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,"75,4 mm",,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv,"10,5:1",,,,"10,6 kgfm/litro","14,1 kgfm",4,Embreagem monodisco a seco,,,1413 mm,1402 mm,,,,35 litros,,,,,,9 m,5,1332 cm³,6000 rpm,4500 rpm,Admissão,445 km,417 km,"12,7 km/l","11,9 km/l",,,,,,,,,,,,,,,,,,,,,,
jac,J2,j2,j2-1-4-2013,j2-1-4-2013,https://www.fichacompleta.com.br/carros/jac/j2-1-4-2013,2026-06-20T21:52:03.819899,Jac J2 1.4 2013,"9,8 s",187 km/h,1475 mm,,3535 mm,2390 mm,1640 mm,915 kg,121 litros,105 mm,Disco ventilado,,Tambor,Elétrica,,,,,"8,5 kg/cv","64,9 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","75,4 mm",,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv a 6000 rpm,"10,5:1",,,,"10,6 kgfm/litro","14,1 kgfm a 4500 rpm",4,Embreagem monodisco a seco,,,1413 mm,1402 mm,,,,35 litros,,,,,,9 m,5,1332 cm³,,,Admissão,445 km,417 km,"12,7 km/l","11,9 km/l",,,,,,,,,,,,,,,,,,,,,,
jac,J2,j2,j2-1-4-2014,j2-1-4-2014,https://www.fichacompleta.com.br/carros/jac/j2-1-4-2014,2026-06-20T21:52:07.304902,Jac J2 1.4 2014,"9,8 s",187 km/h,1475 mm,,3535 mm,2390 mm,1640 mm,915 kg,121 litros,105 mm,Disco ventilado,,Tambor,Elétrica,,,,,"8,5 kg/cv","64,9 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","75,4 mm",,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv a 6000 rpm,"10,5:1",,,,"10,6 kgfm/litro","14,1 kgfm a 4500 rpm",4,Embreagem monodisco a seco,,,1413 mm,1402 mm,,,,35 litros,,,,,,9 m,5,1332 cm³,,,Admissão,445 km,417 km,"12,7 km/l","11,9 km/l",,,,,,,,,,,,,,,,,,,,,,
jac,J2,j2,j2-1-4-2015,j2-1-4-2015,https://www.fichacompleta.com.br/carros/jac/j2-1-4-2015,2026-06-20T21:52:10.673859,Jac J2 1.4 2015,"9,6 s",190 km/h,1475 mm,,3535 mm,2390 mm,1640 mm,915 kg,121 litros,105 mm,Disco ventilado,,Tambor,Elétrica,,,,,"8,1 kg/cv","63,5 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","75,4 mm",,75 mm,Transversal,Dianteiro,"84,8 cv/litro",113 cv (A) 110 cv (G) a 6000 rpm,"10,5:1",,,,"10,8 kgfm/litro","14,4 kgfm (A) 14,1 kgfm (G) a 4500 rpm",4,Embreagem monodisco a seco,,,1413 mm,1402 mm,,,,35 litros,,,,,,9 m,5,1332 cm³,,,Admissão,438 km,420 km,"12,5 km/l",12 km/l,305 km,294 km,"8,7 km/l","8,4 km/l",,,,,,,,,,,,,,,,,,
jac,J2,j2,j2-1-4-2016,j2-1-4-2016,https://www.fichacompleta.com.br/carros/jac/j2-1-4-2016,2026-06-20T21:52:14.109891,Jac J2 1.4 2016,"9,6 s",190 km/h,1475 mm,,3535 mm,2390 mm,1640 mm,915 kg,121 litros,105 mm,Disco ventilado,,Tambor,Elétrica,,,,,"8,1 kg/cv","63,5 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","75,4 mm",,75 mm,Transversal,Dianteiro,"84,8 cv/litro",113 cv (A) 110 cv (G) a 6000 rpm,"10,5:1",,,,"10,8 kgfm/litro","14,4 kgfm (A) 14,1 kgfm (G) a 4500 rpm",4,Embreagem monodisco a seco,,,1413 mm,1402 mm,,,,35 litros,,,,,,9 m,5,1332 cm³,,,Admissão,438 km,420 km,"12,5 km/l",12 km/l,305 km,294 km,"8,7 km/l","8,4 km/l",,,,,,,,,,,,,,,,,,
jac,J3,j3,j3-1-4-2011,j3-1-4-2011,https://www.fichacompleta.com.br/carros/jac/j3-1-4-2011,2026-06-20T21:52:33.905338,Jac J3 1.4 2011,"13,4 s",186 km/h,1470 mm,,3970 mm,2400 mm,1650 mm,1060 kg,346 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,10 m,,,,"9,8 kg/cv","75,2 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Corrente,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,"75,4 mm",,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv,"10,5:1",,,,"10,6 kgfm/litro","14,1 kgfm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1332 cm³,6000 rpm,4500 rpm,Admissão,562 km,461 km,"11,7 km/l","9,6 km/l",,,,,"2,06 m²","0,606 m²","0,294","0,294",,,,,,,,,,,,,,
jac,J3,j3,j3-1-4-2012,j3-1-4-2012,https://www.fichacompleta.com.br/carros/jac/j3-1-4-2012,2026-06-20T21:52:38.255448,Jac J3 1.4 2012,"13,4 s",186 km/h,1470 mm,,3970 mm,2400 mm,1650 mm,1060 kg,346 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,,,,,"9,8 kg/cv","75,2 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","75,4 mm",,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv a 6000 rpm,"10,5:1",,,,"10,6 kgfm/litro","14,1 kgfm a 4500 rpm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1332 cm³,,,Admissão,562 km,461 km,"11,7 km/l","9,6 km/l",,,,,"2,06 m²","0,606 m²",,"0,294",,,,,,,,,,,,,,
jac,J3,j3,j3-brasil-1-4-2012,j3-brasil-1-4-2012,https://www.fichacompleta.com.br/carros/jac/j3-brasil-1-4-2012,2026-06-20T21:52:41.378410,Jac J3 Brasil 1.4 2012,"13,4 s",186 km/h,1470 mm,,3970 mm,2400 mm,1650 mm,1060 kg,346 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,10 m,,,,"9,81 kg/cv","75,2 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Corrente,Injeção multiponto,Natural,333 cm³,4 em linha,,Duplo no cabeçote,"75,4 mm",1332 cm³,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv,"10,5:1",6000 rpm,4500 rpm,,"10,6 kgfm/litro","14,1 kgfm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,,,,,,Admissão,562 km,461 km,"11,7 km/l","9,6 km/l",,,,,"2,06 m²","0,606 m²","0,294",,,,,,,,,,,,,,,
jac,J3,j3,j3-1-4-2013,j3-1-4-2013,https://www.fichacompleta.com.br/carros/jac/j3-1-4-2013,2026-06-20T21:52:44.302335,Jac J3 1.4 2013,"13,4 s",186 km/h,1470 mm,,3970 mm,2400 mm,1650 mm,1060 kg,346 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,,,,,"9,8 kg/cv","75,2 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","75,4 mm",,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv a 6000 rpm,"10,5:1",,,,"10,6 kgfm/litro","14,1 kgfm a 4500 rpm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1332 cm³,,,Admissão,562 km,461 km,"11,7 km/l","9,6 km/l",,,,,"2,06 m²","0,606 m²",,"0,294",,,,,,,,,,,,,,
jac,J3,j3,j3-s-1-5-jet-flex-2013,j3-s-1-5-jet-flex-2013,https://www.fichacompleta.com.br/carros/jac/j3-s-1-5-jet-flex-2013,2026-06-20T21:52:48.351876,Jac J3 S 1.5 Jet Flex 2013,"9,7 s",197 km/h,1470 mm,,3970 mm,2400 mm,1650 mm,1070 kg,346 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,10 m,,,,"8,4 kg/cv","68,2 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Corrente,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,"84,8 mm",,75 mm,Transversal,Dianteiro,"84,7 cv/litro",127 cv (A) 125 cv (G) a 6000 rpm,"10,5:1",,,,"10,5 kgfm/litro","15,7 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1499 cm³,6000 rpm,4000 rpm,Admissão,552 km,446 km,"11,5 km/l","9,3 km/l",403 km,322 km,"8,4 km/l","6,7 km/l",,,,,127 cv,125 cv,"15,7 kgfm","15,5 kgfm",,,,,,,,,,
jac,J3,j3,j3-1-4-2014,j3-1-4-2014,https://www.fichacompleta.com.br/carros/jac/j3-1-4-2014,2026-06-20T21:52:52.735090,Jac J3 1.4 2014,"11,7 s",186 km/h,1465 mm,,3965 mm,2400 mm,1650 mm,1060 kg,350 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,10 m,,,,"9,8 kg/cv","75,2 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Corrente,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,"75,4 mm",,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv,"10,5:1",,,,"10,6 kgfm/litro","14,1 kgfm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1332 cm³,6000 rpm,4500 rpm,Admissão,562 km,461 km,"11,7 km/l","9,6 km/l",,,,,,,,,,,,,,,,,,,,,,
jac,J3,j3,j3-s-1-5-jet-flex-2014,j3-s-1-5-jet-flex-2014,https://www.fichacompleta.com.br/carros/jac/j3-s-1-5-jet-flex-2014,2026-06-20T21:52:56.386751,Jac J3 S 1.5 Jet Flex 2014,"9,7 s",196 km/h,1465 mm,,3965 mm,2400 mm,1650 mm,1060 kg,350 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,10 m,,,,"8,3 kg/cv","67,5 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Corrente,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,"84,8 mm",,75 mm,Transversal,Dianteiro,"84,7 cv/litro",127 cv (A) 125 cv (G) a 6000 rpm,"10,5:1",,,,"10,5 kgfm/litro","15,7 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1499 cm³,6000 rpm,4000 rpm,Admissão,552 km,446 km,"11,5 km/l","9,3 km/l",403 km,322 km,"8,4 km/l","6,7 km/l",,,,,127 cv,125 cv,"15,7 kgfm","15,5 kgfm",,,,,,,,,,
jac,J3,j3,j3-1-4-2015,j3-1-4-2015,https://www.fichacompleta.com.br/carros/jac/j3-1-4-2015,2026-06-20T21:53:00.406024,Jac J3 1.4 2015,"11,7 s",186 km/h,1465 mm,,3965 mm,2400 mm,1650 mm,1060 kg,350 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,,,,,"9,8 kg/cv","75,2 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","75,4 mm",,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv a 6000 rpm,"10,5:1",,,,"10,6 kgfm/litro","14,1 kgfm a 4500 rpm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1332 cm³,,,Admissão,562 km,461 km,"11,7 km/l","9,6 km/l",,,,,,,,,,,,,,,,,,,,,,
jac,J3,j3,j3-s-1-5-jet-flex-2015,j3-s-1-5-jet-flex-2015,https://www.fichacompleta.com.br/carros/jac/j3-s-1-5-jet-flex-2015,2026-06-20T21:53:05.012945,Jac J3 S 1.5 Jet Flex 2015,"9,7 s",196 km/h,1465 mm,,3965 mm,2400 mm,1650 mm,1060 kg,350 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,,,,,"8,3 kg/cv","67,5 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","84,8 mm",,75 mm,Transversal,Dianteiro,"84,7 cv/litro",127 cv (A) 125 cv (G) a 6000 rpm,"10,5:1",,,,"10,5 kgfm/litro","15,7 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1499 cm³,,,Admissão,600 km,466 km,"12,5 km/l","9,7 km/l",403 km,312 km,"8,4 km/l","6,5 km/l",,,,,,,,,,,,,,,,,,
jac,J3 Turin,j3-turin,j3-turin-1-4-2011,j3-turin-1-4-2011,https://www.fichacompleta.com.br/carros/jac/j3-turin-1-4-2011,2026-06-20T21:53:23.211750,Jac J3 Turin 1.4 2011,"13,6 s",186 km/h,1465 mm,,4155 mm,2400 mm,1650 mm,1100 kg,490 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,10 m,,,,"10,2 kg/cv","78,0 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Corrente,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,"75,4 mm",,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv,"10,5:1",,,,"10,6 kgfm/litro","14,1 kgfm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1332 cm³,6000 rpm,4500 rpm,Admissão,562 km,461 km,"11,7 km/l","9,6 km/l",,,,,"2,05 m²","0,603 m²","0,294","0,294",,,,,,,,,,,,,,
