marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_maxima,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__marchas,geral__regime_potencia_max,geral__regime_torque_max,geral__diametro_de_giro,geral__bitola_dianteira,geral__bitola_traseira,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__tuchos,geral__variacao_do_comando,geral__angulo_de_entrada,geral__angulo_de_saida,geral__reboque_com_freio,geral__reboque_sem_freio,geral__estepe,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coeficiente_de_arrasto_cx,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__altura_minima_do_solo,geral__acionam_do_comando,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__coef_de_arrasto_cx,geral__cilindrada_unitaria,geral__deslocamento,geral__viscosidade_do_oleo,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__angulo_central,geral__capacidade_da_bateria,geral__potencia,geral__torque,geral__autonomia,geral__consumo_eletrico,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__cacamba,geral__potencia_de_recarga
peugeot,307,307,307-soleil-1-6-2002,307-soleil-1-6-2002,https://www.fichacompleta.com.br/carros/peugeot/307-soleil-1-6-2002,2026-06-17T21:31:40.445984,Peugeot 307 Soleil 1.6 2002,"11,9 s",186 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"11,5 kg/cv","84,5 kg/kgfm","69,3 cv/litro",110 cv,"10,5:1",6500 rpm,"9,5 kgfm/litro",15 kgfm,4,1510 mm,410 kg,4202 mm,2608 mm,1746 mm,1268 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,804 km,474 km,"13,4 km/l","7,9 km/l",5,5800 rpm,4000 rpm,"11,1 m",1505 mm,1513 mm,,,,,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-passion-1-6-2003,307-passion-1-6-2003,https://www.fichacompleta.com.br/carros/peugeot/307-passion-1-6-2003,2026-06-17T21:31:43.525862,Peugeot 307 Passion 1.6 2003,"11,9 s",186 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"11,5 kg/cv","86,3 kg/kgfm","69,3 cv/litro",110 cv,"10,5:1",6500 rpm,"9,3 kgfm/litro","14,7 kgfm",4,1510 mm,410 kg,4202 mm,2608 mm,1746 mm,1268 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,804 km,474 km,"13,4 km/l","7,9 km/l",5,5800 rpm,4000 rpm,"11,1 m",1505 mm,1513 mm,,,,,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-rallye-1-6-2003,307-rallye-1-6-2003,https://www.fichacompleta.com.br/carros/peugeot/307-rallye-1-6-2003,2026-06-17T21:31:47.649472,Peugeot 307 Rallye 1.6 2003,"11,6 s",190 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"11,5 kg/cv","84,5 kg/kgfm","69,3 cv/litro",,11:1,6500 rpm,"9,5 kgfm/litro",,4,1510 mm,410 kg,4202 mm,2608 mm,1746 mm,1268 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,834 km,528 km,"13,9 km/l","8,8 km/l",5,,,"11,1 m",1505 mm,1513 mm,,,5800 rpm,4000 rpm,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,110 cv,15 kgfm,,,,,,,,,,,,
peugeot,307,307,307-rallye-2-0-2003,307-rallye-2-0-2003,https://www.fichacompleta.com.br/carros/peugeot/307-rallye-2-0-2003,2026-06-17T21:31:51.783680,Peugeot 307 Rallye 2.0 2003,"9,8 s",205 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10J4,"Duplo no cabeçote, correia dentada",88 mm,85 mm,Transversal,Dianteiro,"9,4 kg/cv","66,7 kg/kgfm","69,1 cv/litro",138 cv a 6000 rpm,"10,8:1",,"9,7 kgfm/litro","19,4 kgfm a 4100 rpm",4,1510 mm,,4202 mm,2608 mm,1746 mm,1294 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,"11,1 m","Independente, McPherson",Mola helicoidal,Eixo de torção,720 km,450 km,12 km/l,"7,5 km/l",,,,,1505 mm,1513 mm,,,,,Hidráulicos,,,,,,,"2,24 m²","0,694 m²","0,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-soleil-1-6-2003,307-soleil-1-6-2003,https://www.fichacompleta.com.br/carros/peugeot/307-soleil-1-6-2003,2026-06-17T21:31:56.526327,Peugeot 307 Soleil 1.6 2003,"11,9 s",186 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"11,5 kg/cv","86,3 kg/kgfm","69,3 cv/litro",110 cv,"10,5:1",6500 rpm,"9,3 kgfm/litro","14,7 kgfm",4,1510 mm,410 kg,4202 mm,2608 mm,1746 mm,1268 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,804 km,474 km,"13,4 km/l","7,9 km/l",5,5800 rpm,4000 rpm,"11,1 m",1505 mm,1513 mm,,,,,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-feline-2-0-2004,307-feline-2-0-2004,https://www.fichacompleta.com.br/carros/peugeot/307-feline-2-0-2004,2026-06-17T21:32:00.982732,Peugeot 307 Feline 2.0 2004,"9,8 s",205 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10J4,Duplo no cabeçote,88 mm,85 mm,Transversal,Dianteiro,"9,4 kg/cv","66,7 kg/kgfm","69,1 cv/litro",138 cv,"10,8:1",,"9,7 kgfm/litro","19,4 kgfm",4,1510 mm,,4202 mm,2608 mm,1746 mm,1294 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,720 km,450 km,12 km/l,"7,5 km/l",5,6000 rpm,4100 rpm,"11,1 m",1505 mm,1513 mm,,,,,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-presence-1-6-2004,307-presence-1-6-2004,https://www.fichacompleta.com.br/carros/peugeot/307-presence-1-6-2004,2026-06-17T21:32:04.195239,Peugeot 307 Presence 1.6 2004,"11,6 s",190 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"11,5 kg/cv","84,5 kg/kgfm","69,3 cv/litro",110 cv,11:1,6500 rpm,"9,5 kgfm/litro",15 kgfm,4,1510 mm,410 kg,4202 mm,2608 mm,1746 mm,1268 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,"11,1 m","Indep., McPherson",Mola helicoidal,Eixo de torção,834 km,528 km,"13,9 km/l","8,8 km/l",5,,,"11,1 m",1505 mm,1513 mm,,,5800 rpm,4000 rpm,Hidráulicos,,,,,,,"2,24 m²","0,694 m²","0,31",,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-rallye-2-0-2004,307-rallye-2-0-2004,https://www.fichacompleta.com.br/carros/peugeot/307-rallye-2-0-2004,2026-06-17T21:32:06.788109,Peugeot 307 Rallye 2.0 2004,"9,8 s",205 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10J4,Duplo no cabeçote,88 mm,85 mm,Transversal,Dianteiro,"9,4 kg/cv","66,7 kg/kgfm","69,1 cv/litro",138 cv,"10,8:1",,"9,7 kgfm/litro","19,4 kgfm",4,1510 mm,,4202 mm,2608 mm,1746 mm,1294 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,720 km,450 km,12 km/l,"7,5 km/l",5,6000 rpm,4100 rpm,"11,1 m",1505 mm,1513 mm,,,,,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-rallye-2-0-at-2004,307-rallye-2-0-at-2004,https://www.fichacompleta.com.br/carros/peugeot/307-rallye-2-0-at-2004,2026-06-17T21:32:09.742750,Peugeot 307 Rallye 2.0 AT 2004,"11,8 s",202 km/h,Conversor de torque,Automático,AL4,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10J4,Duplo no cabeçote,88 mm,85 mm,Transversal,Dianteiro,"9,6 kg/cv","68,6 kg/kgfm","69,1 cv/litro",138 cv,"10,8:1",,"9,7 kgfm/litro","19,4 kgfm",4,1510 mm,410 kg,4202 mm,2608 mm,1746 mm,1330 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,660 km,390 km,11 km/l,"6,5 km/l",4,6000 rpm,4100 rpm,"11,1 m",1505 mm,1513 mm,,,,,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-soleil-1-6-2004,307-soleil-1-6-2004,https://www.fichacompleta.com.br/carros/peugeot/307-soleil-1-6-2004,2026-06-17T21:32:13.758107,Peugeot 307 Soleil 1.6 2004,"11,9 s",186 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"11,5 kg/cv","86,3 kg/kgfm","69,3 cv/litro",110 cv,"10,5:1",6500 rpm,"9,3 kgfm/litro","14,7 kgfm",4,1510 mm,410 kg,4202 mm,2608 mm,1746 mm,1268 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,804 km,474 km,"13,4 km/l","7,9 km/l",5,5800 rpm,4000 rpm,"11,1 m",1505 mm,1513 mm,,,,,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-feline-2-0-2005,307-feline-2-0-2005,https://www.fichacompleta.com.br/carros/peugeot/307-feline-2-0-2005,2026-06-17T21:32:17.418100,Peugeot 307 Feline 2.0 2005,"9,8 s",205 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10J4,Duplo no cabeçote,88 mm,85 mm,Transversal,Dianteiro,"9,4 kg/cv","66,7 kg/kgfm","69,1 cv/litro",,"10,8:1",,"9,7 kgfm/litro",,4,1510 mm,,4202 mm,2608 mm,1746 mm,1294 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,720 km,450 km,12 km/l,"7,5 km/l",5,,,"11,1 m",1505 mm,1513 mm,,,6000 rpm,4100 rpm,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,138 cv,"19,4 kgfm",,,,,,,,,,,,
peugeot,307,307,307-feline-2-0-at-2005,307-feline-2-0-at-2005,https://www.fichacompleta.com.br/carros/peugeot/307-feline-2-0-at-2005,2026-06-17T21:32:20.899966,Peugeot 307 Feline 2.0 AT 2005,"11,8 s",202 km/h,Conversor de torque,Automático,AL4,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10J4,Duplo no cabeçote,88 mm,85 mm,Transversal,Dianteiro,"9,6 kg/cv","68,6 kg/kgfm","69,1 cv/litro",138 cv,"10,8:1",,"9,7 kgfm/litro","19,4 kgfm",4,1510 mm,410 kg,4202 mm,2608 mm,1746 mm,1330 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,660 km,390 km,11 km/l,"6,5 km/l",4,6000 rpm,4100 rpm,"11,1 m",1505 mm,1513 mm,,,,,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-presence-1-6-2005,307-presence-1-6-2005,https://www.fichacompleta.com.br/carros/peugeot/307-presence-1-6-2005,2026-06-17T21:32:25.036749,Peugeot 307 Presence 1.6 2005,"11,6 s",190 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"11,5 kg/cv","84,5 kg/kgfm","69,3 cv/litro",110 cv,11:1,6500 rpm,"9,5 kgfm/litro",15 kgfm,4,1510 mm,410 kg,4202 mm,2608 mm,1746 mm,1268 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,834 km,528 km,"13,9 km/l","8,8 km/l",5,5800 rpm,4000 rpm,"11,1 m",1505 mm,1513 mm,,,,,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-rallye-2-0-2005,307-rallye-2-0-2005,https://www.fichacompleta.com.br/carros/peugeot/307-rallye-2-0-2005,2026-06-17T21:32:28.708782,Peugeot 307 Rallye 2.0 2005,"9,8 s",205 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10J4,Duplo no cabeçote,88 mm,85 mm,Transversal,Dianteiro,"9,4 kg/cv","66,7 kg/kgfm","69,1 cv/litro",138 cv,"10,8:1",,"9,7 kgfm/litro","19,4 kgfm",4,1510 mm,,4202 mm,2608 mm,1746 mm,1294 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,720 km,450 km,12 km/l,"7,5 km/l",5,6000 rpm,4100 rpm,"11,1 m",1505 mm,1513 mm,,,,,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-rallye-2-0-at-2005,307-rallye-2-0-at-2005,https://www.fichacompleta.com.br/carros/peugeot/307-rallye-2-0-at-2005,2026-06-17T21:32:32.746231,Peugeot 307 Rallye 2.0 AT 2005,"11,8 s",202 km/h,Conversor de torque,Automático,AL4,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10J4,Duplo no cabeçote,88 mm,85 mm,Transversal,Dianteiro,"9,6 kg/cv","68,6 kg/kgfm","69,1 cv/litro",138 cv,"10,8:1",,"9,7 kgfm/litro","19,4 kgfm",4,1510 mm,410 kg,4202 mm,2608 mm,1746 mm,1330 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,660 km,390 km,11 km/l,"6,5 km/l",4,6000 rpm,4100 rpm,"11,1 m",1505 mm,1513 mm,,,,,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-feline-2-0-2006,307-feline-2-0-2006,https://www.fichacompleta.com.br/carros/peugeot/307-feline-2-0-2006,2026-06-17T21:32:36.283846,Peugeot 307 Feline 2.0 2006,"9,8 s",205 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10J4,Duplo no cabeçote,88 mm,85 mm,Transversal,Dianteiro,"9,4 kg/cv","66,7 kg/kgfm","69,1 cv/litro",,"10,8:1",,"9,7 kgfm/litro",,4,1510 mm,,4202 mm,2608 mm,1746 mm,1294 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,720 km,450 km,12 km/l,"7,5 km/l",5,,,"11,1 m",1505 mm,1513 mm,,,6000 rpm,4100 rpm,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,138 cv,"19,4 kgfm",,,,,,,,,,,,
peugeot,307,307,307-feline-2-0-at-2006,307-feline-2-0-at-2006,https://www.fichacompleta.com.br/carros/peugeot/307-feline-2-0-at-2006,2026-06-17T21:32:40.640993,Peugeot 307 Feline 2.0 AT 2006,"11,8 s",202 km/h,Conversor de torque,Automático,AL4,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10J4,Duplo no cabeçote,88 mm,85 mm,Transversal,Dianteiro,"9,6 kg/cv","68,6 kg/kgfm","69,1 cv/litro",,"10,8:1",,"9,7 kgfm/litro",,4,1510 mm,410 kg,4202 mm,2608 mm,1746 mm,1330 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,660 km,390 km,11 km/l,"6,5 km/l",4,,,"11,1 m",1505 mm,1513 mm,,,6000 rpm,4100 rpm,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,138 cv,"19,4 kgfm",,,,,,,,,,,,
peugeot,307,307,307-presence-1-6-2006,307-presence-1-6-2006,https://www.fichacompleta.com.br/carros/peugeot/307-presence-1-6-2006,2026-06-17T21:32:43.373579,Peugeot 307 Presence 1.6 2006,"11,6 s",190 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"11,5 kg/cv","84,5 kg/kgfm","69,3 cv/litro",110 cv,11:1,6500 rpm,"9,5 kgfm/litro",15 kgfm,4,1510 mm,410 kg,4202 mm,2608 mm,1746 mm,1268 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,834 km,528 km,"13,9 km/l","8,8 km/l",5,5800 rpm,4000 rpm,"11,1 m",1505 mm,1513 mm,,,,,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-rallye-2-0-at-2006,307-rallye-2-0-at-2006,https://www.fichacompleta.com.br/carros/peugeot/307-rallye-2-0-at-2006,2026-06-17T21:32:46.246615,Peugeot 307 Rallye 2.0 AT 2006,"11,8 s",202 km/h,Conversor de torque,Automático,AL4,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10J4,Duplo no cabeçote,88 mm,85 mm,Transversal,Dianteiro,"9,6 kg/cv","68,6 kg/kgfm","69,1 cv/litro",138 cv,"10,8:1",,"9,7 kgfm/litro","19,4 kgfm",4,1510 mm,410 kg,4202 mm,2608 mm,1746 mm,1330 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,660 km,390 km,11 km/l,"6,5 km/l",4,6000 rpm,4100 rpm,"11,1 m",1505 mm,1513 mm,,,,,Hidráulicos,,,,,,,"2,24 m²","0,694 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-feline-2-0-2007,307-feline-2-0-2007,https://www.fichacompleta.com.br/carros/peugeot/307-feline-2-0-2007,2026-06-17T21:32:49.998256,Peugeot 307 Feline 2.0 2007,"9,8 s",205 km/h,Embreagem monodisco a seco,Manual,BE4/5,5,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10A,Duplo no cabeçote,88 mm,85 mm,Transversal,Dianteiro,"9,0 kg/cv","64,7 kg/kgfm","71,6 cv/litro",143 cv,"10,8:1",,"10,0 kgfm/litro",20 kgfm,4,1520 mm,,4212 mm,2612 mm,1762 mm,1294 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,Não informado,"Indep., McPherson",Mola helicoidal,Eixo de torção,750 km,540 km,"12,5 km/l",9 km/l,5,,,Não informado,,,,,6000 rpm,4000 rpm,Hidráulicos,Admissão,,,,,,"2,28 m²","0,707 m²","0,31",,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-feline-2-0-at-2007,307-feline-2-0-at-2007,https://www.fichacompleta.com.br/carros/peugeot/307-feline-2-0-at-2007,2026-06-17T21:32:54.805074,Peugeot 307 Feline 2.0 AT 2007,"11,1 s",200 km/h,Conversor de torque,Automático,AL4,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10A,Duplo no cabeçote,88 mm,85 mm,Transversal,Dianteiro,"9,3 kg/cv","66,5 kg/kgfm","71,6 cv/litro",143 cv,"10,8:1",,"10,0 kgfm/litro",20 kgfm,4,1520 mm,,4212 mm,2612 mm,1762 mm,1330 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,684 km,498 km,"11,4 km/l","8,3 km/l",4,6000 rpm,4000 rpm,Não informado,,,,,,,Hidráulicos,Admissão,,,,,,"2,28 m²","0,707 m²",,,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-griffe-2-0-at-2007,307-griffe-2-0-at-2007,https://www.fichacompleta.com.br/carros/peugeot/307-griffe-2-0-at-2007,2026-06-17T21:32:58.612232,Peugeot 307 Griffe 2.0 AT 2007,"11,1 s",200 km/h,Conversor de torque,Automático,AL4,4,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10A,Duplo no cabeçote,88 mm,85 mm,Transversal,Dianteiro,"9,3 kg/cv","66,5 kg/kgfm","71,6 cv/litro",143 cv,"10,8:1",,"10,0 kgfm/litro",20 kgfm,4,1520 mm,,4212 mm,2612 mm,1762 mm,1330 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,Não informado,"Indep., McPherson",Mola helicoidal,Eixo de torção,684 km,498 km,"11,4 km/l","8,3 km/l",4,,,Não informado,,,,,6000 rpm,4000 rpm,Hidráulicos,Admissão,,,,,,"2,28 m²","0,707 m²","0,31",,,,,,Correia dentada,,,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-presence-1-6-2007,307-presence-1-6-2007,https://www.fichacompleta.com.br/carros/peugeot/307-presence-1-6-2007,2026-06-17T21:33:02.068378,Peugeot 307 Presence 1.6 2007,"11,7 s",190 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,TU5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"11,2 kg/cv","80,3 kg/kgfm","71,2 cv/litro",113 cv (A) 110 cv (G) a 5750 rpm,11:1,6500 rpm,"10,0 kgfm/litro","15,8 kgfm (A) 14,5 kgfm (G) a 4000 rpm",4,1520 mm,,4212 mm,2612 mm,1762 mm,1268 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,11 m,"Indep., McPherson",Mola helicoidal,Eixo de torção,720 km,480 km,12 km/l,8 km/l,5,,,11 m,,,,,5750 rpm,4000 rpm,Hidráulicos,,,,,,,"2,28 m²","0,707 m²","0,31",600 km,402 km,10 km/l,"6,7 km/l",,Correia dentada,113 cv,110 cv,"15,8 kgfm","14,5 kgfm","0,31",,,,,,,,,,,,,,,,,,,,,,,
peugeot,307,307,307-feline-2-0-2008,307-feline-2-0-2008,https://www.fichacompleta.com.br/carros/peugeot/307-feline-2-0-2008,2026-06-17T21:33:05.136183,Peugeot 307 Feline 2.0 2008,"9,8 s",205 km/h,Embreagem monodisco a seco,Manual,BE4/5,5,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,EW10A,"Duplo no cabeçote, correia dentada",,,Transversal,Dianteiro,"9,0 kg/cv","64,7 kg/kgfm","71,6 cv/litro",143 cv a 6000 rpm,"10,8:1",,"10,0 kgfm/litro",20 kgfm a 4000 rpm,4,1520 mm,,4212 mm,2612 mm,1762 mm,1294 kg,420 litros,60 litros,127 mm,Disco ventilado,Disco sólido,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,750 km,540 km,"12,5 km/l",9 km/l,,,,,,,88 mm,85 mm,,,Hidráulicos,Admissão,,,,,,"2,28 m²","0,707 m²","0,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
