marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_maxima,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__marchas,geral__regime_potencia_max,geral__regime_torque_max,geral__diametro_de_giro,geral__bitola_dianteira,geral__bitola_traseira,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__tuchos,geral__variacao_do_comando,geral__angulo_de_entrada,geral__angulo_de_saida,geral__reboque_com_freio,geral__reboque_sem_freio,geral__estepe,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coeficiente_de_arrasto_cx,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__altura_minima_do_solo,geral__acionam_do_comando,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__coef_de_arrasto_cx,geral__cilindrada_unitaria,geral__deslocamento,geral__viscosidade_do_oleo,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__angulo_central,geral__capacidade_da_bateria,geral__potencia,geral__torque,geral__autonomia,geral__consumo_eletrico,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__cacamba,geral__potencia_de_recarga
peugeot,2008,2008,2008-griffe-1-6-turbo-2015,2008-griffe-1-6-turbo-2015,https://www.fichacompleta.com.br/carros/peugeot/2008-griffe-1-6-turbo-2015,2026-06-17T21:01:39.809684,Peugeot 2008 Griffe 1.6 Turbo 2015,"8,1 s",209 km/h,Embreagem monodisco a seco,Manual,MCB/6,6,Dianteira,Injeção direta,Turbocompressor,1598 cm³,4 em linha,EP6FDT M,"Duplo no cabeçote, corrente","85,8 mm",77 mm,Transversal,Dianteiro,"7,1 kg/cv","50,2 kg/kgfm","108,3 cv/litro",173 cv (A) 165 cv (G) a 6000 rpm,"10,2:1",6800 rpm,"15,3 kgfm/litro","24,5 kgfm (A) 24,5 kgfm (G) a 1750 rpm",4,1583 mm,400 kg,4159 mm,2542 mm,1739 mm,1231 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,682 km,589 km,"12,4 km/l","10,7 km/l",,,,,1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,400 kg,400 kg,185/60 R15,"2,3 m²","0,805 m²","0,35",468 km,391 km,"8,5 km/l","7,1 km/l",200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-allure-1-6-2016,2008-allure-1-6-2016,https://www.fichacompleta.com.br/carros/peugeot/2008-allure-1-6-2016,2026-06-17T21:01:43.709203,Peugeot 2008 Allure 1.6 2016,"10,2 s",190 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,"Duplo no cabeçote, correia dentada",82 mm,"78,5 mm",Transversal,Dianteiro,"9,7 kg/cv","72,1 kg/kgfm","76,9 cv/litro",122 cv (A) 115 cv (G) a 5800 rpm,"12,5:1",,"10,3 kgfm/litro","16,4 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,1583 mm,427 kg,4159 mm,2542 mm,1739 mm,1183 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,638 km,561 km,"11,6 km/l","10,2 km/l",,,,,1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,400 kg,400 kg,185/60 R15,"2,3 m²","0,805 m²","0,35",451 km,402 km,"8,2 km/l","7,3 km/l",200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-allure-1-6-at-2016,2008-allure-1-6-at-2016,https://www.fichacompleta.com.br/carros/peugeot/2008-allure-1-6-at-2016,2026-06-17T21:01:48.164686,Peugeot 2008 Allure 1.6 AT 2016,"11,9 s",177 km/h,Conversor de torque,Automático,AT8,,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"10,0 kg/cv","74,1 kg/kgfm","76,9 cv/litro",,11:1,6500 rpm,"10,3 kgfm/litro",,4,1583 mm,436 kg,4159 mm,2542 mm,1739 mm,1215 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,605 km,517 km,11 km/l,"9,4 km/l",4,5800 rpm,4000 rpm,"10,4 m",1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,350 kg,350 kg,185/60 R15,"2,3 m²","0,805 m²",,435 km,374 km,"7,9 km/l","6,8 km/l",200 mm,Correia dentada,122 cv,115 cv,"16,4 kgfm","15,5 kgfm","0,35",,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-griffe-1-6-2016,2008-griffe-1-6-2016,https://www.fichacompleta.com.br/carros/peugeot/2008-griffe-1-6-2016,2026-06-17T21:01:50.979841,Peugeot 2008 Griffe 1.6 2016,"10,2 s",190 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,"Duplo no cabeçote, correia dentada",,,Transversal,Dianteiro,"9,9 kg/cv","73,5 kg/kgfm","76,9 cv/litro",122 cv (A) 115 cv (G) a 5800 rpm,"12,5:1",,"10,3 kgfm/litro","16,4 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,1583 mm,427 kg,4159 mm,2542 mm,1739 mm,1205 kg,355 litros,55 litros,123 mm,Disco ventilado,205/60 R16,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,638 km,561 km,"11,6 km/l","10,2 km/l",,,,,1477 mm,1488 mm,82 mm,"78,5 mm",,,Hidráulicos,Admissão,22 graus,29 graus,400 kg,400 kg,,"2,3 m²",,"0,35",451 km,402 km,"8,2 km/l","7,3 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-griffe-1-6-at-2016,2008-griffe-1-6-at-2016,https://www.fichacompleta.com.br/carros/peugeot/2008-griffe-1-6-at-2016,2026-06-17T21:01:55.292605,Peugeot 2008 Griffe 1.6 AT 2016,"11,9 s",177 km/h,Conversor de torque,Automático,AT8,4,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,"Duplo no cabeçote, correia dentada",82 mm,"78,5 mm",Transversal,Dianteiro,"10,1 kg/cv","75,4 kg/kgfm","76,9 cv/litro",122 cv (A) 115 cv (G) a 5800 rpm,"12,5:1",,"10,3 kgfm/litro","16,4 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,1583 mm,436 kg,4159 mm,2542 mm,1739 mm,1236 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,605 km,517 km,11 km/l,"9,4 km/l",,,,,1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,350 kg,350 kg,185/60 R15,"2,3 m²","0,805 m²","0,35",435 km,374 km,"7,9 km/l","6,8 km/l",200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-griffe-1-6-turbo-2016,2008-griffe-1-6-turbo-2016,https://www.fichacompleta.com.br/carros/peugeot/2008-griffe-1-6-turbo-2016,2026-06-17T21:01:59.520051,Peugeot 2008 Griffe 1.6 Turbo 2016,"8,1 s",209 km/h,Embreagem monodisco a seco,Manual,MCB/6,,Dianteira,Injeção direta,Turbocompressor,1598 cm³,4 em linha,EP6FDT M,Duplo no cabeçote,"85,8 mm",77 mm,Transversal,Dianteiro,"7,1 kg/cv","50,2 kg/kgfm","108,3 cv/litro",,"10,2:1",6800 rpm,"15,3 kgfm/litro",,4,1583 mm,400 kg,4159 mm,2542 mm,1739 mm,1231 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,682 km,589 km,"12,4 km/l","10,7 km/l",6,6000 rpm,1750 rpm,"10,4 m",1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,400 kg,400 kg,185/60 R15,"2,3 m²","0,805 m²",,468 km,391 km,"8,5 km/l","7,1 km/l",200 mm,Corrente,173 cv,165 cv,"24,5 kgfm","24,5 kgfm","0,35",,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-allure-1-6-2017,2008-allure-1-6-2017,https://www.fichacompleta.com.br/carros/peugeot/2008-allure-1-6-2017,2026-06-17T21:02:03.331093,Peugeot 2008 Allure 1.6 2017,"10,2 s",190 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,"Duplo no cabeçote, correia dentada",82 mm,"78,5 mm",Transversal,Dianteiro,"9,7 kg/cv","72,1 kg/kgfm","76,9 cv/litro",122 cv (A) 115 cv (G) a 5800 rpm,"12,5:1",,"10,3 kgfm/litro","16,4 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,1583 mm,427 kg,4159 mm,2542 mm,1739 mm,1183 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,638 km,561 km,"11,6 km/l","10,2 km/l",,,,,1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,400 kg,400 kg,185/60 R15,"2,3 m²","0,805 m²","0,35",451 km,402 km,"8,2 km/l","7,3 km/l",200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-allure-1-6-at-2017,2008-allure-1-6-at-2017,https://www.fichacompleta.com.br/carros/peugeot/2008-allure-1-6-at-2017,2026-06-17T21:02:07.822419,Peugeot 2008 Allure 1.6 AT 2017,"11,9 s",177 km/h,Conversor de torque,Automático,AT8,4,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,"Duplo no cabeçote, correia dentada",82 mm,"78,5 mm",Transversal,Dianteiro,"10,0 kg/cv","74,1 kg/kgfm","76,9 cv/litro",122 cv (A) 115 cv (G) a 5800 rpm,"12,5:1",,"10,3 kgfm/litro","16,4 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,1583 mm,436 kg,4159 mm,2542 mm,1739 mm,1215 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,605 km,517 km,11 km/l,"9,4 km/l",,,,,1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,350 kg,350 kg,185/60 R15,"2,3 m²","0,805 m²","0,35",435 km,374 km,"7,9 km/l","6,8 km/l",200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-allure-business-1-6-at-pcd-2017,2008-allure-business-1-6-at-pcd-2017,https://www.fichacompleta.com.br/carros/peugeot/2008-allure-business-1-6-at-pcd-2017,2026-06-17T21:02:11.359586,Peugeot 2008 Allure Business 1.6 AT [PCD] 2017,"11,9 s",186 km/h,Conversor de torque,Automático,Aisin TF-71SC,,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"10,3 kg/cv","75,5 kg/kgfm","74,4 cv/litro",,11:1,6500 rpm,"10,1 kgfm/litro",,4,1583 mm,436 kg,4159 mm,2542 mm,1739 mm,1215 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,715 km,589 km,13 km/l,"10,7 km/l",6,5750 rpm,4000 rpm,"10,4 m",1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,350 kg,350 kg,185/60 R15,"2,3 m²","0,805 m²",,506 km,413 km,"9,2 km/l","7,5 km/l",200 mm,Correia dentada,118 cv,115 cv,"16,1 kgfm","16,1 kgfm","0,35",,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-crossway-1-6-at-2017,2008-crossway-1-6-at-2017,https://www.fichacompleta.com.br/carros/peugeot/2008-crossway-1-6-at-2017,2026-06-17T21:02:15.063363,Peugeot 2008 Crossway 1.6 AT 2017,"11,9 s",177 km/h,Conversor de torque,Automático,AT8,4,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,"Duplo no cabeçote, correia dentada",82 mm,"78,5 mm",Transversal,Dianteiro,"10,1 kg/cv","75,4 kg/kgfm","76,9 cv/litro",122 cv (A) 115 cv (G) a 5800 rpm,"12,5:1",,"10,3 kgfm/litro","16,4 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,1583 mm,436 kg,4159 mm,2542 mm,1739 mm,1236 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,605 km,517 km,11 km/l,"9,4 km/l",,,,,1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,350 kg,350 kg,185/60 R15,"2,3 m²","0,805 m²","0,35",435 km,374 km,"7,9 km/l","6,8 km/l",200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-griffe-1-6-2017,2008-griffe-1-6-2017,https://www.fichacompleta.com.br/carros/peugeot/2008-griffe-1-6-2017,2026-06-17T21:02:18.251882,Peugeot 2008 Griffe 1.6 2017,"10,2 s",190 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,"Duplo no cabeçote, correia dentada",82 mm,"78,5 mm",Transversal,Dianteiro,"9,9 kg/cv","73,5 kg/kgfm","76,9 cv/litro",122 cv (A) 115 cv (G) a 5800 rpm,"12,5:1",,"10,3 kgfm/litro","16,4 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,1583 mm,427 kg,4159 mm,2542 mm,1739 mm,1205 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,638 km,561 km,"11,6 km/l","10,2 km/l",,,,,1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,400 kg,400 kg,185/60 R15,"2,3 m²","0,805 m²","0,35",451 km,402 km,"8,2 km/l","7,3 km/l",200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-griffe-1-6-at-2017,2008-griffe-1-6-at-2017,https://www.fichacompleta.com.br/carros/peugeot/2008-griffe-1-6-at-2017,2026-06-17T21:02:22.534103,Peugeot 2008 Griffe 1.6 AT 2017,"11,9 s",177 km/h,Conversor de torque,Automático,AT8,4,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,"Duplo no cabeçote, correia dentada",82 mm,"78,5 mm",Transversal,Dianteiro,"10,1 kg/cv","75,4 kg/kgfm","76,9 cv/litro",122 cv (A) 115 cv (G) a 5800 rpm,"12,5:1",,"10,3 kgfm/litro","16,4 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,1583 mm,436 kg,4159 mm,2542 mm,1739 mm,1236 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,605 km,517 km,11 km/l,"9,4 km/l",,,,,1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,350 kg,350 kg,185/60 R15,"2,3 m²","0,805 m²","0,35",435 km,374 km,"7,9 km/l","6,8 km/l",200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-griffe-1-6-turbo-2017,2008-griffe-1-6-turbo-2017,https://www.fichacompleta.com.br/carros/peugeot/2008-griffe-1-6-turbo-2017,2026-06-17T21:02:25.847896,Peugeot 2008 Griffe 1.6 Turbo 2017,"8,1 s",209 km/h,Embreagem monodisco a seco,Manual,MCB/6,6,Dianteira,Injeção direta,Turbocompressor,1598 cm³,4 em linha,EP6FDT M,"Duplo no cabeçote, corrente","85,8 mm",77 mm,Transversal,Dianteiro,"7,1 kg/cv","50,2 kg/kgfm","108,3 cv/litro",173 cv (A) 165 cv (G) a 6000 rpm,"10,2:1",6800 rpm,"15,3 kgfm/litro","24,5 kgfm (A) 24,5 kgfm (G) a 1750 rpm",4,1583 mm,400 kg,4159 mm,2542 mm,1739 mm,1231 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,682 km,589 km,"12,4 km/l","10,7 km/l",,,,,1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,400 kg,400 kg,185/60 R15,"2,3 m²","0,805 m²","0,35",468 km,391 km,"8,5 km/l","7,1 km/l",200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-allure-1-6-2018,2008-allure-1-6-2018,https://www.fichacompleta.com.br/carros/peugeot/2008-allure-1-6-2018,2026-06-17T21:02:29.930600,Peugeot 2008 Allure 1.6 2018,"10,2 s",190 km/h,Embreagem monodisco a seco,Manual,MA/5,5,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,"Duplo no cabeçote, correia dentada",82 mm,"78,5 mm",Transversal,Dianteiro,"9,7 kg/cv","72,1 kg/kgfm","76,9 cv/litro",122 cv (A) 115 cv (G) a 5800 rpm,"12,5:1",,"10,3 kgfm/litro","16,4 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,1583 mm,427 kg,4159 mm,2542 mm,1739 mm,1183 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,638 km,561 km,"11,6 km/l","10,2 km/l",,,,,1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,400 kg,400 kg,185/60 R15,"2,3 m²","0,805 m²","0,35",451 km,402 km,"8,2 km/l","7,3 km/l",200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-allure-1-6-at-2018,2008-allure-1-6-at-2018,https://www.fichacompleta.com.br/carros/peugeot/2008-allure-1-6-at-2018,2026-06-17T21:02:34.215065,Peugeot 2008 Allure 1.6 AT 2018,"11,9 s",186 km/h,Conversor de torque,Automático,Aisin TF-71SC,6,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,"Duplo no cabeçote, correia dentada",82 mm,"78,5 mm",Transversal,Dianteiro,"10,3 kg/cv","75,5 kg/kgfm","74,4 cv/litro",118 cv (A) 115 cv (G) a 5750 rpm,"12,5:1",,"10,1 kgfm/litro","16,1 kgfm (A) 16,1 kgfm (G) a 4000 rpm",4,1583 mm,436 kg,4159 mm,2542 mm,1739 mm,1215 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,715 km,589 km,13 km/l,"10,7 km/l",,,,,1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,350 kg,350 kg,185/60 R15,"2,3 m²","0,805 m²","0,35",506 km,413 km,"9,2 km/l","7,5 km/l",200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-allure-business-1-6-at-pcd-2018,2008-allure-business-1-6-at-pcd-2018,https://www.fichacompleta.com.br/carros/peugeot/2008-allure-business-1-6-at-pcd-2018,2026-06-17T21:02:37.450063,Peugeot 2008 Allure Business 1.6 AT [PCD] 2018,"11,9 s",186 km/h,Conversor de torque,Automático,Aisin TF-71SC,,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"10,3 kg/cv","75,5 kg/kgfm","74,4 cv/litro",,11:1,6500 rpm,"10,1 kgfm/litro",,4,1583 mm,436 kg,4159 mm,2542 mm,1739 mm,1215 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,715 km,589 km,13 km/l,"10,7 km/l",6,5750 rpm,4000 rpm,"10,4 m",1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,350 kg,350 kg,185/60 R15,"2,3 m²","0,805 m²",,506 km,413 km,"9,2 km/l","7,5 km/l",200 mm,Correia dentada,118 cv,115 cv,"16,1 kgfm","16,1 kgfm","0,35",,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-crossway-1-6-at-2018,2008-crossway-1-6-at-2018,https://www.fichacompleta.com.br/carros/peugeot/2008-crossway-1-6-at-2018,2026-06-17T21:02:41.037807,Peugeot 2008 Crossway 1.6 AT 2018,"11,9 s",177 km/h,Conversor de torque,Automático,Aisin TF-71SC,6,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,"Duplo no cabeçote, correia dentada",82 mm,"78,5 mm",Transversal,Dianteiro,"10,5 kg/cv","76,8 kg/kgfm","74,4 cv/litro",118 cv (A) 115 cv (G) a 5750 rpm,"12,5:1",,"10,1 kgfm/litro","16,1 kgfm (A) 16,1 kgfm (G) a 4000 rpm",4,1583 mm,436 kg,4159 mm,2542 mm,1739 mm,1236 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,715 km,589 km,13 km/l,"10,7 km/l",,,,,1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,350 kg,350 kg,185/60 R15,"2,3 m²","0,805 m²","0,35",506 km,413 km,"9,2 km/l","7,5 km/l",200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-griffe-1-6-2018,2008-griffe-1-6-2018,https://www.fichacompleta.com.br/carros/peugeot/2008-griffe-1-6-2018,2026-06-17T21:02:44.089981,Peugeot 2008 Griffe 1.6 2018,"10,2 s",190 km/h,Embreagem monodisco a seco,Manual,MA/5,,Dianteira,Injeção multiponto,Natural,,4 em linha,EC5JP4,Duplo no cabeçote,82 mm,"78,5 mm",Transversal,Dianteiro,"9,88 kg/cv","73,5 kg/kgfm","76,9 cv/litro",,11:1,6500 rpm,"10,3 kgfm/litro",,4,1583 mm,427 kg,4159 mm,2542 mm,1739 mm,1205 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,638 km,561 km,"11,6 km/l","10,2 km/l",5,5800 rpm,4000 rpm,"10,4 m",1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,400 kg,400 kg,185/60 R15,"2,3 m²","0,805 m²",,451 km,402 km,"8,2 km/l","7,3 km/l",200 mm,Correia dentada,122 cv,115 cv,"16,4 kgfm","15,5 kgfm","0,35",397 cm³,1587 cm³,0W-30 ³,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-griffe-1-6-at-2018,2008-griffe-1-6-at-2018,https://www.fichacompleta.com.br/carros/peugeot/2008-griffe-1-6-at-2018,2026-06-17T21:02:47.931965,Peugeot 2008 Griffe 1.6 AT 2018,"11,9 s",186 km/h,Conversor de torque,Automático,Aisin TF-71SC,6,Dianteira,Injeção multiponto,Natural,1587 cm³,4 em linha,EC5JP4,"Duplo no cabeçote, correia dentada",82 mm,"78,5 mm",Transversal,Dianteiro,"10,5 kg/cv","76,8 kg/kgfm","74,4 cv/litro",118 cv (A) 115 cv (G) a 5750 rpm,"12,5:1",,"10,1 kgfm/litro","16,1 kgfm (A) 16,1 kgfm (G) a 4000 rpm",4,1583 mm,436 kg,4159 mm,2542 mm,1739 mm,1236 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,715 km,589 km,13 km/l,"10,7 km/l",,,,,1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,350 kg,350 kg,185/60 R15,"2,3 m²","0,805 m²","0,35",506 km,413 km,"9,2 km/l","7,5 km/l",200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,2008,2008,2008-griffe-1-6-turbo-2018,2008-griffe-1-6-turbo-2018,https://www.fichacompleta.com.br/carros/peugeot/2008-griffe-1-6-turbo-2018,2026-06-17T21:02:51.685676,Peugeot 2008 Griffe 1.6 Turbo 2018,"8,1 s",209 km/h,Embreagem monodisco a seco,Manual,MCB/6,6,Dianteira,Injeção direta,Turbocompressor,1598 cm³,4 em linha,EP6FDT M,"Duplo no cabeçote, corrente","85,8 mm",77 mm,Transversal,Dianteiro,"7,1 kg/cv","50,2 kg/kgfm","108,3 cv/litro",173 cv (A) 165 cv (G) a 6000 rpm,"10,2:1",6800 rpm,"15,3 kgfm/litro","24,5 kgfm (A) 24,5 kgfm (G) a 1750 rpm",4,1583 mm,400 kg,4159 mm,2542 mm,1739 mm,1231 kg,355 litros,55 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,682 km,589 km,"12,4 km/l","10,7 km/l",,,,,1477 mm,1488 mm,,,,,Hidráulicos,Admissão,22 graus,29 graus,400 kg,400 kg,185/60 R15,"2,3 m²","0,805 m²","0,35",468 km,391 km,"8,5 km/l","7,1 km/l",200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
