marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__altura_minima_do_solo,geral__angulo_de_entrada,geral__angulo_de_saida,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__travessia_de_agua,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__frenagem_1000_kmh,geral__cacamba,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__cilindrada_unitaria,geral__deslocamento,geral__quantidade_de_marchas,geral__diametro_minimo_de_giro,geral__potencia,geral__torque,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__estepe,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__tuchos,geral__variacao_do_comando,geral__acionam_do_comando,geral__capacidade_da_bateria,geral__potencia_combinada,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__codigo_do_cambio,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__viscosidade_do_oleo,geral__reboque_com_freio,geral__reboque_sem_freio,geral__pesopotencia_sistema,geral__rotacao_maxima,geral__inclinacao_lateral_max,geral__inclinacao_lateral_maxima,geral__angulo_central,geral__portamalas_com_5_lugares,geral__portamalas_com_8_lugares,geral__rampa_maxima,geral__portamalas_5_lugares,geral__portamalas_8_lugares,geral__portamalas_7_lugares,geral__portamalas_com_7_lugares,geral__torque_combinado,geral__autonomia_eletrica,geral__potencia_de_recarga,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g
toyota,Rav4,rav4,rav4-2-0-4x4-2015,rav4-2-0-4x4-2015,https://www.fichacompleta.com.br/carros/toyota/rav4-2-0-4x4-2015,2026-06-14T17:05:36.745099,Toyota Rav4 2.0 4x4 2015,"12,9 s",165 km/h,Conversor de torque,CVT,,Integral sob demanda,Injeção multiponto,Natural,1987 cm³,4 em linha,3ZR-FE,Duplo no cabeçote,"97,6 mm","80,5 mm",Transversal,Dianteiro,"11,1 kg/cv","84,6 kg/kgfm","73,0 cv/litro",145 cv a 6200 rpm,10:1,,,"9,6 kgfm/litro","19,1 kgfm a 3600 rpm",4,1715 mm,176 mm,,,,,495 kg,4570 mm,2660 mm,1845 mm,1615 kg,547 litros,60 litros,,146 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",,,,,,,,,,,7,"10,6 m",,,,,654 km,570 km,"10,9 km/l","9,5 km/l",,,,,,,Admissão e escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toyota,Rav4,rav4,rav4-2-5-4x4-2015,rav4-2-5-4x4-2015,https://www.fichacompleta.com.br/carros/toyota/rav4-2-5-4x4-2015,2026-06-14T17:05:39.855026,Toyota Rav4 2.5 4x4 2015,11 s,180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção multiponto,Natural,2494 cm³,4 em linha,2AR-FE,Duplo no cabeçote,98 mm,90 mm,Transversal,Dianteiro,"9,1 kg/cv","68,5 kg/kgfm","71,8 cv/litro",179 cv a 6000 rpm,"10,4:1",,,"9,5 kgfm/litro","23,8 kgfm a 4100 rpm",4,1715 mm,197 mm,,,,,500 kg,4570 mm,2660 mm,1845 mm,1630 kg,547 litros,60 litros,,129 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",,,,,,,,,,,6,"10,6 m",,,,,654 km,522 km,"10,9 km/l","8,7 km/l",,,,,,,Admissão e escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toyota,Rav4,rav4,rav4-top-2-0-4x2-2015,rav4-top-2-0-4x2-2015,https://www.fichacompleta.com.br/carros/toyota/rav4-top-2-0-4x2-2015,2026-06-14T17:05:43.083271,Toyota Rav4 Top 2.0 4x2 2015,"12,6 s",170 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1987 cm³,4 em linha,3ZR-FE,Duplo no cabeçote,"97,6 mm","80,5 mm",Transversal,Dianteiro,"10,5 kg/cv","79,8 kg/kgfm","73,0 cv/litro",145 cv a 6200 rpm,10:1,,,"9,6 kgfm/litro","19,1 kgfm a 3600 rpm",4,1715 mm,176 mm,,,,,525 kg,4570 mm,2660 mm,1845 mm,1525 kg,547 litros,60 litros,,146 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",,,,,,,,,,,7,"10,6 m",,,,,654 km,570 km,"10,9 km/l","9,5 km/l",,,,,,,Admissão e escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toyota,Rav4,rav4,rav4-2-5-4x4-2016,rav4-2-5-4x4-2016,https://www.fichacompleta.com.br/carros/toyota/rav4-2-5-4x4-2016,2026-06-14T17:05:47.780449,Toyota Rav4 2.5 4x4 2016,11 s,180 km/h,Conversor de torque,Automático,6,Integral sob demanda,Injeção multiponto,Natural,2494 cm³,4 em linha,2AR-FE,Duplo no cabeçote,98 mm,90 mm,Transversal,Dianteiro,"9,1 kg/cv","68,5 kg/kgfm","71,8 cv/litro",,"10,4:1",,,"9,5 kgfm/litro",,4,1715 mm,197 mm,,,,,500 kg,4570 mm,2660 mm,1845 mm,1630 kg,547 litros,60 litros,,129 mm,Disco ventilado,Disco sólido,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,6000 rpm,4100 rpm,,,,,179 cv,"23,8 kgfm",,,654 km,522 km,"10,9 km/l","8,7 km/l",,,,,,,Admissão e escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toyota,Rav4,rav4,rav4-top-2-0-4x2-2017,rav4-top-2-0-4x2-2017,https://www.fichacompleta.com.br/carros/toyota/rav4-top-2-0-4x2-2017,2026-06-14T17:05:51.773795,Toyota Rav4 Top 2.0 4x2 2017,"12,6 s",170 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1987 cm³,4 em linha,3ZR-FE,Duplo no cabeçote,"97,6 mm","80,5 mm",Transversal,Dianteiro,"10,5 kg/cv","79,8 kg/kgfm","73,0 cv/litro",145 cv a 6200 rpm,10:1,,,"9,6 kgfm/litro","19,1 kgfm a 3600 rpm",4,1715 mm,191 mm,,,,,525 kg,4605 mm,2660 mm,1845 mm,1525 kg,547 litros,60 litros,,146 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",,,,,,,,,,,7,"10,6 m",,,,,654 km,570 km,"10,9 km/l","9,5 km/l",,,,,,,Admissão e escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toyota,Rav4,rav4,rav4-2-0-4x2-2018,rav4-2-0-4x2-2018,https://www.fichacompleta.com.br/carros/toyota/rav4-2-0-4x2-2018,2026-06-14T17:05:54.298966,Toyota Rav4 2.0 4x2 2018,"12,6 s",170 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1987 cm³,4 em linha,3ZR-FE,Duplo no cabeçote,"97,6 mm","80,5 mm",Transversal,Dianteiro,"10,5 kg/cv","79,8 kg/kgfm","73,0 cv/litro",145 cv a 6200 rpm,10:1,,,"9,6 kgfm/litro","19,1 kgfm a 3600 rpm",4,1715 mm,191 mm,,,,,525 kg,4605 mm,2660 mm,1845 mm,1525 kg,547 litros,60 litros,,146 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",,,,,,,,,,,7,"10,6 m",,,,,654 km,570 km,"10,9 km/l","9,5 km/l",,,,,,,Admissão e escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toyota,Rav4,rav4,rav4-top-2-0-4x2-2018,rav4-top-2-0-4x2-2018,https://www.fichacompleta.com.br/carros/toyota/rav4-top-2-0-4x2-2018,2026-06-14T17:05:58.167708,Toyota Rav4 Top 2.0 4x2 2018,"12,6 s",170 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1987 cm³,4 em linha,3ZR-FE,Duplo no cabeçote,"97,6 mm","80,5 mm",Transversal,Dianteiro,"10,5 kg/cv","79,8 kg/kgfm","73,0 cv/litro",145 cv a 6200 rpm,10:1,,,"9,6 kgfm/litro","19,1 kgfm a 3600 rpm",4,1715 mm,191 mm,,,,,525 kg,4605 mm,2660 mm,1845 mm,1525 kg,547 litros,60 litros,,146 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",,,,,,,,,,,7,"10,6 m",,,,,654 km,570 km,"10,9 km/l","9,5 km/l",,,,,,,Admissão e escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toyota,Rav4,rav4,rav4-s-hybrid-2-5-2019,rav4-s-hybrid-2-5-2019,https://www.fichacompleta.com.br/carros/toyota/rav4-s-hybrid-2-5-2019,2026-06-14T17:06:02.081541,Toyota Rav4 S Hybrid 2.5 2019,"8,1 s",180 km/h,Engrenagem epicicloidal,CVT,6,Integral sob demanda,Injeção direta e indireta,Natural,2487 cm³,4 em linha,A25A-FXS,Duplo no cabeçote,"103,4 mm","87,5 mm",Transversal,Dianteiro,"9,7 kg/cv","76,9 kg/kgfm","71,6 cv/litro",178 cv,14:1,5700 rpm,3600 rpm,"9,0 kgfm/litro","22,5 kgfm",4,1685 mm,180 mm,19 graus,21 graus,1600 mm,1619 mm,500 kg,4600 mm,2690 mm,1855 mm,1730 kg,580 litros,55 litros,,135 mm,Disco ventilado,Disco sólido,Elétrica,"11,8 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,,,,,,,54 cv (traseiro),"12,3 kgfm (traseiro)",,,704 km,787 km,"12,8 km/l","14,3 km/l",165/80 R17,"2,66 m²","0,851 m²","0,32",,,Admissão e escape,,"1,6 kWh",222 cv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,9 kgfm",,,,,,
toyota,Rav4,rav4,rav4-sx-hybrid-2-5-2019,rav4-sx-hybrid-2-5-2019,https://www.fichacompleta.com.br/carros/toyota/rav4-sx-hybrid-2-5-2019,2026-06-14T17:06:06.511067,Toyota Rav4 SX Hybrid 2.5 2019,"8,1 s",180 km/h,Engrenagem epicicloidal,CVT,6,Integral sob demanda,Injeção direta e indireta,Natural,2487 cm³,4 em linha,A25A-FXS,Duplo no cabeçote,"103,4 mm","87,5 mm",Transversal,Dianteiro,"9,7 kg/cv","76,9 kg/kgfm","71,6 cv/litro",178 cv,14:1,5700 rpm,3600 rpm,"9,0 kgfm/litro","22,5 kgfm",4,1685 mm,180 mm,19 graus,21 graus,1600 mm,1619 mm,500 kg,4600 mm,2690 mm,1855 mm,1730 kg,580 litros,55 litros,,135 mm,Disco ventilado,Disco sólido,Elétrica,"11,8 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,,,,,,,54 cv (traseiro),"12,3 kgfm (traseiro)",,,704 km,787 km,"12,8 km/l","14,3 km/l",165/80 R17,"2,66 m²","0,851 m²","0,32",,,Admissão e escape,,"1,6 kWh",222 cv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,9 kgfm",,,,,,
toyota,Rav4,rav4,rav4-top-2-0-4x2-2019,rav4-top-2-0-4x2-2019,https://www.fichacompleta.com.br/carros/toyota/rav4-top-2-0-4x2-2019,2026-06-14T17:06:09.893394,Toyota Rav4 Top 2.0 4x2 2019,"12,6 s",170 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1987 cm³,4 em linha,3ZR-FE,Duplo no cabeçote,"97,6 mm","80,5 mm",Transversal,Dianteiro,"10,5 kg/cv","79,8 kg/kgfm","73,0 cv/litro",145 cv a 6200 rpm,10:1,,,"9,6 kgfm/litro","19,1 kgfm a 3600 rpm",4,1715 mm,191 mm,,,,,525 kg,4605 mm,2660 mm,1845 mm,1525 kg,547 litros,60 litros,,146 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",,,,,,,,,,,7,"10,6 m",,,,,654 km,570 km,"10,9 km/l","9,5 km/l",,,,,,,Admissão e escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toyota,Rav4,rav4,rav4-s-connect-hybrid-2-5-2020,rav4-s-connect-hybrid-2-5-2020,https://www.fichacompleta.com.br/carros/toyota/rav4-s-connect-hybrid-2-5-2020,2026-06-14T17:06:12.434684,Toyota Rav4 S Connect Hybrid 2.5 2020,"8,1 s",180 km/h,Engrenagem epicicloidal,CVT,6,Integral sob demanda,Injeção direta e indireta,Natural,2487 cm³,4 em linha,A25A-FXS,Duplo no cabeçote,"103,4 mm","87,5 mm",Transversal,Dianteiro,"9,7 kg/cv","76,9 kg/kgfm","71,6 cv/litro",178 cv,14:1,5700 rpm,3600 rpm,"9,0 kgfm/litro","22,5 kgfm",4,1685 mm,180 mm,19 graus,21 graus,1600 mm,1619 mm,500 kg,4600 mm,2690 mm,1855 mm,1730 kg,580 litros,55 litros,,135 mm,Disco ventilado,Disco sólido,Elétrica,"11,8 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,,,,,,,54 cv (traseiro),"12,3 kgfm (traseiro)",,,704 km,787 km,"12,8 km/l","14,3 km/l",165/80 R17,"2,66 m²","0,851 m²","0,32",,,Admissão e escape,,"1,6 kWh",222 cv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,9 kgfm",,,,,,
toyota,Rav4,rav4,rav4-s-hybrid-2-5-2020,rav4-s-hybrid-2-5-2020,https://www.fichacompleta.com.br/carros/toyota/rav4-s-hybrid-2-5-2020,2026-06-14T17:06:17.139988,Toyota Rav4 S Hybrid 2.5 2020,"8,1 s",180 km/h,Engrenagem epicicloidal,CVT,6,Integral sob demanda,Injeção direta e indireta,Natural,2487 cm³,4 em linha,A25A-FXS,Duplo no cabeçote,"103,4 mm","87,5 mm",Transversal,Dianteiro,"9,7 kg/cv","76,9 kg/kgfm","71,6 cv/litro",178 cv,14:1,5700 rpm,3600 rpm,"9,0 kgfm/litro","22,5 kgfm",4,1685 mm,180 mm,19 graus,21 graus,1600 mm,1619 mm,500 kg,4600 mm,2690 mm,1855 mm,1730 kg,580 litros,55 litros,,135 mm,Disco ventilado,Disco sólido,Elétrica,"11,8 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,,,,,,,54 cv (traseiro),"12,3 kgfm (traseiro)",,,704 km,787 km,"12,8 km/l","14,3 km/l",165/80 R17,"2,66 m²","0,851 m²","0,32",,,Admissão e escape,,"1,6 kWh",222 cv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,9 kgfm",,,,,,
toyota,Rav4,rav4,rav4-sx-connect-hybrid-2-5-2020,rav4-sx-connect-hybrid-2-5-2020,https://www.fichacompleta.com.br/carros/toyota/rav4-sx-connect-hybrid-2-5-2020,2026-06-14T17:06:21.037141,Toyota Rav4 SX Connect Hybrid 2.5 2020,"8,1 s",180 km/h,Engrenagem epicicloidal,CVT,6,Integral sob demanda,Injeção direta e indireta,Natural,2487 cm³,4 em linha,A25A-FXS,Duplo no cabeçote,"103,4 mm","87,5 mm",Transversal,Dianteiro,"9,7 kg/cv","76,9 kg/kgfm","71,6 cv/litro",178 cv,14:1,5700 rpm,3600 rpm,"9,0 kgfm/litro","22,5 kgfm",4,1685 mm,180 mm,19 graus,21 graus,1600 mm,1619 mm,500 kg,4600 mm,2690 mm,1855 mm,1730 kg,580 litros,55 litros,,135 mm,Disco ventilado,Disco sólido,Elétrica,"11,8 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,,,,,,,54 cv (traseiro),"12,3 kgfm (traseiro)",,,704 km,787 km,"12,8 km/l","14,3 km/l",165/80 R17,"2,66 m²","0,851 m²","0,32",,,Admissão e escape,,"1,6 kWh",222 cv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,9 kgfm",,,,,,
toyota,Rav4,rav4,rav4-sx-hybrid-2-5-2020,rav4-sx-hybrid-2-5-2020,https://www.fichacompleta.com.br/carros/toyota/rav4-sx-hybrid-2-5-2020,2026-06-14T17:06:24.994603,Toyota Rav4 SX Hybrid 2.5 2020,"8,1 s",180 km/h,Engrenagem epicicloidal,CVT,6,Integral sob demanda,Injeção direta e indireta,Natural,2487 cm³,4 em linha,A25A-FXS,Duplo no cabeçote,"103,4 mm","87,5 mm",Transversal,Dianteiro,"9,7 kg/cv","76,9 kg/kgfm","71,6 cv/litro",178 cv,14:1,5700 rpm,3600 rpm,"9,0 kgfm/litro","22,5 kgfm",4,1685 mm,180 mm,19 graus,21 graus,1600 mm,1619 mm,500 kg,4600 mm,2690 mm,1855 mm,1730 kg,580 litros,55 litros,,135 mm,Disco ventilado,Disco sólido,Elétrica,"11,8 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,,,,,,,54 cv (traseiro),"12,3 kgfm (traseiro)",,,704 km,787 km,"12,8 km/l","14,3 km/l",165/80 R17,"2,66 m²","0,851 m²","0,32",,,Admissão e escape,,"1,6 kWh",222 cv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,9 kgfm",,,,,,
toyota,Rav4,rav4,rav4-sx-connect-hybrid-2-5-2021,rav4-sx-connect-hybrid-2-5-2021,https://www.fichacompleta.com.br/carros/toyota/rav4-sx-connect-hybrid-2-5-2021,2026-06-14T17:06:29.534467,Toyota Rav4 SX Connect Hybrid 2.5 2021,"8,1 s",180 km/h,Engrenagem epicicloidal,CVT,,Integral sob demanda,Injeção direta e indireta multiponto,Natural,2487 cm³,4 em linha,A25A-FXS,Duplo no cabeçote,"103,4 mm","87,5 mm",Transversal,Dianteiro,"9,7 kg/cv","76,9 kg/kgfm","71,6 cv/litro",178 cv a 5700 rpm,14:1,,,"9,0 kgfm/litro","22,5 kgfm a 3600 rpm",4,1685 mm,180 mm,19 graus,21 graus,1600 mm,1619 mm,500 kg,4600 mm,2690 mm,1855 mm,1730 kg,580 litros,55 litros,,135 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",,,,,,,,,,,6,11 m,54 cv (traseiro),"12,3 kgfm (traseiro)",,,,,,,165/80 R17,"2,66 m²","0,851 m²",,"0,32",,Admissão e escape,,"1,6 kWh",222 cv,704 km,787 km,"12,8 km/l","14,3 km/l",,,,,,,,,,,1500 kg,750 kg,,,,,,,,,,,,,"27,9 kgfm",,,,,,
toyota,Rav4,rav4,rav4-sx-connect-hybrid-2-5-2022,rav4-sx-connect-hybrid-2-5-2022,https://www.fichacompleta.com.br/carros/toyota/rav4-sx-connect-hybrid-2-5-2022,2026-06-14T17:06:32.872058,Toyota Rav4 SX Connect Hybrid 2.5 2022,"8,1 s",180 km/h,Engrenagem epicicloidal,CVT,6,Integral sob demanda,Injeção direta e indireta,Natural,2487 cm³,4 em linha,A25A-FXS,Duplo no cabeçote,"103,4 mm","87,5 mm",Transversal,Dianteiro,"9,7 kg/cv","76,9 kg/kgfm","71,6 cv/litro",178 cv,14:1,,,"9,0 kgfm/litro","22,5 kgfm",4,1685 mm,180 mm,19 graus,21 graus,1600 mm,1619 mm,500 kg,4600 mm,2690 mm,1855 mm,1730 kg,580 litros,55 litros,,135 mm,Disco ventilado,Disco sólido,Elétrica,"11,8 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,5700 rpm,3600 rpm,,,,,54 cv (traseiro),"12,3 kgfm (traseiro)",,,798 km,941 km,"14,5 km/l","17,1 km/l",165/80 R17,"2,66 m²","0,851 m²","0,32",,,Admissão e escape,,"1,6 kWh",222 cv,704 km,787 km,"12,8 km/l","14,3 km/l",,,,,,,,,,,,,,,,,,,,,,,,,"27,9 kgfm",,,,,,
toyota,Rav4,rav4,rav4-sx-connect-hybrid-2-5-2023,rav4-sx-connect-hybrid-2-5-2023,https://www.fichacompleta.com.br/carros/toyota/rav4-sx-connect-hybrid-2-5-2023,2026-06-14T17:06:35.469549,Toyota Rav4 SX Connect Hybrid 2.5 2023,"8,1 s",180 km/h,Engrenagem epicicloidal,CVT,6,Integral sob demanda,Injeção direta e indireta,Natural,,4 em linha,A25A-FXS,Duplo no cabeçote,"103,4 mm","87,5 mm",Transversal,Dianteiro,"9,72 kg/cv","76,9 kg/kgfm","71,6 cv/litro",178 cv,14:1,5700 rpm,3600 rpm,"9,0 kgfm/litro","22,5 kgfm",4,1685 mm,180 mm,19 graus,21 graus,1600 mm,1619 mm,500 kg,4600 mm,2690 mm,1855 mm,1730 kg,580 litros,55 litros,,135 mm,Disco ventilado,Disco sólido,Elétrica,"11,8 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,,,622 cm³,2ABT cm³,,,54 cv (traseiro),"12,3 kgfm (traseiro)",,,798 km,941 km,"14,5 km/l","17,1 km/l",165/80 R17,"2,66 m²","0,851 m²","0,32",,,Admissão e escape,,"1,6 kWh",222 cv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,9 kgfm",,,,,,
toyota,Rav4,rav4,rav4-sx-connect-hybrid-2-5-2024,rav4-sx-connect-hybrid-2-5-2024,https://www.fichacompleta.com.br/carros/toyota/rav4-sx-connect-hybrid-2-5-2024,2026-06-14T17:06:39.996283,Toyota Rav4 SX Connect Hybrid 2.5 2024,"8,1 s",180 km/h,Engrenagem epicicloidal,CVT,6,Integral sob demanda,Injeção direta e indireta,Natural,,4 em linha,A25A-FXS,Duplo no cabeçote,"103,4 mm","87,5 mm",Transversal,Dianteiro,"9,72 kg/cv","76,9 kg/kgfm","71,6 cv/litro",178 cv,14:1,5700 rpm,3600 rpm,"9,0 kgfm/litro","22,5 kgfm",4,1685 mm,180 mm,19 graus,21 graus,1600 mm,1619 mm,500 kg,4600 mm,2690 mm,1855 mm,1730 kg,580 litros,55 litros,,135 mm,Disco ventilado,Disco sólido,Elétrica,"11,8 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,,,622 cm³,2ABT cm³,,,54 cv (traseiro),"12,3 kgfm (traseiro)",,,798 km,941 km,"14,5 km/l","17,1 km/l",165/80 R17,"2,66 m²","0,851 m²","0,32",,,Admissão e escape,,"1,6 kWh",222 cv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,9 kgfm",,,,,,
toyota,Rav4,rav4,rav4-xse-2-5-phev-2024,rav4-xse-2-5-phev-2024,https://www.fichacompleta.com.br/carros/toyota/rav4-xse-2-5-phev-2024,2026-06-14T17:06:43.433219,Toyota Rav4 XSE 2.5 PHEV 2024,6 s,180 km/h,Engrenagem epicicloidal,CVT,1,Integral sob demanda,Injeção direta e indireta,Natural,,4 em linha,A25A-FXS,Duplo no cabeçote,"103,4 mm","87,5 mm",Transversal,Dianteiro,"10,54 kg/cv","85,9 kg/kgfm","74,4 cv/litro",185 cv,14:1,6000 rpm,3200 rpm,"9,1 kgfm/litro","22,7 kgfm",4,1690 mm,175 mm,19 graus,21 graus,1600 mm,1619 mm,557 kg,4600 mm,2690 mm,1855 mm,1950 kg,490 litros,55 litros,,129 mm,Disco ventilado,Disco ventilado,Elétrica,"11,8 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,,,622 cm³,2ABT cm³,,,54 cv (traseiro),"12,3 kgfm (traseiro)",,,,,,,165/90 R18,"2,66 m²","0,851 m²","0,32",,,Admissão e escape,,"18,1 kWh",306 cv,710 km,770 km,"12,9 km/l",14 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,55 km,"6,6 kW (AC)",,,,
toyota,Rav4,rav4,rav4-sx-connect-hybrid-2-5-2025,rav4-sx-connect-hybrid-2-5-2025,https://www.fichacompleta.com.br/carros/toyota/rav4-sx-connect-hybrid-2-5-2025,2026-06-14T17:06:47.920276,Toyota Rav4 SX Connect Hybrid 2.5 2025,"8,1 s",180 km/h,Engrenagem epicicloidal,CVT,6,Integral sob demanda,Injeção direta e indireta,Natural,,4 em linha,A25A-FXS,Duplo no cabeçote,"103,4 mm","87,5 mm",Transversal,Dianteiro,"9,72 kg/cv","76,9 kg/kgfm","71,6 cv/litro",178 cv,14:1,5700 rpm,3600 rpm,"9,0 kgfm/litro","22,5 kgfm",4,1685 mm,180 mm,19 graus,21 graus,1600 mm,1619 mm,500 kg,4600 mm,2690 mm,1855 mm,1730 kg,580 litros,55 litros,,135 mm,Disco ventilado,Disco sólido,Elétrica,"11,8 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,,,622 cm³,2487 cm³,,,54 cv (traseiro),"12,3 kgfm (traseiro)",,,776 km,842 km,"14,1 km/l","15,3 km/l",165/80 R17,"2,66 m²","0,851 m²","0,32",,,Admissão e escape,Corrente,"1,6 kWh",222 cv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,9 kgfm",,,,,,
toyota,Rav4,rav4,rav4-xse-2-5-phev-2025,rav4-xse-2-5-phev-2025,https://www.fichacompleta.com.br/carros/toyota/rav4-xse-2-5-phev-2025,2026-06-14T17:06:52.047969,Toyota Rav4 XSE 2.5 PHEV 2025,6 s,180 km/h,Engrenagem epicicloidal,CVT,1,Integral sob demanda,Injeção direta e indireta,Natural,,4 em linha,A25A-FXS,Duplo no cabeçote,"103,4 mm","87,5 mm",Transversal,Dianteiro,"10,54 kg/cv","85,9 kg/kgfm","74,4 cv/litro",185 cv,14:1,6000 rpm,3200 rpm,"9,1 kgfm/litro","22,7 kgfm",4,1690 mm,175 mm,19 graus,21 graus,1600 mm,1619 mm,557 kg,4600 mm,2690 mm,1855 mm,1950 kg,490 litros,55 litros,,129 mm,Disco ventilado,Disco ventilado,Elétrica,"11,8 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,,,622 cm³,2487 cm³,,,54 cv (traseiro),"12,3 kgfm (traseiro)",,,,,,,165/90 R18,"2,66 m²","0,851 m²","0,32",,,Admissão e escape,Corrente,"18,1 kWh",306 cv,710 km,770 km,"12,9 km/l",14 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,55 km,"6,6 kW (AC)",,,,
