marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__variacao_do_comando,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__marchas,geral__quantidade_de_marchas,geral__tracao,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__reboque_com_freio,geral__reboque_sem_freio,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__assistencia,geral__diametro_de_giro,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__altura_minima_do_solo,geral__estepe,geral__regime_potencia_max,geral__regime_torque_max,geral__cilindrada_unitaria,geral__deslocamento,geral__rotacao_maxima,geral__tuchos,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__potencia,geral__torque,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__autonomia_eletrica,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__potencia_combinada,geral__torque_combinado,geral__veloc_max_modo_elet,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__potencia_de_recarga,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__autonomia,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__frenagem_1000_kmh,geral__inclinacao_lateral_max,geral__rampa_maxima,geral__travessia_de_agua,geral__inclinacao_lateral_maxima,geral__velocidade_maxima_em_modo_eletrico,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__portamalas_6_lugares
bmw,X6,x6,x6-xdrive40i-m-sport-3-0-2022,x6-xdrive40i-m-sport-3-0-2022,https://www.fichacompleta.com.br/carros/bmw/x6-xdrive40i-m-sport-3-0-2022,2026-06-18T17:08:55.904115,Bmw X6 xDrive40i M Sport 3.0 2022,"5,5 s",250 km/h,Corrente,Injeção direta,Turbocompressor,2998 cm³,6 em linha,B58B30,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"6,0 kg/cv","44,8 kg/kgfm","113,4 cv/litro",,11:1,5500 rpm,1500 rpm,"15,3 kgfm/litro",,4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1696 mm,1678 mm,1688 mm,670 kg,4935 mm,2975 mm,2004 mm,2055 kg,580 litros,3500 kg,750 kg,83 litros,95 mm,Disco ventilado,Disco ventilado,"2,83 m²","0,906 m²","0,32",,Eletro-hidráulica,"12,6 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",797 km,647 km,"9,6 km/l","7,8 km/l",216 mm,Kit de reparo e enchimento,,,,,6500 rpm,Hidráulicos,,,,,,,,,,,340 cv,"45,9 kgfm",,,,,,,,,,,,,,,,,,,"17,9 graus","25,1 graus","21,7 graus",,,,,,,,,,,,,,,
bmw,X6,x6,x6-m-competition-4-4-v8-2023,x6-m-competition-4-4-v8-2023,https://www.fichacompleta.com.br/carros/bmw/x6-m-competition-4-4-v8-2023,2026-06-18T17:08:59.921676,Bmw X6 M Competition 4.4 V8 2023,"3,8 s",290 km/h,Corrente,Injeção direta,Turbocompressor,,8 em V,S63B44,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"3,71 kg/cv","30,3 kg/kgfm","142,2 cv/litro",625 cv,10:1,,,"17,4 kgfm/litro","76,5 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1693 mm,1699 mm,1688 mm,680 kg,4941 mm,2972 mm,2019 mm,2320 kg,580 litros,3000 kg,750 kg,83 litros,95 mm,Disco ventilado,Disco ventilado,"2,89 m²","1,069 m²","0,37",,Elétrica,"12,9 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",606 km,490 km,"7,3 km/l","5,9 km/l",213 mm,Kit de reparo e enchimento,6000 rpm,1800 rpm,549 cm³,4395 cm³,7000 rpm,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,9 graus","25,1 graus","21,7 graus",,,,,,,,,,,,,,,
bmw,X6,x6,x6-m-competition-50-years-4-4-v8-2023,x6-m-competition-50-years-4-4-v8-2023,https://www.fichacompleta.com.br/carros/bmw/x6-m-competition-50-years-4-4-v8-2023,2026-06-18T17:09:03.412780,Bmw X6 M Competition 50 Years 4.4 V8 2023,"3,8 s",290 km/h,Corrente,Injeção direta,Turbocompressor,,8 em V,S63B44,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"3,71 kg/cv","30,3 kg/kgfm","142,2 cv/litro",625 cv,10:1,,,"17,4 kgfm/litro","76,5 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1693 mm,1699 mm,1688 mm,680 kg,4941 mm,2972 mm,2019 mm,2320 kg,580 litros,3000 kg,750 kg,83 litros,95 mm,Disco ventilado,Disco ventilado,"2,89 m²","1,069 m²","0,37",,Elétrica,"12,9 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",606 km,490 km,"7,3 km/l","5,9 km/l",213 mm,Kit de reparo e enchimento,6000 rpm,1800 rpm,549 cm³,4395 cm³,7000 rpm,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,9 graus","25,1 graus","21,7 graus",,,,,,,,,,,,,,,
bmw,X6,x6,x6-xdrive40i-m-sport-3-0-2023,x6-xdrive40i-m-sport-3-0-2023,https://www.fichacompleta.com.br/carros/bmw/x6-xdrive40i-m-sport-3-0-2023,2026-06-18T17:09:06.548930,Bmw X6 xDrive40i M Sport 3.0 2023,"5,5 s",250 km/h,Corrente,Injeção direta,Turbocompressor,,6 em linha,B58B30,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"6,04 kg/cv","44,8 kg/kgfm","113,4 cv/litro",340 cv,11:1,,,"15,3 kgfm/litro","45,9 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1696 mm,1678 mm,1688 mm,670 kg,4935 mm,2975 mm,2004 mm,2055 kg,580 litros,3500 kg,750 kg,83 litros,95 mm,Disco ventilado,Disco ventilado,"2,83 m²","0,906 m²","0,32",,Elétrica,"12,6 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",764 km,647 km,"9,2 km/l","7,8 km/l",216 mm,Kit de reparo e enchimento,5500 rpm,1500 rpm,500 cm³,2998 cm³,6500 rpm,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,9 graus","25,1 graus","21,7 graus",,,,,,,,,,,,,,,
bmw,X6,x6,x6-m-competition-4-4-v8-2024,x6-m-competition-4-4-v8-2024,https://www.fichacompleta.com.br/carros/bmw/x6-m-competition-4-4-v8-2024,2026-06-18T17:09:10.102240,Bmw X6 M Competition 4.4 V8 2024,"3,8 s",290 km/h,Corrente,Injeção direta,Turbocompressor,,8 em V,S63B44,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"3,71 kg/cv","30,3 kg/kgfm","142,2 cv/litro",625 cv,10:1,,,"17,4 kgfm/litro","76,5 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1693 mm,1699 mm,1688 mm,680 kg,4941 mm,2972 mm,2019 mm,2320 kg,580 litros,3000 kg,750 kg,83 litros,95 mm,Disco ventilado,Disco ventilado,"2,89 m²","1,069 m²","0,37",,Elétrica,"12,9 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",606 km,490 km,"7,3 km/l","5,9 km/l",213 mm,Kit de reparo e enchimento,6000 rpm,1800 rpm,549 cm³,4395 cm³,7000 rpm,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,9 graus","25,1 graus","21,7 graus",,,,,,,,,,,,,,,
bmw,X6,x6,x6-m-competition-4-4-v8-2024-gasolina,x6-m-competition-4-4-v8-2024-gasolina,https://www.fichacompleta.com.br/carros/bmw/x6-m-competition-4-4-v8-2024-gasolina,2026-06-18T17:09:14.301050,Bmw X6 M Competition 4.4 V8 2024,"3,9 s",290 km/h,Corrente,Injeção direta,Turbocompressor,,8 em V,S63B44,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"3,79 kg/cv","31,0 kg/kgfm","142,2 cv/litro",625 cv,"10,5:1",,,"17,4 kgfm/litro","76,5 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1695 mm,1699 mm,1688 mm,670 kg,4948 mm,2972 mm,2019 mm,2370 kg,580 litros,3000 kg,750 kg,83 litros,95 mm,Disco ventilado,Disco ventilado,"2,89 m²","1,098 m²","0,38",,Elétrica,"12,8 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",614 km,473 km,"7,4 km/l","5,7 km/l",212 mm,Kit de reparo e enchimento,6000 rpm,1800 rpm,549 cm³,4395 cm³,7000 rpm,Hidráulicos,,,,,,,,,,,12 cv,"20,4 kgfm",,,,,,"0,96 kWh",,625 cv,"76,5 kgfm",,,,,,,,,,"18,2 graus","19,3 graus","22,1 graus",,,,,,,,,,,,,,,
bmw,X6,x6,x6-xdrive40i-m-sport-3-0-2024,x6-xdrive40i-m-sport-3-0-2024,https://www.fichacompleta.com.br/carros/bmw/x6-xdrive40i-m-sport-3-0-2024,2026-06-18T17:09:17.593820,Bmw X6 xDrive40i M Sport 3.0 2024,"5,4 s",250 km/h,Corrente,Injeção direta,Turbocompressor,,6 em linha,B58B30,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"5,87 kg/cv","40,8 kg/kgfm","123,1 cv/litro",369 cv,11:1,,,"17,7 kgfm/litro",53 kgfm,4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1700 mm,1678 mm,1688 mm,720 kg,4960 mm,2975 mm,2004 mm,2165 kg,580 litros,3500 kg,750 kg,83 litros,122 mm,Disco ventilado,Disco ventilado,"2,86 m²","0,915 m²","0,32",,Elétrica,"12,6 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",764 km,647 km,"9,2 km/l","7,8 km/l",216 mm,Kit de reparo e enchimento,5200 rpm,1850 rpm,500 cm³,2998 cm³,,Hidráulicos,,,,,,,,,,,12 cv,"20,4 kgfm",,,,,,"0,96 kWh",,381 cv,"55,1 kgfm",,,,,,,,,,"17,9 graus","25,1 graus","21,7 graus",,,,,,,,,,,,,,,
bmw,X6,x6,x6-xdrive40i-m-sport-3-0-2024-gasolina,x6-xdrive40i-m-sport-3-0-2024-gasolina,https://www.fichacompleta.com.br/carros/bmw/x6-xdrive40i-m-sport-3-0-2024-gasolina,2026-06-18T17:09:21.732068,Bmw X6 xDrive40i M Sport 3.0 2024,"5,5 s",250 km/h,Corrente,Injeção direta,Turbocompressor,,6 em linha,B58B30,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"6,04 kg/cv","44,8 kg/kgfm","113,4 cv/litro",340 cv,11:1,,,"15,3 kgfm/litro","45,9 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1696 mm,1678 mm,1688 mm,670 kg,4935 mm,2975 mm,2004 mm,2055 kg,580 litros,3500 kg,750 kg,83 litros,95 mm,Disco ventilado,Disco ventilado,"2,83 m²","0,906 m²","0,32",,Elétrica,"12,6 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",764 km,647 km,"9,2 km/l","7,8 km/l",216 mm,Kit de reparo e enchimento,5500 rpm,1500 rpm,500 cm³,2998 cm³,6500 rpm,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,9 graus","25,1 graus","21,7 graus",,,,,,,,,,,,,,,
bmw,X6,x6,x6-m-competition-4-4-v8-2025,x6-m-competition-4-4-v8-2025,https://www.fichacompleta.com.br/carros/bmw/x6-m-competition-4-4-v8-2025,2026-06-18T17:09:25.277628,Bmw X6 M Competition 4.4 V8 2025,"3,9 s",290 km/h,Corrente,Injeção direta,Turbocompressor,,8 em V,S63B44,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"3,79 kg/cv","31,0 kg/kgfm","142,2 cv/litro",625 cv,"10,5:1",,,"17,4 kgfm/litro","76,5 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1695 mm,1699 mm,1688 mm,670 kg,4948 mm,2972 mm,2019 mm,2370 kg,580 litros,3000 kg,750 kg,83 litros,95 mm,Disco ventilado,Disco ventilado,"2,89 m²","1,098 m²","0,38",,Elétrica,"12,8 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",614 km,473 km,"7,4 km/l","5,7 km/l",212 mm,Kit de reparo,6000 rpm,1800 rpm,549 cm³,4395 cm³,7000 rpm,Hidráulicos,,,,,,,,,,,12 cv,"20,4 kgfm",,,,,,"0,96 kWh",,625 cv,"76,5 kgfm",,,,,,,,,,"18,2 graus","19,3 graus","22,1 graus",,,,,,,,,,,,,,,
bmw,X6,x6,x6-xdrive40i-m-sport-3-0-2025,x6-xdrive40i-m-sport-3-0-2025,https://www.fichacompleta.com.br/carros/bmw/x6-xdrive40i-m-sport-3-0-2025,2026-06-18T17:09:29.362042,Bmw X6 xDrive40i M Sport 3.0 2025,"5,4 s",250 km/h,Corrente,Injeção direta,Turbocompressor,,6 em linha,B58B30,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"5,87 kg/cv","40,8 kg/kgfm","123,1 cv/litro",369 cv,11:1,,,"17,7 kgfm/litro",53 kgfm,4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1700 mm,1678 mm,1688 mm,720 kg,4960 mm,2975 mm,2004 mm,2165 kg,580 litros,3500 kg,750 kg,83 litros,122 mm,Disco ventilado,Disco ventilado,"2,86 m²","0,915 m²","0,32",,Elétrica,"12,6 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",805 km,747 km,"9,7 km/l",9 km/l,216 mm,Kit de reparo,5200 rpm,1850 rpm,500 cm³,2998 cm³,,Hidráulicos,,,,,,,,,,,12 cv,"20,4 kgfm",,,,,,"0,96 kWh",,381 cv,"55,1 kgfm",,,,,,,,,,"17,9 graus","25,1 graus","21,7 graus",,,,,,,,,,,,,,,
bmw,X6,x6,x6-xdrive40i-m-sport-3-0-2026,x6-xdrive40i-m-sport-3-0-2026,https://www.fichacompleta.com.br/carros/bmw/x6-xdrive40i-m-sport-3-0-2026,2026-06-18T17:09:33.950142,Bmw X6 xDrive40i M Sport 3.0 2026,"5,4 s",250 km/h,Corrente,Injeção direta,Turbocompressor,,6 em linha,B58B30,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"5,87 kg/cv","40,8 kg/kgfm","123,1 cv/litro",369 cv,11:1,,,"17,7 kgfm/litro",53 kgfm,4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1700 mm,1678 mm,1688 mm,720 kg,4960 mm,2975 mm,2004 mm,2165 kg,580 litros,3500 kg,750 kg,83 litros,95 mm,Disco ventilado,Disco ventilado,"2,86 m²","0,915 m²","0,32",,Elétrica,"12,6 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",838 km,747 km,"10,1 km/l",9 km/l,216 mm,Kit de reparo,5200 rpm,1850 rpm,500 cm³,2998 cm³,6500 rpm,Hidráulicos,,,,,,,,,,,12 cv,"20,4 kgfm",,,,,,"0,96 kWh",,381 cv,"55,1 kgfm",,,,,,,"5,68 kg/cv","39,29 kg/kgfm",,"17,9 graus","25,1 graus","21,7 graus",,,,,,,,,,,,,,,
bmw,X6,x6,x6-xdrive40i-m-sport-dark-edition-3-0-2026,x6-xdrive40i-m-sport-dark-edition-3-0-2026,https://www.fichacompleta.com.br/carros/bmw/x6-xdrive40i-m-sport-dark-edition-3-0-2026,2026-06-18T17:09:37.005334,Bmw X6 xDrive40i M Sport Dark Edition 3.0 2026,"5,4 s",250 km/h,Corrente,Injeção direta,Turbocompressor,,6 em linha,B58B30,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"5,87 kg/cv","40,8 kg/kgfm","123,1 cv/litro",369 cv,11:1,,,"17,7 kgfm/litro",53 kgfm,4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1700 mm,1678 mm,1688 mm,720 kg,4960 mm,2975 mm,2004 mm,2165 kg,580 litros,3500 kg,750 kg,83 litros,95 mm,Disco ventilado,Disco ventilado,"2,86 m²","0,915 m²","0,32",,Elétrica,"12,6 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",838 km,747 km,"10,1 km/l",9 km/l,216 mm,Kit de reparo,5200 rpm,1850 rpm,500 cm³,2998 cm³,6500 rpm,Hidráulicos,,,,,,,,,,,12 cv,"20,4 kgfm",,,,,,"0,96 kWh",,381 cv,"55,1 kgfm",,,,,,,"5,68 kg/cv","39,29 kg/kgfm",,"17,9 graus","25,1 graus","21,7 graus",,,,,,,,,,,,,,,
bmw,X7,x7,x7-xdrive50i-4-4-v8-2019,x7-xdrive50i-4-4-v8-2019,https://www.fichacompleta.com.br/carros/bmw/x7-xdrive50i-4-4-v8-2019,2026-06-18T17:09:55.995648,Bmw X7 xDrive50i 4.4 V8 2019,"5,4 s",250 km/h,Corrente,Injeção direta,Turbocompressor,4395 cm³,8 em V,N63B44TU,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"5,5 kg/cv","38,2 kg/kgfm","105,1 cv/litro",462 cv,"10,5:1",,,"15,1 kgfm/litro","66,3 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1805 mm,1684 mm,1705 mm,720 kg,5151 mm,3105 mm,2000 mm,2535 kg,,2700 kg,750 kg,83 litros,138 mm,Disco ventilado,Disco ventilado,"2,9 m²","0,986 m²","0,34",,Eletro-hidráulica,13 m,,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",747 km,415 km,9 km/l,5 km/l,221 mm,,5250 rpm,1500 rpm,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,8 graus",25 graus,"22,2 graus",,,,,,,750 litros,326 litros,,,,,,,
bmw,X7,x7,x7-m50i-4-4-v8-2020,x7-m50i-4-4-v8-2020,https://www.fichacompleta.com.br/carros/bmw/x7-m50i-4-4-v8-2020,2026-06-18T17:09:59.894427,Bmw X7 M50i 4.4 V8 2020,"4,7 s",250 km/h,Corrente,Injeção direta,Turbocompressor,4395 cm³,8 em V,N63B44TU,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"4,8 kg/cv","33,4 kg/kgfm","120,6 cv/litro",530 cv,"10,5:1",,,"17,4 kgfm/litro","76,5 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1805 mm,1682 mm,1703 mm,730 kg,5151 mm,3105 mm,2000 mm,2555 kg,,3500 kg,750 kg,83 litros,110 mm,Disco ventilado,Disco ventilado,3 m²,"1,020 m²","0,34",,Eletro-hidráulica,13 m,,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",664 km,398 km,8 km/l,"4,8 km/l",221 mm,,5500 rpm,1800 rpm,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,8 graus",25 graus,"22,2 graus",,,,,,,750 litros,,,,,,,,326 litros
bmw,X7,x7,x7-xdrive50i-4-4-v8-2020,x7-xdrive50i-4-4-v8-2020,https://www.fichacompleta.com.br/carros/bmw/x7-xdrive50i-4-4-v8-2020,2026-06-18T17:10:04.375863,Bmw X7 xDrive50i 4.4 V8 2020,"5,4 s",250 km/h,Corrente,Injeção direta,Turbocompressor,4395 cm³,8 em V,N63B44TU,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"5,5 kg/cv","38,2 kg/kgfm","105,1 cv/litro",462 cv,"10,5:1",,,"15,1 kgfm/litro","66,3 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1805 mm,1684 mm,1705 mm,720 kg,5151 mm,3105 mm,2000 mm,2535 kg,,2700 kg,750 kg,83 litros,138 mm,Disco ventilado,Disco ventilado,"2,9 m²","0,986 m²","0,34",,Eletro-hidráulica,13 m,,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",631 km,498 km,"7,6 km/l",6 km/l,221 mm,,5250 rpm,1500 rpm,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,8 graus",25 graus,"22,2 graus",,,,,,,750 litros,326 litros,,,,,,,
bmw,X7,x7,x7-dark-shadow-m50i-4-4-v8-2021,x7-dark-shadow-m50i-4-4-v8-2021,https://www.fichacompleta.com.br/carros/bmw/x7-dark-shadow-m50i-4-4-v8-2021,2026-06-18T17:10:06.955934,Bmw X7 Dark Shadow M50i 4.4 V8 2021,"4,7 s",250 km/h,Corrente,Injeção direta,Turbocompressor,4395 cm³,8 em V,N63B44TU,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"4,8 kg/cv","33,4 kg/kgfm","120,6 cv/litro",530 cv,"10,5:1",,,"17,4 kgfm/litro","76,5 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1805 mm,1682 mm,1703 mm,730 kg,5151 mm,3105 mm,2000 mm,2555 kg,,3500 kg,750 kg,83 litros,110 mm,Disco ventilado,Disco ventilado,3 m²,"1,020 m²","0,34",,Eletro-hidráulica,13 m,,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",631 km,498 km,"7,6 km/l",6 km/l,221 mm,,5500 rpm,1800 rpm,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,8 graus",25 graus,"22,2 graus",,,,,,,750 litros,,,,,,,,326 litros
bmw,X7,x7,x7-m50i-4-4-v8-2021,x7-m50i-4-4-v8-2021,https://www.fichacompleta.com.br/carros/bmw/x7-m50i-4-4-v8-2021,2026-06-18T17:10:09.409694,Bmw X7 M50i 4.4 V8 2021,"4,7 s",250 km/h,Corrente,Injeção direta,Turbocompressor,4395 cm³,8 em V,N63B44TU,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"4,8 kg/cv","33,4 kg/kgfm","120,6 cv/litro",530 cv,"10,5:1",,,"17,4 kgfm/litro","76,5 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1805 mm,1682 mm,1703 mm,730 kg,5151 mm,3105 mm,2000 mm,2555 kg,,3500 kg,750 kg,83 litros,110 mm,Disco ventilado,Disco ventilado,3 m²,"1,020 m²","0,34",,Eletro-hidráulica,13 m,,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",631 km,498 km,"7,6 km/l",6 km/l,221 mm,,5500 rpm,1800 rpm,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,8 graus",25 graus,"22,2 graus",,,,,,,750 litros,,,,,,,,326 litros
bmw,X7,x7,x7-m50i-4-4-v8-2022,x7-m50i-4-4-v8-2022,https://www.fichacompleta.com.br/carros/bmw/x7-m50i-4-4-v8-2022,2026-06-18T17:10:12.879817,Bmw X7 M50i 4.4 V8 2022,"4,7 s",250 km/h,Corrente,Injeção direta,Turbocompressor,4395 cm³,8 em V,N63B44TU,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"4,8 kg/cv","33,4 kg/kgfm","120,6 cv/litro",,"10,5:1",5500 rpm,1800 rpm,"17,4 kgfm/litro",,4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1805 mm,1682 mm,1703 mm,730 kg,5151 mm,3105 mm,2000 mm,2555 kg,,3500 kg,750 kg,83 litros,110 mm,Disco ventilado,Disco ventilado,3 m²,"1,020 m²","0,34",,Eletro-hidráulica,13 m,,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",631 km,498 km,"7,6 km/l",6 km/l,221 mm,,,,,,,Hidráulicos,,,,,,,,,,,530 cv,"76,5 kgfm",,,,,,,,,,,,,,,,,,,"19,8 graus",25 graus,"22,2 graus",,,,,,,750 litros,,,,,,,,326 litros
bmw,X7,x7,x7-m60i-4-4-v8-2024,x7-m60i-4-4-v8-2024,https://www.fichacompleta.com.br/carros/bmw/x7-m60i-4-4-v8-2024,2026-06-18T17:10:17.266238,Bmw X7 M60i 4.4 V8 2024,"4,7 s",250 km/h,Corrente,Injeção direta,Turbocompressor,,8 em V,N63B44TU,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"4,91 kg/cv","34,0 kg/kgfm","120,6 cv/litro",530 cv,"10,5:1",,,"17,4 kgfm/litro","76,5 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Integral permanente,1835 mm,1682 mm,1703 mm,755 kg,5181 mm,3105 mm,2000 mm,2600 kg,,3500 kg,750 kg,83 litros,110 mm,Disco ventilado,Disco ventilado,3 m²,"1,020 m²","0,34",,Elétrica,"12,4 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",639 km,523 km,"7,7 km/l","6,3 km/l",221 mm,,5500 rpm,1800 rpm,549 cm³,4395 cm³,,Hidráulicos,,,,,,,,,,,12 cv,"20,4 kgfm",,,,,,,,,,,,,,,,,,,"19,8 graus",25 graus,"22,2 graus",,,,,,,750 litros,,,,,,,,326 litros
