marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia,geral__potencia_especifica,geral__razao_de_compressao,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque,geral__torque_especifico,geral__tuchos,geral__valvulas_por_cilindro,geral__acoplamento,geral__cambio,geral__marchas,geral__tracao,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__potencia_maxima,geral__torque_maximo,geral__quantidade_de_marchas,geral__carga_util,geral__coeficiente_de_arrasto_cx,geral__diametro_minimo_de_giro,geral__regime_potencia_max,geral__regime_torque_max,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__altura_minima_do_solo,geral__cilindrada_unitaria,geral__deslocamento,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__rotacao_maxima,geral__torque_maximo_a,geral__torque_maximo_g,geral__variacao_do_comando,geral__viscosidade_do_oleo,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__codigo_do_cambio,geral__angulo_central,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__estepe,geral__reboque_com_freio,geral__reboque_sem_freio,geral__autonomia,geral__capacidade_da_bateria,geral__potencia_de_recarga,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__consumo_eletrico,geral__cacamba
renault,19 Sedan,19-sedan,19-sedan-rt-1-8-1999,19-sedan-rt-1-8-1999,https://www.fichacompleta.com.br/carros/renault/19-sedan-rt-1-8-1999,2026-06-15T19:51:42.311237,Renault 19 Sedan RT 1.8 1999,"10,4 s",190 km/h,Correia dentada,Injeção multiponto,Natural,1794 cm³,4 em linha,F3P,Único no cabeçote,"83,5 mm","82,7 mm",Transversal,Dianteiro,"9,8 kg/cv","69,0 kg/kgfm",,"63,0 cv/litro","9,8:1",,,,"9,0 kgfm/litro",Mecânicos,2,Embreagem monodisco a seco,Manual,5,Dianteira,1412 mm,1426 mm,1417 mm,4260 mm,2544 mm,1696 mm,1111 kg,463 litros,55 litros,114 mm,Disco ventilado,Tambor,"2,04 m²","0,632 m²","0,31",Hidráulica,"10,4 m","Indep., McPherson",Barra de torção,"Indep., braço arrastado",721 km,567 km,"13,1 km/l","10,3 km/l",113 cv,"16,1 kgfm",,475 kg,,,5500 rpm,4250 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renault,21,21,21-gtx-2-0-1992,21-gtx-2-0-1992,https://www.fichacompleta.com.br/carros/renault/21-gtx-2-0-1992,2026-06-15T19:52:01.117067,Renault 21 GTX 2.0 1992,"12,4 s",164 km/h,,Carburador,Natural,1995 cm³,4 em linha,,"Único no cabeçote, correia dentada",82 mm,88 mm,Longitudinal,Dianteiro,"12,2 kg/cv","77,4 kg/kgfm",,"51,6 cv/litro","8,7:1",,,,"8,1 kgfm/litro",,2,Embreagem monodisco a seco,Manual,,Dianteira,1415 mm,1454 mm,1406 mm,4528 mm,2600 mm,1726 mm,1254 kg,490 litros,66 litros,130 mm,Disco ventilado,Tambor,"2,08 m²","0,666 m²",,Hidráulica,,"Independente, McPherson",Barra de torção,"Independente, braço arrastado",884 km,488 km,"13,4 km/l","7,4 km/l",103 cv a 5500 rpm,"16,2 kgfm a 3000 rpm",5,,"0,32","10,5 m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renault,21,21,21-txe-2-2-1992,21-txe-2-2-1992,https://www.fichacompleta.com.br/carros/renault/21-txe-2-2-1992,2026-06-15T19:52:05.545164,Renault 21 TXE 2.2 1992,"11,8 s",180 km/h,Correia dentada,Carburador,Natural,2165 cm³,4 em linha,,Único no cabeçote,89 mm,88 mm,Longitudinal,Dianteiro,"10,9 kg/cv","67,7 kg/kgfm",,"53,6 cv/litro","9,5:1",5500 rpm,3000 rpm,,"8,6 kgfm/litro",,2,Embreagem monodisco a seco,Manual,5,Dianteira,1415 mm,1454 mm,1406 mm,4528 mm,2600 mm,1726 mm,1260 kg,490 litros,66 litros,130 mm,Disco ventilado,Tambor,"2,08 m²","0,666 m²","0,32",Hidráulica,"10,5 m","Indep., McPherson",Barra de torção,"Indep., braço arrastado",792 km,482 km,12 km/l,"7,3 km/l",116 cv,"18,6 kgfm",5,,"0,32","10,5 m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renault,21,21,21-txe-2-2-1993,21-txe-2-2-1993,https://www.fichacompleta.com.br/carros/renault/21-txe-2-2-1993,2026-06-15T19:52:08.257184,Renault 21 TXE 2.2 1993,"11,8 s",180 km/h,Correia dentada,Carburador,Natural,2165 cm³,4 em linha,,Único no cabeçote,89 mm,88 mm,Longitudinal,Dianteiro,"10,8 kg/cv","67,4 kg/kgfm",,"53,6 cv/litro","9,5:1",,,,"8,6 kgfm/litro",,2,Embreagem monodisco a seco,Manual,5,Dianteira,1415 mm,1454 mm,1406 mm,4528 mm,2600 mm,1726 mm,1254 kg,490 litros,66 litros,130 mm,Disco ventilado,Tambor,"2,08 m²","0,666 m²","0,32",Hidráulica,"10,5 m","Indep., McPherson",Barra de torção,"Indep., braço arrastado",792 km,482 km,12 km/l,"7,3 km/l",116 cv,"18,6 kgfm",,,,,5500 rpm,3000 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renault,21,21,21-gtx-2-0-1994,21-gtx-2-0-1994,https://www.fichacompleta.com.br/carros/renault/21-gtx-2-0-1994,2026-06-15T19:52:12.298368,Renault 21 GTX 2.0 1994,"12,4 s",164 km/h,Correia dentada,Carburador,Natural,1995 cm³,4 em linha,,Único no cabeçote,82 mm,88 mm,Longitudinal,Dianteiro,"12,2 kg/cv","77,4 kg/kgfm",,"51,6 cv/litro","8,7:1",,,,"8,1 kgfm/litro",,2,Embreagem monodisco a seco,Manual,5,Dianteira,1415 mm,1454 mm,1406 mm,4528 mm,2600 mm,1726 mm,1254 kg,490 litros,66 litros,130 mm,Disco ventilado,Tambor,"2,08 m²","0,666 m²","0,32",Hidráulica,"10,5 m","Indep., McPherson",Barra de torção,"Indep., braço arrastado",884 km,488 km,"13,4 km/l","7,4 km/l",103 cv,"16,2 kgfm",,,,,5500 rpm,3000 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renault,21,21,21-txi-2-2-1994,21-txi-2-2-1994,https://www.fichacompleta.com.br/carros/renault/21-txi-2-2-1994,2026-06-15T19:52:16.995378,Renault 21 TXi 2.2 1994,"11,8 s",193 km/h,,Injeção multiponto,Natural,2165 cm³,4 em linha,,"Único no cabeçote, correia dentada",,,Longitudinal,Dianteiro,"10,5 kg/cv","66,0 kg/kgfm",,"55,4 cv/litro","9,5:1",,,,"8,8 kgfm/litro",,2,Embreagem monodisco a seco,Manual,,Dianteira,1415 mm,1454 mm,1406 mm,4528 mm,2600 mm,1726 mm,1260 kg,490 litros,66 litros,120 mm,185/65 R14,Tambor,"2,08 m²","0,666 m²",,Hidráulica,,"Independente, McPherson",Barra de torção,"Independente, braço arrastado",792 km,482 km,12 km/l,"7,3 km/l",120 cv a 4750 rpm,"19,1 kgfm a 3000 rpm",5,,"0,32","10,5 m",,,89 mm,88 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renault,21 Nevada,21-nevada,21-nevada-txe-2-2-1992,21-nevada-txe-2-2-1992,https://www.fichacompleta.com.br/carros/renault/21-nevada-txe-2-2-1992,2026-06-15T19:52:35.115104,Renault 21 Nevada TXE 2.2 1992,"13,4 s",177 km/h,Correia dentada,Carburador,Natural,2165 cm³,4 em linha,,Único no cabeçote,89 mm,88 mm,Longitudinal,Dianteiro,"11,5 kg/cv","71,5 kg/kgfm",,"53,6 cv/litro","8,7:1",5500 rpm,3000 rpm,,"8,6 kgfm/litro",,2,Embreagem monodisco a seco,Manual,5,Dianteira,1488 mm,1454 mm,1406 mm,4693 mm,2750 mm,1726 mm,1329 kg,,66 litros,130 mm,Disco ventilado,Tambor,,,,Hidráulica,"11,6 m","Indep., McPherson",Barra de torção,"Indep., braço arrastado",766 km,581 km,"11,6 km/l","8,8 km/l",116 cv,"18,6 kgfm",5,575 kg,,"11,6 m",,,,,450 litros,210 litros,450 litros,210 litros,120 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renault,21 Nevada,21-nevada,21-nevada-gtx-2-2-1993,21-nevada-gtx-2-2-1993,https://www.fichacompleta.com.br/carros/renault/21-nevada-gtx-2-2-1993,2026-06-15T19:52:39.309079,Renault 21 Nevada GTX 2.2 1993,"13,4 s",177 km/h,Correia dentada,Carburador,Natural,2165 cm³,4 em linha,,Único no cabeçote,89 mm,88 mm,Longitudinal,Dianteiro,"11,5 kg/cv","71,5 kg/kgfm",,"53,6 cv/litro","8,7:1",,,,"8,6 kgfm/litro",,2,Embreagem monodisco a seco,Manual,5,Dianteira,1488 mm,1454 mm,1406 mm,4693 mm,2750 mm,1726 mm,1329 kg,,66 litros,130 mm,Disco ventilado,Tambor,,,,Hidráulica,"11,6 m","Indep., McPherson",Barra de torção,"Indep., braço arrastado",766 km,581 km,"11,6 km/l","8,8 km/l",116 cv,"18,6 kgfm",,575 kg,,,5500 rpm,3000 rpm,,,450 litros,210 litros,,,120 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renault,21 Nevada,21-nevada,21-nevada-txe-2-2-1993,21-nevada-txe-2-2-1993,https://www.fichacompleta.com.br/carros/renault/21-nevada-txe-2-2-1993,2026-06-15T19:52:42.932882,Renault 21 Nevada TXE 2.2 1993,"13,4 s",177 km/h,Correia dentada,Carburador,Natural,2165 cm³,4 em linha,,Único no cabeçote,89 mm,88 mm,Longitudinal,Dianteiro,"11,5 kg/cv","71,5 kg/kgfm",,"53,6 cv/litro","8,7:1",,,,"8,6 kgfm/litro",,2,Embreagem monodisco a seco,Manual,5,Dianteira,1488 mm,1454 mm,1406 mm,4693 mm,2750 mm,1726 mm,1329 kg,,66 litros,130 mm,Disco ventilado,Tambor,,,,Hidráulica,"11,6 m","Indep., McPherson",Barra de torção,"Indep., braço arrastado",766 km,581 km,"11,6 km/l","8,8 km/l",116 cv,"18,6 kgfm",,575 kg,,,5500 rpm,3000 rpm,,,450 litros,210 litros,,,120 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renault,21 Nevada,21-nevada,21-nevada-txe-2-2-1994,21-nevada-txe-2-2-1994,https://www.fichacompleta.com.br/carros/renault/21-nevada-txe-2-2-1994,2026-06-15T19:52:46.371377,Renault 21 Nevada TXE 2.2 1994,"13,4 s",177 km/h,,Carburador,Natural,2165 cm³,4 em linha,,"Único no cabeçote, correia dentada",,,Longitudinal,Dianteiro,"11,5 kg/cv","71,5 kg/kgfm",,"53,6 cv/litro","8,7:1",,,,"8,6 kgfm/litro",,2,,Manual,,Dianteira,1488 mm,1454 mm,1406 mm,4693 mm,2750 mm,1726 mm,1329 kg,,66 litros,130 mm,185/70 R14,185/70 R14,,,,Hidráulica,,"Independente, McPherson",Mola helicoidal,"Independente, braço arrastado",766 km,581 km,"11,6 km/l","8,8 km/l",116 cv a 5500 rpm,"18,6 kgfm a 3000 rpm",5,575 kg,,"11,6 m",,,89 mm,88 mm,,,450 litros,210 litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renault,Boreal,boreal,boreal-evolution-1-3-2026,boreal-evolution-1-3-2026,https://www.fichacompleta.com.br/carros/renault/boreal-evolution-1-3-2026,2026-06-15T19:53:03.511024,Renault Boreal Evolution 1.3 2026,"9,5 s",180 km/h,Corrente,Injeção direta,Turbocompressor,,4 em linha,HR13,Duplo no cabeçote,"81,4 mm","72,2 mm",Transversal,Dianteiro,"8,52 kg/cv","50,5 kg/kgfm",,"122,4 cv/litro","10,5:1",,,,"20,6 kgfm/litro",Hidráulicos,4,Embreagem dupla banhada a óleo,Automatizado,6,Dianteira,1646 mm,1560 mm,1557 mm,4556 mm,2702 mm,1841 mm,1388 kg,522 litros,50 litros,124 mm,Disco ventilado,Disco sólido,,,,Elétrica,11 m,"Indep., McPherson",Mola helicoidal,Eixo de torção,680 km,560 km,"13,6 km/l","11,2 km/l",,,,,,,5250 rpm,1750 rpm,,,,,,,213 mm,333 cm³,1332 cm³,163 cv,156 cv,6000 rpm,"27,5 kgfm","27,5 kgfm",Admissão e escape,5W-40 ³,"22,2 graus","26,6 graus",470 km,390 km,"9,4 km/l","7,8 km/l",,,,,,,,,,,,,,,,,,
renault,Boreal,boreal,boreal-iconic-1-3-2026,boreal-iconic-1-3-2026,https://www.fichacompleta.com.br/carros/renault/boreal-iconic-1-3-2026,2026-06-15T19:53:06.566995,Renault Boreal Iconic 1.3 2026,"9,5 s",180 km/h,Corrente,Injeção direta,Turbocompressor,,4 em linha,HR13,Duplo no cabeçote,"81,4 mm","72,2 mm",Transversal,Dianteiro,"8,82 kg/cv","52,3 kg/kgfm",,"122,4 cv/litro","10,5:1",,,,"20,6 kgfm/litro",Hidráulicos,4,Embreagem dupla banhada a óleo,Automatizado,6,Dianteira,1646 mm,1560 mm,1557 mm,4556 mm,2702 mm,1841 mm,1438 kg,522 litros,50 litros,113 mm,Disco ventilado,Disco sólido,,,,Elétrica,11 m,"Indep., McPherson",Mola helicoidal,Eixo de torção,680 km,560 km,"13,6 km/l","11,2 km/l",,,,,,,5250 rpm,1750 rpm,,,,,,,213 mm,333 cm³,1332 cm³,163 cv,156 cv,6000 rpm,"27,5 kgfm","27,5 kgfm",Admissão e escape,5W-40 ³,"22,2 graus","26,6 graus",470 km,390 km,"9,4 km/l","7,8 km/l",,,,,,,,,,,,,,,,,,
renault,Boreal,boreal,boreal-techno-1-3-2026,boreal-techno-1-3-2026,https://www.fichacompleta.com.br/carros/renault/boreal-techno-1-3-2026,2026-06-15T19:53:10.250048,Renault Boreal Techno 1.3 2026,"9,5 s",180 km/h,Corrente,Injeção direta,Turbocompressor,,4 em linha,HR13,Duplo no cabeçote,"81,4 mm","72,2 mm",Transversal,Dianteiro,"8,73 kg/cv","51,7 kg/kgfm",,"122,4 cv/litro","10,5:1",,,,"20,6 kgfm/litro",Hidráulicos,4,Embreagem dupla banhada a óleo,Automatizado,6,Dianteira,1646 mm,1560 mm,1557 mm,4556 mm,2702 mm,1841 mm,1423 kg,522 litros,50 litros,124 mm,Disco ventilado,Disco sólido,,,,Elétrica,11 m,"Indep., McPherson",Mola helicoidal,Eixo de torção,680 km,560 km,"13,6 km/l","11,2 km/l",,,,,,,5250 rpm,1750 rpm,,,,,,,213 mm,333 cm³,1332 cm³,163 cv,156 cv,6000 rpm,"27,5 kgfm","27,5 kgfm",Admissão e escape,5W-40 ³,"22,2 graus","26,6 graus",470 km,390 km,"9,4 km/l","7,8 km/l",,,,,,,,,,,,,,,,,,
renault,Captur,captur,captur-intense-2-0-at-2017,captur-intense-2-0-at-2017,https://www.fichacompleta.com.br/carros/renault/captur-intense-2-0-at-2017,2026-06-15T19:53:27.317037,Renault Captur Intense 2.0 AT 2017,"10,9 s",179 km/h,,Injeção multiponto,Natural,1998 cm³,4 em linha,F4R,"Duplo no cabeçote, correia dentada",93 mm,"82,7 mm",Transversal,Dianteiro,"9,1 kg/cv","64,7 kg/kgfm",,"74,1 cv/litro","11,2:1",,,,"10,5 kgfm/litro",Hidráulicos,4,Conversor de torque,Automático,,Dianteira,1619 mm,,,4329 mm,2673 mm,1813 mm,1352 kg,437 litros,50 litros,129 mm,Disco ventilado,Tambor,,,,Eletro-hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,540 km,440 km,"10,8 km/l","8,8 km/l",148 cv (A) 143 cv (G) a 5750 rpm,"20,9 kgfm (A) 20,2 kgfm (G) a 4000 rpm",4,449 kg,,"10,7 m",,,,,,,,,212 mm,,,,,,,,Admissão,,23 graus,31 graus,365 km,310 km,"7,3 km/l","6,2 km/l",DP2,,,,,,,,,,,,,,,,,
renault,Captur,captur,captur-zen-1-6-2017,captur-zen-1-6-2017,https://www.fichacompleta.com.br/carros/renault/captur-zen-1-6-2017,2026-06-15T19:53:32.371346,Renault Captur Zen 1.6 2017,"11,9 s",169 km/h,,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,"Duplo no cabeçote, corrente","83,6 mm",78 mm,Transversal,Dianteiro,"10,6 kg/cv","78,6 kg/kgfm",,"75,1 cv/litro","10,7:1",,,,"10,1 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,,Dianteira,1619 mm,,,4329 mm,2673 mm,1813 mm,1273 kg,437 litros,50 litros,129 mm,Disco ventilado,Tambor,,,,Eletro-hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,565 km,545 km,"11,3 km/l","10,9 km/l",120 cv (A) 118 cv (G) a 5500 rpm,"16,2 kgfm (A) 16,2 kgfm (G) a 4000 rpm",5,449 kg,,"10,7 m",,,,,,,,,212 mm,,,,,6300 rpm,,,Admissão,,23 graus,31 graus,400 km,380 km,8 km/l,"7,6 km/l",,,,,,,,,,,,,,,,,,
renault,Captur,captur,captur-intense-1-6-at-2018-flex,captur-intense-1-6-at-2018-flex,https://www.fichacompleta.com.br/carros/renault/captur-intense-1-6-at-2018-flex,2026-06-15T19:53:37.611110,Renault Captur Intense 1.6 AT 2018,"13,1 s",169 km/h,Corrente,Injeção multiponto,Natural,,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"10,72 kg/cv","79,4 kg/kgfm",,"75,1 cv/litro","10,7:1",,,,"10,1 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1619 mm,,,4329 mm,2673 mm,1813 mm,1286 kg,437 litros,50 litros,129 mm,Disco ventilado,Tambor,,,,Eletro-hidráulica,"10,7 m","Indep., McPherson",Mola helicoidal,Eixo de torção,585 km,525 km,"11,7 km/l","10,5 km/l",,,,449 kg,,,5500 rpm,4000 rpm,,,,,,,212 mm,399 cm³,1597 cm³,120 cv,118 cv,6300 rpm,"16,2 kgfm","16,2 kgfm",Admissão,,23 graus,31 graus,405 km,365 km,"8,1 km/l","7,3 km/l",Jatco X-Tronic,,,,,,,,,,,,,,,,,
renault,Captur,captur,captur-intense-1-6-at-2018,captur-intense-1-6-at-2018,https://www.fichacompleta.com.br/carros/renault/captur-intense-1-6-at-2018,2026-06-15T19:53:41.621336,Renault Captur Intense 1.6 AT 2018,"13,1 s",169 km/h,,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,"Duplo no cabeçote, corrente","83,6 mm",78 mm,Transversal,Dianteiro,"10,7 kg/cv","79,4 kg/kgfm",,"75,1 cv/litro","10,7:1",,,,"10,1 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,,Dianteira,1619 mm,,,4329 mm,2673 mm,1813 mm,1286 kg,437 litros,50 litros,129 mm,Disco ventilado,Tambor,,,,Eletro-hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,585 km,525 km,"11,7 km/l","10,5 km/l",120 cv (A) 118 cv (G) a 5500 rpm,"16,2 kgfm (A) 16,2 kgfm (G) a 4000 rpm",6,449 kg,,"10,7 m",,,,,,,,,212 mm,,,,,6300 rpm,,,Admissão,,23 graus,31 graus,405 km,365 km,"8,1 km/l","7,3 km/l",Jatco X-Tronic,,,,,,,,,,,,,,,,,
renault,Captur,captur,captur-intense-2-0-at-2018,captur-intense-2-0-at-2018,https://www.fichacompleta.com.br/carros/renault/captur-intense-2-0-at-2018,2026-06-15T19:53:44.327384,Renault Captur Intense 2.0 AT 2018,"10,9 s",179 km/h,Correia dentada,Injeção multiponto,Natural,1998 cm³,4 em linha,F4R,Duplo no cabeçote,93 mm,"82,7 mm",Transversal,Dianteiro,"9,1 kg/cv","64,7 kg/kgfm",,"74,1 cv/litro","11,2:1",,,,"10,5 kgfm/litro",Hidráulicos,4,Conversor de torque,Automático,4,Dianteira,1619 mm,,,4329 mm,2673 mm,1813 mm,1352 kg,437 litros,50 litros,129 mm,Disco ventilado,Tambor,,,,Eletro-hidráulica,"10,7 m","Indep., McPherson",Mola helicoidal,Eixo de torção,540 km,440 km,"10,8 km/l","8,8 km/l",,,,449 kg,,,5750 rpm,4000 rpm,,,,,,,212 mm,,,148 cv,143 cv,,"20,9 kgfm","20,2 kgfm",Admissão,,23 graus,31 graus,365 km,310 km,"7,3 km/l","6,2 km/l",DP2,,,,,,,,,,,,,,,,,
renault,Captur,captur,captur-life-1-6-at-pcd-2018,captur-life-1-6-at-pcd-2018,https://www.fichacompleta.com.br/carros/renault/captur-life-1-6-at-pcd-2018,2026-06-15T19:53:48.249297,Renault Captur Life 1.6 AT [PCD] 2018,"13,1 s",169 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"10,7 kg/cv","79,4 kg/kgfm",,"75,1 cv/litro","10,7:1",,,,"10,1 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1619 mm,,,4329 mm,2673 mm,1813 mm,1286 kg,437 litros,50 litros,140 mm,Disco ventilado,Tambor,,,,Eletro-hidráulica,"10,7 m","Indep., McPherson",Mola helicoidal,Eixo de torção,585 km,525 km,"11,7 km/l","10,5 km/l",,,,449 kg,,,5500 rpm,4000 rpm,,,,,,,212 mm,,,120 cv,118 cv,6300 rpm,"16,2 kgfm","16,2 kgfm",Admissão,,23 graus,31 graus,405 km,360 km,"8,1 km/l","7,2 km/l",Jatco X-Tronic,,,,,,,,,,,,,,,,,
renault,Captur,captur,captur-zen-1-6-2018,captur-zen-1-6-2018,https://www.fichacompleta.com.br/carros/renault/captur-zen-1-6-2018,2026-06-15T19:53:50.908774,Renault Captur Zen 1.6 2018,"11,9 s",169 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"10,6 kg/cv","78,6 kg/kgfm",,"75,1 cv/litro","10,7:1",,,,"10,1 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1619 mm,,,4329 mm,2673 mm,1813 mm,1273 kg,437 litros,50 litros,129 mm,Disco ventilado,Tambor,,,,Eletro-hidráulica,"10,7 m","Indep., McPherson",Mola helicoidal,Eixo de torção,565 km,545 km,"11,3 km/l","10,9 km/l",,,,449 kg,,,5500 rpm,4000 rpm,,,,,,,212 mm,,,120 cv,118 cv,6300 rpm,"16,2 kgfm","16,2 kgfm",Admissão,,23 graus,31 graus,400 km,380 km,8 km/l,"7,6 km/l",,,,,,,,,,,,,,,,,,
renault,Captur,captur,captur-zen-1-6-at-2018,captur-zen-1-6-at-2018,https://www.fichacompleta.com.br/carros/renault/captur-zen-1-6-at-2018,2026-06-15T19:53:53.733471,Renault Captur Zen 1.6 AT 2018,"13,1 s",169 km/h,,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,"Duplo no cabeçote, corrente","83,6 mm",78 mm,Transversal,Dianteiro,"10,7 kg/cv","79,4 kg/kgfm",,"75,1 cv/litro","10,7:1",,,,"10,1 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,,Dianteira,1619 mm,,,4329 mm,2673 mm,1813 mm,1286 kg,437 litros,50 litros,129 mm,Disco ventilado,Tambor,,,,Eletro-hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,585 km,525 km,"11,7 km/l","10,5 km/l",120 cv (A) 118 cv (G) a 5500 rpm,"16,2 kgfm (A) 16,2 kgfm (G) a 4000 rpm",6,449 kg,,"10,7 m",,,,,,,,,212 mm,,,,,6300 rpm,,,Admissão,,23 graus,31 graus,405 km,365 km,"8,1 km/l","7,3 km/l",Jatco X-Tronic,,,,,,,,,,,,,,,,,
renault,Captur,captur,captur-intense-1-6-at-2019,captur-intense-1-6-at-2019,https://www.fichacompleta.com.br/carros/renault/captur-intense-1-6-at-2019,2026-06-15T19:53:57.487350,Renault Captur Intense 1.6 AT 2019,"13,1 s",169 km/h,,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,"Duplo no cabeçote, corrente","83,6 mm",78 mm,Transversal,Dianteiro,"10,7 kg/cv","79,4 kg/kgfm",,"75,1 cv/litro","10,7:1",,,,"10,1 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,,Dianteira,1619 mm,,,4329 mm,2673 mm,1813 mm,1286 kg,437 litros,50 litros,129 mm,Disco ventilado,Tambor,,,,Eletro-hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,585 km,525 km,"11,7 km/l","10,5 km/l",120 cv (A) 118 cv (G) a 5500 rpm,"16,2 kgfm (A) 16,2 kgfm (G) a 4000 rpm",6,449 kg,,"10,7 m",,,,,,,,,212 mm,,,,,6300 rpm,,,Admissão,,23 graus,31 graus,405 km,360 km,"8,1 km/l","7,2 km/l",Jatco X-Tronic,,,,,,,,,,,,,,,,,
renault,Captur,captur,captur-intense-2-0-at-2019,captur-intense-2-0-at-2019,https://www.fichacompleta.com.br/carros/renault/captur-intense-2-0-at-2019,2026-06-15T19:54:02.338518,Renault Captur Intense 2.0 AT 2019,"10,9 s",179 km/h,,Injeção multiponto,Natural,1998 cm³,4 em linha,F4R,"Duplo no cabeçote, correia dentada",93 mm,"82,7 mm",Transversal,Dianteiro,"9,1 kg/cv","64,7 kg/kgfm",,"74,1 cv/litro","11,2:1",,,,"10,5 kgfm/litro",Hidráulicos,4,Conversor de torque,Automático,,Dianteira,1619 mm,,,4329 mm,2673 mm,1813 mm,1352 kg,437 litros,50 litros,129 mm,Disco ventilado,Tambor,,,,Eletro-hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,540 km,440 km,"10,8 km/l","8,8 km/l",148 cv (A) 143 cv (G) a 5750 rpm,"20,9 kgfm (A) 20,2 kgfm (G) a 4000 rpm",4,449 kg,,"10,7 m",,,,,,,,,212 mm,,,,,,,,Admissão,,23 graus,31 graus,365 km,310 km,"7,3 km/l","6,2 km/l",DP2,,,,,,,,,,,,,,,,,
