marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia,geral__potencia_especifica,geral__razao_de_compressao,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque,geral__torque_especifico,geral__tuchos,geral__valvulas_por_cilindro,geral__acoplamento,geral__cambio,geral__marchas,geral__tracao,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__potencia_maxima,geral__torque_maximo,geral__quantidade_de_marchas,geral__carga_util,geral__coeficiente_de_arrasto_cx,geral__diametro_minimo_de_giro,geral__regime_potencia_max,geral__regime_torque_max,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__altura_minima_do_solo,geral__cilindrada_unitaria,geral__deslocamento,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__rotacao_maxima,geral__torque_maximo_a,geral__torque_maximo_g,geral__variacao_do_comando,geral__viscosidade_do_oleo,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__codigo_do_cambio,geral__angulo_central,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__estepe,geral__reboque_com_freio,geral__reboque_sem_freio,geral__autonomia,geral__capacidade_da_bateria,geral__potencia_de_recarga,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__consumo_eletrico,geral__cacamba
renault,Logan,logan,logan-iconic-1-6-16v-at-2020,logan-iconic-1-6-16v-at-2020,https://www.fichacompleta.com.br/carros/renault/logan-iconic-1-6-16v-at-2020,2026-06-15T20:33:38.586267,Renault Logan Iconic 1.6 16V AT 2020,"11,2 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,8 kg/cv","72,5 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4349 mm,2635 mm,1733 mm,1160 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,670 km,585 km,"13,4 km/l","11,7 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,455 km,395 km,"9,1 km/l","7,9 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-intense-1-6-16v-at-2020,logan-intense-1-6-16v-at-2020,https://www.fichacompleta.com.br/carros/renault/logan-intense-1-6-16v-at-2020,2026-06-15T20:33:42.395334,Renault Logan Intense 1.6 16V AT 2020,"11,2 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,8 kg/cv","72,5 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4349 mm,2635 mm,1733 mm,1160 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,670 km,585 km,"13,4 km/l","11,7 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,455 km,395 km,"9,1 km/l","7,9 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-life-1-0-12v-2020,logan-life-1-0-12v-2020,https://www.fichacompleta.com.br/carros/renault/logan-life-1-0-12v-2020,2026-06-15T20:33:45.355461,Renault Logan Life 1.0 12V 2020,"13,2 s",164 km/h,Corrente,Injeção multiponto,Natural,999 cm³,3 em linha,B4D,Duplo no cabeçote,"84,1 mm",71 mm,Transversal,Dianteiro,"12,6 kg/cv","98,6 kg/kgfm",,"82,1 cv/litro",12:1,,,,"10,5 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1529 mm,,,4349 mm,2635 mm,1733 mm,1035 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,25 m²","0,675 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,745 km,700 km,"14,9 km/l",14 km/l,,,,447 kg,,,6300 rpm,3500 rpm,,,,,,,140 mm,,,82 cv,79 cv,6500 rpm,"10,5 kgfm","10,2 kgfm",Admissão e escape,,,,510 km,470 km,"10,2 km/l","9,4 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-zen-1-0-12v-2020,logan-zen-1-0-12v-2020,https://www.fichacompleta.com.br/carros/renault/logan-zen-1-0-12v-2020,2026-06-15T20:33:48.213522,Renault Logan Zen 1.0 12V 2020,"13,2 s",164 km/h,Corrente,Injeção multiponto,Natural,999 cm³,3 em linha,B4D,Duplo no cabeçote,"84,1 mm",71 mm,Transversal,Dianteiro,"12,7 kg/cv","99,2 kg/kgfm",,"82,1 cv/litro",12:1,,,,"10,5 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1529 mm,,,4349 mm,2635 mm,1733 mm,1042 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,25 m²","0,675 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,745 km,700 km,"14,9 km/l",14 km/l,,,,447 kg,,,6300 rpm,3500 rpm,,,,,,,140 mm,,,82 cv,79 cv,6500 rpm,"10,5 kgfm","10,2 kgfm",Admissão e escape,,,,510 km,470 km,"10,2 km/l","9,4 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-zen-1-6-16v-2020,logan-zen-1-6-16v-2020,https://www.fichacompleta.com.br/carros/renault/logan-zen-1-6-16v-2020,2026-06-15T20:33:51.658570,Renault Logan Zen 1.6 16V 2020,10 s,186 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,2 kg/cv","67,5 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1529 mm,,,4349 mm,2635 mm,1733 mm,1080 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,25 m²","0,675 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,705 km,650 km,"14,1 km/l",13 km/l,,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,140 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,485 km,435 km,"9,7 km/l","8,7 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-zen-1-6-16v-at-2020,logan-zen-1-6-16v-at-2020,https://www.fichacompleta.com.br/carros/renault/logan-zen-1-6-16v-at-2020,2026-06-15T20:33:55.352660,Renault Logan Zen 1.6 16V AT 2020,"11,2 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,7 kg/cv","71,9 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4349 mm,2635 mm,1733 mm,1150 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,670 km,585 km,"13,4 km/l","11,7 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,455 km,395 km,"9,1 km/l","7,9 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-iconic-1-6-16v-at-2021,logan-iconic-1-6-16v-at-2021,https://www.fichacompleta.com.br/carros/renault/logan-iconic-1-6-16v-at-2021,2026-06-15T20:33:58.393371,Renault Logan Iconic 1.6 16V AT 2021,"11,2 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,8 kg/cv","72,5 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4349 mm,2635 mm,1733 mm,1160 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,595 km,545 km,"11,9 km/l","10,9 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,425 km,370 km,"8,5 km/l","7,4 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-intense-1-6-16v-at-2021,logan-intense-1-6-16v-at-2021,https://www.fichacompleta.com.br/carros/renault/logan-intense-1-6-16v-at-2021,2026-06-15T20:34:02.064296,Renault Logan Intense 1.6 16V AT 2021,"11,2 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,8 kg/cv","72,5 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4349 mm,2635 mm,1733 mm,1160 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,595 km,545 km,"11,9 km/l","10,9 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,425 km,370 km,"8,5 km/l","7,4 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-life-1-0-12v-2021,logan-life-1-0-12v-2021,https://www.fichacompleta.com.br/carros/renault/logan-life-1-0-12v-2021,2026-06-15T20:34:06.805633,Renault Logan Life 1.0 12V 2021,"13,2 s",164 km/h,Corrente,Injeção multiponto,Natural,999 cm³,3 em linha,B4D,Duplo no cabeçote,"84,1 mm",71 mm,Transversal,Dianteiro,"12,6 kg/cv","98,6 kg/kgfm",,"82,1 cv/litro",12:1,,,,"10,5 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1529 mm,,,4349 mm,2635 mm,1733 mm,1035 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,25 m²","0,675 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,710 km,680 km,"14,2 km/l","13,6 km/l",,,,447 kg,,,6300 rpm,3500 rpm,,,,,,,140 mm,,,82 cv,79 cv,6500 rpm,"10,5 kgfm","10,2 kgfm",Admissão e escape,,,,500 km,465 km,10 km/l,"9,3 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-zen-1-0-12v-2021,logan-zen-1-0-12v-2021,https://www.fichacompleta.com.br/carros/renault/logan-zen-1-0-12v-2021,2026-06-15T20:34:10.817006,Renault Logan Zen 1.0 12V 2021,"13,2 s",164 km/h,Corrente,Injeção multiponto,Natural,999 cm³,3 em linha,B4D,Duplo no cabeçote,"84,1 mm",71 mm,Transversal,Dianteiro,"12,7 kg/cv","99,2 kg/kgfm",,"82,1 cv/litro",12:1,,,,"10,5 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1529 mm,,,4349 mm,2635 mm,1733 mm,1042 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,25 m²","0,675 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,710 km,680 km,"14,2 km/l","13,6 km/l",,,,447 kg,,,6300 rpm,3500 rpm,,,,,,,140 mm,,,82 cv,79 cv,6500 rpm,"10,5 kgfm","10,2 kgfm",Admissão e escape,,,,500 km,465 km,10 km/l,"9,3 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-zen-1-6-16v-2021,logan-zen-1-6-16v-2021,https://www.fichacompleta.com.br/carros/renault/logan-zen-1-6-16v-2021,2026-06-15T20:34:14.256533,Renault Logan Zen 1.6 16V 2021,10 s,186 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,2 kg/cv","67,5 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1529 mm,,,4349 mm,2635 mm,1733 mm,1080 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,25 m²","0,675 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,655 km,595 km,"13,1 km/l","11,9 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,140 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,450 km,415 km,9 km/l,"8,3 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-zen-1-6-16v-at-2021,logan-zen-1-6-16v-at-2021,https://www.fichacompleta.com.br/carros/renault/logan-zen-1-6-16v-at-2021,2026-06-15T20:34:19.135096,Renault Logan Zen 1.6 16V AT 2021,"11,2 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,7 kg/cv","71,9 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4349 mm,2635 mm,1733 mm,1150 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,595 km,545 km,"11,9 km/l","10,9 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,425 km,370 km,"8,5 km/l","7,4 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-iconic-1-6-16v-at-2022,logan-iconic-1-6-16v-at-2022,https://www.fichacompleta.com.br/carros/renault/logan-iconic-1-6-16v-at-2022,2026-06-15T20:34:23.473816,Renault Logan Iconic 1.6 16V AT 2022,"11,2 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,8 kg/cv","72,5 kg/kgfm",,"73,9 cv/litro","10,7:1",5500 rpm,4000 rpm,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4349 mm,2635 mm,1733 mm,1160 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,595 km,545 km,"11,9 km/l","10,9 km/l",,,,446 kg,,,,,,,,,,,185 mm,,,,,6300 rpm,,,Admissão,,,,425 km,370 km,"8,5 km/l","7,4 km/l",Jatco X-Tronic,,118 cv,115 cv,16 kgfm,16 kgfm,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-intense-1-6-16v-at-2022,logan-intense-1-6-16v-at-2022,https://www.fichacompleta.com.br/carros/renault/logan-intense-1-6-16v-at-2022,2026-06-15T20:34:27.565927,Renault Logan Intense 1.6 16V AT 2022,"11,2 s",177 km/h,Corrente,Injeção multiponto,Natural,,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,83 kg/cv","72,5 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4349 mm,2635 mm,1733 mm,1160 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,595 km,545 km,"11,9 km/l","10,9 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,399 cm³,1597 cm³,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,10W-40 ³,,,425 km,370 km,"8,5 km/l","7,4 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-life-1-0-12v-2022,logan-life-1-0-12v-2022,https://www.fichacompleta.com.br/carros/renault/logan-life-1-0-12v-2022,2026-06-15T20:34:30.242401,Renault Logan Life 1.0 12V 2022,"13,2 s",164 km/h,,Injeção multiponto,Natural,999 cm³,3 em linha,B4D,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"12,6 kg/cv","98,6 kg/kgfm",,"82,1 cv/litro",12:1,,,,"10,5 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,,Dianteira,1529 mm,,,4349 mm,2635 mm,1733 mm,1035 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,25 m²","0,675 m²",,Eletro-hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,705 km,660 km,"14,1 km/l","13,2 km/l",82 cv (A) 79 cv (G) a 6300 rpm,"10,5 kgfm (A) 10,2 kgfm (G) a 3500 rpm",5,447 kg,"0,3","10,6 m",,,"84,1 mm",71 mm,,,,,140 mm,,,,,6500 rpm,,,Admissão e escape,,,,500 km,450 km,10 km/l,9 km/l,,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-zen-1-0-12v-2022,logan-zen-1-0-12v-2022,https://www.fichacompleta.com.br/carros/renault/logan-zen-1-0-12v-2022,2026-06-15T20:34:34.587331,Renault Logan Zen 1.0 12V 2022,"13,2 s",164 km/h,,Injeção multiponto,Natural,999 cm³,3 em linha,B4D,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"12,7 kg/cv","99,2 kg/kgfm",,"82,1 cv/litro",12:1,,,,"10,5 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,,Dianteira,1529 mm,,,4349 mm,2635 mm,1733 mm,1042 kg,510 litros,50 litros,113 mm,Disco ventilado,205/55 R16,"2,25 m²","0,675 m²",,Eletro-hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,705 km,660 km,"14,1 km/l","13,2 km/l",82 cv (A) 79 cv (G) a 6300 rpm,"10,5 kgfm (A) 10,2 kgfm (G) a 3500 rpm",5,447 kg,"0,3","10,6 m",,,"84,1 mm",71 mm,,,,,140 mm,,,,,6500 rpm,,,Admissão e escape,,,,500 km,450 km,10 km/l,9 km/l,,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-zen-1-6-16v-2022,logan-zen-1-6-16v-2022,https://www.fichacompleta.com.br/carros/renault/logan-zen-1-6-16v-2022,2026-06-15T20:34:37.700598,Renault Logan Zen 1.6 16V 2022,10 s,186 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,2 kg/cv","67,5 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1529 mm,,,4349 mm,2635 mm,1733 mm,1080 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,25 m²","0,675 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,655 km,595 km,"13,1 km/l","11,9 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,140 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,450 km,415 km,9 km/l,"8,3 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-zen-1-6-16v-at-2022,logan-zen-1-6-16v-at-2022,https://www.fichacompleta.com.br/carros/renault/logan-zen-1-6-16v-at-2022,2026-06-15T20:34:42.106170,Renault Logan Zen 1.6 16V AT 2022,"11,2 s",177 km/h,Corrente,Injeção multiponto,Natural,,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,75 kg/cv","71,9 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4349 mm,2635 mm,1733 mm,1150 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,595 km,545 km,"11,9 km/l","10,9 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,399 cm³,1597 cm³,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,10W-40 ³,,,425 km,370 km,"8,5 km/l","7,4 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-life-1-0-12v-2023,logan-life-1-0-12v-2023,https://www.fichacompleta.com.br/carros/renault/logan-life-1-0-12v-2023,2026-06-15T20:34:47.011346,Renault Logan Life 1.0 12V 2023,"13,2 s",164 km/h,Corrente,Injeção multiponto,Natural,999 cm³,3 em linha,B4D,Duplo no cabeçote,"84,1 mm",71 mm,Transversal,Dianteiro,"12,6 kg/cv","98,6 kg/kgfm",,"82,1 cv/litro",12:1,6300 rpm,3500 rpm,,"10,5 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1529 mm,,,4349 mm,2635 mm,1733 mm,1035 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,25 m²","0,675 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,720 km,680 km,"14,4 km/l","13,6 km/l",,"10,5 kgfm (A)",,447 kg,,,,,,,,,,,140 mm,,,82 cv,79 cv,6500 rpm,"10,5 kgfm","10,2 kgfm",Admissão e escape,,,,490 km,480 km,"9,8 km/l","9,6 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-zen-1-0-12v-2023,logan-zen-1-0-12v-2023,https://www.fichacompleta.com.br/carros/renault/logan-zen-1-0-12v-2023,2026-06-15T20:34:49.495048,Renault Logan Zen 1.0 12V 2023,"13,2 s",164 km/h,Corrente,Injeção multiponto,Natural,999 cm³,3 em linha,B4D,Duplo no cabeçote,"84,1 mm",71 mm,Transversal,Dianteiro,"12,7 kg/cv","99,2 kg/kgfm",,"82,1 cv/litro",12:1,6300 rpm,3500 rpm,,"10,5 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1529 mm,,,4349 mm,2635 mm,1733 mm,1042 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,25 m²","0,675 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,720 km,680 km,"14,4 km/l","13,6 km/l",,"10,5 kgfm (A)",,447 kg,,,,,,,,,,,140 mm,,,82 cv,79 cv,6500 rpm,"10,5 kgfm","10,2 kgfm",Admissão e escape,,,,490 km,480 km,"9,8 km/l","9,6 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-zen-1-6-16v-at-2023,logan-zen-1-6-16v-at-2023,https://www.fichacompleta.com.br/carros/renault/logan-zen-1-6-16v-at-2023,2026-06-15T20:34:53.210390,Renault Logan Zen 1.6 16V AT 2023,"11,2 s",177 km/h,Corrente,Injeção multiponto,Natural,,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,75 kg/cv","71,9 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4349 mm,2635 mm,1733 mm,1150 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,595 km,545 km,"11,9 km/l","10,9 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,399 cm³,1597 cm³,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,10W-40 ³,,,425 km,370 km,"8,5 km/l","7,4 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Logan,logan,logan-life-1-0-2024,logan-life-1-0-2024,https://www.fichacompleta.com.br/carros/renault/logan-life-1-0-2024,2026-06-15T20:34:55.969152,Renault Logan Life 1.0 2024,"13,2 s",164 km/h,Corrente,Injeção multiponto,Natural,,3 em linha,B4D,Duplo no cabeçote,"84,1 mm",71 mm,Transversal,Dianteiro,"12,62 kg/cv","98,6 kg/kgfm",,"82,1 cv/litro",12:1,,,,"10,5 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1529 mm,,,4349 mm,2635 mm,1733 mm,1035 kg,510 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,25 m²","0,675 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,720 km,680 km,"14,4 km/l","13,6 km/l",,,,447 kg,,,6300 rpm,3500 rpm,,,,,,,140 mm,333 cm³,999 cm³,a2 cv,79 cv,6500 rpm,"10,5 kgfm","10,2 kgfm",Admissão e escape,,,,490 km,480 km,"9,8 km/l","9,6 km/l",,,,,,,185/65 R15,,,,,,,,,,,
