marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__altura_minima_do_solo,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__quantidade_de_marchas,geral__diametro_minimo_de_giro,geral__potencia,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__reboque_com_freio,geral__cilindrada_unitaria,geral__deslocamento,geral__reboque_sem_freio,geral__acionam_do_comando,geral__viscosidade_do_oleo,geral__variacao_do_comando,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__codigo_do_cambio,geral__estepe,geral__tuchos,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__portamalas_8_lugares,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__rotacao_maxima,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__autonomia,geral__capacidade_da_bateria,geral__potencia_combinada,geral__potencia_de_recarga,geral__torque_combinado,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__veloc_max_modo_elet,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano
kia,Carnival,carnival,carnival-3-3-v6-2018,carnival-3-3-v6-2018,https://www.fichacompleta.com.br/carros/kia/carnival-3-3-v6-2018,2026-06-18T12:07:56.200431,Kia Carnival 3.3 V6 2018,"8,5 s",200 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,3342 cm³,6 em V,Lambda,"Duplo no cabeçote, corrente","83,8 mm",92 mm,Transversal,Dianteiro,"8,0 kg/cv","66,5 kg/kgfm","80,8 cv/litro",270 cv a 6400 rpm,"10,6:1",,,"9,7 kgfm/litro","32,4 kgfm a 5300 rpm",4,1755 mm,170 mm,1735 mm,1742 mm,615 kg,5115 mm,3060 mm,1985 mm,2155 kg,960 litros,80 litros,141 mm,Disco ventilado,Disco sólido,Hidráulica,,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",,,,,6,"11,2 m",,,,,,,,,,,,,Admissão e escape,,,,,696 km,520 km,"8,7 km/l","6,5 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Carnival,carnival,carnival-3-3-v6-2019,carnival-3-3-v6-2019,https://www.fichacompleta.com.br/carros/kia/carnival-3-3-v6-2019,2026-06-18T12:07:59.660399,Kia Carnival 3.3 V6 2019,"8,5 s",200 km/h,Conversor de torque,Automático,6,Dianteira,Injeção multiponto,Natural,3342 cm³,6 em V,Lambda,Duplo no cabeçote,"83,8 mm",92 mm,Transversal,Dianteiro,"8,0 kg/cv","66,5 kg/kgfm","80,8 cv/litro",270 cv,"10,6:1",6400 rpm,5300 rpm,"9,7 kgfm/litro","32,4 kgfm",4,1755 mm,170 mm,1735 mm,1742 mm,615 kg,5115 mm,3060 mm,1985 mm,2155 kg,,80 litros,141 mm,Disco ventilado,Disco sólido,Hidráulica,"11,2 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,,,,,,,,,,,Corrente,,Admissão e escape,,,,,672 km,512 km,"8,4 km/l","6,4 km/l",A6LF1,235/60 R18,,883 litros,,,,300 litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Carnival,carnival,carnival-3-3-v6-2020,carnival-3-3-v6-2020,https://www.fichacompleta.com.br/carros/kia/carnival-3-3-v6-2020,2026-06-18T12:08:02.923931,Kia Carnival 3.3 V6 2020,"8,5 s",200 km/h,Conversor de torque,Automático,6,Dianteira,Injeção multiponto,Natural,3342 cm³,6 em V,Lambda,Duplo no cabeçote,"83,8 mm",92 mm,Transversal,Dianteiro,"8,0 kg/cv","66,5 kg/kgfm","80,8 cv/litro",270 cv,"10,6:1",6400 rpm,5300 rpm,"9,7 kgfm/litro","32,4 kgfm",4,1755 mm,170 mm,1735 mm,1742 mm,615 kg,5115 mm,3060 mm,1985 mm,2155 kg,,80 litros,141 mm,Disco ventilado,Disco sólido,Hidráulica,"11,2 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,,,,,,,,,,,Corrente,,Admissão e escape,,,,,672 km,512 km,"8,4 km/l","6,4 km/l",A6LF1,235/60 R18,,883 litros,,,,300 litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Carnival,carnival,carnival-3-3-v6-2021,carnival-3-3-v6-2021,https://www.fichacompleta.com.br/carros/kia/carnival-3-3-v6-2021,2026-06-18T12:08:07.198992,Kia Carnival 3.3 V6 2021,"8,5 s",200 km/h,Conversor de torque,Automático,6,Dianteira,Injeção multiponto,Natural,3342 cm³,6 em V,Lambda,Duplo no cabeçote,"83,8 mm",92 mm,Transversal,Dianteiro,"8,0 kg/cv","66,5 kg/kgfm","80,8 cv/litro",270 cv,"10,6:1",6400 rpm,5300 rpm,"9,7 kgfm/litro","32,4 kgfm",4,1755 mm,170 mm,1735 mm,1742 mm,615 kg,5115 mm,3060 mm,1985 mm,2155 kg,,80 litros,141 mm,Disco ventilado,Disco sólido,Elétrica,"11,2 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,,,,,,,,,,,Corrente,,Admissão e escape,,,,,672 km,512 km,"8,4 km/l","6,4 km/l",A6LF1,235/60 R18,,883 litros,,,,300 litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Carnival,carnival,carnival-3-5-v6-2022,carnival-3-5-v6-2022,https://www.fichacompleta.com.br/carros/kia/carnival-3-5-v6-2022,2026-06-18T12:08:11.447318,Kia Carnival 3.5 V6 2022,"8,5 s",200 km/h,Conversor de torque,Automático,8,Dianteira,Injeção multiponto,Natural,3470 cm³,6 em V,Lambda,Duplo no cabeçote,87 mm,92 mm,Transversal,Dianteiro,"7,7 kg/cv","63,2 kg/kgfm","78,4 cv/litro",,"10,6:1",,,"9,6 kgfm/litro",,4,1775 mm,172 mm,1746 mm,1741 mm,711 kg,5155 mm,3090 mm,1995 mm,2099 kg,,72 litros,129 mm,Disco ventilado,Disco sólido,Elétrica,"11,2 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,272 cv,6400 rpm,5000 rpm,"33,2 kgfm",,,,,,,Corrente,,Admissão e escape,,,,,713 km,526 km,"9,9 km/l","7,3 km/l",,135/90 R17,,883 litros,,,,350 litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Carnival,carnival,carnival-3-5-v6-2022-gasolina,carnival-3-5-v6-2022-gasolina,https://www.fichacompleta.com.br/carros/kia/carnival-3-5-v6-2022-gasolina,2026-06-18T12:08:15.832604,Kia Carnival 3.5 V6 2022,"8,5 s",200 km/h,Conversor de torque,Automático,8,Dianteira,Injeção multiponto,Natural,,6 em V,Lambda,Duplo no cabeçote,87 mm,92 mm,Transversal,Dianteiro,"7,72 kg/cv","63,2 kg/kgfm","78,4 cv/litro",272 cv,"10,6:1",6400 rpm,5000 rpm,"9,6 kgfm/litro","33,2 kgfm",4,1775 mm,172 mm,1746 mm,1741 mm,711 kg,5155 mm,3090 mm,1995 mm,2099 kg,,72 litros,129 mm,Disco ventilado,Disco sólido,Elétrica,"11,2 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,,,,,,,,578 cm³,3470 cm³,,Corrente,,Admissão e escape,,,,,713 km,526 km,"9,9 km/l","7,3 km/l",,135/90 R17,,883 litros,,,,350 litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Carnival,carnival,carnival-3-5-v6-2025,carnival-3-5-v6-2025,https://www.fichacompleta.com.br/carros/kia/carnival-3-5-v6-2025,2026-06-18T12:08:18.471391,Kia Carnival 3.5 V6 2025,"8,5 s",200 km/h,Conversor de torque,Automático,8,Dianteira,Injeção multiponto,Natural,,6 em V,Lambda,Duplo no cabeçote,87 mm,92 mm,Transversal,Dianteiro,"7,72 kg/cv","63,2 kg/kgfm","78,4 cv/litro",272 cv,"10,6:1",6400 rpm,5000 rpm,"9,6 kgfm/litro","33,2 kgfm",4,1775 mm,172 mm,1741 mm,1741 mm,711 kg,5155 mm,3090 mm,1995 mm,2099 kg,,72 litros,129 mm,Disco ventilado,Disco sólido,Elétrica,"11,2 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,,,,,,,,578 cm³,3470 cm³,,Corrente,,Admissão e escape,,,,,713 km,526 km,"9,9 km/l","7,3 km/l",,135/90 R17,,883 litros,,,,350 litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Carnival,carnival,carnival-3-5-v6-2025-gasolina,carnival-3-5-v6-2025-gasolina,https://www.fichacompleta.com.br/carros/kia/carnival-3-5-v6-2025-gasolina,2026-06-18T12:08:26.045985,Kia Carnival 3.5 V6 2025,"8,5 s",200 km/h,Conversor de torque,Automático,8,Dianteira,Injeção multiponto,Natural,,6 em V,Lambda,Duplo no cabeçote,87 mm,92 mm,Transversal,Dianteiro,"7,72 kg/cv","63,2 kg/kgfm","78,4 cv/litro",272 cv,"10,6:1",6400 rpm,5000 rpm,"9,6 kgfm/litro","33,2 kgfm",4,1775 mm,172 mm,1741 mm,1741 mm,711 kg,5155 mm,3090 mm,1995 mm,2099 kg,,72 litros,129 mm,Disco ventilado,Disco sólido,Elétrica,"11,2 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,,,,,,,,578 cm³,3470 cm³,,Corrente,5W-30 ³,Admissão e escape,,,,,713 km,526 km,"9,9 km/l","7,3 km/l",,135/90 R17,,883 litros,,,,350 litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-2006,cerato-1-6-2006,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-2006,2026-06-18T12:08:45.508716,Kia Cerato 1.6 2006,11 s,185 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1599 cm³,4 em linha,Alpha,Duplo no cabeçote,87 mm,"76,5 mm",Transversal,Dianteiro,"11,6 kg/cv","82,9 kg/kgfm","65,0 cv/litro",104 cv a 5800 rpm,10:1,,,"9,1 kgfm/litro","14,6 kgfm a 4500 rpm",4,1470 mm,160 mm,1495 mm,1495 mm,510 kg,4480 mm,2610 mm,1735 mm,1210 kg,345 litros,55 litros,120 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,5,"10,2 m",,,,,,,,,,,,,,"2,17 m²","0,694 m²",,"0,32",715 km,495 km,13 km/l,9 km/l,,185/65 R15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-2-0-at-2006,cerato-2-0-at-2006,https://www.fichacompleta.com.br/carros/kia/cerato-2-0-at-2006,2026-06-18T12:08:48.163078,Kia Cerato 2.0 AT 2006,"11,7 s",190 km/h,Conversor de torque,Automático,4,Dianteira,Injeção multiponto,Natural,1975 cm³,4 em linha,Beta,Duplo no cabeçote,"93,5 mm",82 mm,Transversal,Dianteiro,"9,1 kg/cv","68,8 kg/kgfm","71,4 cv/litro",141 cv,"10,1:1",,,"9,4 kgfm/litro","18,6 kgfm",4,1470 mm,160 mm,1495 mm,1495 mm,510 kg,4480 mm,2610 mm,1735 mm,1280 kg,345 litros,55 litros,120 mm,Disco ventilado,Tambor,Hidráulica,"10,2 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,4,"10,2 m",,6000 rpm,4500 rpm,,,,,,,,Correia dentada,,Admissão,"2,17 m²","0,694 m²","0,32","0,32",699 km,473 km,"12,7 km/l","8,6 km/l",,185/65 R15,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-2007,cerato-1-6-2007,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-2007,2026-06-18T12:08:52.994667,Kia Cerato 1.6 2007,11 s,185 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1599 cm³,4 em linha,Alpha,Duplo no cabeçote,87 mm,"76,5 mm",Transversal,Dianteiro,"11,6 kg/cv","82,9 kg/kgfm","65,0 cv/litro",104 cv,10:1,5800 rpm,4500 rpm,"9,1 kgfm/litro","14,6 kgfm",4,1470 mm,160 mm,1495 mm,1495 mm,510 kg,4480 mm,2610 mm,1735 mm,1210 kg,345 litros,55 litros,120 mm,Disco ventilado,Tambor,Hidráulica,"10,2 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,,,,,,,,,,"2,17 m²","0,694 m²","0,32",,715 km,495 km,13 km/l,9 km/l,,185/65 R15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-2008,cerato-1-6-2008,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-2008,2026-06-18T12:08:56.861073,Kia Cerato 1.6 2008,11 s,185 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1599 cm³,4 em linha,Alpha,Duplo no cabeçote,87 mm,"76,5 mm",Transversal,Dianteiro,"10,0 kg/cv","77,8 kg/kgfm","75,7 cv/litro",121 cv,10:1,6200 rpm,4200 rpm,"9,8 kgfm/litro","15,6 kgfm",4,1470 mm,,1495 mm,1485 mm,,4510 mm,2610 mm,1760 mm,1214 kg,345 litros,55 litros,120 mm,Disco ventilado,Tambor,Hidráulica,"10,3 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,,,,,,,,,Admissão,"2,2 m²","0,726 m²","0,33",,715 km,495 km,13 km/l,9 km/l,,185/65 R15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-at-2008,cerato-1-6-at-2008,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-at-2008,2026-06-18T12:08:59.349128,Kia Cerato 1.6 AT 2008,13 s,180 km/h,Conversor de torque,Automático,4,Dianteira,Injeção multiponto,Natural,1599 cm³,4 em linha,Alpha,Duplo no cabeçote,87 mm,"76,5 mm",Transversal,Dianteiro,"10,2 kg/cv","78,8 kg/kgfm","75,7 cv/litro",121 cv,10:1,6200 rpm,4200 rpm,"9,8 kgfm/litro","15,6 kgfm",4,1470 mm,,1495 mm,1485 mm,,4510 mm,2610 mm,1760 mm,1230 kg,345 litros,55 litros,120 mm,Disco ventilado,Tambor,Hidráulica,"10,3 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,,,,,,,,,Admissão,"2,2 m²","0,726 m²","0,33",,660 km,440 km,12 km/l,8 km/l,,185/65 R15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-2009,cerato-1-6-2009,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-2009,2026-06-18T12:09:04.824196,Kia Cerato 1.6 2009,11 s,185 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1599 cm³,4 em linha,Alpha,Duplo no cabeçote,87 mm,"76,5 mm",Transversal,Dianteiro,"10,0 kg/cv","77,8 kg/kgfm","75,7 cv/litro",121 cv,10:1,6200 rpm,4200 rpm,"9,8 kgfm/litro","15,6 kgfm",4,1470 mm,,1495 mm,1485 mm,,4510 mm,2610 mm,1760 mm,1214 kg,345 litros,55 litros,120 mm,Disco ventilado,Tambor,Hidráulica,"10,3 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,,,,,,,,,Admissão,"2,2 m²","0,726 m²","0,33",,715 km,495 km,13 km/l,9 km/l,,185/65 R15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-at-2009,cerato-1-6-at-2009,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-at-2009,2026-06-18T12:09:09.579890,Kia Cerato 1.6 AT 2009,13 s,180 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1599 cm³,4 em linha,Alpha,Duplo no cabeçote,,,Transversal,Dianteiro,"10,2 kg/cv","78,8 kg/kgfm","75,7 cv/litro",121 cv a 6200 rpm,10:1,,,"9,8 kgfm/litro","15,6 kgfm a 4200 rpm",4,1470 mm,,1495 mm,1485 mm,,4510 mm,2610 mm,1760 mm,1230 kg,345 litros,55 litros,120 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,4,"10,3 m",,,,,87 mm,"76,5 mm",,,,,,,Admissão,"2,2 m²","0,726 m²",,"0,33",660 km,440 km,12 km/l,8 km/l,,185/65 R15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-2010,cerato-1-6-2010,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-2010,2026-06-18T12:09:14.440206,Kia Cerato 1.6 2010,11 s,195 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"9,7 kg/cv","76,9 kg/kgfm","79,2 cv/litro",126 cv,"10,5:1",,,"10,0 kgfm/litro","15,9 kgfm",4,1460 mm,150 mm,1557 mm,1564 mm,457 kg,4530 mm,2650 mm,1775 mm,1223 kg,415 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Hidráulica,"10,3 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,5,"10,3 m",,6300 rpm,4200 rpm,,,,,,,,Corrente,,Admissão,"2,2 m²","0,638 m²","0,29","0,29",655 km,510 km,"12,6 km/l","9,8 km/l",,205/55 R16,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-at-2010,cerato-1-6-at-2010,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-at-2010,2026-06-18T12:09:17.408985,Kia Cerato 1.6 AT 2010,"12,4 s",189 km/h,Conversor de torque,Automático,4,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"9,9 kg/cv","78,5 kg/kgfm","79,2 cv/litro",126 cv,"10,5:1",,,"10,0 kgfm/litro","15,9 kgfm",4,1460 mm,150 mm,1557 mm,1564 mm,457 kg,4530 mm,2650 mm,1775 mm,1248 kg,415 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Hidráulica,"10,3 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,4,"10,3 m",,6300 rpm,4200 rpm,,,,,,,,Corrente,,Admissão,"2,2 m²","0,638 m²","0,29","0,29",634 km,494 km,"12,2 km/l","9,5 km/l",,205/55 R16,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-2011,cerato-1-6-2011,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-2011,2026-06-18T12:09:22.943142,Kia Cerato 1.6 2011,11 s,195 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"9,7 kg/cv","76,9 kg/kgfm","79,2 cv/litro",126 cv a 6300 rpm,"10,5:1",,,"10,0 kgfm/litro","15,9 kgfm a 4200 rpm",4,1460 mm,150 mm,1557 mm,1564 mm,457 kg,4530 mm,2650 mm,1775 mm,1223 kg,415 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,6,"10,3 m",,,,,,,,,,,,,Admissão,"2,2 m²","0,638 m²",,"0,29",660 km,515 km,"12,7 km/l","9,9 km/l",,205/55 R16,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-at-2011,cerato-1-6-at-2011,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-at-2011,2026-06-18T12:09:26.667020,Kia Cerato 1.6 AT 2011,"12,4 s",189 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"9,9 kg/cv","78,5 kg/kgfm","79,2 cv/litro",126 cv a 6300 rpm,"10,5:1",,,"10,0 kgfm/litro","15,9 kgfm a 4200 rpm",4,1460 mm,150 mm,1557 mm,1564 mm,457 kg,4530 mm,2650 mm,1775 mm,1248 kg,415 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,6,"10,3 m",,,,,,,,,,,,,Admissão,"2,2 m²","0,638 m²",,"0,29",640 km,515 km,"12,3 km/l","9,9 km/l",,205/55 R16,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-2012,cerato-1-6-2012,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-2012,2026-06-18T12:09:29.293296,Kia Cerato 1.6 2012,11 s,195 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"9,7 kg/cv","76,9 kg/kgfm","79,2 cv/litro",126 cv a 6300 rpm,"10,5:1",,,"10,0 kgfm/litro","15,9 kgfm a 4200 rpm",4,1460 mm,150 mm,1557 mm,1564 mm,457 kg,4530 mm,2650 mm,1775 mm,1223 kg,415 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,6,"10,3 m",,,,,,,,,,,,,Admissão,"2,2 m²","0,638 m²",,"0,29",660 km,515 km,"12,7 km/l","9,9 km/l",,205/55 R16,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-at-2012,cerato-1-6-at-2012,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-at-2012,2026-06-18T12:09:32.197324,Kia Cerato 1.6 AT 2012,"12,4 s",189 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"9,9 kg/cv","78,5 kg/kgfm","79,2 cv/litro",126 cv a 6300 rpm,"10,5:1",,,"10,0 kgfm/litro","15,9 kgfm a 4200 rpm",4,1460 mm,150 mm,1557 mm,1564 mm,457 kg,4530 mm,2650 mm,1775 mm,1248 kg,415 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,6,"10,3 m",,,,,,,,,,,,,Admissão,"2,2 m²","0,638 m²",,"0,29",640 km,515 km,"12,3 km/l","9,9 km/l",,205/55 R16,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-2013,cerato-1-6-2013,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-2013,2026-06-18T12:09:36.529583,Kia Cerato 1.6 2013,11 s,195 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"9,7 kg/cv","76,9 kg/kgfm","79,2 cv/litro",126 cv a 6300 rpm,"10,5:1",,,"10,0 kgfm/litro","15,9 kgfm a 4200 rpm",4,1460 mm,150 mm,1557 mm,1564 mm,457 kg,4530 mm,2650 mm,1775 mm,1223 kg,415 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,6,"10,3 m",,,,,,,,,,,,,Admissão,"2,2 m²","0,638 m²",,"0,29",660 km,515 km,"12,7 km/l","9,9 km/l",,205/55 R16,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-at-2013,cerato-1-6-at-2013,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-at-2013,2026-06-18T12:09:39.072139,Kia Cerato 1.6 AT 2013,"12,4 s",189 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"9,9 kg/cv","78,5 kg/kgfm","79,2 cv/litro",126 cv a 6300 rpm,"10,5:1",,,"10,0 kgfm/litro","15,9 kgfm a 4200 rpm",4,1460 mm,150 mm,1557 mm,1564 mm,457 kg,4530 mm,2650 mm,1775 mm,1248 kg,415 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,6,"10,3 m",,,,,,,,,,,,,Admissão,"2,2 m²","0,638 m²",,"0,29",640 km,515 km,"12,3 km/l","9,9 km/l",,205/55 R16,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-2014,cerato-1-6-2014,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-2014,2026-06-18T12:09:42.450960,Kia Cerato 1.6 2014,"11,8 s",185 km/h,Embreagem monodisco a seco,Manual,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"9,1 kg/cv","71,0 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1460 mm,165 mm,1555 mm,1568 mm,549 kg,4560 mm,2700 mm,1780 mm,1171 kg,421 litros,50 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,6,"10,6 m",,6000 rpm,5000 rpm,,,,,,,,Corrente,,Admissão,"2,21 m²","0,597 m²","0,27","0,27",700 km,500 km,14 km/l,10 km/l,,205/60 R16,Mecânicos,,,,,,128 cv,122 cv,"16,5 kgfm",16 kgfm,465 km,340 km,"9,3 km/l","6,8 km/l",,,,,,,,,,,,,,,,,,,,
