marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__altura_minima_do_solo,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__quantidade_de_marchas,geral__diametro_minimo_de_giro,geral__potencia,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__reboque_com_freio,geral__cilindrada_unitaria,geral__deslocamento,geral__reboque_sem_freio,geral__acionam_do_comando,geral__viscosidade_do_oleo,geral__variacao_do_comando,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__codigo_do_cambio,geral__estepe,geral__tuchos,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__portamalas_8_lugares,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__rotacao_maxima,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__autonomia,geral__capacidade_da_bateria,geral__potencia_combinada,geral__potencia_de_recarga,geral__torque_combinado,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__veloc_max_modo_elet,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano
kia,Sephia,sephia,sephia-ls-1-5-2000,sephia-ls-1-5-2000,https://www.fichacompleta.com.br/carros/kia/sephia-ls-1-5-2000,2026-06-18T12:22:30.954472,Kia Sephia LS 1.5 2000,"13,8 s",180 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1498 cm³,4 em linha,B5-DE,Duplo no cabeçote,"78,4 mm",78 mm,Transversal,Dianteiro,"10,8 kg/cv","75,9 kg/kgfm","70,1 cv/litro",105 cv,"9,3:1",5500 rpm,4000 rpm,"10,0 kgfm/litro",15 kgfm,4,1413 mm,,1465 mm,1455 mm,452 kg,4427 mm,2560 mm,1711 mm,1138 kg,349 litros,50 litros,120 mm,Disco ventilado,Tambor,Hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,,,,,,,,,,"2,05 m²","0,636 m²","0,31",,625 km,510 km,"12,5 km/l","10,2 km/l",G5M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Shuma,shuma,shuma-1-5-1998,shuma-1-5-1998,https://www.fichacompleta.com.br/carros/kia/shuma-1-5-1998,2026-06-18T12:22:47.858642,Kia Shuma 1.5 1998,"13,8 s",180 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1498 cm³,4 em linha,BFD,Duplo no cabeçote,"78,4 mm",78 mm,Transversal,Dianteiro,"12,9 kg/cv","82,5 kg/kgfm","58,7 cv/litro",88 cv,"9,3:1",,,"9,2 kgfm/litro","13,8 kgfm",4,1413 mm,,1465 mm,1455 mm,452 kg,4427 mm,2560 mm,1711 mm,1138 kg,349 litros,50 litros,120 mm,Disco ventilado,Tambor,Hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,5,"10,6 m",,5000 rpm,4000 rpm,,,,,,,,,,,"2,05 m²","0,636 m²","0,31","0,31",625 km,510 km,"12,5 km/l","10,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Shuma,shuma,shuma-1-5-1999,shuma-1-5-1999,https://www.fichacompleta.com.br/carros/kia/shuma-1-5-1999,2026-06-18T12:22:51.299939,Kia Shuma 1.5 1999,"13,8 s",180 km/h,,Manual,,Dianteira,Injeção multiponto,Natural,1498 cm³,4 em linha,BFD,Duplo no cabeçote,,,Transversal,Dianteiro,"12,9 kg/cv","82,5 kg/kgfm","58,7 cv/litro",88 cv a 5000 rpm,"9,3:1",,,"9,2 kgfm/litro","13,8 kgfm a 4000 rpm",4,1413 mm,,1465 mm,1455 mm,452 kg,4427 mm,2560 mm,1711 mm,1138 kg,349 litros,50 litros,120 mm,185/65 R14,Tambor,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,5,"10,6 m",,,,,"78,4 mm",78 mm,,,,,,,,"2,05 m²",,,"0,31",625 km,510 km,"12,5 km/l","10,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Shuma,shuma,shuma-1-5-2000,shuma-1-5-2000,https://www.fichacompleta.com.br/carros/kia/shuma-1-5-2000,2026-06-18T12:22:55.709802,Kia Shuma 1.5 2000,"13,8 s",180 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1498 cm³,4 em linha,BFD,Duplo no cabeçote,"78,4 mm",78 mm,Transversal,Dianteiro,"12,9 kg/cv","82,5 kg/kgfm","58,7 cv/litro",88 cv a 5000 rpm,"9,3:1",,,"9,2 kgfm/litro","13,8 kgfm a 4000 rpm",4,1413 mm,,1465 mm,1455 mm,452 kg,4427 mm,2560 mm,1711 mm,1138 kg,349 litros,50 litros,120 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,5,"10,6 m",,,,,,,,,,,,,,"2,05 m²","0,636 m²",,"0,31",625 km,510 km,"12,5 km/l","10,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Sorento,sorento,sorento-3-5-v6-4x4-at-2004,sorento-3-5-v6-4x4-at-2004,https://www.fichacompleta.com.br/carros/kia/sorento-3-5-v6-4x4-at-2004,2026-06-18T12:23:15.959904,Kia Sorento 3.5 V6 4x4 AT 2004,12 s,185 km/h,Conversor de torque,Automático,4,Integral sob demanda,Injeção multiponto,Natural,3497 cm³,6 em V,Sigma,Duplo no cabeçote,"85,8 mm",93 mm,Transversal,Dianteiro,"9,9 kg/cv","64,8 kg/kgfm","56,3 cv/litro",197 cv,10:1,,,"8,6 kgfm/litro","30,1 kgfm",4,1725 mm,200 mm,1580 mm,1580 mm,630 kg,4567 mm,2710 mm,1863 mm,1950 kg,440 litros,80 litros,172 mm,Disco ventilado,Disco ventilado,Hidráulica,11 m,"Indep., braços sobrepostos",Mola helicoidal,Eixo rígido,,,,,,,,5500 rpm,3000 rpm,,,,,,,,,,,"2,73 m²","1,160 m²","0,425",,560 km,376 km,7 km/l,"4,7 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 graus,"27,9 graus","26,4 graus",,,,,
kia,Sorento,sorento,sorento-ex-2-5-diesel-4x4-at-2004,sorento-ex-2-5-diesel-4x4-at-2004,https://www.fichacompleta.com.br/carros/kia/sorento-ex-2-5-diesel-4x4-at-2004,2026-06-18T12:23:19.065280,Kia Sorento EX 2.5 Diesel 4x4 AT 2004,15 s,162 km/h,Conversor de torque,Automático,4,Integral sob demanda,Injeção direta,Turbocompressor,2497 cm³,4 em linha,,Duplo no cabeçote,96 mm,91 mm,Transversal,Dianteiro,"14,2 kg/cv","62,0 kg/kgfm","56,1 cv/litro",140 cv,"17,7:1",3800 rpm,2000 rpm,"12,8 kgfm/litro",32 kgfm,4,1725 mm,200 mm,1580 mm,1580 mm,600 kg,4567 mm,2710 mm,1863 mm,1984 kg,440 litros,80 litros,172 mm,Disco ventilado,Disco ventilado,Hidráulica,11 m,"Indep., braços sobrepostos",Mola helicoidal,Eixo rígido,824 km,688 km,"10,3 km/l","8,6 km/l",,,,,,,,,,,,,,,,"2,73 m²","1,160 m²","0,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 graus,"27,9 graus","26,4 graus",,,,,
kia,Sorento,sorento,sorento-ex-2-5-diesel-4x4-at-2005,sorento-ex-2-5-diesel-4x4-at-2005,https://www.fichacompleta.com.br/carros/kia/sorento-ex-2-5-diesel-4x4-at-2005,2026-06-18T12:23:23.986960,Kia Sorento EX 2.5 Diesel 4x4 AT 2005,15 s,162 km/h,Conversor de torque,Automático,4,Integral sob demanda,Injeção direta,Turbocompressor,2497 cm³,4 em linha,,Duplo no cabeçote,96 mm,91 mm,Transversal,Dianteiro,"14,2 kg/cv","62,0 kg/kgfm","56,1 cv/litro",140 cv,"17,7:1",,,"12,8 kgfm/litro",32 kgfm,4,1725 mm,200 mm,1580 mm,1580 mm,600 kg,4567 mm,2710 mm,1863 mm,1984 kg,440 litros,80 litros,172 mm,Disco ventilado,Disco ventilado,Hidráulica,11 m,"Indep., braços sobrepostos",Mola helicoidal,Eixo rígido,824 km,688 km,"10,3 km/l","8,6 km/l",4,11 m,,3800 rpm,2000 rpm,,,,,,,,,,,"2,73 m²","1,160 m²","0,425","0,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 graus,"27,9 graus","26,4 graus",,,,,
kia,Sorento,sorento,sorento-lx-2-5-diesel-4x4-at-2005,sorento-lx-2-5-diesel-4x4-at-2005,https://www.fichacompleta.com.br/carros/kia/sorento-lx-2-5-diesel-4x4-at-2005,2026-06-18T12:23:26.404000,Kia Sorento LX 2.5 Diesel 4x4 AT 2005,15 s,162 km/h,Conversor de torque,Automático,4,Integral sob demanda,Injeção direta,Turbocompressor,,4 em linha,,Duplo no cabeçote,96 mm,91 mm,Transversal,Dianteiro,"14,17 kg/cv","62,0 kg/kgfm","56,1 cv/litro",140 cv,"17,7:1",3800 rpm,2000 rpm,"12,8 kgfm/litro",32 kgfm,4,1725 mm,200 mm,1580 mm,1580 mm,600 kg,4567 mm,2710 mm,1863 mm,1984 kg,440 litros,80 litros,172 mm,Disco ventilado,Disco ventilado,Hidráulica,11 m,"Indep., braços sobrepostos",Mola helicoidal,Eixo rígido,824 km,688 km,"10,3 km/l","8,6 km/l",,,,,,,,,,624 cm³,2497 cm³,,,,,"2,73 m²","1,160 m²","0,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 graus,"27,9 graus","26,4 graus",,,,,
kia,Sorento,sorento,sorento-3-5-v6-4x4-at-2006,sorento-3-5-v6-4x4-at-2006,https://www.fichacompleta.com.br/carros/kia/sorento-3-5-v6-4x4-at-2006,2026-06-18T12:23:30.010028,Kia Sorento 3.5 V6 4x4 AT 2006,12 s,185 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção multiponto,Natural,3497 cm³,6 em V,Sigma,Duplo no cabeçote,"85,8 mm",93 mm,Transversal,Dianteiro,"9,9 kg/cv","64,8 kg/kgfm","56,3 cv/litro",197 cv a 5500 rpm,10:1,,,"8,6 kgfm/litro","30,1 kgfm a 3000 rpm",4,1725 mm,200 mm,1580 mm,1580 mm,630 kg,4567 mm,2710 mm,1863 mm,1950 kg,440 litros,80 litros,172 mm,Disco ventilado,Disco ventilado,Hidráulica,,"Independente, braços sobrepostos",Mola helicoidal,Eixo rígido,,,,,4,11 m,,,,,,,,,,,,,,"2,73 m²","1,160 m²",,"0,425",560 km,376 km,7 km/l,"4,7 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 graus,"27,9 graus","26,4 graus",,,,,
kia,Sorento,sorento,sorento-ex-2-5-diesel-4x4-2006,sorento-ex-2-5-diesel-4x4-2006,https://www.fichacompleta.com.br/carros/kia/sorento-ex-2-5-diesel-4x4-2006,2026-06-18T12:23:34.324693,Kia Sorento EX 2.5 Diesel 4x4 2006,"14,6 s",170 km/h,Embreagem monodisco a seco,Manual,,Integral sob demanda,Injeção direta,Turbocompressor,2497 cm³,4 em linha,,Duplo no cabeçote,96 mm,91 mm,Transversal,Dianteiro,"14,2 kg/cv","61,9 kg/kgfm","56,1 cv/litro",140 cv a 3800 rpm,"17,7:1",,,"12,8 kgfm/litro",32 kgfm a 2000 rpm,4,1725 mm,200 mm,1580 mm,1580 mm,619 kg,4567 mm,2710 mm,1863 mm,1981 kg,440 litros,80 litros,172 mm,Disco ventilado,Disco ventilado,Hidráulica,,"Independente, braços sobrepostos",Mola helicoidal,Eixo rígido,824 km,688 km,"10,3 km/l","8,6 km/l",5,11 m,,,,,,,,,,,,,,"2,73 m²","1,160 m²",,"0,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 graus,"27,9 graus","26,4 graus",,,,,
kia,Sorento,sorento,sorento-ex-2-5-diesel-4x4-at-2006,sorento-ex-2-5-diesel-4x4-at-2006,https://www.fichacompleta.com.br/carros/kia/sorento-ex-2-5-diesel-4x4-at-2006,2026-06-18T12:23:38.369419,Kia Sorento EX 2.5 Diesel 4x4 AT 2006,15 s,162 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor,2497 cm³,4 em linha,,Duplo no cabeçote,96 mm,91 mm,Transversal,Dianteiro,"14,2 kg/cv","62,0 kg/kgfm","56,1 cv/litro",140 cv a 3800 rpm,"17,7:1",,,"12,8 kgfm/litro",32 kgfm a 2000 rpm,4,1725 mm,200 mm,1580 mm,1580 mm,600 kg,4567 mm,2710 mm,1863 mm,1984 kg,440 litros,80 litros,172 mm,Disco ventilado,Disco ventilado,Hidráulica,,"Independente, braços sobrepostos",Mola helicoidal,Eixo rígido,824 km,688 km,"10,3 km/l","8,6 km/l",4,11 m,,,,,,,,,,,,,,"2,73 m²","1,160 m²",,"0,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 graus,"27,9 graus","26,4 graus",,,,,
