marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__torque_especifico,geral__torque_maximo,geral__tuchos,geral__valvulas_por_cilindro,geral__altura,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__altura_minima_do_solo,geral__acionam_do_comando,geral__cilindrada_unitaria,geral__deslocamento,geral__regime_potencia_max,geral__regime_torque_max,geral__viscosidade_do_oleo,geral__marchas,geral__bitola_dianteira,geral__bitola_traseira,geral__cacamba,geral__diametro_de_giro,geral__potencia,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__rotacao_maxima,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coeficiente_de_arrasto_cx,geral__coef_de_arrasto_cx,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__variacao_do_comando,geral__estepe,geral__autonomia,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__reboque_sem_freio,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__reboque_com_freio,geral__travessia_de_agua,geral__inclinacao_lateral_max,geral__rampa_maxima
fiat,500,500,500-cult-1-4-8v-2013,500-cult-1-4-8v-2013,https://www.fichacompleta.com.br/carros/fiat/500-cult-1-4-8v-2013,2026-06-15T08:02:14.607047,Fiat 500 Cult 1.4 8V 2013,"11,8 s",172 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,"Único no cabeçote, correia dentada",84 mm,72 mm,Transversal,Dianteiro,"12,1 kg/cv","84,9 kg/kgfm","64,3 cv/litro",88 cv (A) 85 cv (G) a 5750 rpm,"12,35:1","9,1 kgfm/litro","12,5 kgfm (A) 12,4 kgfm (G) a 3500 rpm",Mecânicos,2,1502 mm,320 kg,3546 mm,2300 mm,1627 mm,1061 kg,185 litros,40 litros,102 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Independente, McPherson",Mola helicoidal,Eixo de torção,512 km,440 km,"12,8 km/l",11 km/l,125 mm,,,,,,,,1411 mm,1407 mm,,,,,,,336 km,288 km,"8,4 km/l","7,2 km/l",6500 rpm,,,,,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-cult-1-4-8v-dualogic-2013,500-cult-1-4-8v-dualogic-2013,https://www.fichacompleta.com.br/carros/fiat/500-cult-1-4-8v-dualogic-2013,2026-06-15T08:02:17.798567,Fiat 500 Cult 1.4 8V Dualogic 2013,"11,8 s",172 km/h,Embreagem monodisco a seco,Automatizado,C513,,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"12,1 kg/cv","85,3 kg/kgfm","64,3 cv/litro",,"12,35:1","9,1 kgfm/litro",,Mecânicos,2,1502 mm,320 kg,3546 mm,2300 mm,1627 mm,1066 kg,185 litros,40 litros,102 mm,Disco ventilado,Disco sólido,Elétrica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,512 km,448 km,"12,8 km/l","11,2 km/l",125 mm,Correia dentada,,,5750 rpm,3500 rpm,,5,1411 mm,1407 mm,,"9,1 m",,,,,348 km,308 km,"8,7 km/l","7,7 km/l",6500 rpm,,,,,,,88 cv,85 cv,"12,5 kgfm","12,4 kgfm",Admissão,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-gucci-1-4-16v-at-2013,500-gucci-1-4-16v-at-2013,https://www.fichacompleta.com.br/carros/fiat/500-gucci-1-4-16v-at-2013,2026-06-15T08:02:21.094640,Fiat 500 Gucci 1.4 16V AT 2013,"12,6 s",179 km/h,Conversor de torque,Automático,AW60T-6F25,6,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,MultiAir,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"10,8 kg/cv","83,7 kg/kgfm","76,8 cv/litro",105 cv a 6250 rpm,"10,8:1","9,9 kgfm/litro","13,6 kgfm a 3850 rpm",,4,1502 mm,320 kg,3546 mm,2300 mm,1627 mm,1138 kg,185 litros,40 litros,88 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Independente, McPherson",Mola helicoidal,Eixo de torção,480 km,400 km,12 km/l,10 km/l,125 mm,,,,,,,,1411 mm,1407 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-cabriolet-1-4-16v-at-2014,500-cabriolet-1-4-16v-at-2014,https://www.fichacompleta.com.br/carros/fiat/500-cabriolet-1-4-16v-at-2014,2026-06-15T08:02:24.556718,Fiat 500 Cabriolet 1.4 16V AT 2014,"12,2 s",179 km/h,Conversor de torque,Automático,AW60T-6F25,6,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,MultiAir,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"11,0 kg/cv","85,4 kg/kgfm","78,2 cv/litro",107 cv (A) 105 cv (G) a 6250 rpm,"11,7:1","10,1 kgfm/litro","13,8 kgfm (A) 13,6 kgfm (G) a 3850 rpm",,4,1507 mm,320 kg,3546 mm,2300 mm,1627 mm,1179 kg,153 litros,40 litros,102 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Independente, McPherson",Mola helicoidal,Eixo de torção,484 km,400 km,"12,1 km/l",10 km/l,125 mm,,,,,,,,1411 mm,1407 mm,,,,,,,332 km,276 km,"8,3 km/l","6,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-cabriolet-1-4-8v-2014,500-cabriolet-1-4-8v-2014,https://www.fichacompleta.com.br/carros/fiat/500-cabriolet-1-4-8v-2014,2026-06-15T08:02:27.483754,Fiat 500 Cabriolet 1.4 8V 2014,"11,8 s",172 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"12,6 kg/cv","88,4 kg/kgfm","64,3 cv/litro",88 cv (A) 85 cv (G) a 5750 rpm,"12,35:1","9,1 kgfm/litro","12,5 kgfm (A) 12,4 kgfm (G) a 3500 rpm",Mecânicos,2,1502 mm,320 kg,3546 mm,2300 mm,1627 mm,1105 kg,153 litros,40 litros,102 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Indep., McPherson",Mola helicoidal,Eixo de torção,476 km,436 km,"11,9 km/l","10,9 km/l",125 mm,Correia dentada,,,,,,5,1411 mm,1407 mm,,"9,1 m",,5750 rpm,3500 rpm,,328 km,304 km,"8,2 km/l","7,6 km/l",6500 rpm,,,,,,,88 cv,85 cv,"12,5 kgfm","12,4 kgfm",Admissão,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-cabriolet-1-4-8v-dualogic-2014,500-cabriolet-1-4-8v-dualogic-2014,https://www.fichacompleta.com.br/carros/fiat/500-cabriolet-1-4-8v-dualogic-2014,2026-06-15T08:02:30.497399,Fiat 500 Cabriolet 1.4 8V Dualogic 2014,"11,8 s",172 km/h,Embreagem monodisco a seco,Automatizado,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"12,6 kg/cv","88,4 kg/kgfm","64,3 cv/litro",88 cv (A) 85 cv (G) a 5750 rpm,"12,35:1","9,1 kgfm/litro","12,5 kgfm (A) 12,4 kgfm (G) a 3500 rpm",Mecânicos,2,1502 mm,320 kg,3546 mm,2300 mm,1627 mm,1105 kg,153 litros,40 litros,102 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Indep., McPherson",Mola helicoidal,Eixo de torção,480 km,440 km,12 km/l,11 km/l,125 mm,Correia dentada,,,,,,5,1411 mm,1407 mm,,"9,1 m",,5750 rpm,3500 rpm,,328 km,304 km,"8,2 km/l","7,6 km/l",6500 rpm,,,,,,,88 cv,85 cv,"12,5 kgfm","12,4 kgfm",Admissão,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-cult-1-4-8v-2014,500-cult-1-4-8v-2014,https://www.fichacompleta.com.br/carros/fiat/500-cult-1-4-8v-2014,2026-06-15T08:02:35.059405,Fiat 500 Cult 1.4 8V 2014,"11,8 s",172 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,"Único no cabeçote, correia dentada",84 mm,72 mm,Transversal,Dianteiro,"12,1 kg/cv","84,9 kg/kgfm","64,3 cv/litro",88 cv (A) 85 cv (G) a 5750 rpm,"12,35:1","9,1 kgfm/litro","12,5 kgfm (A) 12,4 kgfm (G) a 3500 rpm",Mecânicos,2,1502 mm,320 kg,3546 mm,2300 mm,1627 mm,1061 kg,185 litros,40 litros,102 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Independente, McPherson",Mola helicoidal,Eixo de torção,512 km,440 km,"12,8 km/l",11 km/l,125 mm,,,,,,,,1411 mm,1407 mm,,,,,,,336 km,288 km,"8,4 km/l","7,2 km/l",6500 rpm,,,,,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-cult-1-4-8v-dualogic-2014,500-cult-1-4-8v-dualogic-2014,https://www.fichacompleta.com.br/carros/fiat/500-cult-1-4-8v-dualogic-2014,2026-06-15T08:02:39.272878,Fiat 500 Cult 1.4 8V Dualogic 2014,"11,8 s",172 km/h,Embreagem monodisco a seco,Automatizado,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,"Único no cabeçote, correia dentada",84 mm,72 mm,Transversal,Dianteiro,"12,1 kg/cv","85,3 kg/kgfm","64,3 cv/litro",88 cv (A) 85 cv (G) a 5750 rpm,"12,35:1","9,1 kgfm/litro","12,5 kgfm (A) 12,4 kgfm (G) a 3500 rpm",Mecânicos,2,1502 mm,320 kg,3546 mm,2300 mm,1627 mm,1066 kg,185 litros,40 litros,102 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Independente, McPherson",Mola helicoidal,Eixo de torção,512 km,448 km,"12,8 km/l","11,2 km/l",125 mm,,,,,,,,1411 mm,1407 mm,,,,,,,348 km,308 km,"8,7 km/l","7,7 km/l",6500 rpm,,,,,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-sport-air-1-4-16v-2014,500-sport-air-1-4-16v-2014,https://www.fichacompleta.com.br/carros/fiat/500-sport-air-1-4-16v-2014,2026-06-15T08:02:41.947461,Fiat 500 Sport Air 1.4 16V 2014,"9,9 s",184 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,MultiAir,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"10,2 kg/cv","79,2 kg/kgfm","78,2 cv/litro",107 cv (A) 105 cv (G) a 6250 rpm,"11,7:1","10,1 kgfm/litro","13,8 kgfm (A) 13,6 kgfm (G) a 3850 rpm",,4,1502 mm,320 kg,3546 mm,2300 mm,1627 mm,1093 kg,185 litros,40 litros,88 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Indep., McPherson",Mola helicoidal,Eixo de torção,508 km,440 km,"12,7 km/l",11 km/l,125 mm,,,,,,,5,1411 mm,1407 mm,,"9,1 m",,6250 rpm,3850 rpm,,340 km,304 km,"8,5 km/l","7,6 km/l",,,,,,,,107 cv,105 cv,"13,8 kgfm","13,6 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-sport-air-1-4-16v-at-2014,500-sport-air-1-4-16v-at-2014,https://www.fichacompleta.com.br/carros/fiat/500-sport-air-1-4-16v-at-2014,2026-06-15T08:02:46.520302,Fiat 500 Sport Air 1.4 16V AT 2014,"12,2 s",180 km/h,Conversor de torque,Automático,AW60T-6F25,6,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,MultiAir,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"10,5 kg/cv","81,5 kg/kgfm","78,2 cv/litro",107 cv (A) 105 cv (G) a 6250 rpm,"11,7:1","10,1 kgfm/litro","13,8 kgfm (A) 13,6 kgfm (G) a 3850 rpm",,4,1502 mm,320 kg,3546 mm,2300 mm,1627 mm,1125 kg,185 litros,40 litros,88 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Indep., McPherson",Mola helicoidal,Eixo de torção,480 km,400 km,12 km/l,10 km/l,125 mm,,,,,,,6,1411 mm,1407 mm,,"9,1 m",,6250 rpm,3850 rpm,,320 km,280 km,8 km/l,7 km/l,,,,,,,,107 cv,105 cv,"13,8 kgfm","13,6 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-abarth-1-4-turbo-2015-gasolina,500-abarth-1-4-turbo-2015-gasolina,https://www.fichacompleta.com.br/carros/fiat/500-abarth-1-4-turbo-2015-gasolina,2026-06-15T08:02:50.962483,Fiat 500 Abarth 1.4 Turbo 2015,"6,9 s",214 km/h,Embreagem monodisco a seco,Manual,,,Dianteira,Injeção multiponto,Turbocompressor,,4 em linha,,Duplo no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"6,97 kg/cv","50,6 kg/kgfm","122,1 cv/litro",167 cv,"9,8:1","16,8 kgfm/litro",23 kgfm,Hidráulicos,4,1490 mm,320 kg,3667 mm,2300 mm,1627 mm,1164 kg,185 litros,40 litros,88 mm,Disco ventilado,Disco sólido,Elétrica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,488 km,420 km,"12,2 km/l","10,5 km/l",120 mm,Correia dentada,342 cm³,1368 cm³,5500 rpm,2500 rpm,,5,1411 mm,1407 mm,,"11,4 m",,,,,,,,,6500 rpm,"2,06 m²","0,725 m²",,"0,352",,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-abarth-1-4-turbo-2015,500-abarth-1-4-turbo-2015,https://www.fichacompleta.com.br/carros/fiat/500-abarth-1-4-turbo-2015,2026-06-15T08:02:55.086070,Fiat 500 Abarth 1.4 Turbo 2015,"6,9 s",214 km/h,Embreagem monodisco a seco,Manual,,5,Dianteira,Injeção multiponto,Turbocompressor,1368 cm³,4 em linha,,"Duplo no cabeçote, correia dentada",84 mm,72 mm,Transversal,Dianteiro,"7,0 kg/cv","50,6 kg/kgfm","122,1 cv/litro",167 cv a 5500 rpm,"9,8:1","16,8 kgfm/litro",23 kgfm a 2500 rpm,Hidráulicos,4,1490 mm,320 kg,3667 mm,2300 mm,1627 mm,1164 kg,185 litros,40 litros,88 mm,Disco ventilado,Disco sólido,Elétrica,"11,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,488 km,420 km,"12,2 km/l","10,5 km/l",120 mm,,,,,,,,1411 mm,1407 mm,,,,,,,,,,,6500 rpm,"2,06 m²","0,725 m²","0,352",,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-cabriolet-1-4-16v-at-2015,500-cabriolet-1-4-16v-at-2015,https://www.fichacompleta.com.br/carros/fiat/500-cabriolet-1-4-16v-at-2015,2026-06-15T08:02:59.657990,Fiat 500 Cabriolet 1.4 16V AT 2015,"12,2 s",179 km/h,Conversor de torque,Automático,AW60T-6F25,6,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,MultiAir,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"11,0 kg/cv","85,4 kg/kgfm","78,2 cv/litro",107 cv (A) 105 cv (G) a 6250 rpm,"11,7:1","10,1 kgfm/litro","13,8 kgfm (A) 13,6 kgfm (G) a 3850 rpm",,4,1507 mm,320 kg,3546 mm,2300 mm,1627 mm,1179 kg,153 litros,40 litros,102 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Independente, McPherson",Mola helicoidal,Eixo de torção,492 km,400 km,"12,3 km/l",10 km/l,125 mm,,,,,,,,1411 mm,1407 mm,,,,,,,328 km,276 km,"8,2 km/l","6,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-cabriolet-1-4-8v-2015,500-cabriolet-1-4-8v-2015,https://www.fichacompleta.com.br/carros/fiat/500-cabriolet-1-4-8v-2015,2026-06-15T08:03:04.117098,Fiat 500 Cabriolet 1.4 8V 2015,"11,8 s",172 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,"Único no cabeçote, correia dentada",84 mm,72 mm,Transversal,Dianteiro,"12,6 kg/cv","88,4 kg/kgfm","64,3 cv/litro",88 cv (A) 85 cv (G) a 5750 rpm,"12,35:1","9,1 kgfm/litro","12,5 kgfm (A) 12,4 kgfm (G) a 3500 rpm",Mecânicos,2,1502 mm,320 kg,3546 mm,2300 mm,1627 mm,1105 kg,153 litros,40 litros,102 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Independente, McPherson",Mola helicoidal,Eixo de torção,476 km,416 km,"11,9 km/l","10,4 km/l",125 mm,,,,,,,,1411 mm,1407 mm,,,,,,,328 km,296 km,"8,2 km/l","7,4 km/l",6500 rpm,,,,,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-cabriolet-1-4-8v-dualogic-2015,500-cabriolet-1-4-8v-dualogic-2015,https://www.fichacompleta.com.br/carros/fiat/500-cabriolet-1-4-8v-dualogic-2015,2026-06-15T08:03:07.383111,Fiat 500 Cabriolet 1.4 8V Dualogic 2015,"11,8 s",172 km/h,Embreagem monodisco a seco,Automatizado,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,"Único no cabeçote, correia dentada",84 mm,72 mm,Transversal,Dianteiro,"12,6 kg/cv","88,4 kg/kgfm","64,3 cv/litro",88 cv (A) 85 cv (G) a 5750 rpm,"12,35:1","9,1 kgfm/litro","12,5 kgfm (A) 12,4 kgfm (G) a 3500 rpm",Mecânicos,2,1502 mm,320 kg,3546 mm,2300 mm,1627 mm,1105 kg,153 litros,40 litros,102 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Independente, McPherson",Mola helicoidal,Eixo de torção,516 km,456 km,"12,9 km/l","11,4 km/l",125 mm,,,,,,,,1411 mm,1407 mm,,,,,,,352 km,316 km,"8,8 km/l","7,9 km/l",6500 rpm,,,,,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-cult-1-4-8v-2015,500-cult-1-4-8v-2015,https://www.fichacompleta.com.br/carros/fiat/500-cult-1-4-8v-2015,2026-06-15T08:03:10.376858,Fiat 500 Cult 1.4 8V 2015,"11,8 s",172 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,"Único no cabeçote, correia dentada",84 mm,72 mm,Transversal,Dianteiro,"12,1 kg/cv","84,9 kg/kgfm","64,3 cv/litro",88 cv (A) 85 cv (G) a 5750 rpm,"12,35:1","9,1 kgfm/litro","12,5 kgfm (A) 12,4 kgfm (G) a 3500 rpm",Mecânicos,2,1502 mm,320 kg,3546 mm,2300 mm,1627 mm,1061 kg,185 litros,40 litros,102 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Independente, McPherson",Mola helicoidal,Eixo de torção,508 km,440 km,"12,7 km/l",11 km/l,125 mm,,,,,,,,1411 mm,1407 mm,,,,,,,348 km,304 km,"8,7 km/l","7,6 km/l",6500 rpm,,,,,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-cult-1-4-8v-dualogic-2015,500-cult-1-4-8v-dualogic-2015,https://www.fichacompleta.com.br/carros/fiat/500-cult-1-4-8v-dualogic-2015,2026-06-15T08:03:13.683962,Fiat 500 Cult 1.4 8V Dualogic 2015,"11,8 s",172 km/h,Embreagem monodisco a seco,Automatizado,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,"Único no cabeçote, correia dentada",84 mm,72 mm,Transversal,Dianteiro,"12,1 kg/cv","85,3 kg/kgfm","64,3 cv/litro",88 cv (A) 85 cv (G) a 5750 rpm,"12,35:1","9,1 kgfm/litro","12,5 kgfm (A) 12,4 kgfm (G) a 3500 rpm",Mecânicos,2,1502 mm,320 kg,3546 mm,2300 mm,1627 mm,1066 kg,185 litros,40 litros,102 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Independente, McPherson",Mola helicoidal,Eixo de torção,516 km,456 km,"12,9 km/l","11,4 km/l",125 mm,,,,,,,,1411 mm,1407 mm,,,,,,,352 km,316 km,"8,8 km/l","7,9 km/l",6500 rpm,,,,,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-cult-1-4-8v-2017,500-cult-1-4-8v-2017,https://www.fichacompleta.com.br/carros/fiat/500-cult-1-4-8v-2017,2026-06-15T08:03:17.085167,Fiat 500 Cult 1.4 8V 2017,"11,8 s",172 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,"Único no cabeçote, correia dentada",84 mm,72 mm,Transversal,Dianteiro,"12,1 kg/cv","84,9 kg/kgfm","64,3 cv/litro",88 cv (A) 85 cv (G) a 5750 rpm,"12,35:1","9,1 kgfm/litro","12,5 kgfm (A) 12,4 kgfm (G) a 3500 rpm",Mecânicos,2,1502 mm,320 kg,3546 mm,2300 mm,1627 mm,1061 kg,185 litros,40 litros,102 mm,Disco ventilado,Disco sólido,Elétrica,"9,1 m","Independente, McPherson",Mola helicoidal,Eixo de torção,520 km,456 km,13 km/l,"11,4 km/l",125 mm,,,,,,,,1411 mm,1407 mm,,,,,,,360 km,320 km,9 km/l,8 km/l,6500 rpm,,,,,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,
fiat,500,500,500-e-icon-2022,500-e-icon-2022,https://www.fichacompleta.com.br/carros/fiat/500-e-icon-2022,2026-06-15T08:03:21.402429,Fiat 500 e Icon 2022,9 s,150 km/h,,Automático,,,Dianteira,,,,,,,,,,,"10,93 kg/cv","57,59 kg/kgfm",,,,,,,,1527 mm,400 kg,3632 mm,2322 mm,1683 mm,1290 kg,185 litros,,107 mm,Disco ventilado,Tambor,Elétrica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,,1,,,,"9,7 m",118 cv,,,"22,4 kgfm",,,,,,,,,,,,,,,,,Kit de reparo e enchimento,320 km,42 kWh,14 kWh/100 km,,,,,,,,,,,,,,,,,,,,
fiat,Argo,argo,argo-1-0-2018,argo-1-0-2018,https://www.fichacompleta.com.br/carros/fiat/argo-1-0-2018,2026-06-15T08:03:39.909617,Fiat Argo 1.0 2018,"13,4 s",162 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,999 cm³,3 em linha,Firefly,"Único no cabeçote, corrente","86,5 mm",70 mm,Transversal,Dianteiro,"14,4 kg/cv","101,4 kg/kgfm","77,1 cv/litro",77 cv (A) 72 cv (G) a 6250 rpm,"13,2:1","10,9 kgfm/litro","10,9 kgfm (A) 10,4 kgfm (G) a 3250 rpm",Hidráulicos,2,1503 mm,400 kg,3998 mm,2521 mm,1724 mm,1105 kg,300 litros,48 litros,114 mm,Disco sólido,Tambor,Elétrica,"10,3 m","Independente, McPherson",Mola helicoidal,Eixo de torção,725 km,682 km,"15,1 km/l","14,2 km/l",155 mm,,,,,,,,1465 mm,1500 mm,,,,,,,514 km,475 km,"10,7 km/l","9,9 km/l",6500 rpm,"2,2 m²","0,748 m²","0,34",,,,,,,,Admissão e escape,175/65 R14,,,,400 kg,,,,,,,,,,,,,,,,,,,
fiat,Argo,argo,argo-drive-1-0-2018,argo-drive-1-0-2018,https://www.fichacompleta.com.br/carros/fiat/argo-drive-1-0-2018,2026-06-15T08:03:42.596699,Fiat Argo Drive 1.0 2018,"13,4 s",162 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,999 cm³,3 em linha,Firefly,"Único no cabeçote, corrente","86,5 mm",70 mm,Transversal,Dianteiro,"14,4 kg/cv","101,4 kg/kgfm","77,1 cv/litro",77 cv (A) 72 cv (G) a 6250 rpm,"13,2:1","10,9 kgfm/litro","10,9 kgfm (A) 10,4 kgfm (G) a 3250 rpm",Hidráulicos,2,1503 mm,400 kg,3998 mm,2521 mm,1724 mm,1105 kg,300 litros,48 litros,114 mm,Disco sólido,Tambor,Elétrica,"10,3 m","Independente, McPherson",Mola helicoidal,Eixo de torção,725 km,682 km,"15,1 km/l","14,2 km/l",155 mm,,,,,,,,1465 mm,1500 mm,,,,,,,514 km,475 km,"10,7 km/l","9,9 km/l",6500 rpm,"2,2 m²","0,748 m²","0,34",,,,,,,,Admissão e escape,175/65 R14,,,,400 kg,,,,,,,,,,,,,,,,,,,
fiat,Argo,argo,argo-drive-1-3-2018,argo-drive-1-3-2018,https://www.fichacompleta.com.br/carros/fiat/argo-drive-1-3-2018,2026-06-15T08:03:45.326267,Fiat Argo Drive 1.3 2018,"10,8 s",184 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1332 cm³,4 em linha,Firefly,"Único no cabeçote, corrente","86,5 mm",70 mm,Transversal,Dianteiro,"10,5 kg/cv","80,3 kg/kgfm","81,8 cv/litro",109 cv (A) 101 cv (G) a 6250 rpm,"13,2:1","10,7 kgfm/litro","14,2 kgfm (A) 13,7 kgfm (G) a 3500 rpm",Hidráulicos,2,1501 mm,400 kg,3998 mm,2521 mm,1724 mm,1140 kg,300 litros,48 litros,114 mm,Disco sólido,Tambor,Elétrica,"10,4 m","Independente, McPherson",Mola helicoidal,Eixo de torção,686 km,619 km,"14,3 km/l","12,9 km/l",149 mm,,,,,,,,1465 mm,1500 mm,,,,,,,490 km,442 km,"10,2 km/l","9,2 km/l",6500 rpm,"2,2 m²","0,748 m²","0,34",,,,,,,,Admissão e escape,175/65 R14,,,,400 kg,,,,,,,,,,,,,,,,,,,
