marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__marchas,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_maxima,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__potencia,geral__torque,geral__regime_potencia_max,geral__regime_torque_max,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coeficiente_de_arrasto_cx,geral__carga_util,geral__acionam_do_comando,geral__variacao_do_comando,geral__altura_minima_do_solo,geral__coef_de_arrasto_cx,geral__estepe,geral__tuchos,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__cilindrada_unitaria,geral__deslocamento,geral__viscosidade_do_oleo,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__reboque_com_freio,geral__reboque_sem_freio,geral__angulo_central,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__inclinacao_lateral_maxima,geral__rampa_maxima,geral__travessia_de_agua,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__capacidade_da_bateria,geral__potencia_combinada,geral__torque_combinado,geral__inclinacao_lateral_max,geral__veloc_max_modo_elet,geral__autonomia,geral__consumo_eletrico,geral__portamalas_8_lugares
hyundai,Hb20x,hb20x,hb20x-style-1-6-at-2015,hb20x-style-1-6-at-2015,https://www.fichacompleta.com.br/carros/hyundai/hb20x-style-1-6-at-2015,2026-06-15T15:14:54.877089,Hyundai Hb20x Style 1.6 AT 2015,"11,5 s",174 km/h,Conversor de torque,Automático,A4CF1,4,4,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,6000 rpm,5000 rpm,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1540 mm,,,3940 mm,2500 mm,1710 mm,1058 kg,300 litros,50 litros,127 mm,Disco ventilado,Tambor,Hidráulica,"10,2 m","10,2 m","Indep., McPherson",Mola helicoidal,Eixo de torção,590 km,500 km,"11,8 km/l",10 km/l,,,,,,,,,,472 kg,Corrente,Admissão,205 mm,,125/80 R15,Mecânicos,,,410 km,370 km,"8,2 km/l","7,4 km/l",128 cv,122 cv,"16,5 kgfm",16 kgfm,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-premium-1-6-at-2016,hb20x-premium-1-6-at-2016,https://www.fichacompleta.com.br/carros/hyundai/hb20x-premium-1-6-at-2016,2026-06-15T15:14:58.783514,Hyundai Hb20x Premium 1.6 AT 2016,"11,2 s",185 km/h,Conversor de torque,Automático,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1550 mm,,,3940 mm,2500 mm,1710 mm,1058 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,570 km,505 km,"11,4 km/l","10,1 km/l",,,,,,,,,,472 kg,,Admissão,206 mm,,125/80 R15,Mecânicos,,,435 km,355 km,"8,7 km/l","7,1 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-style-1-6-2016,hb20x-style-1-6-2016,https://www.fichacompleta.com.br/carros/hyundai/hb20x-style-1-6-2016,2026-06-15T15:15:02.116799,Hyundai Hb20x Style 1.6 2016,"9,8 s",183 km/h,Embreagem monodisco a seco,Manual,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,1 kg/cv","62,5 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1550 mm,,,3940 mm,2500 mm,1710 mm,1031 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,670 km,580 km,"13,4 km/l","11,6 km/l",,,,,,,,,,469 kg,,Admissão,206 mm,,125/80 R15,Mecânicos,,,490 km,415 km,"9,8 km/l","8,3 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-style-1-6-at-2016,hb20x-style-1-6-at-2016,https://www.fichacompleta.com.br/carros/hyundai/hb20x-style-1-6-at-2016,2026-06-15T15:15:06.717262,Hyundai Hb20x Style 1.6 AT 2016,"11,2 s",185 km/h,Conversor de torque,Automático,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1550 mm,,,3940 mm,2500 mm,1710 mm,1058 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,570 km,505 km,"11,4 km/l","10,1 km/l",,,,,,,,,,472 kg,,Admissão,206 mm,,125/80 R15,Mecânicos,,,435 km,355 km,"8,7 km/l","7,1 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-premium-1-6-at-2017,hb20x-premium-1-6-at-2017,https://www.fichacompleta.com.br/carros/hyundai/hb20x-premium-1-6-at-2017,2026-06-15T15:15:11.520166,Hyundai Hb20x Premium 1.6 AT 2017,"11,2 s",185 km/h,Conversor de torque,Automático,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1550 mm,,,3940 mm,2500 mm,1710 mm,1058 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,570 km,505 km,"11,4 km/l","10,1 km/l",,,,,,,,,,472 kg,,Admissão,206 mm,,125/80 R15,Mecânicos,,,435 km,355 km,"8,7 km/l","7,1 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-style-1-6-2017,hb20x-style-1-6-2017,https://www.fichacompleta.com.br/carros/hyundai/hb20x-style-1-6-2017,2026-06-15T15:15:15.961239,Hyundai Hb20x Style 1.6 2017,"9,8 s",183 km/h,Embreagem monodisco a seco,Manual,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,1 kg/cv","62,5 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1550 mm,,,3940 mm,2500 mm,1710 mm,1031 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,670 km,580 km,"13,4 km/l","11,6 km/l",,,,,,,,,,469 kg,,Admissão,206 mm,,125/80 R15,Mecânicos,,,490 km,415 km,"9,8 km/l","8,3 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-style-1-6-at-2017,hb20x-style-1-6-at-2017,https://www.fichacompleta.com.br/carros/hyundai/hb20x-style-1-6-at-2017,2026-06-15T15:15:19.861250,Hyundai Hb20x Style 1.6 AT 2017,"11,2 s",185 km/h,Conversor de torque,Automático,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1550 mm,,,3940 mm,2500 mm,1710 mm,1058 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,570 km,505 km,"11,4 km/l","10,1 km/l",,,,,,,,,,472 kg,,Admissão,206 mm,,125/80 R15,Mecânicos,,,435 km,355 km,"8,7 km/l","7,1 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-premium-1-6-at-2018,hb20x-premium-1-6-at-2018,https://www.fichacompleta.com.br/carros/hyundai/hb20x-premium-1-6-at-2018,2026-06-15T15:15:22.480630,Hyundai Hb20x Premium 1.6 AT 2018,"11,2 s",185 km/h,Conversor de torque,Automático,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1550 mm,,,3940 mm,2500 mm,1710 mm,1058 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,570 km,505 km,"11,4 km/l","10,1 km/l",,,,,,,,,,472 kg,,Admissão,206 mm,,125/80 R15,Mecânicos,,,435 km,355 km,"8,7 km/l","7,1 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-style-1-6-2018,hb20x-style-1-6-2018,https://www.fichacompleta.com.br/carros/hyundai/hb20x-style-1-6-2018,2026-06-15T15:15:24.889147,Hyundai Hb20x Style 1.6 2018,"9,8 s",183 km/h,Embreagem monodisco a seco,Manual,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,1 kg/cv","62,5 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1550 mm,,,3940 mm,2500 mm,1710 mm,1031 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,670 km,580 km,"13,4 km/l","11,6 km/l",,,,,,,,,,469 kg,,Admissão,206 mm,,125/80 R15,Mecânicos,,,490 km,415 km,"9,8 km/l","8,3 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-style-1-6-at-2018,hb20x-style-1-6-at-2018,https://www.fichacompleta.com.br/carros/hyundai/hb20x-style-1-6-at-2018,2026-06-15T15:15:28.711045,Hyundai Hb20x Style 1.6 AT 2018,"11,2 s",185 km/h,Conversor de torque,Automático,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1550 mm,,,3940 mm,2500 mm,1710 mm,1058 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,570 km,505 km,"11,4 km/l","10,1 km/l",,,,,,,,,,472 kg,,Admissão,206 mm,,125/80 R15,Mecânicos,,,435 km,355 km,"8,7 km/l","7,1 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-premium-1-6-at-2019,hb20x-premium-1-6-at-2019,https://www.fichacompleta.com.br/carros/hyundai/hb20x-premium-1-6-at-2019,2026-06-15T15:15:33.219394,Hyundai Hb20x Premium 1.6 AT 2019,"11,2 s",185 km/h,Conversor de torque,Automático,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1550 mm,,,3940 mm,2500 mm,1710 mm,1058 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,570 km,505 km,"11,4 km/l","10,1 km/l",,,,,,,,,,472 kg,,Admissão,206 mm,,125/80 R15,Mecânicos,,,435 km,355 km,"8,7 km/l","7,1 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-style-1-6-2019,hb20x-style-1-6-2019,https://www.fichacompleta.com.br/carros/hyundai/hb20x-style-1-6-2019,2026-06-15T15:15:36.998955,Hyundai Hb20x Style 1.6 2019,"9,8 s",183 km/h,Embreagem monodisco a seco,Manual,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,1 kg/cv","62,5 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1550 mm,,,3940 mm,2500 mm,1710 mm,1031 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,670 km,580 km,"13,4 km/l","11,6 km/l",,,,,,,,,,469 kg,,Admissão,206 mm,,125/80 R15,Mecânicos,,,490 km,415 km,"9,8 km/l","8,3 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-style-1-6-at-2019,hb20x-style-1-6-at-2019,https://www.fichacompleta.com.br/carros/hyundai/hb20x-style-1-6-at-2019,2026-06-15T15:15:39.887830,Hyundai Hb20x Style 1.6 AT 2019,"11,2 s",185 km/h,Conversor de torque,Automático,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1550 mm,,,3940 mm,2500 mm,1710 mm,1058 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,570 km,505 km,"11,4 km/l","10,1 km/l",,,,,,,,,,472 kg,,Admissão,206 mm,,125/80 R15,Mecânicos,,,435 km,355 km,"8,7 km/l","7,1 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-diamond-1-6-at-2020,hb20x-diamond-1-6-at-2020,https://www.fichacompleta.com.br/carros/hyundai/hb20x-diamond-1-6-at-2020,2026-06-15T15:15:43.809146,Hyundai Hb20x Diamond 1.6 AT 2020,"10,9 s",186 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"8,4 kg/cv","66,5 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1540 mm,,,3970 mm,2530 mm,1740 mm,1098 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,Não informado,,"Indep., McPherson",Mola helicoidal,Eixo de torção,665 km,585 km,"13,3 km/l","11,7 km/l",,,6000 rpm,4500 rpm,,,,,,422 kg,Corrente,Admissão e escape,211 mm,,125/80 R15,Mecânicos,,,465 km,405 km,"9,3 km/l","8,1 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-diamond-plus-1-6-at-2020,hb20x-diamond-plus-1-6-at-2020,https://www.fichacompleta.com.br/carros/hyundai/hb20x-diamond-plus-1-6-at-2020,2026-06-15T15:15:48.536023,Hyundai Hb20x Diamond Plus 1.6 AT 2020,"10,9 s",186 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"8,4 kg/cv","66,5 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1540 mm,,,3970 mm,2530 mm,1740 mm,1098 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,Não informado,,"Indep., McPherson",Mola helicoidal,Eixo de torção,665 km,585 km,"13,3 km/l","11,7 km/l",,,6000 rpm,4500 rpm,,,,,,422 kg,Corrente,Admissão e escape,211 mm,,125/80 R15,Mecânicos,,,465 km,405 km,"9,3 km/l","8,1 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-evolution-1-6-at-2020,hb20x-evolution-1-6-at-2020,https://www.fichacompleta.com.br/carros/hyundai/hb20x-evolution-1-6-at-2020,2026-06-15T15:15:51.930159,Hyundai Hb20x Evolution 1.6 AT 2020,"10,9 s",186 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"8,4 kg/cv","66,5 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1540 mm,,,3970 mm,2530 mm,1740 mm,1098 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,Não informado,,"Indep., McPherson",Mola helicoidal,Eixo de torção,645 km,545 km,"12,9 km/l","10,9 km/l",,,6000 rpm,4500 rpm,,,,,,422 kg,Corrente,Admissão e escape,211 mm,,125/80 R15,Mecânicos,,,460 km,385 km,"9,2 km/l","7,7 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-vision-1-6-2020,hb20x-vision-1-6-2020,https://www.fichacompleta.com.br/carros/hyundai/hb20x-vision-1-6-2020,2026-06-15T15:15:55.196956,Hyundai Hb20x Vision 1.6 2020,"9,7 s",185 km/h,Embreagem monodisco a seco,Manual,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"8,1 kg/cv","63,9 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1540 mm,,,3970 mm,2530 mm,1740 mm,1055 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,Não informado,,"Indep., McPherson",Mola helicoidal,Eixo de torção,695 km,590 km,"13,9 km/l","11,8 km/l",,,6000 rpm,4500 rpm,,,,,,425 kg,Corrente,Admissão e escape,211 mm,,125/80 R15,Mecânicos,,,480 km,415 km,"9,6 km/l","8,3 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-vision-1-6-at-2020,hb20x-vision-1-6-at-2020,https://www.fichacompleta.com.br/carros/hyundai/hb20x-vision-1-6-at-2020,2026-06-15T15:15:59.003279,Hyundai Hb20x Vision 1.6 AT 2020,"10,9 s",186 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"8,4 kg/cv","66,5 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1540 mm,,,3970 mm,2530 mm,1740 mm,1098 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,Não informado,,"Indep., McPherson",Mola helicoidal,Eixo de torção,645 km,545 km,"12,9 km/l","10,9 km/l",,,6000 rpm,4500 rpm,,,,,,422 kg,Corrente,Admissão e escape,211 mm,,125/80 R15,Mecânicos,,,460 km,385 km,"9,2 km/l","7,7 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-diamond-1-6-at-2021,hb20x-diamond-1-6-at-2021,https://www.fichacompleta.com.br/carros/hyundai/hb20x-diamond-1-6-at-2021,2026-06-15T15:16:03.276546,Hyundai Hb20x Diamond 1.6 AT 2021,"10,9 s",186 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"8,4 kg/cv","66,5 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1540 mm,,,3970 mm,2530 mm,1740 mm,1098 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,Não informado,,"Indep., McPherson",Mola helicoidal,Eixo de torção,645 km,545 km,"12,9 km/l","10,9 km/l",,,6000 rpm,4500 rpm,,,,,,422 kg,Corrente,Admissão e escape,211 mm,,125/80 R15,Mecânicos,,,460 km,385 km,"9,2 km/l","7,7 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-diamond-plus-1-6-at-2021,hb20x-diamond-plus-1-6-at-2021,https://www.fichacompleta.com.br/carros/hyundai/hb20x-diamond-plus-1-6-at-2021,2026-06-15T15:16:07.908174,Hyundai Hb20x Diamond Plus 1.6 AT 2021,"10,9 s",186 km/h,Conversor de torque,Automático,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"8,4 kg/cv","66,5 kg/kgfm","81,7 cv/litro",130 cv (A) 123 cv (G) a 6000 rpm,11:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 4500 rpm",4,1540 mm,,,3970 mm,2530 mm,1740 mm,1098 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,665 km,585 km,"13,3 km/l","11,7 km/l",,,,,"85,4 mm",77 mm,,,,422 kg,,Admissão e escape,211 mm,,125/80 R15,Mecânicos,,,465 km,405 km,"9,3 km/l","8,1 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-evolution-1-6-at-2021,hb20x-evolution-1-6-at-2021,https://www.fichacompleta.com.br/carros/hyundai/hb20x-evolution-1-6-at-2021,2026-06-15T15:16:11.467880,Hyundai Hb20x Evolution 1.6 AT 2021,"10,9 s",186 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"8,4 kg/cv","66,5 kg/kgfm","81,7 cv/litro",,11:1,,6000 rpm,4500 rpm,"10,4 kgfm/litro",,4,1540 mm,,,3970 mm,2530 mm,1740 mm,1098 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,Não informado,,"Indep., McPherson",Mola helicoidal,Eixo de torção,645 km,545 km,"12,9 km/l","10,9 km/l",,,,,,,,,,422 kg,Corrente,Admissão e escape,211 mm,,125/80 R15,Mecânicos,,,460 km,385 km,"9,2 km/l","7,7 km/l",,,,,,,,130 cv,123 cv,"16,5 kgfm",16 kgfm,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20x,hb20x,hb20x-vision-1-6-2021,hb20x-vision-1-6-2021,https://www.fichacompleta.com.br/carros/hyundai/hb20x-vision-1-6-2021,2026-06-15T15:16:15.929646,Hyundai Hb20x Vision 1.6 2021,"9,7 s",185 km/h,Embreagem monodisco a seco,Manual,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"8,1 kg/cv","63,9 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1540 mm,,,3970 mm,2530 mm,1740 mm,1055 kg,300 litros,50 litros,117 mm,Disco ventilado,Tambor,Elétrica,Não informado,,"Indep., McPherson",Mola helicoidal,Eixo de torção,695 km,590 km,"13,9 km/l","11,8 km/l",,,6000 rpm,4500 rpm,,,,,,425 kg,Corrente,Admissão e escape,211 mm,,125/80 R15,Mecânicos,,,480 km,415 km,"9,6 km/l","8,3 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
