marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_especifico,geral__torque_maximo,geral__tuchos,geral__valvulas_por_cilindro,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__marchas,geral__tracao,geral__altura,geral__altura_minima_do_solo,geral__bitola_dianteira,geral__bitola_traseira,geral__cacamba,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__tanque_de_combustivel,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__dianteiros,geral__traseiros,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__quantidade_de_marchas,geral__portamalas,geral__diametro_minimo_de_giro,geral__altura_do_flanco,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__rotacao_maxima,geral__torque_maximo_a,geral__torque_maximo_g,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__potencia,geral__torque,geral__reboque_com_freio,geral__reboque_sem_freio,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rampa_maxima,geral__travessia_de_agua,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__cilindrada_unitaria,geral__deslocamento,geral__estepe,geral__autonomia,geral__capacidade_da_bateria,geral__variacao_do_comando,geral__viscosidade_do_oleo,geral__frenagem_1000_kmh,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__potencia_combinada,geral__torque_combinado,geral__angulo_central,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__inclinacao_lateral_max,geral__inclinacao_lateral_maxima
chevrolet,Onix,onix,onix-ltz-1-0-turbo-at-2022,onix-ltz-1-0-turbo-at-2022,https://www.fichacompleta.com.br/carros/chevrolet/onix-ltz-1-0-turbo-at-2022,2026-06-14T22:24:37.825837,Chevrolet Onix LTZ 1.0 Turbo AT 2022,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,999 cm³,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,5 kg/cv","65,6 kg/kgfm","116,1 cv/litro",,"10,5:1",5500 rpm,2000 rpm,"16,8 kgfm/litro",,Hidráulicos,4,Conversor de torque,Automático,GF6,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1102 kg,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,471 km,365 km,"10,7 km/l","8,3 km/l",,,,275 litros,,120 mm,,,116 cv,116 cv,6000 rpm,"16,8 kgfm","16,3 kgfm","2,17 m²","0,716 m²","0,33",,664 km,524 km,"15,1 km/l","11,9 km/l",,,,,,,,,,,,,,,,,,,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-premier-1-0-turbo-at-2022,onix-premier-1-0-turbo-at-2022,https://www.fichacompleta.com.br/carros/chevrolet/onix-premier-1-0-turbo-at-2022,2026-06-14T22:24:42.560340,Chevrolet Onix Premier 1.0 Turbo AT 2022,"10,1 s",187 km/h,,Injeção multiponto,Turbocompressor,999 cm³,3 em linha,CSS Prime,"Duplo no cabeçote, correia dentada","77,49 mm",74 mm,Transversal,Dianteiro,"9,6 kg/cv","66,3 kg/kgfm","116,1 cv/litro",116 cv (A) 116 cv (G) a 5500 rpm,"10,5:1",,,"16,8 kgfm/litro","16,8 kgfm (A) 16,3 kgfm (G) a 2000 rpm",Hidráulicos,4,Conversor de torque,Automático,GF6,,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1113 kg,44 litros,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,471 km,365 km,"10,7 km/l","8,3 km/l",,,6,275 litros,"10,6 m",107 mm,,,,,6000 rpm,,,"2,17 m²","0,716 m²",,"0,33",664 km,524 km,"15,1 km/l","11,9 km/l",,,,,,,,,,,,,,,,,,,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-premier-1-0-turbo-at-2022-flex,onix-premier-1-0-turbo-at-2022-flex,https://www.fichacompleta.com.br/carros/chevrolet/onix-premier-1-0-turbo-at-2022-flex,2026-06-14T22:24:47.433681,Chevrolet Onix Premier 1.0 Turbo AT 2022,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,59 kg/cv","66,3 kg/kgfm","116,1 cv/litro",,"10,5:1",5500 rpm,2000 rpm,"16,8 kgfm/litro",,Hidráulicos,4,Conversor de torque,Automático,GF6,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1113 kg,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,471 km,365 km,"10,7 km/l","8,3 km/l",,,,275 litros,,107 mm,,,116 cv,116 cv,6000 rpm,"16,8 kgfm","16,3 kgfm","2,17 m²","0,716 m²","0,33",,664 km,524 km,"15,1 km/l","11,9 km/l",,,,,,,,,,,,,,,,,333 cm³,999 cm³,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-rs-1-0-turbo-at-2022,onix-rs-1-0-turbo-at-2022,https://www.fichacompleta.com.br/carros/chevrolet/onix-rs-1-0-turbo-at-2022,2026-06-14T22:24:51.053813,Chevrolet Onix RS 1.0 Turbo AT 2022,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,999 cm³,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,4 kg/cv","64,6 kg/kgfm","116,1 cv/litro",,"10,5:1",5500 rpm,2000 rpm,"16,8 kgfm/litro",,Hidráulicos,4,Conversor de torque,Automático,GF6,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1085 kg,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,444 km,365 km,"10,1 km/l","8,3 km/l",,,,275 litros,,107 mm,,,116 cv,116 cv,6000 rpm,"16,8 kgfm","16,3 kgfm","2,17 m²","0,716 m²","0,33",,634 km,528 km,"14,4 km/l",12 km/l,,,,,,,,,,,,,,,,,,,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-1-0-2023,onix-1-0-2023,https://www.fichacompleta.com.br/carros/chevrolet/onix-1-0-2023,2026-06-14T22:24:54.895306,Chevrolet Onix 1.0 2023,"13,3 s",167 km/h,Correia dentada,Injeção multiponto,Natural,999 cm³,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"12,6 kg/cv","97,8 kg/kgfm","82,1 cv/litro",,"12,5:1",,,"10,6 kgfm/litro","10,6 kgfm (A)",Hidráulicos,4,Embreagem monodisco a seco,Manual,F17-6 HR,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1037 kg,44 litros,Elétrica,"10,4 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,528 km,418 km,12 km/l,"9,5 km/l",6400 rpm,4100 rpm,,275 litros,,130 mm,,,82 cv,78 cv,6500 rpm,"10,6 kgfm","9,6 kgfm","2,17 m²","0,716 m²","0,33",,730 km,607 km,"16,6 km/l","13,8 km/l",,,,,,,,,,,,,,,,,,,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-1-0-turbo-at-2023,onix-1-0-turbo-at-2023,https://www.fichacompleta.com.br/carros/chevrolet/onix-1-0-turbo-at-2023,2026-06-14T22:24:59.554252,Chevrolet Onix 1.0 Turbo AT 2023,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,999 cm³,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,4 kg/cv","64,6 kg/kgfm","116,1 cv/litro",,"10,5:1",,,"16,8 kgfm/litro","16,8 kgfm (A)",Hidráulicos,4,Conversor de torque,Automático,GF6,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1085 kg,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,458 km,370 km,"10,4 km/l","8,4 km/l",5500 rpm,2000 rpm,,275 litros,,120 mm,,,116 cv,116 cv,6000 rpm,"16,8 kgfm","16,3 kgfm","2,17 m²","0,716 m²","0,33",,664 km,524 km,"15,1 km/l","11,9 km/l",,,,,,,,,,,,,,,,,,,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-lt-1-0-2023,onix-lt-1-0-2023,https://www.fichacompleta.com.br/carros/chevrolet/onix-lt-1-0-2023,2026-06-14T22:25:03.908527,Chevrolet Onix LT 1.0 2023,"13,3 s",167 km/h,Correia dentada,Injeção multiponto,Natural,999 cm³,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"12,8 kg/cv","99,0 kg/kgfm","82,1 cv/litro",,"12,5:1",,,"10,6 kgfm/litro","10,6 kgfm (A)",Hidráulicos,4,Embreagem monodisco a seco,Manual,F17-6 HR,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1049 kg,44 litros,Elétrica,"10,4 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,528 km,418 km,12 km/l,"9,5 km/l",6400 rpm,4100 rpm,,275 litros,,120 mm,,,82 cv,78 cv,6500 rpm,"10,6 kgfm","9,6 kgfm","2,17 m²","0,716 m²","0,33",,730 km,607 km,"16,6 km/l","13,8 km/l",,,,,,,,,,,,,,,,,,,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-lt-1-0-turbo-2023,onix-lt-1-0-turbo-2023,https://www.fichacompleta.com.br/carros/chevrolet/onix-lt-1-0-turbo-2023,2026-06-14T22:25:08.081675,Chevrolet Onix LT 1.0 Turbo 2023,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,999 cm³,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,2 kg/cv","63,4 kg/kgfm","116,1 cv/litro",,"10,5:1",,,"16,8 kgfm/litro","16,8 kgfm (A)",Hidráulicos,4,Embreagem monodisco a seco,Manual,F17-6 CR,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1065 kg,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,488 km,400 km,"11,1 km/l","9,1 km/l",5500 rpm,2000 rpm,,275 litros,,120 mm,,,116 cv,116 cv,6000 rpm,"16,8 kgfm","16,3 kgfm","2,17 m²","0,716 m²","0,33",,708 km,576 km,"16,1 km/l","13,1 km/l",,,,,,,,,,,,,,,,,,,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-lt-1-0-turbo-at-2023,onix-lt-1-0-turbo-at-2023,https://www.fichacompleta.com.br/carros/chevrolet/onix-lt-1-0-turbo-at-2023,2026-06-14T22:25:12.319077,Chevrolet Onix LT 1.0 Turbo AT 2023,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,47 kg/cv","65,4 kg/kgfm","116,1 cv/litro",,"10,5:1",5500 rpm,2000 rpm,"16,8 kgfm/litro",,Hidráulicos,4,Conversor de torque,Automático,GF6,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1098 kg,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,458 km,370 km,"10,4 km/l","8,4 km/l",,,,275 litros,,120 mm,,,116 cv,116 cv,6000 rpm,"16,8 kgfm","16,3 kgfm","2,17 m²","0,716 m²","0,33",,664 km,524 km,"15,1 km/l","11,9 km/l",,,,,,,,,,,,,,,,,333 cm³,999 cm³,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-ltz-1-0-turbo-2023,onix-ltz-1-0-turbo-2023,https://www.fichacompleta.com.br/carros/chevrolet/onix-ltz-1-0-turbo-2023,2026-06-14T22:25:15.190746,Chevrolet Onix LTZ 1.0 Turbo 2023,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,999 cm³,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,3 kg/cv","64,0 kg/kgfm","116,1 cv/litro",,"10,5:1",,,"16,8 kgfm/litro","16,8 kgfm (A)",Hidráulicos,4,Embreagem monodisco a seco,Manual,F17-6 CR,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1075 kg,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,488 km,400 km,"11,1 km/l","9,1 km/l",5500 rpm,2000 rpm,,275 litros,,107 mm,,,116 cv,116 cv,6000 rpm,"16,8 kgfm","16,3 kgfm","2,17 m²","0,716 m²","0,33",,708 km,576 km,"16,1 km/l","13,1 km/l",,,,,,,,,,,,,,,,,,,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-ltz-1-0-turbo-at-2023,onix-ltz-1-0-turbo-at-2023,https://www.fichacompleta.com.br/carros/chevrolet/onix-ltz-1-0-turbo-at-2023,2026-06-14T22:25:19.818958,Chevrolet Onix LTZ 1.0 Turbo AT 2023,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,999 cm³,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,5 kg/cv","65,6 kg/kgfm","116,1 cv/litro",,"10,5:1",,,"16,8 kgfm/litro","16,8 kgfm (A)",Hidráulicos,4,Conversor de torque,Automático,GF6,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1102 kg,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,458 km,370 km,"10,4 km/l","8,4 km/l",5500 rpm,2000 rpm,,275 litros,,107 mm,,,116 cv,116 cv,6000 rpm,"16,8 kgfm","16,3 kgfm","2,17 m²","0,716 m²","0,33",,664 km,524 km,"15,1 km/l","11,9 km/l",,,,,,,,,,,,,,,,,,,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-premier-1-0-turbo-at-2023,onix-premier-1-0-turbo-at-2023,https://www.fichacompleta.com.br/carros/chevrolet/onix-premier-1-0-turbo-at-2023,2026-06-14T22:25:24.597345,Chevrolet Onix Premier 1.0 Turbo AT 2023,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,6 kg/cv","66,3 kg/kgfm","116,1 cv/litro",,"10,5:1",,,"16,8 kgfm/litro","16,8 kgfm (A)",Hidráulicos,4,Conversor de torque,Automático,GF6,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,,2551 mm,1730 mm,,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,471 km,365 km,"10,7 km/l","8,3 km/l",5500 rpm,2000 rpm,,275 litros,,107 mm,,,,,6000 rpm,,,"2,17 m²","0,716 m²","0,33",,664 km,,"15,1 km/l",,,,,,,,,,,,,,,,,,,,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-premier-1-0-turbo-at-2023-flex,onix-premier-1-0-turbo-at-2023-flex,https://www.fichacompleta.com.br/carros/chevrolet/onix-premier-1-0-turbo-at-2023-flex,2026-06-14T22:25:29.124257,Chevrolet Onix Premier 1.0 Turbo AT 2023,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,59 kg/cv","66,3 kg/kgfm","116,1 cv/litro",,"10,5:1",5500 rpm,2000 rpm,"16,8 kgfm/litro",,Hidráulicos,4,Conversor de torque,Automático,GF6,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1113 kg,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,458 km,370 km,"10,4 km/l","8,4 km/l",,,,275 litros,,107 mm,,,116 cv,116 cv,6000 rpm,"16,8 kgfm","16,3 kgfm","2,17 m²","0,716 m²","0,33",,664 km,524 km,"15,1 km/l","11,9 km/l",,,,,,,,,,,,,,,,,333 cm³,999 cm³,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-rs-1-0-turbo-at-2023,onix-rs-1-0-turbo-at-2023,https://www.fichacompleta.com.br/carros/chevrolet/onix-rs-1-0-turbo-at-2023,2026-06-14T22:25:33.893812,Chevrolet Onix RS 1.0 Turbo AT 2023,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,999 cm³,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,4 kg/cv","64,6 kg/kgfm","116,1 cv/litro",,"10,5:1",,,"16,8 kgfm/litro","16,8 kgfm (A)",Hidráulicos,4,Conversor de torque,Automático,GF6,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1085 kg,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,431 km,361 km,"9,8 km/l","8,2 km/l",5500 rpm,2000 rpm,,275 litros,,107 mm,,,116 cv,116 cv,6000 rpm,"16,8 kgfm","16,3 kgfm","2,17 m²","0,716 m²","0,33",,616 km,519 km,14 km/l,"11,8 km/l",,,,,,,,,,,,,,,,,,,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-1-0-2024,onix-1-0-2024,https://www.fichacompleta.com.br/carros/chevrolet/onix-1-0-2024,2026-06-14T22:25:37.871837,Chevrolet Onix 1.0 2024,"13,3 s",167 km/h,Correia dentada,Injeção multiponto,Natural,,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"12,65 kg/cv","97,8 kg/kgfm","82,1 cv/litro",,"12,5:1",6400 rpm,4100 rpm,"10,6 kgfm/litro",,Hidráulicos,4,Embreagem monodisco a seco,Manual,F17-6 HR,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1037 kg,44 litros,Elétrica,"10,4 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,510 km,414 km,"11,6 km/l","9,4 km/l",,,,275 litros,,130 mm,,,a2 cv,78 cv,6500 rpm,"10,6 kgfm","9,6 kgfm","2,17 m²","0,716 m²","0,33",,730 km,585 km,"16,6 km/l","13,3 km/l",,,,,,,,,,,,,,,,,333 cm³,999 cm³,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-1-0-turbo-at-2024,onix-1-0-turbo-at-2024,https://www.fichacompleta.com.br/carros/chevrolet/onix-1-0-turbo-at-2024,2026-06-14T22:25:40.372902,Chevrolet Onix 1.0 Turbo AT 2024,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,35 kg/cv","64,6 kg/kgfm","116,1 cv/litro",,"10,5:1",5500 rpm,2000 rpm,"16,8 kgfm/litro",,Hidráulicos,4,Conversor de torque,Automático,GF6,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1085 kg,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,458 km,370 km,"10,4 km/l","8,4 km/l",,,,275 litros,,120 mm,,,116 cv,116 cv,6000 rpm,"16,8 kgfm","16,3 kgfm","2,17 m²","0,716 m²","0,33",,656 km,519 km,"14,9 km/l","11,8 km/l",,,,,,,,,,,,,,,,,333 cm³,999 cm³,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-lt-1-0-2024,onix-lt-1-0-2024,https://www.fichacompleta.com.br/carros/chevrolet/onix-lt-1-0-2024,2026-06-14T22:25:42.924224,Chevrolet Onix LT 1.0 2024,"13,3 s",167 km/h,Correia dentada,Injeção multiponto,Natural,,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"12,79 kg/cv","99,0 kg/kgfm","82,1 cv/litro",,"12,5:1",6400 rpm,4100 rpm,"10,6 kgfm/litro",,Hidráulicos,4,Embreagem monodisco a seco,Manual,F17-6 HR,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1049 kg,44 litros,Elétrica,"10,4 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,510 km,414 km,"11,6 km/l","9,4 km/l",,,,275 litros,,120 mm,,,a2 cv,78 cv,6500 rpm,"10,6 kgfm","9,6 kgfm","2,17 m²","0,716 m²","0,33",,730 km,585 km,"16,6 km/l","13,3 km/l",,,,,,,,,,,,,,,,,333 cm³,999 cm³,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-lt-1-0-turbo-2024,onix-lt-1-0-turbo-2024,https://www.fichacompleta.com.br/carros/chevrolet/onix-lt-1-0-turbo-2024,2026-06-14T22:25:45.774105,Chevrolet Onix LT 1.0 Turbo 2024,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,18 kg/cv","63,4 kg/kgfm","116,1 cv/litro",,"10,5:1",5500 rpm,2000 rpm,"16,8 kgfm/litro",,Hidráulicos,4,Embreagem monodisco a seco,Manual,F17-6 CR,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1065 kg,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,488 km,400 km,"11,1 km/l","9,1 km/l",,,,275 litros,,120 mm,,,116 cv,116 cv,6000 rpm,"16,8 kgfm","16,3 kgfm","2,17 m²","0,716 m²","0,33",,708 km,576 km,"16,1 km/l","13,1 km/l",,,,,,,,,,,,,,,,,333 cm³,999 cm³,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-lt-1-0-turbo-at-2024,onix-lt-1-0-turbo-at-2024,https://www.fichacompleta.com.br/carros/chevrolet/onix-lt-1-0-turbo-at-2024,2026-06-14T22:25:49.516243,Chevrolet Onix LT 1.0 Turbo AT 2024,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,47 kg/cv","65,4 kg/kgfm","116,1 cv/litro",,"10,5:1",5500 rpm,2000 rpm,"16,8 kgfm/litro",,Hidráulicos,4,Conversor de torque,Automático,GF6,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1098 kg,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,458 km,370 km,"10,4 km/l","8,4 km/l",,,,275 litros,,120 mm,,,116 cv,116 cv,6000 rpm,"16,8 kgfm","16,3 kgfm","2,17 m²","0,716 m²","0,33",,656 km,519 km,"14,9 km/l","11,8 km/l",,,,,,,,,,,,,,,,,333 cm³,999 cm³,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
chevrolet,Onix,onix,onix-ltz-1-0-turbo-at-2024,onix-ltz-1-0-turbo-at-2024,https://www.fichacompleta.com.br/carros/chevrolet/onix-ltz-1-0-turbo-at-2024,2026-06-14T22:25:52.440900,Chevrolet Onix LTZ 1.0 Turbo AT 2024,"10,1 s",187 km/h,Correia dentada,Injeção multiponto,Turbocompressor,,3 em linha,CSS Prime,Duplo no cabeçote,"77,49 mm",74 mm,Transversal,Dianteiro,"9,50 kg/cv","65,6 kg/kgfm","116,1 cv/litro",,"10,5:1",5500 rpm,2000 rpm,"16,8 kgfm/litro",,Hidráulicos,4,Conversor de torque,Automático,GF6,6,Dianteira,1476 mm,128 mm,1506 mm,1510 mm,,375 kg,4163 mm,2551 mm,1730 mm,1102 kg,44 litros,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,458 km,370 km,"10,4 km/l","8,4 km/l",,,,275 litros,,107 mm,,,116 cv,116 cv,6000 rpm,"16,8 kgfm","16,3 kgfm","2,17 m²","0,716 m²","0,33",,656 km,519 km,"14,9 km/l","11,8 km/l",,,,,,,,,,,,,,,,,333 cm³,999 cm³,115/70 R15,,,Admissão e escape,,,,,,,,,,,,,
