marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_especifico,geral__torque_maximo,geral__tuchos,geral__valvulas_por_cilindro,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__marchas,geral__tracao,geral__altura,geral__altura_minima_do_solo,geral__bitola_dianteira,geral__bitola_traseira,geral__cacamba,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__tanque_de_combustivel,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__dianteiros,geral__traseiros,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__quantidade_de_marchas,geral__portamalas,geral__diametro_minimo_de_giro,geral__altura_do_flanco,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__rotacao_maxima,geral__torque_maximo_a,geral__torque_maximo_g,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__potencia,geral__torque,geral__reboque_com_freio,geral__reboque_sem_freio,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rampa_maxima,geral__travessia_de_agua,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__cilindrada_unitaria,geral__deslocamento,geral__estepe,geral__autonomia,geral__capacidade_da_bateria,geral__variacao_do_comando,geral__viscosidade_do_oleo,geral__frenagem_1000_kmh,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__potencia_combinada,geral__torque_combinado,geral__angulo_central,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__inclinacao_lateral_max,geral__inclinacao_lateral_maxima
chevrolet,Agile,agile,agile-ltz-1-4-easytronic-2013,agile-ltz-1-4-easytronic-2013,https://www.fichacompleta.com.br/carros/chevrolet/agile-ltz-1-4-easytronic-2013,2026-06-14T20:51:55.704972,Chevrolet Agile LTZ 1.4 Easytronic 2013,"12,5 s",166 km/h,Correia dentada,Injeção multiponto,Natural,1389 cm³,4 em linha,GM Família I,Único no cabeçote,"73,4 mm","77,6 mm",Transversal,Dianteiro,"10,5 kg/cv","79,6 kg/kgfm","73,4 cv/litro",,"12,4:1",,,"9,7 kgfm/litro",,Hidráulicos,2,Embreagem monodisco a seco,Automatizado,F15-5 WR,5,Dianteira,1474 mm,160 mm,1435 mm,1435 mm,,425 kg,3996 mm,2543 mm,1683 mm,1075 kg,54 litros,Hidráulica,"10,65 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,432 km,351 km,8 km/l,"6,5 km/l",6000 rpm,3200 rpm,,327 litros,,111 mm,,,102 cv,97 cv,6300 rpm,"13,5 kgfm","13,2 kgfm","2,11 m²","0,783 m²","0,371",,621 km,508 km,"11,5 km/l","9,4 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Agile,agile,agile-effect-1-4-2014,agile-effect-1-4-2014,https://www.fichacompleta.com.br/carros/chevrolet/agile-effect-1-4-2014,2026-06-14T20:51:59.498664,Chevrolet Agile Effect 1.4 2014,"10,9 s",177 km/h,Correia dentada,Injeção multiponto,Natural,1389 cm³,4 em linha,GM Família I,Único no cabeçote,"73,4 mm","77,6 mm",Transversal,Dianteiro,"10,5 kg/cv","79,7 kg/kgfm","73,4 cv/litro",,"12,4:1",,,"9,7 kgfm/litro",,Hidráulicos,2,Embreagem monodisco a seco,Manual,F15-5 WR,5,Dianteira,1549 mm,145 mm,1437 mm,1438 mm,,379 kg,4063 mm,2543 mm,1683 mm,1076 kg,54 litros,Hidráulica,"10,65 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,432 km,351 km,8 km/l,"6,5 km/l",6000 rpm,3200 rpm,,327 litros,,107 mm,,,102 cv,97 cv,6300 rpm,"13,5 kgfm","13,2 kgfm","2,22 m²","0,844 m²","0,38",,621 km,508 km,"11,5 km/l","9,4 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Agile,agile,agile-effect-1-4-easytronic-2014,agile-effect-1-4-easytronic-2014,https://www.fichacompleta.com.br/carros/chevrolet/agile-effect-1-4-easytronic-2014,2026-06-14T20:52:02.128850,Chevrolet Agile Effect 1.4 Easytronic 2014,"11,4 s",177 km/h,,Injeção multiponto,Natural,1389 cm³,4 em linha,GM Família I,"Único no cabeçote, correia dentada","73,4 mm","77,6 mm",Transversal,Dianteiro,"10,6 kg/cv","80,2 kg/kgfm","73,4 cv/litro",102 cv (A) 97 cv (G) a 6000 rpm,"12,4:1",,,"9,7 kgfm/litro","13,5 kgfm (A) 13,2 kgfm (G) a 3200 rpm",Hidráulicos,2,Embreagem monodisco a seco,Automatizado,F15-5 WR,,Dianteira,1549 mm,145 mm,1437 mm,1438 mm,,386 kg,4063 mm,2543 mm,1683 mm,1083 kg,54 litros,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,432 km,351 km,8 km/l,"6,5 km/l",,,5,327 litros,"10,65 m",107 mm,,,,,6300 rpm,,,"2,22 m²","0,844 m²",,"0,38",621 km,508 km,"11,5 km/l","9,4 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Agile,agile,agile-ltz-1-4-2014,agile-ltz-1-4-2014,https://www.fichacompleta.com.br/carros/chevrolet/agile-ltz-1-4-2014,2026-06-14T20:52:06.322622,Chevrolet Agile LTZ 1.4 2014,"10,9 s",177 km/h,Correia dentada,Injeção multiponto,Natural,1389 cm³,4 em linha,GM Família I,Único no cabeçote,"73,4 mm","77,6 mm",Transversal,Dianteiro,"10,5 kg/cv","79,7 kg/kgfm","73,4 cv/litro",102 cv (A) 97 cv (G) a 6000 rpm,"12,4:1",,,"9,7 kgfm/litro","13,5 kgfm (A) 13,2 kgfm (G) a 3200 rpm",Hidráulicos,2,Embreagem monodisco a seco,Manual,F15-5 WR,5,Dianteira,1549 mm,145 mm,1437 mm,1438 mm,,379 kg,4063 mm,2543 mm,1683 mm,1076 kg,54 litros,Hidráulica,"10,65 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,432 km,351 km,8 km/l,"6,5 km/l",6000 rpm,3200 rpm,5,327 litros,"10,65 m",107 mm,,,102 cv,97 cv,6300 rpm,"13,5 kgfm","13,2 kgfm","2,22 m²","0,844 m²","0,38","0,38",621 km,508 km,"11,5 km/l","9,4 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Agile,agile,agile-ltz-1-4-easytronic-2014,agile-ltz-1-4-easytronic-2014,https://www.fichacompleta.com.br/carros/chevrolet/agile-ltz-1-4-easytronic-2014,2026-06-14T20:52:10.158774,Chevrolet Agile LTZ 1.4 Easytronic 2014,"11,4 s",177 km/h,,Injeção multiponto,Natural,1389 cm³,4 em linha,GM Família I,"Único no cabeçote, correia dentada","73,4 mm","77,6 mm",Transversal,Dianteiro,"10,6 kg/cv","80,2 kg/kgfm","73,4 cv/litro",102 cv (A) 97 cv (G) a 6000 rpm,"12,4:1",,,"9,7 kgfm/litro","13,5 kgfm (A) 13,2 kgfm (G) a 3200 rpm",Hidráulicos,2,Embreagem monodisco a seco,Automatizado,F15-5 WR,,Dianteira,1549 mm,145 mm,1437 mm,1438 mm,,386 kg,4063 mm,2543 mm,1683 mm,1083 kg,54 litros,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,432 km,351 km,8 km/l,"6,5 km/l",,,5,327 litros,"10,65 m",107 mm,,,,,6300 rpm,,,"2,22 m²","0,844 m²",,"0,38",621 km,508 km,"11,5 km/l","9,4 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-gls-2-0-mpfi-1995,astra-gls-2-0-mpfi-1995,https://www.fichacompleta.com.br/carros/chevrolet/astra-gls-2-0-mpfi-1995,2026-06-14T20:52:30.419567,Chevrolet Astra GLS 2.0 MPFi 1995,"10,4 s",193 km/h,Correia dentada,Injeção multiponto,Natural,1998 cm³,4 em linha,GM Família II,Único no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"9,8 kg/cv","65,7 kg/kgfm","58,1 cv/litro",116 cv,"9,2:1",,,"8,7 kgfm/litro","17,3 kgfm",Hidráulicos,2,Embreagem monodisco a seco,Manual,F17-5 CR,5,Dianteira,1420 mm,,,,,495 kg,4020 mm,2510 mm,1600 mm,1136 kg,52 litros,Hidráulica,"10,5 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,,,,,5200 rpm,2800 rpm,5,329 litros,"10,5 m",114 mm,,,,,,,,"1,93 m²","0,618 m²","0,32","0,32",733 km,546 km,"14,1 km/l","10,5 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-gl-1-8-1999,astra-gl-1-8-1999,https://www.fichacompleta.com.br/carros/chevrolet/astra-gl-1-8-1999,2026-06-14T20:52:34.139529,Chevrolet Astra GL 1.8 1999,"10,6 s",186 km/h,,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família II,"Único no cabeçote, correia dentada","79,5 mm","84,8 mm",Transversal,Dianteiro,"10,2 kg/cv","70,9 kg/kgfm","61,2 cv/litro",110 cv a 5400 rpm,"9,2:1",,,"8,8 kgfm/litro","15,8 kgfm a 2600 rpm",Hidráulicos,2,Embreagem monodisco a seco,Manual,F17-5 Plus WR,,Dianteira,1431 mm,,,,,,4111 mm,2614 mm,1709 mm,1120 kg,52 litros,Eletro-hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,,,,,,,5,370 litros,"10,8 m",120 mm,,,,,,,,"2,08 m²","0,624 m²",,"0,3",738 km,489 km,"14,2 km/l","9,4 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-gls-2-0-16v-1999,astra-gls-2-0-16v-1999,https://www.fichacompleta.com.br/carros/chevrolet/astra-gls-2-0-16v-1999,2026-06-14T20:52:37.734835,Chevrolet Astra GLS 2.0 16V 1999,"9,1 s",203 km/h,Correia dentada,Injeção multiponto,Natural,1998 cm³,4 em linha,GM Família II,Duplo no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"9,0 kg/cv","59,9 kg/kgfm","64,1 cv/litro",128 cv,"9,6:1",5400 rpm,4000 rpm,"9,6 kgfm/litro","19,2 kgfm",Hidráulicos,4,Embreagem monodisco a seco,Manual,F23,5,Dianteira,1431 mm,,1484 mm,1460 mm,,500 kg,4111 mm,2614 mm,1709 mm,1150 kg,52 litros,Eletro-hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Disco sólido,,,,,,,,370 litros,,117 mm,,,,,6300 rpm,,,"2,08 m²","0,624 m²","0,3",,608 km,359 km,"11,7 km/l","6,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-gls-2-0-8v-1999,astra-gls-2-0-8v-1999,https://www.fichacompleta.com.br/carros/chevrolet/astra-gls-2-0-8v-1999,2026-06-14T20:52:40.562432,Chevrolet Astra GLS 2.0 8V 1999,"11,7 s",188 km/h,Correia dentada,Injeção multiponto,Natural,1998 cm³,4 em linha,GM Família II,Único no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"10,6 kg/cv","68,7 kg/kgfm","56,1 cv/litro",112 cv,"9,2:1",,,"8,7 kgfm/litro","17,3 kgfm",Hidráulicos,2,Embreagem monodisco a seco,Manual,F17-5 CR,5,Dianteira,1431 mm,,1484 mm,1460 mm,,,4111 mm,2614 mm,1709 mm,1188 kg,52 litros,Eletro-hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,,,,,5200 rpm,2400 rpm,5,370 litros,"10,8 m",120 mm,,,,,,,,"2,08 m²","0,624 m²","0,3","0,3",655 km,447 km,"12,6 km/l","8,6 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-gl-1-8-2000,astra-gl-1-8-2000,https://www.fichacompleta.com.br/carros/chevrolet/astra-gl-1-8-2000,2026-06-14T20:52:44.116279,Chevrolet Astra GL 1.8 2000,"10,6 s",186 km/h,Correia dentada,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família II,Único no cabeçote,"79,5 mm","84,8 mm",Transversal,Dianteiro,"10,2 kg/cv","70,9 kg/kgfm","61,2 cv/litro",110 cv,"9,2:1",,,"8,8 kgfm/litro","15,8 kgfm",Hidráulicos,2,Embreagem monodisco a seco,Manual,F17-5 CR,5,Dianteira,1431 mm,,,,,,4111 mm,2614 mm,1709 mm,1120 kg,52 litros,Eletro-hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,,,,,5400 rpm,2600 rpm,5,370 litros,"10,8 m",120 mm,,,,,,,,"2,08 m²","0,624 m²","0,3","0,3",738 km,489 km,"14,2 km/l","9,4 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-gls-2-0-16v-2000,astra-gls-2-0-16v-2000,https://www.fichacompleta.com.br/carros/chevrolet/astra-gls-2-0-16v-2000,2026-06-14T20:52:48.361928,Chevrolet Astra GLS 2.0 16V 2000,"9,1 s",203 km/h,,Injeção multiponto,Natural,1998 cm³,4 em linha,GM Família II,"Duplo no cabeçote, correia dentada",86 mm,86 mm,Transversal,Dianteiro,"9,0 kg/cv","59,9 kg/kgfm","64,1 cv/litro",128 cv a 5400 rpm,"9,6:1",,,"9,6 kgfm/litro","19,2 kgfm a 4000 rpm",Hidráulicos,4,Embreagem monodisco a seco,Manual,F17-5 Plus WR,,Dianteira,1431 mm,,1484 mm,1460 mm,,500 kg,4111 mm,2614 mm,1709 mm,1150 kg,52 litros,Eletro-hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Disco sólido,,,,,,,5,370 litros,"10,8 m",117 mm,,,,,6300 rpm,,,"2,08 m²","0,624 m²",,"0,3",608 km,359 km,"11,7 km/l","6,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-gls-2-0-8v-2000,astra-gls-2-0-8v-2000,https://www.fichacompleta.com.br/carros/chevrolet/astra-gls-2-0-8v-2000,2026-06-14T20:52:51.899281,Chevrolet Astra GLS 2.0 8V 2000,"11,7 s",188 km/h,Correia dentada,Injeção multiponto,Natural,1998 cm³,4 em linha,GM Família II,Único no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"10,6 kg/cv","68,7 kg/kgfm","56,1 cv/litro",112 cv,"9,2:1",5200 rpm,2400 rpm,"8,7 kgfm/litro","17,3 kgfm",Hidráulicos,2,Embreagem monodisco a seco,Manual,F17-5 CR,5,Dianteira,1431 mm,,1484 mm,1460 mm,,,4111 mm,2614 mm,1709 mm,1188 kg,52 litros,Eletro-hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,,,,,,,,370 litros,,120 mm,,,,,,,,"2,08 m²","0,624 m²","0,3",,655 km,447 km,"12,6 km/l","8,6 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-sport-2-0-2000,astra-sport-2-0-2000,https://www.fichacompleta.com.br/carros/chevrolet/astra-sport-2-0-2000,2026-06-14T20:52:54.522200,Chevrolet Astra Sport 2.0 2000,"10,6 s",192 km/h,Correia dentada,Injeção multiponto,Natural,1998 cm³,4 em linha,GM Família II,Único no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"10,4 kg/cv","67,6 kg/kgfm","56,1 cv/litro",112 cv,"9,2:1",5200 rpm,2400 rpm,"8,7 kgfm/litro","17,3 kgfm",Hidráulicos,2,Embreagem monodisco a seco,Manual,F17-5 CR,5,Dianteira,1431 mm,,1484 mm,1460 mm,,,4177 mm,2614 mm,1709 mm,1170 kg,52 litros,Eletro-hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Disco sólido,,,,,,,,370 litros,,117 mm,,,,,,,,"2,08 m²","0,624 m²","0,3",,520 km,374 km,10 km/l,"7,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-gl-1-8-2001,astra-gl-1-8-2001,https://www.fichacompleta.com.br/carros/chevrolet/astra-gl-1-8-2001,2026-06-14T20:52:59.230561,Chevrolet Astra GL 1.8 2001,"10,6 s",186 km/h,,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família II,"Único no cabeçote, correia dentada","79,5 mm","84,8 mm",Transversal,Dianteiro,"10,2 kg/cv","70,9 kg/kgfm","61,2 cv/litro",110 cv a 5400 rpm,"9,2:1",,,"8,8 kgfm/litro","15,8 kgfm a 2600 rpm",Hidráulicos,2,Embreagem monodisco a seco,Manual,F17-5 Plus WR,,Dianteira,1431 mm,,,,,,4111 mm,2614 mm,1709 mm,1120 kg,52 litros,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,,,,,,,5,370 litros,"10,8 m",120 mm,,,,,,,,"2,08 m²","0,624 m²",,"0,3",738 km,489 km,"14,2 km/l","9,4 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-gls-2-0-16v-2001,astra-gls-2-0-16v-2001,https://www.fichacompleta.com.br/carros/chevrolet/astra-gls-2-0-16v-2001,2026-06-14T20:53:02.781859,Chevrolet Astra GLS 2.0 16V 2001,"9,1 s",203 km/h,Correia dentada,Injeção multiponto,Natural,1998 cm³,4 em linha,GM Família II,Duplo no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"8,5 kg/cv","59,9 kg/kgfm","68,1 cv/litro",136 cv,"9,6:1",5400 rpm,4000 rpm,"9,6 kgfm/litro","19,2 kgfm",Hidráulicos,4,Embreagem monodisco a seco,Manual,F23,5,Dianteira,1431 mm,,1484 mm,1460 mm,,500 kg,4111 mm,2614 mm,1709 mm,1150 kg,52 litros,Hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Disco sólido,,,,,,,,370 litros,,117 mm,,,,,6300 rpm,,,"2,08 m²","0,624 m²","0,3",,608 km,359 km,"11,7 km/l","6,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-gls-2-0-8v-2001,astra-gls-2-0-8v-2001,https://www.fichacompleta.com.br/carros/chevrolet/astra-gls-2-0-8v-2001,2026-06-14T20:53:07.249685,Chevrolet Astra GLS 2.0 8V 2001,"11,7 s",188 km/h,Correia dentada,Injeção multiponto,Natural,1998 cm³,4 em linha,GM Família II,Único no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"10,6 kg/cv","68,7 kg/kgfm","56,1 cv/litro",,"9,2:1",,,"8,7 kgfm/litro",,Hidráulicos,2,Embreagem monodisco a seco,Manual,F17-5 CR,5,Dianteira,1431 mm,,1484 mm,1460 mm,,,4111 mm,2614 mm,1709 mm,1188 kg,52 litros,Eletro-hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,,,,,5200 rpm,2400 rpm,,370 litros,,120 mm,,,,,,,,"2,08 m²","0,624 m²","0,3",,655 km,447 km,"12,6 km/l","8,6 km/l",112 cv,"17,3 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-sport-2-0-2001,astra-sport-2-0-2001,https://www.fichacompleta.com.br/carros/chevrolet/astra-sport-2-0-2001,2026-06-14T20:53:11.202337,Chevrolet Astra Sport 2.0 2001,"10,6 s",192 km/h,,Injeção multiponto,Natural,1998 cm³,4 em linha,GM Família II,"Único no cabeçote, correia dentada",86 mm,86 mm,Transversal,Dianteiro,"10,4 kg/cv","67,6 kg/kgfm","56,1 cv/litro",112 cv a 5200 rpm,"9,2:1",,,"8,7 kgfm/litro","17,3 kgfm a 2400 rpm",Hidráulicos,2,Embreagem monodisco a seco,Manual,F17-5 Plus WR,,Dianteira,1431 mm,,1484 mm,1460 mm,,,4177 mm,2614 mm,1709 mm,1170 kg,52 litros,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Disco sólido,,,,,,,5,370 litros,"10,8 m",117 mm,,,,,,,,"2,08 m²","0,624 m²",,"0,3",520 km,374 km,10 km/l,"7,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-2-0-8v-2002,astra-2-0-8v-2002,https://www.fichacompleta.com.br/carros/chevrolet/astra-2-0-8v-2002,2026-06-14T20:53:15.761196,Chevrolet Astra 2.0 8V 2002,"11,7 s",192 km/h,,Injeção multiponto,Natural,1998 cm³,4 em linha,GM Família II,"Único no cabeçote, correia dentada",,,Transversal,Dianteiro,"10,2 kg/cv","68,7 kg/kgfm","58,1 cv/litro",116 cv a 5200 rpm,"9,8:1",,,"8,7 kgfm/litro","17,3 kgfm a 2400 rpm",Hidráulicos,2,Embreagem monodisco a seco,Manual,F17-5 Plus WR,,Dianteira,1431 mm,,1484 mm,1460 mm,,,4111 mm,2614 mm,1709 mm,1188 kg,52 litros,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,185/65 R14,Tambor,,,,,,,5,370 litros,"10,8 m",120 mm,86 mm,86 mm,,,,,,"2,08 m²",,,"0,3",655 km,447 km,"12,6 km/l","8,6 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-cd-2-0-8v-2002,astra-cd-2-0-8v-2002,https://www.fichacompleta.com.br/carros/chevrolet/astra-cd-2-0-8v-2002,2026-06-14T20:53:18.682086,Chevrolet Astra CD 2.0 8V 2002,"11,7 s",192 km/h,,Injeção multiponto,Natural,1998 cm³,4 em linha,GM Família II,"Único no cabeçote, correia dentada",,,Transversal,Dianteiro,"10,2 kg/cv","68,7 kg/kgfm","58,1 cv/litro",116 cv a 5200 rpm,"9,8:1",,,"8,7 kgfm/litro","17,3 kgfm a 2400 rpm",Hidráulicos,2,Embreagem monodisco a seco,Manual,F17-5 Plus WR,,Dianteira,1431 mm,,1484 mm,1460 mm,,,4111 mm,2614 mm,1709 mm,1188 kg,52 litros,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,,,,,,,5,370 litros,"10,8 m",120 mm,86 mm,86 mm,,,,,,"2,08 m²","0,624 m²",,"0,3",655 km,447 km,"12,6 km/l","8,6 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-cd-2-0-at-2002,astra-cd-2-0-at-2002,https://www.fichacompleta.com.br/carros/chevrolet/astra-cd-2-0-at-2002,2026-06-14T20:53:21.747838,Chevrolet Astra CD 2.0 AT 2002,"11,8 s",181 km/h,,Injeção multiponto,Natural,1998 cm³,4 em linha,GM Família II,"Único no cabeçote, correia dentada",86 mm,86 mm,Transversal,Dianteiro,"9,7 kg/cv","64,7 kg/kgfm","58,1 cv/litro",116 cv a 5200 rpm,"9,8:1",,,"8,7 kgfm/litro","17,3 kgfm a 2400 rpm",Hidráulicos,2,Conversor de torque,Automático,AF-20,,Dianteira,1431 mm,,1484 mm,1460 mm,,500 kg,4119 mm,2614 mm,1709 mm,1120 kg,52 litros,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,,,,,,,4,370 litros,"10,8 m",117 mm,,,,,,,,"2,08 m²","0,624 m²",,"0,3",676 km,468 km,13 km/l,9 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-sport-2-0-2002,astra-sport-2-0-2002,https://www.fichacompleta.com.br/carros/chevrolet/astra-sport-2-0-2002,2026-06-14T20:53:24.325338,Chevrolet Astra Sport 2.0 2002,"10,6 s",192 km/h,Correia dentada,Injeção multiponto,Natural,1998 cm³,4 em linha,GM Família II,Único no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"10,1 kg/cv","67,6 kg/kgfm","58,1 cv/litro",116 cv,"9,8:1",,,"8,7 kgfm/litro","17,3 kgfm",Hidráulicos,2,Embreagem monodisco a seco,Manual,F17-5 CR,5,Dianteira,1431 mm,,1484 mm,1460 mm,,,4177 mm,2614 mm,1709 mm,1170 kg,52 litros,Hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Disco sólido,,,,,5200 rpm,2400 rpm,5,370 litros,"10,8 m",113 mm,,,,,,,,"2,08 m²","0,624 m²","0,3","0,3",520 km,374 km,10 km/l,"7,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet,Astra,astra,astra-sunny-2-0-8v-2002,astra-sunny-2-0-8v-2002,https://www.fichacompleta.com.br/carros/chevrolet/astra-sunny-2-0-8v-2002,2026-06-14T20:53:28.308250,Chevrolet Astra Sunny 2.0 8V 2002,"11,7 s",192 km/h,,Injeção multiponto,Natural,1998 cm³,4 em linha,GM Família II,"Único no cabeçote, correia dentada",86 mm,86 mm,Transversal,Dianteiro,"10,2 kg/cv","68,7 kg/kgfm","58,1 cv/litro",116 cv a 5200 rpm,"9,8:1",,,"8,7 kgfm/litro","17,3 kgfm a 2400 rpm",Hidráulicos,2,Embreagem monodisco a seco,Manual,F17-5 Plus WR,,Dianteira,1431 mm,,1484 mm,1460 mm,,,4111 mm,2614 mm,1709 mm,1188 kg,52 litros,Hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,,,,,,,5,370 litros,"10,8 m",120 mm,,,,,,,,"2,08 m²","0,624 m²",,"0,3",655 km,447 km,"12,6 km/l","8,6 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
