marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__acoplamento,geral__cambio,geral__marchas,geral__quantidade_de_marchas,geral__tracao,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__assistencia,geral__diametro_de_giro,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__altura_minima_do_solo,geral__regime_potencia_max,geral__regime_torque_max,geral__potencia,geral__torque,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__variacao_do_comando,geral__reboque_com_freio,geral__reboque_sem_freio,geral__coeficiente_de_arrasto_cx,geral__cilindrada_unitaria,geral__deslocamento,geral__estepe,geral__rotacao_maxima,geral__capacidade_da_bateria,geral__potencia_combinada,geral__torque_combinado,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__angulo_de_entrada,geral__angulo_de_saida,geral__pesopotencia_sistema,geral__tuchos,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__viscosidade_do_oleo,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__frenagem_1000_kmh,geral__portamalas_5_lugares,geral__portamalas_6_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_6_lugares,geral__codigo_do_cambio,geral__angulo_central
honda,Civic,civic,civic-touring-1-5-turbo-at-2019,civic-touring-1-5-turbo-at-2019,https://www.fichacompleta.com.br/carros/honda/civic-touring-1-5-turbo-at-2019,2026-06-14T17:44:06.703267,Honda Civic Touring 1.5 Turbo AT 2019,"8,6 s",208 km/h,,Injeção direta,Turbocompressor,1498 cm³,4 em linha,L15B7,"Duplo no cabeçote, corrente","89,5 mm",73 mm,Transversal,Dianteiro,"7,7 kg/cv","59,2 kg/kgfm","115,5 cv/litro",173 cv a 5500 rpm,"10,6:1",,,"15,0 kgfm/litro","22,4 kgfm a 1700 rpm",4,Conversor de torque,CVT,,7,Dianteira,1433 mm,1543 mm,1557 mm,409 kg,4637 mm,2700 mm,1799 mm,1326 kg,519 litros,56 litros,108 mm,Disco ventilado,Disco sólido,,,,Elétrica,,"11,2 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",806 km,661 km,"14,4 km/l","11,8 km/l",,,,,,,,Admissão e escape,,,,,,125/80 R16,6500 rpm,,,,,,,,,,,Mecânicos,,,,,,,,,,,,,,,,,,,,
honda,Civic,civic,civic-ex-2-0-at-2020,civic-ex-2-0-at-2020,https://www.fichacompleta.com.br/carros/honda/civic-ex-2-0-at-2020,2026-06-14T17:44:10.642506,Honda Civic EX 2.0 AT 2020,"10,9 s",195 km/h,Corrente,Injeção multiponto,Natural,1997 cm³,4 em linha,R20Z1,Único no cabeçote,"96,9 mm",81 mm,Transversal,Dianteiro,"8,3 kg/cv","66,2 kg/kgfm","77,6 cv/litro",,11:1,,,"9,8 kgfm/litro",,4,Conversor de torque,CVT,7,,Dianteira,1433 mm,1543 mm,1557 mm,410 kg,4641 mm,2700 mm,1799 mm,1290 kg,519 litros,56 litros,108 mm,Disco ventilado,Disco sólido,,,,Elétrica,"11,2 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",728 km,588 km,13 km/l,"10,5 km/l",,6300 rpm,4800 rpm,,,,,Admissão,,,,,,125/80 R16,6800 rpm,,,,,,,,,,,Mecânicos,498 km,403 km,"8,9 km/l","7,2 km/l",155 cv,150 cv,"19,5 kgfm","19,3 kgfm",,,,,,,,,,,,
honda,Civic,civic,civic-exl-2-0-at-2020,civic-exl-2-0-at-2020,https://www.fichacompleta.com.br/carros/honda/civic-exl-2-0-at-2020,2026-06-14T17:44:14.361952,Honda Civic EXL 2.0 AT 2020,"10,9 s",195 km/h,Corrente,Injeção multiponto,Natural,1997 cm³,4 em linha,R20Z1,Único no cabeçote,"96,9 mm",81 mm,Transversal,Dianteiro,"8,3 kg/cv","66,2 kg/kgfm","77,6 cv/litro",,11:1,,,"9,8 kgfm/litro",,4,Conversor de torque,CVT,7,,Dianteira,1433 mm,1543 mm,1557 mm,409 kg,4641 mm,2700 mm,1799 mm,1291 kg,519 litros,56 litros,108 mm,Disco ventilado,Disco sólido,,,,Elétrica,"11,2 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",728 km,588 km,13 km/l,"10,5 km/l",,6300 rpm,4800 rpm,,,,,Admissão,,,,,,125/80 R16,6800 rpm,,,,,,,,,,,Mecânicos,498 km,403 km,"8,9 km/l","7,2 km/l",155 cv,150 cv,"19,5 kgfm","19,3 kgfm",,,,,,,,,,,,
honda,Civic,civic,civic-lx-2-0-at-2020,civic-lx-2-0-at-2020,https://www.fichacompleta.com.br/carros/honda/civic-lx-2-0-at-2020,2026-06-14T17:44:17.584813,Honda Civic LX 2.0 AT 2020,"10,9 s",195 km/h,Corrente,Injeção multiponto,Natural,1997 cm³,4 em linha,R20Z1,Único no cabeçote,"96,9 mm",81 mm,Transversal,Dianteiro,"8,3 kg/cv","65,9 kg/kgfm","77,6 cv/litro",,11:1,,,"9,8 kgfm/litro",,4,Conversor de torque,CVT,7,,Dianteira,1433 mm,1543 mm,1557 mm,415 kg,4641 mm,2700 mm,1799 mm,1285 kg,525 litros,56 litros,108 mm,Disco ventilado,Disco sólido,,,,Elétrica,"11,2 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",728 km,588 km,13 km/l,"10,5 km/l",,6300 rpm,4800 rpm,,,,,Admissão,,,,,,125/80 R16,6800 rpm,,,,,,,,,,,Mecânicos,498 km,403 km,"8,9 km/l","7,2 km/l",155 cv,150 cv,"19,5 kgfm","19,3 kgfm",,,,,,,,,,,,
honda,Civic,civic,civic-sport-2-0-at-2020,civic-sport-2-0-at-2020,https://www.fichacompleta.com.br/carros/honda/civic-sport-2-0-at-2020,2026-06-14T17:44:21.683566,Honda Civic Sport 2.0 AT 2020,"10,9 s",195 km/h,Corrente,Injeção multiponto,Natural,1997 cm³,4 em linha,R20Z1,Único no cabeçote,"96,9 mm",81 mm,Transversal,Dianteiro,"8,3 kg/cv","65,9 kg/kgfm","77,6 cv/litro",,11:1,,,"9,8 kgfm/litro",,4,Conversor de torque,CVT,7,,Dianteira,1433 mm,1543 mm,1557 mm,415 kg,4641 mm,2700 mm,1799 mm,1285 kg,525 litros,56 litros,108 mm,Disco ventilado,Disco sólido,,,,Elétrica,"11,2 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",728 km,588 km,13 km/l,"10,5 km/l",,6300 rpm,4800 rpm,,,,,Admissão,,,,,,125/80 R16,6800 rpm,,,,,,,,,,,Mecânicos,498 km,403 km,"8,9 km/l","7,2 km/l",155 cv,150 cv,"19,5 kgfm","19,3 kgfm",,,,,,,,,,,,
honda,Civic,civic,civic-touring-1-5-turbo-at-2020,civic-touring-1-5-turbo-at-2020,https://www.fichacompleta.com.br/carros/honda/civic-touring-1-5-turbo-at-2020,2026-06-14T17:44:26.217379,Honda Civic Touring 1.5 Turbo AT 2020,"8,6 s",208 km/h,Corrente,Injeção direta,Turbocompressor,1498 cm³,4 em linha,L15B7,Duplo no cabeçote,"89,5 mm",73 mm,Transversal,Dianteiro,"7,7 kg/cv","59,3 kg/kgfm","115,5 cv/litro",173 cv,"10,6:1",,,"15,0 kgfm/litro","22,4 kgfm",4,Conversor de torque,CVT,7,,Dianteira,1433 mm,1543 mm,1557 mm,406 kg,4641 mm,2700 mm,1799 mm,1329 kg,517 litros,56 litros,108 mm,Disco ventilado,Disco sólido,,,,Elétrica,"11,2 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",806 km,661 km,"14,4 km/l","11,8 km/l",,5500 rpm,1700 rpm,,,,,Admissão e escape,,,,,,125/80 R16,6500 rpm,,,,,,,,,,,Mecânicos,,,,,,,,,,,,,,,,,,,,
honda,Civic,civic,civic-ex-2-0-at-2021,civic-ex-2-0-at-2021,https://www.fichacompleta.com.br/carros/honda/civic-ex-2-0-at-2021,2026-06-14T17:44:29.610389,Honda Civic EX 2.0 AT 2021,"10,9 s",195 km/h,Corrente,Injeção multiponto,Natural,1997 cm³,4 em linha,R20Z1,Único no cabeçote,"96,9 mm",81 mm,Transversal,Dianteiro,"8,3 kg/cv","66,2 kg/kgfm","77,6 cv/litro",,11:1,6300 rpm,4800 rpm,"9,8 kgfm/litro",,4,Conversor de torque,CVT,7,,Dianteira,1433 mm,1543 mm,1557 mm,410 kg,4641 mm,2700 mm,1799 mm,1290 kg,519 litros,56 litros,108 mm,Disco ventilado,Disco sólido,,,,Elétrica,"11,2 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",728 km,588 km,13 km/l,"10,5 km/l",,,,,,,,Admissão,,,,,,125/80 R16,6800 rpm,,,,,,,,,,,Mecânicos,498 km,403 km,"8,9 km/l","7,2 km/l",,,,,,155 cv,150 cv,"19,5 kgfm","19,3 kgfm",,,,,,,
honda,Civic,civic,civic-exl-2-0-at-2021,civic-exl-2-0-at-2021,https://www.fichacompleta.com.br/carros/honda/civic-exl-2-0-at-2021,2026-06-14T17:44:34.378220,Honda Civic EXL 2.0 AT 2021,"10,9 s",195 km/h,Corrente,Injeção multiponto,Natural,1997 cm³,4 em linha,R20Z1,Único no cabeçote,"96,9 mm",81 mm,Transversal,Dianteiro,"8,3 kg/cv","66,2 kg/kgfm","77,6 cv/litro",,11:1,,,"9,8 kgfm/litro",,4,Conversor de torque,CVT,7,,Dianteira,1433 mm,1543 mm,1557 mm,409 kg,4641 mm,2700 mm,1799 mm,1291 kg,519 litros,56 litros,108 mm,Disco ventilado,Disco sólido,,,,Elétrica,"11,2 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",728 km,588 km,13 km/l,"10,5 km/l",,6300 rpm,4800 rpm,,,,,Admissão,,,,,,125/80 R16,6800 rpm,,,,,,,,,,,Mecânicos,498 km,403 km,"8,9 km/l","7,2 km/l",155 cv,150 cv,"19,5 kgfm","19,3 kgfm",,,,,,,,,,,,
honda,Civic,civic,civic-lx-2-0-at-2021,civic-lx-2-0-at-2021,https://www.fichacompleta.com.br/carros/honda/civic-lx-2-0-at-2021,2026-06-14T17:44:37.460205,Honda Civic LX 2.0 AT 2021,"10,9 s",195 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,R20Z1,"Único no cabeçote, corrente",,,Transversal,Dianteiro,"8,3 kg/cv","65,9 kg/kgfm","77,6 cv/litro",155 cv (A) 150 cv (G) a 6300 rpm,11:1,,,"9,8 kgfm/litro","19,5 kgfm (A) 19,3 kgfm (G) a 4800 rpm",4,,CVT,,7,Dianteira,1433 mm,1543 mm,1557 mm,415 kg,4641 mm,2700 mm,1799 mm,1285 kg,525 litros,56 litros,108 mm,215/50 R17,Disco sólido,,,,Elétrica,,"11,2 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",728 km,588 km,13 km/l,"10,5 km/l",,,,,,"96,9 mm",81 mm,Admissão,,,,,,,,,,,,,,,,,,Mecânicos,498 km,403 km,"8,9 km/l","7,2 km/l",,,,,,,,,,,,,,,,
honda,Civic,civic,civic-sport-2-0-at-2021,civic-sport-2-0-at-2021,https://www.fichacompleta.com.br/carros/honda/civic-sport-2-0-at-2021,2026-06-14T17:44:41.195721,Honda Civic Sport 2.0 AT 2021,"10,9 s",195 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,R20Z1,"Único no cabeçote, corrente",,,Transversal,Dianteiro,"8,3 kg/cv","65,9 kg/kgfm","77,6 cv/litro",155 cv (A) 150 cv (G) a 6300 rpm,11:1,,,"9,8 kgfm/litro","19,5 kgfm (A) 19,3 kgfm (G) a 4800 rpm",4,Conversor de torque,CVT,,7,Dianteira,1433 mm,1543 mm,1557 mm,415 kg,4641 mm,2700 mm,1799 mm,1285 kg,525 litros,56 litros,108 mm,Disco ventilado,Disco sólido,,,,Elétrica,,"11,2 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",728 km,588 km,13 km/l,"10,5 km/l",,,,,,"96,9 mm",81 mm,Admissão,,,,,,125/80 R16,6800 rpm,,,,,,,,,,,Mecânicos,498 km,403 km,"8,9 km/l","7,2 km/l",,,,,,,,,,,,,,,,
honda,Civic,civic,civic-touring-1-5-turbo-at-2021,civic-touring-1-5-turbo-at-2021,https://www.fichacompleta.com.br/carros/honda/civic-touring-1-5-turbo-at-2021,2026-06-14T17:44:43.728240,Honda Civic Touring 1.5 Turbo AT 2021,"8,6 s",208 km/h,,Injeção direta,Turbocompressor,1498 cm³,4 em linha,L15B7,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"7,7 kg/cv","59,3 kg/kgfm","115,5 cv/litro",173 cv a 5500 rpm,"10,6:1",,,"15,0 kgfm/litro","22,4 kgfm a 1700 rpm",4,Conversor de torque,CVT,,7,Dianteira,1433 mm,1543 mm,1557 mm,406 kg,4641 mm,2700 mm,1799 mm,1329 kg,517 litros,56 litros,108 mm,Disco ventilado,Disco sólido,,,,Elétrica,,"11,2 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",806 km,661 km,"14,4 km/l","11,8 km/l",,,,,,"89,5 mm",73 mm,Admissão e escape,,,,,,125/80 R16,6500 rpm,,,,,,,,,,,Mecânicos,,,,,,,,,,,,,,,,,,,,
honda,Civic,civic,civic-hybrid-2-0-2023,civic-hybrid-2-0-2023,https://www.fichacompleta.com.br/carros/honda/civic-hybrid-2-0-2023,2026-06-14T17:44:48.334709,Honda Civic Hybrid 2.0 2023,"7,8 s",180 km/h,Corrente,Injeção direta,Natural,,4 em linha,LFB1,Duplo no cabeçote,"96,7 mm",81 mm,Transversal,Dianteiro,"10,13 kg/cv","75,9 kg/kgfm","71,8 cv/litro",143 cv,"13,9:1",,,"9,6 kgfm/litro","19,1 kgfm",4,Embreagem multidisco,CVT,1,,Dianteira,1432 mm,1543 mm,1569 mm,431 kg,4679 mm,2735 mm,1802 mm,1449 kg,495 litros,40 litros,108 mm,Disco ventilado,Disco sólido,,,,Elétrica,"11,2 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",636 km,732 km,"15,9 km/l","18,3 km/l",154 mm,6000 rpm,4500 rpm,184 cv,"32,1 kgfm",,,Admissão e escape,,,,498 cm³,1993 cm³,125/80 R16,,"1,05 kWh",,,,,,,15 graus,19 graus,,,,,,,,,,,,,,,,,,,,,,
honda,Civic,civic,civic-hybrid-2-0-2024,civic-hybrid-2-0-2024,https://www.fichacompleta.com.br/carros/honda/civic-hybrid-2-0-2024,2026-06-14T17:44:51.470538,Honda Civic Hybrid 2.0 2024,"7,8 s",180 km/h,Corrente,Injeção direta,Natural,,4 em linha,LFB1,Duplo no cabeçote,"96,7 mm",81 mm,Transversal,Dianteiro,"10,13 kg/cv","75,9 kg/kgfm","71,8 cv/litro",143 cv,"13,9:1",,,"9,6 kgfm/litro","19,1 kgfm",4,Embreagem multidisco,CVT,1,,Dianteira,1432 mm,1543 mm,1569 mm,431 kg,4679 mm,2735 mm,1802 mm,1449 kg,495 litros,40 litros,108 mm,Disco ventilado,Disco sólido,,,,Elétrica,"11,2 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",636 km,732 km,"15,9 km/l","18,3 km/l",154 mm,6000 rpm,4500 rpm,184 cv,"32,1 kgfm",,,Admissão e escape,,,,498 cm³,1993 cm³,125/80 R16,,"1,05 kWh",,,,,,,15 graus,19 graus,,,,,,,,,,,,,,,,,,,,,,
honda,Civic,civic,civic-hybrid-2-0-2025,civic-hybrid-2-0-2025,https://www.fichacompleta.com.br/carros/honda/civic-hybrid-2-0-2025,2026-06-14T17:44:56.307202,Honda Civic Hybrid 2.0 2025,"7,8 s",180 km/h,Corrente,Injeção direta,Natural,,4 em linha,LFB1,Duplo no cabeçote,"96,7 mm",81 mm,Transversal,Dianteiro,"10,13 kg/cv","45,14 kg/kgfm","71,8 cv/litro",143 cv,"13,9:1",,,"9,6 kgfm/litro","19,1 kgfm",4,Embreagem multidisco,Automático,1,,Dianteira,1432 mm,1543 mm,1569 mm,431 kg,4679 mm,2735 mm,1802 mm,1449 kg,495 litros,40 litros,108 mm,Disco ventilado,Disco sólido,,,,Elétrica,"11,2 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",636 km,736 km,"15,9 km/l","18,4 km/l",154 mm,6000 rpm,4500 rpm,184 cv,"32,1 kgfm",,,Admissão e escape,,,,498 cm³,1993 cm³,125/80 R16,,"1,05 kWh",203 cv,,,,,,15 graus,19 graus,"7,14 kg/cv",,,,,,,,,,,,,,,,,,,,,
honda,Civic Coupe,civic-coupe,civic-coupe-ex-1-6-1994,civic-coupe-ex-1-6-1994,https://www.fichacompleta.com.br/carros/honda/civic-coupe-ex-1-6-1994,2026-06-14T17:45:13.626092,Honda Civic Coupe EX 1.6 1994,"9,9 s",195 km/h,,Injeção multiponto,Natural,1590 cm³,4 em linha,D16Z6,"Único no cabeçote, correia dentada",90 mm,75 mm,Transversal,Dianteiro,"8,3 kg/cv","71,0 kg/kgfm","78,6 cv/litro",125 cv a 6500 rpm,"9,2:1",,,"9,2 kgfm/litro","14,6 kgfm a 5200 rpm",4,Embreagem monodisco a seco,Manual,,5,Dianteira,1340 mm,1475 mm,1470 mm,,4400 mm,2620 mm,1695 mm,1037 kg,365 litros,45 litros,111 mm,Disco ventilado,Tambor,"1,93 m²","0,676 m²",,Hidráulica,,"9,7 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",585 km,455 km,13 km/l,"10,1 km/l",,,,,,,,Admissão,,,"0,35",,,,,,,,,,,,,,,Mecânicos,,,,,,,,,,,,,,,,,,,,
honda,Civic Coupe,civic-coupe,civic-coupe-ex-1-6-at-1994,civic-coupe-ex-1-6-at-1994,https://www.fichacompleta.com.br/carros/honda/civic-coupe-ex-1-6-at-1994,2026-06-14T17:45:16.952628,Honda Civic Coupe EX 1.6 AT 1994,13 s,185 km/h,Correia dentada,Injeção multiponto,Natural,1590 cm³,4 em linha,D16Z6,Único no cabeçote,90 mm,75 mm,Transversal,Dianteiro,"8,8 kg/cv","75,3 kg/kgfm","78,6 cv/litro",125 cv,"9,2:1",,,"9,2 kgfm/litro","14,6 kgfm",4,Conversor de torque,Automático,4,,Dianteira,1340 mm,1475 mm,1470 mm,,4400 mm,2620 mm,1695 mm,1100 kg,365 litros,45 litros,111 mm,Disco ventilado,Tambor,"1,93 m²","0,676 m²","0,35",Hidráulica,"9,7 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",585 km,414 km,13 km/l,"9,2 km/l",,6500 rpm,5200 rpm,,,,,Admissão,,,,,,,,,,,,,,,,,,Mecânicos,,,,,,,,,,,,,,,,,,,,
honda,Civic Coupe,civic-coupe,civic-coupe-exs-1-6-1994,civic-coupe-exs-1-6-1994,https://www.fichacompleta.com.br/carros/honda/civic-coupe-exs-1-6-1994,2026-06-14T17:45:19.469787,Honda Civic Coupe EXS 1.6 1994,"9,9 s",195 km/h,Correia dentada,Injeção multiponto,Natural,1590 cm³,4 em linha,D16Z6,Único no cabeçote,90 mm,75 mm,Transversal,Dianteiro,"8,3 kg/cv","71,0 kg/kgfm","78,6 cv/litro",125 cv,"9,2:1",,,"9,2 kgfm/litro","14,6 kgfm",4,Embreagem monodisco a seco,Manual,5,,Dianteira,1340 mm,1475 mm,1470 mm,,4400 mm,2620 mm,1695 mm,1037 kg,365 litros,45 litros,111 mm,Disco ventilado,Disco sólido,"1,93 m²","0,676 m²","0,35",Hidráulica,"9,7 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",585 km,455 km,13 km/l,"10,1 km/l",,6500 rpm,5200 rpm,,,,,Admissão,,,,,,,,,,,,,,,,,,Mecânicos,,,,,,,,,,,,,,,,,,,,
honda,Civic Coupe,civic-coupe,civic-coupe-ex-1-6-1995,civic-coupe-ex-1-6-1995,https://www.fichacompleta.com.br/carros/honda/civic-coupe-ex-1-6-1995,2026-06-14T17:45:23.628078,Honda Civic Coupe EX 1.6 1995,"9,9 s",195 km/h,Correia dentada,Injeção multiponto,Natural,1590 cm³,4 em linha,D16Z6,Único no cabeçote,90 mm,75 mm,Transversal,Dianteiro,"8,3 kg/cv","71,0 kg/kgfm","78,6 cv/litro",125 cv,"9,2:1",,,"9,2 kgfm/litro","14,6 kgfm",4,Embreagem monodisco a seco,Manual,5,,Dianteira,1340 mm,1475 mm,1470 mm,,4400 mm,2620 mm,1695 mm,1037 kg,365 litros,45 litros,111 mm,Disco ventilado,Tambor,"1,93 m²","0,676 m²","0,35",Hidráulica,"9,7 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",585 km,455 km,13 km/l,"10,1 km/l",,6500 rpm,5200 rpm,,,,,Admissão,,,,,,,,,,,,,,,,,,Mecânicos,,,,,,,,,,,,,,,,,,,,
honda,Civic Coupe,civic-coupe,civic-coupe-ex-1-6-at-1995,civic-coupe-ex-1-6-at-1995,https://www.fichacompleta.com.br/carros/honda/civic-coupe-ex-1-6-at-1995,2026-06-14T17:45:26.883312,Honda Civic Coupe EX 1.6 AT 1995,13 s,185 km/h,,Injeção multiponto,Natural,1590 cm³,4 em linha,D16Z6,"Único no cabeçote, correia dentada",90 mm,75 mm,Transversal,Dianteiro,"8,8 kg/cv","75,3 kg/kgfm","78,6 cv/litro",125 cv a 6500 rpm,"9,2:1",,,"9,2 kgfm/litro","14,6 kgfm a 5200 rpm",4,Conversor de torque,Automático,,4,Dianteira,1340 mm,1475 mm,1470 mm,,4400 mm,2620 mm,1695 mm,1100 kg,365 litros,45 litros,111 mm,Disco ventilado,Tambor,"1,93 m²","0,676 m²",,Hidráulica,,"9,7 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",585 km,414 km,13 km/l,"9,2 km/l",,,,,,,,Admissão,,,"0,35",,,,,,,,,,,,,,,Mecânicos,,,,,,,,,,,,,,,,,,,,
honda,Civic Coupe,civic-coupe,civic-coupe-exs-1-6-1995,civic-coupe-exs-1-6-1995,https://www.fichacompleta.com.br/carros/honda/civic-coupe-exs-1-6-1995,2026-06-14T17:45:31.555773,Honda Civic Coupe EXS 1.6 1995,"9,9 s",195 km/h,Correia dentada,Injeção multiponto,Natural,1590 cm³,4 em linha,D16Z6,Único no cabeçote,90 mm,75 mm,Transversal,Dianteiro,"8,3 kg/cv","71,0 kg/kgfm","78,6 cv/litro",125 cv,"9,2:1",,,"9,2 kgfm/litro","14,6 kgfm",4,Embreagem monodisco a seco,Manual,5,,Dianteira,1340 mm,1475 mm,1470 mm,,4400 mm,2620 mm,1695 mm,1037 kg,365 litros,45 litros,111 mm,Disco ventilado,Disco sólido,"1,93 m²","0,676 m²","0,35",Hidráulica,"9,7 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",585 km,455 km,13 km/l,"10,1 km/l",,6500 rpm,5200 rpm,,,,,Admissão,,,,,,,,,,,,,,,,,,Mecânicos,,,,,,,,,,,,,,,,,,,,
honda,Civic Coupe,civic-coupe,civic-coupe-exs-1-6-at-1995,civic-coupe-exs-1-6-at-1995,https://www.fichacompleta.com.br/carros/honda/civic-coupe-exs-1-6-at-1995,2026-06-14T17:45:34.357110,Honda Civic Coupe EXS 1.6 AT 1995,13 s,185 km/h,Correia dentada,Injeção multiponto,Natural,1590 cm³,4 em linha,D16Z6,Único no cabeçote,90 mm,75 mm,Transversal,Dianteiro,"8,8 kg/cv","75,3 kg/kgfm","78,6 cv/litro",125 cv,"9,2:1",,,"9,2 kgfm/litro","14,6 kgfm",4,Conversor de torque,Automático,4,,Dianteira,1340 mm,1475 mm,1470 mm,,4400 mm,2620 mm,1695 mm,1100 kg,365 litros,45 litros,111 mm,Disco ventilado,Disco sólido,"1,93 m²","0,676 m²","0,35",Hidráulica,"9,7 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",585 km,414 km,13 km/l,"9,2 km/l",,6500 rpm,5200 rpm,,,,,Admissão,,,,,,,,,,,,,,,,,,Mecânicos,,,,,,,,,,,,,,,,,,,,
honda,Civic Coupe,civic-coupe,civic-coupe-ex-1-6-1996,civic-coupe-ex-1-6-1996,https://www.fichacompleta.com.br/carros/honda/civic-coupe-ex-1-6-1996,2026-06-14T17:45:38.834704,Honda Civic Coupe EX 1.6 1996,"9,8 s",196 km/h,,Injeção multiponto,Natural,1590 cm³,4 em linha,D16Y8,"Único no cabeçote, correia dentada",90 mm,75 mm,Transversal,Dianteiro,"9,1 kg/cv","78,4 kg/kgfm","79,9 cv/litro",127 cv a 6600 rpm,"9,6:1",,,"9,3 kgfm/litro","14,8 kgfm a 5500 rpm",4,Embreagem monodisco a seco,Manual,,5,Dianteira,1400 mm,,,,4450 mm,2620 mm,1705 mm,1160 kg,460 litros,70 litros,120 mm,Disco ventilado,Disco sólido,,,,Hidráulica,,"11,7 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",840 km,714 km,12 km/l,"10,2 km/l",,,,,,,,Admissão,,,,,,,,,,,,,,,,,,Mecânicos,,,,,,,,,,,,,,,,,,,,
honda,Civic Coupe,civic-coupe,civic-coupe-ex-1-6-1997,civic-coupe-ex-1-6-1997,https://www.fichacompleta.com.br/carros/honda/civic-coupe-ex-1-6-1997,2026-06-14T17:45:41.453718,Honda Civic Coupe EX 1.6 1997,"9,8 s",196 km/h,,Injeção multiponto,Natural,1590 cm³,4 em linha,D16Y8,"Único no cabeçote, correia dentada",90 mm,75 mm,Transversal,Dianteiro,"9,1 kg/cv","78,4 kg/kgfm","79,9 cv/litro",127 cv a 6600 rpm,"9,6:1",,,"9,3 kgfm/litro","14,8 kgfm a 5500 rpm",4,Embreagem monodisco a seco,Manual,,5,Dianteira,1400 mm,,,,4450 mm,2620 mm,1705 mm,1160 kg,460 litros,70 litros,120 mm,Disco ventilado,Disco sólido,,,,Hidráulica,,"11,7 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",840 km,714 km,12 km/l,"10,2 km/l",,,,,,,,Admissão,,,,,,,,,,,,,,,,,,Mecânicos,,,,,,,,,,,,,,,,,,,,
