marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__acoplamento,geral__cambio,geral__marchas,geral__quantidade_de_marchas,geral__tracao,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__assistencia,geral__diametro_de_giro,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__altura_minima_do_solo,geral__regime_potencia_max,geral__regime_torque_max,geral__potencia,geral__torque,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__variacao_do_comando,geral__reboque_com_freio,geral__reboque_sem_freio,geral__coeficiente_de_arrasto_cx,geral__cilindrada_unitaria,geral__deslocamento,geral__estepe,geral__rotacao_maxima,geral__capacidade_da_bateria,geral__potencia_combinada,geral__torque_combinado,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__angulo_de_entrada,geral__angulo_de_saida,geral__pesopotencia_sistema,geral__tuchos,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__viscosidade_do_oleo,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__frenagem_1000_kmh,geral__portamalas_5_lugares,geral__portamalas_6_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_6_lugares,geral__codigo_do_cambio,geral__angulo_central
honda,Accord,accord,accord-ex-2-3-2002,accord-ex-2-3-2002,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-3-2002,2026-06-14T17:22:48.253448,Honda Accord EX 2.3 2002,13 s,180 km/h,Correia dentada,Injeção multiponto,Natural,2254 cm³,4 em linha,F23,Único no cabeçote,97 mm,86 mm,Transversal,Dianteiro,"10,2 kg/cv","69,0 kg/kgfm","59,9 cv/litro",,"8,8:1",5400 rpm,4700 rpm,"8,9 kgfm/litro",,4,Conversor de torque,Automático,4,,Dianteira,1445 mm,1555 mm,1535 mm,,4795 mm,2715 mm,1785 mm,1380 kg,427 litros,65 litros,127 mm,Disco ventilado,Disco sólido,"2,19 m²","0,723 m²","0,33",Hidráulica,"11,1 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",813 km,637 km,"12,5 km/l","9,8 km/l",158 mm,,,135 cv,20 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-4-2003,accord-ex-2-4-2003,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-4-2003,2026-06-14T17:22:51.896001,Honda Accord EX 2.4 2003,10 s,190 km/h,Corrente,Injeção multiponto,Natural,2354 cm³,4 em linha,K24,Duplo no cabeçote,99 mm,87 mm,Transversal,Dianteiro,"8,6 kg/cv","62,0 kg/kgfm","67,1 cv/litro",158 cv,"9,7:1",5500 rpm,4500 rpm,"9,3 kgfm/litro",22 kgfm,4,Conversor de torque,Automático,5,5,Dianteira,1466 mm,1551 mm,1551 mm,435 kg,4813 mm,2738 mm,1820 mm,1365 kg,446 litros,65 litros,123 mm,Disco ventilado,Disco sólido,"2,27 m²","0,681 m²","0,3",Hidráulica,"11,25 m","11,25 m","Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",657 km,436 km,"10,1 km/l","6,7 km/l",,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-4-2004,accord-ex-2-4-2004,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-4-2004,2026-06-14T17:22:56.106347,Honda Accord EX 2.4 2004,10 s,190 km/h,Corrente,Injeção multiponto,Natural,2354 cm³,4 em linha,K24,Duplo no cabeçote,99 mm,87 mm,Transversal,Dianteiro,"8,6 kg/cv","62,0 kg/kgfm","67,1 cv/litro",158 cv,"9,7:1",,,"9,3 kgfm/litro",22 kgfm,4,Conversor de torque,Automático,5,,Dianteira,1466 mm,1551 mm,1551 mm,435 kg,4813 mm,2738 mm,1820 mm,1365 kg,446 litros,65 litros,123 mm,Disco ventilado,Disco sólido,"2,27 m²","0,681 m²","0,3",Hidráulica,"11,25 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",657 km,436 km,"10,1 km/l","6,7 km/l",,5500 rpm,4500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-3-0-v6-2004,accord-ex-3-0-v6-2004,https://www.fichacompleta.com.br/carros/honda/accord-ex-3-0-v6-2004,2026-06-14T17:22:59.414430,Honda Accord EX 3.0 V6 2004,8 s,218 km/h,Correia dentada,Injeção multiponto,Natural,2997 cm³,6 em V,J30,Único no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"6,4 kg/cv","52,3 kg/kgfm","80,1 cv/litro",240 cv,10:1,6250 rpm,5000 rpm,"9,8 kgfm/litro","29,3 kgfm",4,Conversor de torque,Automático,5,,Dianteira,1466 mm,1551 mm,1551 mm,435 kg,4813 mm,2738 mm,1820 mm,1532 kg,446 litros,65 litros,123 mm,Disco ventilado,Disco sólido,"2,27 m²","0,681 m²","0,3",Hidráulica,"11,3 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",585 km,338 km,9 km/l,"5,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-4-2005,accord-ex-2-4-2005,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-4-2005,2026-06-14T17:23:03.185188,Honda Accord EX 2.4 2005,10 s,190 km/h,Corrente,Injeção multiponto,Natural,2354 cm³,4 em linha,K24,Duplo no cabeçote,99 mm,87 mm,Transversal,Dianteiro,"8,6 kg/cv","62,0 kg/kgfm","67,1 cv/litro",158 cv,"9,7:1",,,"9,3 kgfm/litro",22 kgfm,4,Conversor de torque,Automático,5,,Dianteira,1466 mm,1551 mm,1551 mm,435 kg,4813 mm,2738 mm,1820 mm,1365 kg,446 litros,65 litros,123 mm,Disco ventilado,Disco sólido,"2,27 m²","0,681 m²","0,3",Hidráulica,"11,25 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",657 km,436 km,"10,1 km/l","6,7 km/l",,5500 rpm,4500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-3-0-v6-2005,accord-ex-3-0-v6-2005,https://www.fichacompleta.com.br/carros/honda/accord-ex-3-0-v6-2005,2026-06-14T17:23:06.043893,Honda Accord EX 3.0 V6 2005,8 s,218 km/h,Correia dentada,Injeção multiponto,Natural,2997 cm³,6 em V,J30,Único no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"6,4 kg/cv","52,3 kg/kgfm","80,1 cv/litro",240 cv,10:1,,,"9,8 kgfm/litro","29,3 kgfm",4,Conversor de torque,Automático,5,,Dianteira,1466 mm,1551 mm,1551 mm,435 kg,4813 mm,2738 mm,1820 mm,1532 kg,446 litros,65 litros,123 mm,Disco ventilado,Disco sólido,"2,27 m²","0,681 m²","0,3",Hidráulica,"11,3 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",585 km,338 km,9 km/l,"5,2 km/l",,6250 rpm,5000 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-lx-2-4-2005,accord-lx-2-4-2005,https://www.fichacompleta.com.br/carros/honda/accord-lx-2-4-2005,2026-06-14T17:23:10.784488,Honda Accord LX 2.4 2005,10 s,190 km/h,Corrente,Injeção multiponto,Natural,2354 cm³,4 em linha,K24,Duplo no cabeçote,99 mm,87 mm,Transversal,Dianteiro,"8,6 kg/cv","62,0 kg/kgfm","67,1 cv/litro",,"9,7:1",5500 rpm,4500 rpm,"9,3 kgfm/litro",,4,Conversor de torque,Automático,5,,Dianteira,1466 mm,1551 mm,1551 mm,435 kg,4813 mm,2738 mm,1820 mm,1365 kg,446 litros,65 litros,123 mm,Disco ventilado,Disco sólido,"2,27 m²","0,681 m²","0,3",Hidráulica,"11,25 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",657 km,436 km,"10,1 km/l","6,7 km/l",,,,158 cv,22 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-3-0-v6-2006,accord-ex-3-0-v6-2006,https://www.fichacompleta.com.br/carros/honda/accord-ex-3-0-v6-2006,2026-06-14T17:23:13.717434,Honda Accord EX 3.0 V6 2006,8 s,218 km/h,,Injeção multiponto,Natural,2997 cm³,6 em V,J30,Único no cabeçote,,,Transversal,Dianteiro,"6,4 kg/cv","52,3 kg/kgfm","80,1 cv/litro",240 cv a 6250 rpm,10:1,,,"9,8 kgfm/litro","29,3 kgfm a 5000 rpm",4,,Automático,,5,Dianteira,1466 mm,1551 mm,1551 mm,435 kg,4813 mm,2738 mm,1820 mm,1532 kg,446 litros,65 litros,123 mm,205/60 R16,Disco sólido,"2,27 m²",,,Hidráulica,,"11,3 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",585 km,338 km,9 km/l,"5,2 km/l",,,,,,86 mm,86 mm,,,,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-lx-2-0-2006,accord-lx-2-0-2006,https://www.fichacompleta.com.br/carros/honda/accord-lx-2-0-2006,2026-06-14T17:23:16.256207,Honda Accord LX 2.0 2006,12 s,188 km/h,Corrente,Injeção multiponto,Natural,1998 cm³,4 em linha,K20,Duplo no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"9,6 kg/cv","75,8 kg/kgfm","75,1 cv/litro",150 cv,"9,8:1",6000 rpm,4500 rpm,"9,5 kgfm/litro",19 kgfm,4,Conversor de torque,Automático,5,5,Dianteira,1466 mm,1550 mm,1550 mm,,4813 mm,2738 mm,1820 mm,1440 kg,446 litros,65 litros,123 mm,Disco ventilado,Disco sólido,"2,27 m²","0,681 m²","0,3",Hidráulica,Não informado,Não informado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",930 km,579 km,"14,3 km/l","8,9 km/l",,,,,,,,Admissão,,,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-3-0-v6-2007,accord-ex-3-0-v6-2007,https://www.fichacompleta.com.br/carros/honda/accord-ex-3-0-v6-2007,2026-06-14T17:23:19.472822,Honda Accord EX 3.0 V6 2007,8 s,218 km/h,Correia dentada,Injeção multiponto,Natural,2997 cm³,6 em V,J30,Único no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"6,4 kg/cv","52,3 kg/kgfm","80,1 cv/litro",240 cv,10:1,,,"9,8 kgfm/litro","29,3 kgfm",4,Conversor de torque,Automático,5,,Dianteira,1466 mm,1551 mm,1551 mm,435 kg,4813 mm,2738 mm,1820 mm,1532 kg,446 litros,65 litros,123 mm,Disco ventilado,Disco sólido,"2,27 m²","0,681 m²","0,3",Hidráulica,"11,3 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",585 km,338 km,9 km/l,"5,2 km/l",,6250 rpm,5000 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-lx-2-0-2007,accord-lx-2-0-2007,https://www.fichacompleta.com.br/carros/honda/accord-lx-2-0-2007,2026-06-14T17:23:24.032710,Honda Accord LX 2.0 2007,12 s,188 km/h,,Injeção multiponto,Natural,1998 cm³,4 em linha,K20,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"9,6 kg/cv","75,8 kg/kgfm","75,1 cv/litro",150 cv a 6000 rpm,"9,8:1",,,"9,5 kgfm/litro",19 kgfm a 4500 rpm,4,,Automático,,5,Dianteira,1466 mm,1550 mm,1550 mm,,4813 mm,2738 mm,1820 mm,1440 kg,446 litros,65 litros,123 mm,205/60 R16,Disco sólido,"2,27 m²",,,Hidráulica,,Não informado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",930 km,579 km,"14,3 km/l","8,9 km/l",,,,,,86 mm,86 mm,Admissão,,,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-3-5-v6-2008,accord-ex-3-5-v6-2008,https://www.fichacompleta.com.br/carros/honda/accord-ex-3-5-v6-2008,2026-06-14T17:23:27.932537,Honda Accord EX 3.5 V6 2008,"6,8 s",210 km/h,Correia dentada,Injeção multiponto,Natural,3471 cm³,6 em V,J35,Único no cabeçote,93 mm,89 mm,Transversal,Dianteiro,"5,9 kg/cv","47,3 kg/kgfm","80,1 cv/litro",278 cv,"10,5:1",6200 rpm,5000 rpm,"10,0 kgfm/litro","34,6 kgfm",4,Conversor de torque,Automático,5,5,Dianteira,1475 mm,1590 mm,1590 mm,,4935 mm,2800 mm,1845 mm,1635 kg,453 litros,70 litros,113 mm,Disco ventilado,Disco sólido,"2,31 m²","0,716 m²","0,31",Hidráulica,"11,5 m","11,5 m","Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",861 km,567 km,"12,3 km/l","8,1 km/l",,,,,,,,Admissão,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-lx-2-0-2008,accord-lx-2-0-2008,https://www.fichacompleta.com.br/carros/honda/accord-lx-2-0-2008,2026-06-14T17:23:32.586855,Honda Accord LX 2.0 2008,"12,4 s",180 km/h,Corrente,Injeção multiponto,Natural,1997 cm³,4 em linha,R20,Único no cabeçote,"96,9 mm",81 mm,Transversal,Dianteiro,"9,4 kg/cv","76,3 kg/kgfm","78,1 cv/litro",156 cv,"10,6:1",6300 rpm,4300 rpm,"9,7 kgfm/litro","19,3 kgfm",4,Conversor de torque,Automático,5,5,Dianteira,1475 mm,1590 mm,1590 mm,,4935 mm,2800 mm,1845 mm,1472 kg,453 litros,70 litros,129 mm,Disco ventilado,Disco sólido,,,,Hidráulica,Não informado,Não informado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",1001 km,665 km,"14,3 km/l","9,5 km/l",,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-3-5-v6-2009,accord-ex-3-5-v6-2009,https://www.fichacompleta.com.br/carros/honda/accord-ex-3-5-v6-2009,2026-06-14T17:23:36.497794,Honda Accord EX 3.5 V6 2009,"6,8 s",210 km/h,,Injeção multiponto,Natural,3471 cm³,6 em V,J35,"Único no cabeçote, correia dentada",93 mm,89 mm,Transversal,Dianteiro,"5,9 kg/cv","47,3 kg/kgfm","80,1 cv/litro",278 cv a 6200 rpm,"10,5:1",,,"10,0 kgfm/litro","34,6 kgfm a 5000 rpm",4,Conversor de torque,Automático,,5,Dianteira,1475 mm,1590 mm,1590 mm,,4935 mm,2800 mm,1845 mm,1635 kg,453 litros,70 litros,113 mm,Disco ventilado,Disco sólido,"2,31 m²","0,716 m²",,Hidráulica,,"11,5 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",861 km,567 km,"12,3 km/l","8,1 km/l",,,,,,,,Admissão,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-lx-2-0-2009,accord-lx-2-0-2009,https://www.fichacompleta.com.br/carros/honda/accord-lx-2-0-2009,2026-06-14T17:23:40.404805,Honda Accord LX 2.0 2009,"12,4 s",180 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,R20,"Único no cabeçote, corrente","96,9 mm",81 mm,Transversal,Dianteiro,"9,4 kg/cv","76,3 kg/kgfm","78,1 cv/litro",156 cv a 6300 rpm,"10,6:1",,,"9,7 kgfm/litro","19,3 kgfm a 4300 rpm",4,Conversor de torque,Automático,,5,Dianteira,1475 mm,1590 mm,1590 mm,,4935 mm,2800 mm,1845 mm,1472 kg,453 litros,70 litros,129 mm,Disco ventilado,Disco sólido,,,,Hidráulica,,Não informado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",1001 km,665 km,"14,3 km/l","9,5 km/l",,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-0-2010,accord-ex-2-0-2010,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-0-2010,2026-06-14T17:23:45.131557,Honda Accord EX 2.0 2010,"12,4 s",180 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,R20,"Único no cabeçote, corrente","96,9 mm",81 mm,Transversal,Dianteiro,"9,4 kg/cv","76,3 kg/kgfm","78,1 cv/litro",156 cv a 6300 rpm,"10,6:1",,,"9,7 kgfm/litro","19,3 kgfm a 4300 rpm",4,Conversor de torque,Automático,,5,Dianteira,1475 mm,1590 mm,1590 mm,,4935 mm,2800 mm,1845 mm,1472 kg,453 litros,70 litros,129 mm,Disco ventilado,Disco sólido,,,,Hidráulica,,Não informado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",1001 km,665 km,"14,3 km/l","9,5 km/l",,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-3-5-v6-2010,accord-ex-3-5-v6-2010,https://www.fichacompleta.com.br/carros/honda/accord-ex-3-5-v6-2010,2026-06-14T17:23:48.415249,Honda Accord EX 3.5 V6 2010,"6,8 s",210 km/h,,Injeção multiponto,Natural,3471 cm³,6 em V,J35,"Único no cabeçote, correia dentada",93 mm,89 mm,Transversal,Dianteiro,"5,9 kg/cv","47,3 kg/kgfm","80,1 cv/litro",278 cv a 6200 rpm,"10,5:1",,,"10,0 kgfm/litro","34,6 kgfm a 5000 rpm",4,Conversor de torque,Automático,,5,Dianteira,1475 mm,1590 mm,1590 mm,,4935 mm,2800 mm,1845 mm,1635 kg,453 litros,70 litros,113 mm,Disco ventilado,Disco sólido,"2,31 m²","0,716 m²",,Hidráulica,,"11,5 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",861 km,567 km,"12,3 km/l","8,1 km/l",,,,,,,,Admissão,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-0-2011,accord-ex-2-0-2011,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-0-2011,2026-06-14T17:23:52.580916,Honda Accord EX 2.0 2011,"12,4 s",180 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,R20,"Único no cabeçote, corrente","96,9 mm",81 mm,Transversal,Dianteiro,"9,4 kg/cv","76,3 kg/kgfm","78,1 cv/litro",156 cv a 6300 rpm,"10,6:1",,,"9,7 kgfm/litro","19,3 kgfm a 4300 rpm",4,Conversor de torque,Automático,,5,Dianteira,1475 mm,1590 mm,1590 mm,,4935 mm,2800 mm,1845 mm,1472 kg,453 litros,70 litros,129 mm,Disco ventilado,Disco sólido,,,,Hidráulica,,Não informado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",1001 km,665 km,"14,3 km/l","9,5 km/l",,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-3-5-v6-2011,accord-ex-3-5-v6-2011,https://www.fichacompleta.com.br/carros/honda/accord-ex-3-5-v6-2011,2026-06-14T17:23:55.189946,Honda Accord EX 3.5 V6 2011,"6,8 s",210 km/h,,Injeção multiponto,Natural,3471 cm³,6 em V,J35,"Único no cabeçote, correia dentada",93 mm,89 mm,Transversal,Dianteiro,"5,9 kg/cv","47,3 kg/kgfm","80,1 cv/litro",278 cv a 6200 rpm,"10,5:1",,,"10,0 kgfm/litro","34,6 kgfm a 5000 rpm",4,Conversor de torque,Automático,,5,Dianteira,1475 mm,1590 mm,1590 mm,,4935 mm,2800 mm,1845 mm,1635 kg,453 litros,70 litros,113 mm,Disco ventilado,Disco sólido,"2,31 m²","0,716 m²",,Hidráulica,,"11,5 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",861 km,567 km,"12,3 km/l","8,1 km/l",,,,,,,,Admissão,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-0-2012,accord-ex-2-0-2012,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-0-2012,2026-06-14T17:23:59.316844,Honda Accord EX 2.0 2012,"12,4 s",180 km/h,,Injeção multiponto,Natural,1997 cm³,4 em linha,R20,"Único no cabeçote, corrente","96,9 mm",81 mm,Transversal,Dianteiro,"9,4 kg/cv","76,3 kg/kgfm","78,1 cv/litro",156 cv a 6300 rpm,"10,6:1",,,"9,7 kgfm/litro","19,3 kgfm a 4300 rpm",4,Conversor de torque,Automático,,5,Dianteira,1475 mm,1590 mm,1590 mm,,4935 mm,2800 mm,1845 mm,1472 kg,453 litros,70 litros,129 mm,Disco ventilado,Disco sólido,,,,Hidráulica,,Não informado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",1001 km,665 km,"14,3 km/l","9,5 km/l",,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-3-5-v6-2012,accord-ex-3-5-v6-2012,https://www.fichacompleta.com.br/carros/honda/accord-ex-3-5-v6-2012,2026-06-14T17:24:02.133566,Honda Accord EX 3.5 V6 2012,"6,8 s",210 km/h,,Injeção multiponto,Natural,3471 cm³,6 em V,J35,"Único no cabeçote, correia dentada",93 mm,89 mm,Transversal,Dianteiro,"5,9 kg/cv","47,3 kg/kgfm","80,1 cv/litro",278 cv a 6200 rpm,"10,5:1",,,"10,0 kgfm/litro","34,6 kgfm a 5000 rpm",4,Conversor de torque,Automático,,5,Dianteira,1475 mm,1590 mm,1590 mm,,4935 mm,2800 mm,1845 mm,1635 kg,453 litros,70 litros,113 mm,Disco ventilado,Disco sólido,"2,31 m²","0,716 m²",,Hidráulica,,"11,5 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",861 km,567 km,"12,3 km/l","8,1 km/l",,,,,,,,Admissão,,,"0,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-4-2013,accord-ex-2-4-2013,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-4-2013,2026-06-14T17:24:06.100827,Honda Accord EX 2.4 2013,"9,4 s",195 km/h,Corrente,Injeção multiponto,Natural,2356 cm³,4 em linha,K24,Duplo no cabeçote,"99,1 mm",87 mm,Transversal,Dianteiro,"8,6 kg/cv","65,8 kg/kgfm","74,3 cv/litro",175 cv,11:1,6200 rpm,4000 rpm,"9,7 kgfm/litro","22,9 kgfm",4,Conversor de torque,Automático,5,5,Dianteira,1475 mm,,,,4890 mm,2775 mm,1850 mm,1506 kg,461 litros,65 litros,129 mm,Disco ventilado,Disco sólido,,,,Elétrica,"11,6 m","11,6 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",871 km,605 km,"13,4 km/l","9,3 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-3-5-v6-2013,accord-ex-3-5-v6-2013,https://www.fichacompleta.com.br/carros/honda/accord-ex-3-5-v6-2013,2026-06-14T17:24:10.765687,Honda Accord EX 3.5 V6 2013,"6,6 s",210 km/h,Correia dentada,Injeção multiponto,Natural,3471 cm³,6 em V,J35,Único no cabeçote,93 mm,89 mm,Transversal,Dianteiro,"5,8 kg/cv","47,1 kg/kgfm","80,7 cv/litro",280 cv,"10,5:1",6200 rpm,4900 rpm,"10,0 kgfm/litro","34,6 kgfm",4,Conversor de torque,Automático,6,6,Dianteira,1475 mm,,,,4890 mm,2775 mm,1850 mm,1629 kg,461 litros,65 litros,113 mm,Disco ventilado,Disco sólido,,,,Elétrica,"11,6 m","11,6 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",780 km,507 km,12 km/l,"7,8 km/l",,,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-4-2014,accord-ex-2-4-2014,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-4-2014,2026-06-14T17:24:13.267607,Honda Accord EX 2.4 2014,"9,4 s",195 km/h,,Injeção multiponto,Natural,2356 cm³,4 em linha,K24,"Duplo no cabeçote, corrente","99,1 mm",87 mm,Transversal,Dianteiro,"8,6 kg/cv","65,8 kg/kgfm","74,3 cv/litro",175 cv a 6200 rpm,11:1,,,"9,7 kgfm/litro","22,9 kgfm a 4000 rpm",4,Conversor de torque,Automático,,5,Dianteira,1475 mm,,,,4890 mm,2775 mm,1850 mm,1506 kg,461 litros,65 litros,129 mm,Disco ventilado,Disco sólido,,,,Elétrica,,"11,6 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",871 km,605 km,"13,4 km/l","9,3 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-3-5-v6-2014,accord-ex-3-5-v6-2014,https://www.fichacompleta.com.br/carros/honda/accord-ex-3-5-v6-2014,2026-06-14T17:24:18.123258,Honda Accord EX 3.5 V6 2014,"6,6 s",210 km/h,Correia dentada,Injeção multiponto,Natural,3471 cm³,6 em V,J35,Único no cabeçote,93 mm,89 mm,Transversal,Dianteiro,"5,8 kg/cv","47,1 kg/kgfm","80,7 cv/litro",280 cv,"10,5:1",,,"10,0 kgfm/litro","34,6 kgfm",4,Conversor de torque,Automático,6,,Dianteira,1475 mm,,,,4890 mm,2775 mm,1850 mm,1629 kg,461 litros,65 litros,113 mm,Disco ventilado,Disco sólido,,,,Elétrica,"11,6 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",780 km,507 km,12 km/l,"7,8 km/l",,6200 rpm,4900 rpm,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
