marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__variacao_do_comando,geral__altura,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__estepe,geral__traseiros,geral__assistencia,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_a,geral__rodoviaria_g,geral__urbana_a,geral__urbana_g,geral__rodoviario_a,geral__rodoviario_g,geral__urbano_a,geral__urbano_g,geral__altura_minima_do_solo,geral__acionam_do_comando,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_maximo_a,geral__torque_maximo_g,geral__marchas,geral__diametro_de_giro,geral__cilindrada_unitaria,geral__deslocamento,geral__codigo_do_cambio,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__angulo_de_entrada,geral__angulo_de_saida,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__potencia_a,geral__potencia_g,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_a,geral__torque_g,geral__potencia,geral__potencia_combinada,geral__torque,geral__torque_combinado,geral__tuchos,geral__cacamba,geral__travessia_de_agua,geral__autonomia_eletrica,geral__capacidade_da_bateria,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__potencia_de_recarga,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__autonomia,geral__bitola_dianteira,geral__bitola_traseira,geral__rampa_maxima,geral__angulo_central,geral__viscosidade_do_oleo,geral__frenagem_1000_kmh,geral__inclinacao_lateral_maxima,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__inclinacao_lateral_max,geral__portamalas_5_lugares,geral__portamalas_7_lugares
chery,Face,face,face-1-3-2014,face-1-3-2014,https://www.fichacompleta.com.br/carros/chery/face-1-3-2014,2026-06-20T21:33:07.872378,Chery Face 1.3 2014,16 s,156 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1297 cm³,4 em linha,SQR473,"Duplo no cabeçote, correia dentada","77,5 mm",73 mm,Transversal,Dianteiro,"11,4 kg/cv","80,0 kg/kgfm","70,2 cv/litro",91 cv (A) 90 cv (G) a 5600 rpm,"10,8:1","10,0 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4600 rpm,4,,1564 mm,375 kg,3700 mm,2390 mm,1578 mm,1040 kg,190 litros,45 litros,105 mm,Disco sólido,,Tambor,Hidráulica,"9,5 m","Independente, McPherson",Mola helicoidal,Eixo rígido,495 km,644 km,338 km,441 km,11 km/l,"14,3 km/l","7,5 km/l","9,8 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Face,face,face-1-3-2015,face-1-3-2015,https://www.fichacompleta.com.br/carros/chery/face-1-3-2015,2026-06-20T21:33:10.389976,Chery Face 1.3 2015,16 s,156 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1297 cm³,4 em linha,SQR473,"Duplo no cabeçote, correia dentada","77,5 mm",73 mm,Transversal,Dianteiro,"11,4 kg/cv","80,0 kg/kgfm","70,2 cv/litro",91 cv (A) 90 cv (G) a 5600 rpm,"10,8:1","10,0 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4600 rpm,4,,1564 mm,375 kg,3700 mm,2390 mm,1578 mm,1040 kg,190 litros,45 litros,105 mm,Disco sólido,,Tambor,Hidráulica,"9,5 m","Independente, McPherson",Mola helicoidal,Eixo rígido,495 km,644 km,338 km,441 km,11 km/l,"14,3 km/l","7,5 km/l","9,8 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Himla,himla,himla-1-5-phev-2026,himla-1-5-phev-2026,https://www.fichacompleta.com.br/carros/chery/himla-1-5-phev-2026,2026-06-20T21:33:27.520889,Chery Himla 1.5 PHEV 2026,9 s,180 km/h,Embreagem multidisco,Automático,,Integral sob demanda,Injeção multiponto,Turbocompressor,,4 em linha,,Duplo no cabeçote,"80,5 mm",77 mm,Longitudinal,Dianteiro,"17,69 kg/cv","115,6 kg/kgfm","98,1 cv/litro",147 cv,"9,5:1","15,0 kgfm/litro","22,5 kgfm",4,Admissão,1890 mm,,5335 mm,3230 mm,1920 mm,2600 kg,,80 litros,159 mm,Disco ventilado,265/60 R18,Disco sólido,Elétrica,,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,220 mm,Corrente,,,5500 rpm,1750 rpm,,,1,Não informado,375 cm³,1499 cm³,DHT,,,33 graus,24 graus,,,,,,,,,,75 cv (dianteiro),317 cv,"16,8 kgfm (dianteiro)","56,6 kgfm",,1276 litros,600 mm,50 km,"19,3 kWh","8,20 kg/cv","45,94 kg/kgfm",7 kW (AC),720 km,800 km,9 km/l,10 km/l,,,,,,,,,,,,,,,,,
chery,Himla,himla,himla-2-3-turbodiesel-2026,himla-2-3-turbodiesel-2026,https://www.fichacompleta.com.br/carros/chery/himla-2-3-turbodiesel-2026,2026-06-20T21:33:32.327885,Chery Himla 2.3 Turbodiesel 2026,13 s,160 km/h,Conversor de torque,Automático,,Integral temporária,Injeção direta,Turbocompressor,,4 em linha,,Duplo no cabeçote,,,Longitudinal,Dianteiro,"13,50 kg/cv","51,4 kg/kgfm","70,9 cv/litro",163 cv,,"18,6 kgfm/litro","42,8 kgfm",4,Admissão,1890 mm,625 kg,5335 mm,3230 mm,1920 mm,2200 kg,,80 litros,159 mm,Disco ventilado,265/60 R18,Disco sólido,Elétrica,,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,220 mm,Corrente,,,4500 rpm,1500 rpm,,,8,Não informado,,2300 cm³,,,,33 graus,24 graus,,,,,,,,,,,,,,,1276 litros,600 mm,,,,,,,,,,864 km,720 km,"10,8 km/l",9 km/l,,,,,,,,,,,,,
chery,Icar,icar,icar-eq1-tech-2022,icar-eq1-tech-2022,https://www.fichacompleta.com.br/carros/chery/icar-eq1-tech-2022,2026-06-20T21:33:51.150063,Chery Icar EQ1 Tech 2022,"12,9 s",120 km/h,,Automático,,Traseira,,,,,,,,,,,"16,31 kg/cv","65,03 kg/kgfm",,,,,,,,1590 mm,280 kg,3200 mm,2150 mm,1670 mm,995 kg,100 litros,,107 mm,Disco ventilado,Kit de reparo e enchimento,Disco sólido,Elétrica,,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,,,,120 mm,,,,,,,,1,"9,1 m",,,,,,,,,,,,,,,,,61 cv (traseiro),,"15,3 kgfm (traseiro)",,,,,,"30,8 kWh",,,,,,,,,,,,282 km,,,,,,,,,,,,
chery,Icar,icar,icar-eq1-tech-2023,icar-eq1-tech-2023,https://www.fichacompleta.com.br/carros/chery/icar-eq1-tech-2023,2026-06-20T21:33:53.969828,Chery Icar EQ1 Tech 2023,"12,9 s",120 km/h,,Automático,,Traseira,,,,,,,,,,,"16,31 kg/cv","65,03 kg/kgfm",,,,,,,,1590 mm,280 kg,3200 mm,2150 mm,1670 mm,995 kg,100 litros,,107 mm,Disco ventilado,Kit de reparo e enchimento,Disco sólido,Elétrica,,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,,,,120 mm,,,,,,,,1,"9,1 m",,,,,,,,,,,,,,,,,61 cv (traseiro),,"15,3 kgfm (traseiro)",,,,,,"30,8 kWh",,,,,,,,,,,,282 km,,,,,,,,,,,,
chery,Icar,icar,icar-eq1-tech-2024,icar-eq1-tech-2024,https://www.fichacompleta.com.br/carros/chery/icar-eq1-tech-2024,2026-06-20T21:33:57.928863,Chery Icar EQ1 Tech 2024,"12,9 s",120 km/h,,Automático,,Traseira,,,,,,,,,,,"16,31 kg/cv","65,03 kg/kgfm",,,,,,,,1590 mm,280 kg,3200 mm,2150 mm,1670 mm,995 kg,100 litros,,107 mm,Disco ventilado,Kit de reparo,Disco sólido,Elétrica,,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,,,,120 mm,,,,,,,,1,"9,1 m",,,,,,,,,,,,,,,,,61 cv (traseiro),,"15,3 kgfm (traseiro)",,,,,,"30,8 kWh",,,60 kW (DC),,,,,,,,,198 km,,,,,,,,,,,,
chery,Qq,qq,qq-1-1-2011,qq-1-1-2011,https://www.fichacompleta.com.br/carros/chery/qq-1-1-2011,2026-06-20T21:34:15.911768,Chery Qq 1.1 2011,14 s,130 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1083 cm³,4 em linha,SQR472F,Duplo no cabeçote,"66,5 mm",72 mm,Transversal,Dianteiro,"13,1 kg/cv","97,8 kg/kgfm","62,8 cv/litro",68 cv,"9,5:1","8,4 kgfm/litro","9,1 kgfm",4,,1485 mm,375 kg,3550 mm,2340 mm,1495 mm,890 kg,190 litros,35 litros,101 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Indep., McPherson",Mola helicoidal,Eixo rígido,,487 km,,413 km,,"13,9 km/l",,"11,8 km/l",,Correia dentada,,,,,,,5,Não informado,,,,,,,,,,,,,6000 rpm,3500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-1-1-2012,qq-1-1-2012,https://www.fichacompleta.com.br/carros/chery/qq-1-1-2012,2026-06-20T21:34:20.187102,Chery Qq 1.1 2012,14 s,130 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1083 cm³,4 em linha,,Duplo no cabeçote,"66,5 mm",72 mm,Transversal,Dianteiro,"13,1 kg/cv","97,8 kg/kgfm","62,8 cv/litro",68 cv a 6000 rpm,"9,5:1","8,4 kgfm/litro","9,1 kgfm a 3500 rpm",4,,1485 mm,375 kg,3550 mm,2340 mm,1495 mm,890 kg,190 litros,35 litros,101 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,,487 km,,413 km,,"13,9 km/l",,"11,8 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-1-1-2013,qq-1-1-2013,https://www.fichacompleta.com.br/carros/chery/qq-1-1-2013,2026-06-20T21:34:23.945890,Chery Qq 1.1 2013,14 s,130 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1083 cm³,4 em linha,,Duplo no cabeçote,"66,5 mm",72 mm,Transversal,Dianteiro,"13,1 kg/cv","97,8 kg/kgfm","62,8 cv/litro",68 cv a 6000 rpm,"9,5:1","8,4 kgfm/litro","9,1 kgfm a 3500 rpm",4,,1485 mm,375 kg,3550 mm,2340 mm,1495 mm,890 kg,190 litros,35 litros,101 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,,487 km,,413 km,,"13,9 km/l",,"11,8 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-1-1-2014,qq-1-1-2014,https://www.fichacompleta.com.br/carros/chery/qq-1-1-2014,2026-06-20T21:34:28.087538,Chery Qq 1.1 2014,14 s,130 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1083 cm³,4 em linha,,Duplo no cabeçote,"66,5 mm",72 mm,Transversal,Dianteiro,"13,1 kg/cv","97,8 kg/kgfm","62,8 cv/litro",68 cv a 6000 rpm,"9,5:1","8,4 kgfm/litro","9,1 kgfm a 3500 rpm",4,,1485 mm,375 kg,3550 mm,2340 mm,1495 mm,890 kg,190 litros,35 litros,101 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,,487 km,,413 km,,"13,9 km/l",,"11,8 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-1-0-2015,qq-1-0-2015,https://www.fichacompleta.com.br/carros/chery/qq-1-0-2015,2026-06-20T21:34:32.412778,Chery Qq 1.0 2015,14 s,130 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,SQR371F,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,9 kg/cv","95,7 kg/kgfm","69,1 cv/litro",69 cv,"9,5:1","9,3 kgfm/litro","9,3 kgfm",4,,1485 mm,375 kg,3550 mm,2340 mm,1495 mm,890 kg,190 litros,35 litros,101 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Indep., McPherson",Mola helicoidal,Eixo rígido,,487 km,,413 km,,"13,9 km/l",,"11,8 km/l",,Corrente,,,,,,,5,Não informado,,,,,,,,,,,,,6000 rpm,3500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-act-1-0-2015-gasolina,qq-act-1-0-2015-gasolina,https://www.fichacompleta.com.br/carros/chery/qq-act-1-0-2015-gasolina,2026-06-20T21:34:37.021255,Chery Qq Act 1.0 2015,14 s,160 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"13,6 kg/cv","98,5 kg/kgfm","69,1 cv/litro",69 cv a 6000 rpm,"9,5:1","9,5 kgfm/litro","9,5 kgfm a 4000 rpm",4,,1527 mm,,3564 mm,2340 mm,1620 mm,936 kg,160 litros,35 litros,99 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,,483 km,,431 km,,"13,8 km/l",,"12,3 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-act-1-0-2015,qq-act-1-0-2015,https://www.fichacompleta.com.br/carros/chery/qq-act-1-0-2015,2026-06-20T21:34:39.957271,Chery Qq Act 1.0 2015,14 s,130 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,SQR371F,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,9 kg/cv","95,7 kg/kgfm","69,1 cv/litro",69 cv,"9,5:1","9,3 kgfm/litro","9,3 kgfm",4,,1485 mm,375 kg,3550 mm,2340 mm,1495 mm,890 kg,190 litros,35 litros,101 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Indep., McPherson",Mola helicoidal,Eixo rígido,,487 km,,413 km,,"13,9 km/l",,"11,8 km/l",,Corrente,,,,,,,5,Não informado,,,,,,,,,,,,,6000 rpm,3500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-look-1-0-2015,qq-look-1-0-2015,https://www.fichacompleta.com.br/carros/chery/qq-look-1-0-2015,2026-06-20T21:34:43.666905,Chery Qq Look 1.0 2015,14 s,160 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,,Duplo no cabeçote,,,Transversal,Dianteiro,"13,6 kg/cv","98,5 kg/kgfm","69,1 cv/litro",69 cv a 6000 rpm,"9,5:1","9,5 kgfm/litro","9,5 kgfm a 4000 rpm",4,,1527 mm,,3564 mm,2340 mm,1620 mm,936 kg,160 litros,35 litros,101 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,,483 km,,431 km,,"13,8 km/l",,"12,3 km/l",,,,,,,,,,,,,,84 mm,71 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-act-1-0-2016,qq-act-1-0-2016,https://www.fichacompleta.com.br/carros/chery/qq-act-1-0-2016,2026-06-20T21:34:47.143277,Chery Qq Act 1.0 2016,14 s,160 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"13,6 kg/cv","98,5 kg/kgfm","69,1 cv/litro",69 cv a 6000 rpm,"9,5:1","9,5 kgfm/litro","9,5 kgfm a 4000 rpm",4,,1527 mm,,3564 mm,2340 mm,1620 mm,936 kg,160 litros,35 litros,99 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,,459 km,,417 km,,"13,1 km/l",,"11,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-look-1-0-2016,qq-look-1-0-2016,https://www.fichacompleta.com.br/carros/chery/qq-look-1-0-2016,2026-06-20T21:34:50.593151,Chery Qq Look 1.0 2016,14 s,160 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"13,6 kg/cv","98,5 kg/kgfm","69,1 cv/litro",69 cv a 6000 rpm,"9,5:1","9,5 kgfm/litro","9,5 kgfm a 4000 rpm",4,,1527 mm,,3564 mm,2340 mm,1620 mm,936 kg,160 litros,35 litros,101 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,,459 km,,417 km,,"13,1 km/l",,"11,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-act-1-0-2017,qq-act-1-0-2017,https://www.fichacompleta.com.br/carros/chery/qq-act-1-0-2017,2026-06-20T21:34:53.332189,Chery Qq Act 1.0 2017,14 s,160 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"13,6 kg/cv","98,5 kg/kgfm","69,1 cv/litro",69 cv a 6000 rpm,"9,5:1","9,5 kgfm/litro","9,5 kgfm a 4000 rpm",4,,1527 mm,,3564 mm,2340 mm,1620 mm,936 kg,160 litros,35 litros,99 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,,459 km,,417 km,,"13,1 km/l",,"11,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-look-1-0-2017,qq-look-1-0-2017,https://www.fichacompleta.com.br/carros/chery/qq-look-1-0-2017,2026-06-20T21:34:56.775258,Chery Qq Look 1.0 2017,14 s,160 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"13,6 kg/cv","98,5 kg/kgfm","69,1 cv/litro",69 cv a 6000 rpm,"9,5:1","9,5 kgfm/litro","9,5 kgfm a 4000 rpm",4,,1527 mm,,3564 mm,2340 mm,1620 mm,936 kg,160 litros,35 litros,101 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,,459 km,,417 km,,"13,1 km/l",,"11,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-act-1-0-2018,qq-act-1-0-2018,https://www.fichacompleta.com.br/carros/chery/qq-act-1-0-2018,2026-06-20T21:34:59.638499,Chery Qq Act 1.0 2018,14 s,165 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,5 kg/cv","93,1 kg/kgfm","75,2 cv/litro",75 cv (A) 74 cv (G) a 6000 rpm,"9,5:1","10,1 kgfm/litro","10,1 kgfm (A) 9,7 kgfm (G) a 4500 rpm",4,,1527 mm,,3564 mm,2340 mm,1620 mm,940 kg,160 litros,35 litros,114 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,347 km,504 km,312 km,452 km,"9,9 km/l","14,4 km/l","8,9 km/l","12,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-look-1-0-2018,qq-look-1-0-2018,https://www.fichacompleta.com.br/carros/chery/qq-look-1-0-2018,2026-06-20T21:35:04.032944,Chery Qq Look 1.0 2018,14 s,165 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,5 kg/cv","93,1 kg/kgfm","75,2 cv/litro",75 cv (A) 74 cv (G) a 6000 rpm,"9,5:1","10,1 kgfm/litro","10,1 kgfm (A) 9,7 kgfm (G) a 4500 rpm",4,,1527 mm,,3564 mm,2340 mm,1620 mm,940 kg,160 litros,35 litros,114 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,347 km,504 km,312 km,452 km,"9,9 km/l","14,4 km/l","8,9 km/l","12,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-smile-1-0-2018,qq-smile-1-0-2018,https://www.fichacompleta.com.br/carros/chery/qq-smile-1-0-2018,2026-06-20T21:35:08.095117,Chery Qq Smile 1.0 2018,14 s,165 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,5 kg/cv","93,1 kg/kgfm","75,2 cv/litro",75 cv (A) 74 cv (G) a 6000 rpm,"9,5:1","10,1 kgfm/litro","10,1 kgfm (A) 9,7 kgfm (G) a 4500 rpm",4,,1527 mm,,3564 mm,2340 mm,1620 mm,940 kg,160 litros,35 litros,114 mm,Disco ventilado,,Tambor,Não assistida,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,347 km,504 km,312 km,452 km,"9,9 km/l","14,4 km/l","8,9 km/l","12,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-act-1-0-2019,qq-act-1-0-2019,https://www.fichacompleta.com.br/carros/chery/qq-act-1-0-2019,2026-06-20T21:35:12.578036,Chery Qq Act 1.0 2019,14 s,165 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,5 kg/cv","93,1 kg/kgfm","75,2 cv/litro",75 cv (A) 74 cv (G) a 6000 rpm,"9,5:1","10,1 kgfm/litro","10,1 kgfm (A) 9,7 kgfm (G) a 4500 rpm",4,,1527 mm,,3564 mm,2340 mm,1620 mm,940 kg,160 litros,35 litros,114 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,347 km,504 km,312 km,452 km,"9,9 km/l","14,4 km/l","8,9 km/l","12,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-look-1-0-2019,qq-look-1-0-2019,https://www.fichacompleta.com.br/carros/chery/qq-look-1-0-2019,2026-06-20T21:35:16.595459,Chery Qq Look 1.0 2019,14 s,165 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,5 kg/cv","93,1 kg/kgfm","75,2 cv/litro",75 cv (A) 74 cv (G) a 6000 rpm,"9,5:1","10,1 kgfm/litro","10,1 kgfm (A) 9,7 kgfm (G) a 4500 rpm",4,,1527 mm,,3564 mm,2340 mm,1620 mm,940 kg,160 litros,35 litros,114 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,347 km,504 km,312 km,452 km,"9,9 km/l","14,4 km/l","8,9 km/l","12,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-smile-1-0-2019,qq-smile-1-0-2019,https://www.fichacompleta.com.br/carros/chery/qq-smile-1-0-2019,2026-06-20T21:35:20.588557,Chery Qq Smile 1.0 2019,14 s,165 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,5 kg/cv","93,1 kg/kgfm","75,2 cv/litro",75 cv (A) 74 cv (G) a 6000 rpm,"9,5:1","10,1 kgfm/litro","10,1 kgfm (A) 9,7 kgfm (G) a 4500 rpm",4,,1527 mm,,3564 mm,2340 mm,1620 mm,940 kg,160 litros,35 litros,114 mm,Disco ventilado,,Tambor,Não assistida,Não informado,"Independente, McPherson",Mola helicoidal,Eixo rígido,347 km,504 km,312 km,452 km,"9,9 km/l","14,4 km/l","8,9 km/l","12,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Qq,qq,qq-act-1-0-2020,qq-act-1-0-2020,https://www.fichacompleta.com.br/carros/chery/qq-act-1-0-2020,2026-06-20T21:35:24.097808,Chery Qq Act 1.0 2020,14 s,165 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,SQR371F,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,5 kg/cv","93,1 kg/kgfm","75,2 cv/litro",,"9,5:1","10,1 kgfm/litro",,4,,1527 mm,,3564 mm,2340 mm,1620 mm,940 kg,160 litros,35 litros,114 mm,Disco ventilado,,Tambor,Hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo rígido,347 km,504 km,312 km,452 km,"9,9 km/l","14,4 km/l","8,9 km/l","12,9 km/l",,Corrente,75 cv,74 cv,6000 rpm,4500 rpm,"10,1 kgfm","9,7 kgfm",5,Não informado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
